role,condition,left_writer,right_writer,left_filename,right_filename,label,score
selection,cross_variable_variable,43,42,0043_1.jpg,0042_3.jpg,0,0.21154003
selection,cross_variable_variable,43,43,0043_1.jpg,0043_3.jpg,1,0.15471888
selection,cross_variable_variable,43,60,0043_1.jpg,0060_3.jpg,0,-0.10217492
selection,cross_variable_variable,43,66,0043_1.jpg,0066_3.jpg,0,0.054906122
selection,cross_variable_variable,43,67,0043_1.jpg,0067_3.jpg,0,0.120615855
selection,cross_variable_variable,43,79,0043_1.jpg,0079_3.jpg,0,-0.015649084
selection,cross_variable_variable,43,86,0043_1.jpg,0086_3.jpg,0,-0.05697027
selection,cross_variable_variable,43,87,0043_1.jpg,0087_3.jpg,0,-0.035240084
selection,cross_variable_variable,43,89,0043_1.jpg,0089_3.jpg,0,-0.026735516
selection,cross_variable_variable,43,91,0043_1.jpg,0091_3.jpg,0,-0.16522917
selection,cross_variable_variable,43,93,0043_1.jpg,0093_3.jpg,0,0.06672996
selection,cross_variable_variable,43,106,0043_1.jpg,0106_3.jpg,0,-0.053836286
selection,cross_variable_variable,43,109,0043_1.jpg,0109_3.jpg,0,0.09999997
selection,cross_variable_variable,43,114,0043_1.jpg,0114_3.jpg,0,-0.13064182
selection,cross_variable_variable,43,130,0043_1.jpg,0130_3.jpg,0,0.08479947
selection,cross_variable_variable,43,132,0043_1.jpg,0132_3.jpg,0,-0.03755532
selection,cross_variable_variable,43,148,0043_1.jpg,0148_3.jpg,0,0.22145216
selection,cross_variable_variable,43,154,0043_1.jpg,0154_3.jpg,0,0.011809257
selection,cross_variable_variable,43,161,0043_1.jpg,0161_3.jpg,0,0.09972329
selection,cross_variable_variable,43,200,0043_1.jpg,0200_3.jpg,0,-0.005045779
selection,cross_variable_variable,43,204,0043_1.jpg,0204_3.jpg,0,0.0019837916
selection,cross_variable_variable,43,216,0043_1.jpg,0216_3.jpg,0,0.0217671
selection,cross_variable_variable,43,219,0043_1.jpg,0219_3.jpg,0,0.15885422
selection,cross_variable_variable,43,224,0043_1.jpg,0224_3.jpg,0,0.18874991
selection,cross_variable_variable,43,237,0043_1.jpg,0237_3.jpg,0,-0.05526714
selection,cross_variable_variable,43,239,0043_1.jpg,0239_3.jpg,0,-0.09813743
selection,cross_variable_variable,43,248,0043_1.jpg,0248_3.jpg,0,0.04300548
selection,cross_variable_variable,43,266,0043_1.jpg,0266_3.jpg,0,0.011571761
selection,cross_variable_variable,43,271,0043_1.jpg,0271_3.jpg,0,-0.02755975
selection,cross_variable_variable,43,279,0043_1.jpg,0279_3.jpg,0,-0.044369534
selection,cross_variable_variable,43,282,0043_1.jpg,0282_3.jpg,0,0.073929176
selection,cross_variable_variable,60,6,0060_1.jpg,0006_3.jpg,0,0.06063064
selection,cross_variable_variable,60,12,0060_1.jpg,0012_3.jpg,0,-0.02910984
selection,cross_variable_variable,60,15,0060_1.jpg,0015_3.jpg,0,0.3775465
selection,cross_variable_variable,60,18,0060_1.jpg,0018_3.jpg,0,-0.042495932
selection,cross_variable_variable,60,35,0060_1.jpg,0035_3.jpg,0,0.06418463
selection,cross_variable_variable,60,42,0060_1.jpg,0042_3.jpg,0,0.0650135
selection,cross_variable_variable,60,43,0060_1.jpg,0043_3.jpg,0,-0.13464828
selection,cross_variable_variable,60,60,0060_1.jpg,0060_3.jpg,1,0.14792426
selection,cross_variable_variable,60,66,0060_1.jpg,0066_3.jpg,0,0.09643339
selection,cross_variable_variable,60,67,0060_1.jpg,0067_3.jpg,0,0.12759644
selection,cross_variable_variable,60,79,0060_1.jpg,0079_3.jpg,0,-0.038280882
selection,cross_variable_variable,60,86,0060_1.jpg,0086_3.jpg,0,0.04401531
selection,cross_variable_variable,60,87,0060_1.jpg,0087_3.jpg,0,-0.053088944
selection,cross_variable_variable,60,89,0060_1.jpg,0089_3.jpg,0,-0.026467156
selection,cross_variable_variable,60,91,0060_1.jpg,0091_3.jpg,0,-0.1439661
selection,cross_variable_variable,60,93,0060_1.jpg,0093_3.jpg,0,0.024010932
selection,cross_variable_variable,60,106,0060_1.jpg,0106_3.jpg,0,0.20656207
selection,cross_variable_variable,60,109,0060_1.jpg,0109_3.jpg,0,0.045344688
selection,cross_variable_variable,60,114,0060_1.jpg,0114_3.jpg,0,-0.05598404
selection,cross_variable_variable,60,130,0060_1.jpg,0130_3.jpg,0,-0.076250985
selection,cross_variable_variable,60,132,0060_1.jpg,0132_3.jpg,0,0.089723974
selection,cross_variable_variable,60,148,0060_1.jpg,0148_3.jpg,0,-0.07042386
selection,cross_variable_variable,60,154,0060_1.jpg,0154_3.jpg,0,-0.035900883
selection,cross_variable_variable,60,161,0060_1.jpg,0161_3.jpg,0,-0.10871305
selection,cross_variable_variable,60,200,0060_1.jpg,0200_3.jpg,0,-0.12477349
selection,cross_variable_variable,60,204,0060_1.jpg,0204_3.jpg,0,0.08294977
selection,cross_variable_variable,60,216,0060_1.jpg,0216_3.jpg,0,-0.018400814
selection,cross_variable_variable,60,219,0060_1.jpg,0219_3.jpg,0,-0.12814353
selection,cross_variable_variable,60,224,0060_1.jpg,0224_3.jpg,0,-0.1767745
selection,cross_variable_variable,60,237,0060_1.jpg,0237_3.jpg,0,-0.019256864
selection,cross_variable_variable,60,239,0060_1.jpg,0239_3.jpg,0,-0.016238533
selection,cross_variable_variable,60,248,0060_1.jpg,0248_3.jpg,0,-0.12565932
selection,cross_variable_variable,60,266,0060_1.jpg,0266_3.jpg,0,0.092906564
selection,cross_variable_variable,60,271,0060_1.jpg,0271_3.jpg,0,0.09474681
selection,cross_variable_variable,60,279,0060_1.jpg,0279_3.jpg,0,-0.0047014393
selection,cross_variable_variable,60,282,0060_1.jpg,0282_3.jpg,0,-0.029664077
selection,cross_variable_variable,66,6,0066_1.jpg,0006_3.jpg,0,0.03389744
selection,cross_variable_variable,66,12,0066_1.jpg,0012_3.jpg,0,0.03444945
selection,cross_variable_variable,66,15,0066_1.jpg,0015_3.jpg,0,-0.054191053
selection,cross_variable_variable,66,18,0066_1.jpg,0018_3.jpg,0,-0.03379719
selection,cross_variable_variable,66,35,0066_1.jpg,0035_3.jpg,0,0.015284907
selection,cross_variable_variable,66,42,0066_1.jpg,0042_3.jpg,0,-0.053344917
selection,cross_variable_variable,66,43,0066_1.jpg,0043_3.jpg,0,-0.15955344
selection,cross_variable_variable,66,60,0066_1.jpg,0060_3.jpg,0,-0.041808877
selection,cross_variable_variable,66,66,0066_1.jpg,0066_3.jpg,1,0.0002853591
selection,cross_variable_variable,66,67,0066_1.jpg,0067_3.jpg,0,0.019455709
selection,cross_variable_variable,66,79,0066_1.jpg,0079_3.jpg,0,-0.057075657
selection,cross_variable_variable,66,86,0066_1.jpg,0086_3.jpg,0,-0.063173234
selection,cross_variable_variable,66,87,0066_1.jpg,0087_3.jpg,0,-0.08917113
selection,cross_variable_variable,66,89,0066_1.jpg,0089_3.jpg,0,-0.09358678
selection,cross_variable_variable,66,91,0066_1.jpg,0091_3.jpg,0,-0.007711809
selection,cross_variable_variable,66,93,0066_1.jpg,0093_3.jpg,0,-0.008237204
selection,cross_variable_variable,66,106,0066_1.jpg,0106_3.jpg,0,0.0052379556
selection,cross_variable_variable,66,109,0066_1.jpg,0109_3.jpg,0,-0.04798168
selection,cross_variable_variable,66,114,0066_1.jpg,0114_3.jpg,0,0.14165002
selection,cross_variable_variable,66,130,0066_1.jpg,0130_3.jpg,0,-0.10612206
selection,cross_variable_variable,66,132,0066_1.jpg,0132_3.jpg,0,-0.017339692
selection,cross_variable_variable,66,148,0066_1.jpg,0148_3.jpg,0,0.04659859
selection,cross_variable_variable,66,154,0066_1.jpg,0154_3.jpg,0,-0.056062397
selection,cross_variable_variable,66,161,0066_1.jpg,0161_3.jpg,0,-0.0712009
selection,cross_variable_variable,66,200,0066_1.jpg,0200_3.jpg,0,-0.060491826
selection,cross_variable_variable,66,204,0066_1.jpg,0204_3.jpg,0,0.09372861
selection,cross_variable_variable,66,216,0066_1.jpg,0216_3.jpg,0,-0.048891187
selection,cross_variable_variable,66,219,0066_1.jpg,0219_3.jpg,0,-0.0052114
selection,cross_variable_variable,66,224,0066_1.jpg,0224_3.jpg,0,0.11287021
selection,cross_variable_variable,66,237,0066_1.jpg,0237_3.jpg,0,0.06883682
selection,cross_variable_variable,66,239,0066_1.jpg,0239_3.jpg,0,-0.06033559
selection,cross_variable_variable,66,248,0066_1.jpg,0248_3.jpg,0,0.059399404
selection,cross_variable_variable,66,266,0066_1.jpg,0266_3.jpg,0,0.16460106
selection,cross_variable_variable,66,271,0066_1.jpg,0271_3.jpg,0,-0.09320952
selection,cross_variable_variable,66,279,0066_1.jpg,0279_3.jpg,0,0.0072175898
selection,cross_variable_variable,66,282,0066_1.jpg,0282_3.jpg,0,-0.051019877
selection,cross_variable_variable,67,6,0067_1.jpg,0006_3.jpg,0,0.1961975
selection,cross_variable_variable,67,12,0067_1.jpg,0012_3.jpg,0,-0.18225606
selection,cross_variable_variable,67,15,0067_1.jpg,0015_3.jpg,0,-0.026308544
