filename,writer,page_id,language,same_text,final_role
0031_3.jpg,31,3,English,0,refit
0031_4.jpg,31,4,English,1,refit
0032_1.jpg,32,1,Arabic,0,monitor
0032_2.jpg,32,2,Arabic,1,monitor
0032_3.jpg,32,3,English,0,monitor
0032_4.jpg,32,4,English,1,monitor
0033_1.jpg,33,1,Arabic,0,monitor
0033_2.jpg,33,2,Arabic,1,monitor
0033_3.jpg,33,3,English,0,monitor
0033_4.jpg,33,4,English,1,monitor
0034_1.jpg,34,1,Arabic,0,monitor
0034_2.jpg,34,2,Arabic,1,monitor
0034_3.jpg,34,3,English,0,monitor
0034_4.jpg,34,4,English,1,monitor
0035_1.jpg,35,1,Arabic,0,refit
0035_2.jpg,35,2,Arabic,1,refit
0035_3.jpg,35,3,English,0,refit
0035_4.jpg,35,4,English,1,refit
0038_1.jpg,38,1,Arabic,0,refit
0038_2.jpg,38,2,Arabic,1,refit
0038_3.jpg,38,3,English,0,refit
0038_4.jpg,38,4,English,1,refit
0039_1.jpg,39,1,Arabic,0,refit
0039_2.jpg,39,2,Arabic,1,refit
0039_3.jpg,39,3,English,0,refit
0039_4.jpg,39,4,English,1,refit
0040_1.jpg,40,1,Arabic,0,refit
0040_2.jpg,40,2,Arabic,1,refit
0040_3.jpg,40,3,English,0,refit
0040_4.jpg,40,4,English,1,refit
0042_1.jpg,42,1,Arabic,0,refit
0042_2.jpg,42,2,Arabic,1,refit
0042_3.jpg,42,3,English,0,refit
0042_4.jpg,42,4,English,1,refit
0043_1.jpg,43,1,Arabic,0,refit
0043_2.jpg,43,2,Arabic,1,refit
0043_3.jpg,43,3,English,0,refit
0043_4.jpg,43,4,English,1,refit
0044_1.jpg,44,1,Arabic,0,monitor
0044_2.jpg,44,2,Arabic,1,monitor
0044_3.jpg,44,3,English,0,monitor
0044_4.jpg,44,4,English,1,monitor
0046_1.jpg,46,1,Arabic,0,refit
0046_2.jpg,46,2,Arabic,1,refit
0046_3.jpg,46,3,English,0,refit
0046_4.jpg,46,4,English,1,refit
0047_1.jpg,47,1,Arabic,0,refit
0047_2.jpg,47,2,Arabic,1,refit
0047_3.jpg,47,3,English,0,refit
0047_4.jpg,47,4,English,1,refit
0049_1.jpg,49,1,Arabic,0,refit
0049_2.jpg,49,2,Arabic,1,refit
0049_3.jpg,49,3,English,0,refit
0049_4.jpg,49,4,English,1,refit
0051_1.jpg,51,1,Arabic,0,monitor
0051_2.jpg,51,2,Arabic,1,monitor
0051_3.jpg,51,3,English,0,monitor
0051_4.jpg,51,4,English,1,monitor
0054_1.jpg,54,1,Arabic,0,monitor
0054_2.jpg,54,2,Arabic,1,monitor
0054_3.jpg,54,3,English,0,monitor
0054_4.jpg,54,4,English,1,monitor
0055_1.jpg,55,1,Arabic,0,refit
0055_2.jpg,55,2,Arabic,1,refit
0055_3.jpg,55,3,English,0,refit
0055_4.jpg,55,4,English,1,refit
0056_1.jpg,56,1,Arabic,0,refit
0056_2.jpg,56,2,Arabic,1,refit
0056_3.jpg,56,3,English,0,refit
0056_4.jpg,56,4,English,1,refit
0057_1.jpg,57,1,Arabic,0,refit
0057_2.jpg,57,2,Arabic,1,refit
0057_3.jpg,57,3,English,0,refit
0057_4.jpg,57,4,English,1,refit
0059_1.jpg,59,1,Arabic,0,refit
0059_2.jpg,59,2,Arabic,1,refit
0059_3.jpg,59,3,English,0,refit
0059_4.jpg,59,4,English,1,refit
0060_1.jpg,60,1,Arabic,0,refit
0060_2.jpg,60,2,Arabic,1,refit
0060_3.jpg,60,3,English,0,refit
0060_4.jpg,60,4,English,1,refit
0061_1.jpg,61,1,Arabic,0,refit
0061_2.jpg,61,2,Arabic,1,refit
0061_3.jpg,61,3,English,0,refit
0061_4.jpg,61,4,English,1,refit
0062_1.jpg,62,1,Arabic,0,refit
0062_2.jpg,62,2,Arabic,1,refit
0062_3.jpg,62,3,English,0,refit
0062_4.jpg,62,4,English,1,refit
0063_1.jpg,63,1,Arabic,0,monitor
0063_2.jpg,63,2,Arabic,1,monitor
0063_3.jpg,63,3,English,0,monitor
0063_4.jpg,63,4,English,1,monitor
0065_1.jpg,65,1,Arabic,0,refit
0065_2.jpg,65,2,Arabic,1,refit
0065_3.jpg,65,3,English,0,refit
0065_4.jpg,65,4,English,1,refit
0066_1.jpg,66,1,Arabic,0,refit
0066_2.jpg,66,2,Arabic,1,refit
0066_3.jpg,66,3,English,0,refit
0066_4.jpg,66,4,English,1,refit
0067_1.jpg,67,1,Arabic,0,refit
0067_2.jpg,67,2,Arabic,1,refit
0067_3.jpg,67,3,English,0,refit
0067_4.jpg,67,4,English,1,refit
0068_1.jpg,68,1,Arabic,0,monitor
0068_2.jpg,68,2,Arabic,1,monitor
0068_3.jpg,68,3,English,0,monitor
0068_4.jpg,68,4,English,1,monitor
0069_1.jpg,69,1,Arabic,0,monitor
0069_2.jpg,69,2,Arabic,1,monitor
0069_3.jpg,69,3,English,0,monitor
0069_4.jpg,69,4,English,1,monitor
0070_1.jpg,70,1,Arabic,0,refit
0070_2.jpg,70,2,Arabic,1,refit
0070_3.jpg,70,3,English,0,refit
0070_4.jpg,70,4,English,1,refit
0071_1.jpg,71,1,Arabic,0,refit
0071_2.jpg,71,2,Arabic,1,refit
0071_3.jpg,71,3,English,0,refit
0071_4.jpg,71,4,English,1,refit
0073_1.jpg,73,1,Arabic,0,monitor
0073_2.jpg,73,2,Arabic,1,monitor
0073_3.jpg,73,3,English,0,monitor
0073_4.jpg,73,4,English,1,monitor
0074_1.jpg,74,1,Arabic,0,refit
0074_2.jpg,74,2,Arabic,1,refit
0074_3.jpg,74,3,English,0,refit
0074_4.jpg,74,4,English,1,refit
0075_1.jpg,75,1,Arabic,0,refit
0075_2.jpg,75,2,Arabic,1,refit
0075_3.jpg,75,3,English,0,refit
0075_4.jpg,75,4,English,1,refit
0076_1.jpg,76,1,Arabic,0,refit
0076_2.jpg,76,2,Arabic,1,refit
0076_3.jpg,76,3,English,0,refit
0076_4.jpg,76,4,English,1,refit
0077_1.jpg,77,1,Arabic,0,refit
0077_2.jpg,77,2,Arabic,1,refit
0077_3.jpg,77,3,English,0,refit
0077_4.jpg,77,4,English,1,refit
0078_1.jpg,78,1,Arabic,0,refit
0078_2.jpg,78,2,Arabic,1,refit
0078_3.jpg,78,3,English,0,refit
0078_4.jpg,78,4,English,1,refit
0079_1.jpg,79,1,Arabic,0,refit
0079_2.jpg,79,2,Arabic,1,refit
0079_3.jpg,79,3,English,0,refit
0079_4.jpg,79,4,English,1,refit
0081_1.jpg,81,1,Arabic,0,refit
0081_2.jpg,81,2,Arabic,1,refit
0081_3.jpg,81,3,English,0,refit
0081_4.jpg,81,4,English,1,refit
0083_1.jpg,83,1,Arabic,0,refit
0083_2.jpg,83,2,Arabic,1,refit
0083_3.jpg,83,3,English,0,refit
0083_4.jpg,83,4,English,1,refit
0085_1.jpg,85,1,Arabic,0,refit
0085_2.jpg,85,2,Arabic,1,refit
0085_3.jpg,85,3,English,0,refit
0085_4.jpg,85,4,English,1,refit
0086_1.jpg,86,1,Arabic,0,refit
0086_2.jpg,86,2,Arabic,1,refit
0086_3.jpg,86,3,English,0,refit
0086_4.jpg,86,4,English,1,refit
0087_1.jpg,87,1,Arabic,0,refit
0087_2.jpg,87,2,Arabic,1,refit
0087_3.jpg,87,3,English,0,refit
0087_4.jpg,87,4,English,1,refit
0089_1.jpg,89,1,Arabic,0,refit
0089_2.jpg,89,2,Arabic,1,refit
0089_3.jpg,89,3,English,0,refit
0089_4.jpg,89,4,English,1,refit
0090_1.jpg,90,1,Arabic,0,refit
0090_2.jpg,90,2,Arabic,1,refit
0090_3.jpg,90,3,English,0,refit
0090_4.jpg,90,4,English,1,refit
0091_1.jpg,91,1,Arabic,0,refit
0091_2.jpg,91,2,Arabic,1,refit
0091_3.jpg,91,3,English,0,refit
0091_4.jpg,91,4,English,1,refit
0092_1.jpg,92,1,Arabic,0,refit
0092_2.jpg,92,2,Arabic,1,refit
0092_3.jpg,92,3,English,0,refit
0092_4.jpg,92,4,English,1,refit
0093_1.jpg,93,1,Arabic,0,refit
0093_2.jpg,93,2,Arabic,1,refit
0093_3.jpg,93,3,English,0,refit
0093_4.jpg,93,4,English,1,refit
0094_1.jpg,94,1,Arabic,0,refit
0094_2.jpg,94,2,Arabic,1,refit
0094_3.jpg,94,3,English,0,refit
0094_4.jpg,94,4,English,1,refit
0095_1.jpg,95,1,Arabic,0,monitor
0095_2.jpg,95,2,Arabic,1,monitor
0095_3.jpg,95,3,English,0,monitor
0095_4.jpg,95,4,English,1,monitor
0096_1.jpg,96,1,Arabic,0,refit
0096_2.jpg,96,2,Arabic,1,refit
0096_3.jpg,96,3,English,0,refit
0096_4.jpg,96,4,English,1,refit
0097_1.jpg,97,1,Arabic,0,refit
0097_2.jpg,97,2,Arabic,1,refit
0097_3.jpg,97,3,English,0,refit
0097_4.jpg,97,4,English,1,refit
0098_1.jpg,98,1,Arabic,0,refit
0098_2.jpg,98,2,Arabic,1,refit
0098_3.jpg,98,3,English,0,refit
0098_4.jpg,98,4,English,1,refit
0100_1.jpg,100,1,Arabic,0,refit
0100_2.jpg,100,2,Arabic,1,refit
0100_3.jpg,100,3,English,0,refit
0100_4.jpg,100,4,English,1,refit
0101_1.jpg,101,1,Arabic,0,refit
0101_2.jpg,101,2,Arabic,1,refit
0101_3.jpg,101,3,English,0,refit
0101_4.jpg,101,4,English,1,refit
0103_1.jpg,103,1,Arabic,0,refit
0103_2.jpg,103,2,Arabic,1,refit
0103_3.jpg,103,3,English,0,refit
0103_4.jpg,103,4,English,1,refit
0104_1.jpg,104,1,Arabic,0,refit
0104_2.jpg,104,2,Arabic,1,refit
0104_3.jpg,104,3,English,0,refit
0104_4.jpg,104,4,English,1,refit
0105_1.jpg,105,1,Arabic,0,refit
0105_2.jpg,105,2,Arabic,1,refit
0105_3.jpg,105,3,English,0,refit
0105_4.jpg,105,4,English,1,refit
0106_1.jpg,106,1,Arabic,0,refit
0106_2.jpg,106,2,Arabic,1,refit
0106_3.jpg,106,3,English,0,refit
0106_4.jpg,106,4,English,1,refit
0107_1.jpg,107,1,Arabic,0,refit
0107_2.jpg,107,2,Arabic,1,refit
0107_3.jpg,107,3,English,0,refit
0107_4.jpg,107,4,English,1,refit
0109_1.jpg,109,1,Arabic,0,refit
0109_2.jpg,109,2,Arabic,1,refit
0109_3.jpg,109,3,English,0,refit
0109_4.jpg,109,4,English,1,refit
0110_1.jpg,110,1,Arabic,0,refit
0110_2.jpg,110,2,Arabic,1,refit
0110_3.jpg,110,3,English,0,refit
0110_4.jpg,110,4,English,1,refit
0114_1.jpg,114,1,Arabic,0,refit
0114_2.jpg,114,2,Arabic,1,refit
0114_3.jpg,114,3,English,0,refit
0114_4.jpg,114,4,English,1,refit
0116_1.jpg,116,1,Arabic,0,refit
0116_2.jpg,116,2,Arabic,1,refit
0116_3.jpg,116,3,English,0,refit
0116_4.jpg,116,4,English,1,refit
0118_1.jpg,118,1,Arabic,0,refit
0118_2.jpg,118,2,Arabic,1,refit
0118_3.jpg,118,3,English,0,refit
0118_4.jpg,118,4,English,1,refit
0119_1.jpg,119,1,Arabic,0,refit
0119_2.jpg,119,2,Arabic,1,refit
0119_3.jpg,119,3,English,0,refit
0119_4.jpg,119,4,English,1,refit
0121_1.jpg,121,1,Arabic,0,monitor
0121_2.jpg,121,2,Arabic,1,monitor
0121_3.jpg,121,3,English,0,monitor
0121_4.jpg,121,4,English,1,monitor
0122_1.jpg,122,1,Arabic,0,refit
0122_2.jpg,122,2,Arabic,1,refit
0122_3.jpg,122,3,English,0,refit
0122_4.jpg,122,4,English,1,refit
0123_1.jpg,123,1,Arabic,0,refit
0123_2.jpg,123,2,Arabic,1,refit
0123_3.jpg,123,3,English,0,refit
0123_4.jpg,123,4,English,1,refit
0124_1.jpg,124,1,Arabic,0,refit
0124_2.jpg,124,2,Arabic,1,refit
0124_3.jpg,124,3,English,0,refit
0124_4.jpg,124,4,English,1,refit
0125_1.jpg,125,1,Arabic,0,refit
0125_2.jpg,125,2,Arabic,1,refit
0125_3.jpg,125,3,English,0,refit
0125_4.jpg,125,4,English,1,refit
0127_1.jpg,127,1,Arabic,0,refit
0127_2.jpg,127,2,Arabic,1,refit
0127_3.jpg,127,3,English,0,refit
0127_4.jpg,127,4,English,1,refit
0128_1.jpg,128,1,Arabic,0,monitor
0128_2.jpg,128,2,Arabic,1,monitor
0128_3.jpg,128,3,English,0,monitor
0128_4.jpg,128,4,English,1,monitor
0129_1.jpg,129,1,Arabic,0,monitor
0129_2.jpg,129,2,Arabic,1,monitor
0129_3.jpg,129,3,English,0,monitor
0129_4.jpg,129,4,English,1,monitor
0130_1.jpg,130,1,Arabic,0,refit
0130_2.jpg,130,2,Arabic,1,refit
0130_3.jpg,130,3,English,0,refit
0130_4.jpg,130,4,English,1,refit
0131_1.jpg,131,1,Arabic,0,monitor
0131_2.jpg,131,2,Arabic,1,monitor
0131_3.jpg,131,3,English,0,monitor
0131_4.jpg,131,4,English,1,monitor
0132_1.jpg,132,1,Arabic,0,refit
0132_2.jpg,132,2,Arabic,1,refit
0132_3.jpg,132,3,English,0,refit
0132_4.jpg,132,4,English,1,refit
0133_1.jpg,133,1,Arabic,0,refit
0133_2.jpg,133,2,Arabic,1,refit
0133_3.jpg,133,3,English,0,refit
0133_4.jpg,133,4,English,1,refit
0134_1.jpg,134,1,Arabic,0,refit
0134_2.jpg,134,2,Arabic,1,refit
0134_3.jpg,134,3,English,0,refit
0134_4.jpg,134,4,English,1,refit
0135_1.jpg,135,1,Arabic,0,refit
0135_2.jpg,135,2,Arabic,1,refit
0135_3.jpg,135,3,English,0,refit
0135_4.jpg,135,4,English,1,refit
0138_1.jpg,138,1,Arabic,0,refit
0138_2.jpg,138,2,Arabic,1,refit
0138_3.jpg,138,3,English,0,refit
0138_4.jpg,138,4,English,1,refit
0139_1.jpg,139,1,Arabic,0,monitor
0139_2.jpg,139,2,Arabic,1,monitor
0139_3.jpg,139,3,English,0,monitor
0139_4.jpg,139,4,English,1,monitor
0140_1.jpg,140,1,Arabic,0,refit
0140_2.jpg,140,2,Arabic,1,refit
0140_3.jpg,140,3,English,0,refit
0140_4.jpg,140,4,English,1,refit
0142_1.jpg,142,1,Arabic,0,refit
0142_2.jpg,142,2,Arabic,1,refit
0142_3.jpg,142,3,English,0,refit
0142_4.jpg,142,4,English,1,refit
0144_1.jpg,144,1,Arabic,0,monitor
0144_2.jpg,144,2,Arabic,1,monitor
0144_3.jpg,144,3,English,0,monitor
0144_4.jpg,144,4,English,1,monitor
0145_1.jpg,145,1,Arabic,0,monitor
0145_2.jpg,145,2,Arabic,1,monitor
0145_3.jpg,145,3,English,0,monitor
0145_4.jpg,145,4,English,1,monitor
0146_1.jpg,146,1,Arabic,0,refit
0146_2.jpg,146,2,Arabic,1,refit
0146_3.jpg,146,3,English,0,refit
0146_4.jpg,146,4,English,1,refit
0147_1.jpg,147,1,Arabic,0,refit
0147_2.jpg,147,2,Arabic,1,refit
0147_3.jpg,147,3,English,0,refit
0147_4.jpg,147,4,English,1,refit
0148_1.jpg,148,1,Arabic,0,refit
0148_2.jpg,148,2,Arabic,1,refit
0148_3.jpg,148,3,English,0,refit
0148_4.jpg,148,4,English,1,refit
0150_1.jpg,150,1,Arabic,0,monitor
0150_2.jpg,150,2,Arabic,1,monitor
0150_3.jpg,150,3,English,0,monitor
0150_4.jpg,150,4,English,1,monitor
0152_1.jpg,152,1,Arabic,0,refit
0152_2.jpg,152,2,Arabic,1,refit
0152_3.jpg,152,3,English,0,refit
0152_4.jpg,152,4,English,1,refit
0153_1.jpg,153,1,Arabic,0,refit
0153_2.jpg,153,2,Arabic,1,refit
0153_3.jpg,153,3,English,0,refit
0153_4.jpg,153,4,English,1,refit
0154_1.jpg,154,1,Arabic,0,refit
0154_2.jpg,154,2,Arabic,1,refit
0154_3.jpg,154,3,English,0,refit
0154_4.jpg,154,4,English,1,refit
0155_1.jpg,155,1,Arabic,0,refit
0155_2.jpg,155,2,Arabic,1,refit
0155_3.jpg,155,3,English,0,refit
0155_4.jpg,155,4,English,1,refit
0156_1.jpg,156,1,Arabic,0,refit
0156_2.jpg,156,2,Arabic,1,refit
0156_3.jpg,156,3,English,0,refit
0156_4.jpg,156,4,English,1,refit
0157_1.jpg,157,1,Arabic,0,refit
0157_2.jpg,157,2,Arabic,1,refit
0157_3.jpg,157,3,English,0,refit
0157_4.jpg,157,4,English,1,refit
0158_1.jpg,158,1,Arabic,0,refit
0158_2.jpg,158,2,Arabic,1,refit
0158_3.jpg,158,3,English,0,refit
0158_4.jpg,158,4,English,1,refit
0159_1.jpg,159,1,Arabic,0,refit
0159_2.jpg,159,2,Arabic,1,refit
0159_3.jpg,159,3,English,0,refit
0159_4.jpg,159,4,English,1,refit
0160_1.jpg,160,1,Arabic,0,monitor
0160_2.jpg,160,2,Arabic,1,monitor
0160_3.jpg,160,3,English,0,monitor
0160_4.jpg,160,4,English,1,monitor
0161_1.jpg,161,1,Arabic,0,refit
0161_2.jpg,161,2,Arabic,1,refit
0161_3.jpg,161,3,English,0,refit
0161_4.jpg,161,4,English,1,refit
0162_1.jpg,162,1,Arabic,0,refit
0162_2.jpg,162,2,Arabic,1,refit
0162_3.jpg,162,3,English,0,refit
0162_4.jpg,162,4,English,1,refit
0163_1.jpg,163,1,Arabic,0,refit
0163_2.jpg,163,2,Arabic,1,refit
0163_3.jpg,163,3,English,0,refit
0163_4.jpg,163,4,English,1,refit
0164_1.jpg,164,1,Arabic,0,refit
0164_2.jpg,164,2,Arabic,1,refit
0164_3.jpg,164,3,English,0,refit
0164_4.jpg,164,4,English,1,refit
0165_1.jpg,165,1,Arabic,0,monitor
0165_2.jpg,165,2,Arabic,1,monitor
0165_3.jpg,165,3,English,0,monitor
0165_4.jpg,165,4,English,1,monitor
0166_1.jpg,166,1,Arabic,0,monitor
0166_2.jpg,166,2,Arabic,1,monitor
0166_3.jpg,166,3,English,0,monitor
0166_4.jpg,166,4,English,1,monitor
0167_1.jpg,167,1,Arabic,0,refit
0167_2.jpg,167,2,Arabic,1,refit
0167_3.jpg,167,3,English,0,refit
0167_4.jpg,167,4,English,1,refit
0168_1.jpg,168,1,Arabic,0,refit
0168_2.jpg,168,2,Arabic,1,refit
0168_3.jpg,168,3,English,0,refit
0168_4.jpg,168,4,English,1,refit
0169_1.jpg,169,1,Arabic,0,refit
0169_2.jpg,169,2,Arabic,1,refit
0169_3.jpg,169,3,English,0,refit
0169_4.jpg,169,4,English,1,refit
0170_1.jpg,170,1,Arabic,0,monitor
0170_2.jpg,170,2,Arabic,1,monitor
0170_3.jpg,170,3,English,0,monitor
0170_4.jpg,170,4,English,1,monitor
0171_1.jpg,171,1,Arabic,0,refit
0171_2.jpg,171,2,Arabic,1,refit
0171_3.jpg,171,3,English,0,refit
0171_4.jpg,171,4,English,1,refit
0172_1.jpg,172,1,Arabic,0,refit
0172_2.jpg,172,2,Arabic,1,refit
0172_3.jpg,172,3,English,0,refit
0172_4.jpg,172,4,English,1,refit
0174_1.jpg,174,1,Arabic,0,monitor
0174_2.jpg,174,2,Arabic,1,monitor
0174_3.jpg,174,3,English,0,monitor
0174_4.jpg,174,4,English,1,monitor
0176_1.jpg,176,1,Arabic,0,monitor
0176_2.jpg,176,2,Arabic,1,monitor
0176_3.jpg,176,3,English,0,monitor
0176_4.jpg,176,4,English,1,monitor
0178_1.jpg,178,1,Arabic,0,refit
0178_2.jpg,178,2,Arabic,1,refit
0178_3.jpg,178,3,English,0,refit
0178_4.jpg,178,4,English,1,refit
0179_1.jpg,179,1,Arabic,0,refit
0179_2.jpg,179,2,Arabic,1,refit
0179_3.jpg,179,3,English,0,refit
0179_4.jpg,179,4,English,1,refit
0180_1.jpg,180,1,Arabic,0,refit
0180_2.jpg,180,2,Arabic,1,refit
0180_3.jpg,180,3,English,0,refit
0180_4.jpg,180,4,English,1,refit
0181_1.jpg,181,1,Arabic,0,refit
0181_2.jpg,181,2,Arabic,1,refit
0181_3.jpg,181,3,English,0,refit
0181_4.jpg,181,4,English,1,refit
0183_1.jpg,183,1,Arabic,0,refit
0183_2.jpg,183,2,Arabic,1,refit
0183_3.jpg,183,3,English,0,refit
0183_4.jpg,183,4,English,1,refit
0185_1.jpg,185,1,Arabic,0,refit
0185_2.jpg,185,2,Arabic,1,refit
0185_3.jpg,185,3,English,0,refit
0185_4.jpg,185,4,English,1,refit
0188_1.jpg,188,1,Arabic,0,refit
0188_2.jpg,188,2,Arabic,1,refit
0188_3.jpg,188,3,English,0,refit
0188_4.jpg,188,4,English,1,refit
0189_1.jpg,189,1,Arabic,0,refit
0189_2.jpg,189,2,Arabic,1,refit
0189_3.jpg,189,3,English,0,refit
0189_4.jpg,189,4,English,1,refit
0191_1.jpg,191,1,Arabic,0,refit
0191_2.jpg,191,2,Arabic,1,refit
0191_3.jpg,191,3,English,0,refit
0191_4.jpg,191,4,English,1,refit
0192_1.jpg,192,1,Arabic,0,refit
0192_2.jpg,192,2,Arabic,1,refit
0192_3.jpg,192,3,English,0,refit
0192_4.jpg,192,4,English,1,refit
0193_1.jpg,193,1,Arabic,0,monitor
0193_2.jpg,193,2,Arabic,1,monitor
0193_3.jpg,193,3,English,0,monitor
0193_4.jpg,193,4,English,1,monitor
0196_1.jpg,196,1,Arabic,0,refit
0196_2.jpg,196,2,Arabic,1,refit
0196_3.jpg,196,3,English,0,refit
0196_4.jpg,196,4,English,1,refit
0197_1.jpg,197,1,Arabic,0,refit
0197_2.jpg,197,2,Arabic,1,refit
0197_3.jpg,197,3,English,0,refit
0197_4.jpg,197,4,English,1,refit
0198_1.jpg,198,1,Arabic,0,refit
0198_2.jpg,198,2,Arabic,1,refit
0198_3.jpg,198,3,English,0,refit
0198_4.jpg,198,4,English,1,refit
0199_1.jpg,199,1,Arabic,0,refit
0199_2.jpg,199,2,Arabic,1,refit
0199_3.jpg,199,3,English,0,refit
0199_4.jpg,199,4,English,1,refit
0200_1.jpg,200,1,Arabic,0,refit
0200_2.jpg,200,2,Arabic,1,refit
0200_3.jpg,200,3,English,0,refit
0200_4.jpg,200,4,English,1,refit
0201_1.jpg,201,1,Arabic,0,refit
0201_2.jpg,201,2,Arabic,1,refit
0201_3.jpg,201,3,English,0,refit
0201_4.jpg,201,4,English,1,refit
0202_1.jpg,202,1,Arabic,0,monitor
0202_2.jpg,202,2,Arabic,1,monitor
0202_3.jpg,202,3,English,0,monitor
0202_4.jpg,202,4,English,1,monitor
0203_1.jpg,203,1,Arabic,0,refit
0203_2.jpg,203,2,Arabic,1,refit
0203_3.jpg,203,3,English,0,refit
0203_4.jpg,203,4,English,1,refit
0204_1.jpg,204,1,Arabic,0,refit
0204_2.jpg,204,2,Arabic,1,refit
0204_3.jpg,204,3,English,0,refit
0204_4.jpg,204,4,English,1,refit
0205_1.jpg,205,1,Arabic,0,monitor
0205_2.jpg,205,2,Arabic,1,monitor
0205_3.jpg,205,3,English,0,monitor
0205_4.jpg,205,4,English,1,monitor
0206_1.jpg,206,1,Arabic,0,refit
0206_2.jpg,206,2,Arabic,1,refit
0206_3.jpg,206,3,English,0,refit
0206_4.jpg,206,4,English,1,refit
0207_1.jpg,207,1,Arabic,0,refit
0207_2.jpg,207,2,Arabic,1,refit
0207_3.jpg,207,3,English,0,refit
0207_4.jpg,207,4,English,1,refit
0208_1.jpg,208,1,Arabic,0,refit
0208_2.jpg,208,2,Arabic,1,refit
0208_3.jpg,208,3,English,0,refit
0208_4.jpg,208,4,English,1,refit
0209_1.jpg,209,1,Arabic,0,refit
0209_2.jpg,209,2,Arabic,1,refit
0209_3.jpg,209,3,English,0,refit
