epoch,batch,slot,writer,batch_size
3,9,2,263,8
3,9,3,125,8
3,9,4,265,8
3,9,5,251,8
3,9,6,242,8
3,9,7,118,8
3,9,8,35,8
3,10,1,135,8
3,10,2,109,8
3,10,3,114,8
3,10,4,161,8
3,10,5,214,8
3,10,6,163,8
3,10,7,250,8
3,10,8,231,8
3,11,1,98,8
3,11,2,47,8
3,11,3,167,8
3,11,4,57,8
3,11,5,235,8
3,11,6,226,8
3,11,7,60,8
3,11,8,106,8
3,12,1,219,8
3,12,2,179,8
3,12,3,248,8
3,12,4,100,8
3,12,5,224,8
3,12,6,203,8
3,12,7,127,8
3,12,8,221,8
3,13,1,208,8
3,13,2,188,8
3,13,3,234,8
3,13,4,216,8
3,13,5,76,8
3,13,6,241,8
3,13,7,262,8
3,13,8,59,8
3,14,1,101,8
3,14,2,85,8
3,14,3,103,8
3,14,4,123,8
3,14,5,267,8
3,14,6,61,8
3,14,7,140,8
3,14,8,204,8
3,15,1,246,8
3,15,2,178,8
3,15,3,42,8
3,15,4,43,8
3,15,5,75,8
3,15,6,273,8
3,15,7,240,8
3,15,8,245,8
3,16,1,247,8
3,16,2,271,8
3,16,3,232,8
3,16,4,146,8
3,16,5,7,8
3,16,6,249,8
3,16,7,107,8
3,16,8,181,8
3,17,1,110,8
3,17,2,159,8
3,17,3,77,8
3,17,4,138,8
3,17,5,130,8
3,17,6,196,8
3,17,7,27,8
3,17,8,81,8
3,18,1,264,8
3,18,2,168,8
3,18,3,148,8
3,18,4,169,8
3,18,5,46,8
3,18,6,19,8
3,18,7,3,8
3,18,8,122,8
3,19,1,239,8
3,19,2,96,8
3,19,3,8,8
3,19,4,2,8
3,19,5,211,8
3,19,6,74,8
3,19,7,66,8
3,19,8,70,8
3,20,1,197,8
3,20,2,133,8
3,20,3,255,8
3,20,4,86,8
3,20,5,94,8
3,20,6,206,8
3,20,7,29,8
3,20,8,91,8
3,21,1,155,8
3,21,2,266,8
3,21,3,25,8
3,21,4,180,8
3,21,5,200,8
3,21,6,49,8
3,21,7,22,8
3,21,8,134,8
3,22,1,164,8
3,22,2,198,8
3,22,3,162,8
3,22,4,225,8
3,22,5,207,8
3,22,6,227,8
3,22,7,104,8
3,22,8,40,8
4,1,1,55,9
4,1,2,243,9
4,1,3,153,9
4,1,4,18,9
4,1,5,20,9
4,1,6,282,9
4,1,7,100,9
4,1,8,42,9
4,1,9,90,9
4,2,1,161,9
4,2,2,92,9
4,2,3,38,9
4,2,4,276,9
4,2,5,242,9
4,2,6,74,9
4,2,7,203,9
4,2,8,70,9
4,2,9,157,9
4,3,1,264,9
4,3,2,29,9
4,3,3,212,9
4,3,4,181,9
4,3,5,235,9
4,3,6,56,9
4,3,7,263,9
4,3,8,103,9
4,3,9,47,9
4,4,1,138,9
4,4,2,207,9
4,4,3,134,9
4,4,4,250,9
4,4,5,19,9
4,4,6,251,9
4,4,7,221,9
4,4,8,240,9
4,4,9,123,9
4,5,1,67,9
4,5,2,66,9
4,5,3,245,9
4,5,4,12,9
4,5,5,239,9
4,5,6,197,9
4,5,7,119,9
4,5,8,249,9
4,5,9,61,9
4,6,1,146,8
4,6,2,156,8
4,6,3,116,8
4,6,4,133,8
4,6,5,1,8
4,6,6,87,8
4,6,7,132,8
4,6,8,201,8
4,7,1,49,8
4,7,2,266,8
4,7,3,6,8
4,7,4,130,8
4,7,5,7,8
4,7,6,172,8
4,7,7,89,8
4,7,8,154,8
4,8,1,260,8
4,8,2,256,8
4,8,3,169,8
4,8,4,189,8
4,8,5,135,8
4,8,6,101,8
4,8,7,229,8
4,8,8,94,8
4,9,1,191,8
4,9,2,241,8
4,9,3,164,8
4,9,4,265,8
4,9,5,62,8
4,9,6,79,8
4,9,7,168,8
4,9,8,43,8
4,10,1,252,8
4,10,2,158,8
4,10,3,21,8
4,10,4,183,8
4,10,5,110,8
4,10,6,8,8
4,10,7,85,8
4,10,8,208,8
4,11,1,57,8
4,11,2,188,8
4,11,3,147,8
4,11,4,244,8
4,11,5,114,8
4,11,6,159,8
4,11,7,213,8
4,11,8,65,8
4,12,1,152,8
4,12,2,261,8
4,12,3,211,8
4,12,4,228,8
4,12,5,271,8
4,12,6,76,8
4,12,7,3,8
4,12,8,106,8
4,13,1,219,8
4,13,2,248,8
4,13,3,125,8
4,13,4,122,8
4,13,5,281,8
4,13,6,225,8
4,13,7,39,8
4,13,8,192,8
4,14,1,163,8
4,14,2,127,8
4,14,3,93,8
4,14,4,124,8
4,14,5,234,8
4,14,6,206,8
4,14,7,224,8
4,14,8,167,8
4,15,1,185,8
4,15,2,274,8
4,15,3,178,8
4,15,4,25,8
4,15,5,142,8
4,15,6,11,8
4,15,7,2,8
4,15,8,227,8
4,16,1,83,8
4,16,2,246,8
4,16,3,78,8
4,16,4,162,8
4,16,5,107,8
4,16,6,232,8
4,16,7,31,8
4,16,8,199,8
4,17,1,86,8
4,17,2,196,8
4,17,3,15,8
4,17,4,209,8
4,17,5,231,8
4,17,6,180,8
4,17,7,98,8
4,17,8,279,8
4,18,1,60,8
4,18,2,179,8
4,18,3,216,8
4,18,4,262,8
4,18,5,267,8
4,18,6,148,8
4,18,7,46,8
4,18,8,40,8
4,19,1,155,8
4,19,2,96,8
4,19,3,35,8
4,19,4,26,8
4,19,5,200,8
4,19,6,59,8
4,19,7,30,8
4,19,8,81,8
4,20,1,247,8
4,20,2,226,8
4,20,3,223,8
4,20,4,105,8
4,20,5,255,8
4,20,6,204,8
4,20,7,27,8
4,20,8,97,8
4,21,1,198,8
4,21,2,91,8
4,21,3,75,8
4,21,4,237,8
4,21,5,273,8
4,21,6,77,8
4,21,7,220,8
4,21,8,140,8
4,22,1,71,8
4,22,2,104,8
4,22,3,272,8
4,22,4,22,8
4,22,5,109,8
4,22,6,171,8
4,22,7,214,8
4,22,8,118,8
5,1,1,221,9
5,1,2,181,9
5,1,3,132,9
5,1,4,232,9
5,1,5,130,9
5,1,6,206,9
5,1,7,246,9
5,1,8,87,9
5,1,9,135,9
5,2,1,198,9
5,2,2,110,9
5,2,3,83,9
5,2,4,256,9
5,2,5,241,9
5,2,6,156,9
5,2,7,183,9
5,2,8,255,9
5,2,9,272,9
5,3,1,164,9
5,3,2,109,9
5,3,3,211,9
5,3,4,59,9
5,3,5,265,9
5,3,6,43,9
5,3,7,96,9
5,3,8,203,9
5,3,9,107,9
5,4,1,208,9
5,4,2,227,9
5,4,3,118,9
5,4,4,60,9
5,4,5,78,9
5,4,6,158,9
5,4,7,251,9
5,4,8,25,9
5,4,9,93,9
5,5,1,66,9
5,5,2,159,9
5,5,3,119,9
5,5,4,94,9
5,5,5,90,9
5,5,6,15,9
5,5,7,226,9
5,5,8,65,9
5,5,9,81,9
5,6,1,124,8
5,6,2,125,8
5,6,3,152,8
5,6,4,39,8
5,6,5,100,8
5,6,6,47,8
5,6,7,67,8
5,6,8,248,8
5,7,1,92,8
5,7,2,74,8
5,7,3,12,8
5,7,4,242,8
5,7,5,171,8
5,7,6,260,8
5,7,7,204,8
5,7,8,31,8
5,8,1,19,8
5,8,2,244,8
5,8,3,134,8
5,8,4,237,8
5,8,5,42,8
5,8,6,161,8
5,8,7,234,8
5,8,8,75,8
5,9,1,8,8
5,9,2,279,8
5,9,3,167,8
5,9,4,6,8
5,9,5,225,8
5,9,6,282,8
5,9,7,212,8
5,9,8,85,8
5,10,1,235,8
5,10,2,71,8
5,10,3,197,8
5,10,4,104,8
5,10,5,114,8
5,10,6,86,8
5,10,7,245,8
5,10,8,97,8
5,11,1,263,8
5,11,2,157,8
5,11,3,192,8
5,11,4,46,8
5,11,5,243,8
5,11,6,229,8
5,11,7,240,8
5,11,8,106,8
5,12,1,172,8
5,12,2,146,8
5,12,3,154,8
5,12,4,40,8
5,12,5,180,8
5,12,6,273,8
5,12,7,29,8
5,12,8,239,8
5,13,1,179,8
5,13,2,281,8
5,13,3,262,8
5,13,4,188,8
5,13,5,26,8
5,13,6,101,8
5,13,7,21,8
5,13,8,220,8
5,14,1,274,8
5,14,2,2,8
5,14,3,252,8
5,14,4,38,8
5,14,5,138,8
5,14,6,250,8
5,14,7,214,8
5,14,8,163,8
5,15,1,224,8
5,15,2,105,8
5,15,3,3,8
5,15,4,61,8
5,15,5,62,8
5,15,6,122,8
5,15,7,228,8
5,15,8,213,8
5,16,1,142,8
5,16,2,30,8
5,16,3,209,8
5,16,4,276,8
5,16,5,231,8
5,16,6,35,8
5,16,7,169,8
5,16,8,147,8
5,17,1,168,8
5,17,2,219,8
5,17,3,11,8
5,17,4,148,8
5,17,5,185,8
5,17,6,20,8
5,17,7,196,8
5,17,8,261,8
5,18,1,103,8
5,18,2,200,8
5,18,3,189,8
5,18,4,199,8
5,18,5,191,8
5,18,6,55,8
5,18,7,140,8
5,18,8,79,8
5,19,1,18,8
5,19,2,155,8
5,19,3,153,8
5,19,4,266,8
5,19,5,207,8
5,19,6,123,8
5,19,7,7,8
5,19,8,271,8
5,20,1,22,8
5,20,2,49,8
5,20,3,27,8
5,20,4,76,8
5,20,5,267,8
5,20,6,116,8
5,20,7,223,8
5,20,8,201,8
5,21,1,162,8
5,21,2,57,8
5,21,3,133,8
5,21,4,216,8
5,21,5,127,8
5,21,6,70,8
5,21,7,1,8
5,21,8,178,8
5,22,1,89,8
5,22,2,249,8
5,22,3,91,8
5,22,4,98,8
5,22,5,247,8
5,22,6,264,8
5,22,7,77,8
5,22,8,56,8
6,1,1,76,9
6,1,2,179,9
6,1,3,252,9
6,1,4,256,9
6,1,5,122,9
6,1,6,185,9
6,1,7,235,9
6,1,8,159,9
6,1,9,133,9
6,2,1,250,9
6,2,2,192,9
6,2,3,35,9
6,2,4,171,9
6,2,5,27,9
6,2,6,248,9
6,2,7,142,9
6,2,8,229,9
6,2,9,249,9
6,3,1,214,9
6,3,2,56,9
6,3,3,65,9
6,3,4,8,9
6,3,5,267,9
6,3,6,227,9
6,3,7,130,9
6,3,8,81,9
6,3,9,59,9
6,4,1,263,9
6,4,2,106,9
6,4,3,90,9
6,4,4,216,9
6,4,5,168,9
6,4,6,261,9
6,4,7,264,9
6,4,8,3,9
6,4,9,220,9
6,5,1,110,9
6,5,2,224,9
6,5,3,180,9
6,5,4,164,9
6,5,5,282,9
6,5,6,281,9
6,5,7,221,9
6,5,8,239,9
6,5,9,78,9
6,6,1,279,8
6,6,2,276,8
6,6,3,77,8
6,6,4,140,8
6,6,5,94,8
6,6,6,191,8
6,6,7,83,8
6,6,8,55,8
6,7,1,66,8
6,7,2,240,8
6,7,3,163,8
6,7,4,97,8
6,7,5,123,8
6,7,6,211,8
6,7,7,135,8
6,7,8,247,8
6,8,1,201,8
6,8,2,255,8
6,8,3,22,8
6,8,4,237,8
6,8,5,197,8
6,8,6,1,8
6,8,7,43,8
6,8,8,228,8
6,9,1,25,8
6,9,2,147,8
6,9,3,169,8
6,9,4,7,8
6,9,5,246,8
6,9,6,154,8
6,9,7,85,8
6,9,8,116,8
6,10,1,262,8
6,10,2,178,8
6,10,3,148,8
6,10,4,19,8
6,10,5,40,8
6,10,6,206,8
6,10,7,30,8
6,10,8,234,8
6,11,1,204,8
6,11,2,119,8
6,11,3,75,8
6,11,4,212,8
6,11,5,15,8
6,11,6,87,8
6,11,7,125,8
6,11,8,146,8
6,12,1,57,8
6,12,2,226,8
6,12,3,219,8
6,12,4,157,8
6,12,5,273,8
6,12,6,156,8
6,12,7,98,8
6,12,8,47,8
6,13,1,209,8
6,13,2,231,8
6,13,3,26,8
6,13,4,266,8
6,13,5,242,8
6,13,6,260,8
6,13,7,158,8
6,13,8,86,8
6,14,1,109,8
6,14,2,208,8
6,14,3,181,8
6,14,4,198,8
6,14,5,67,8
6,14,6,104,8
6,14,7,127,8
6,14,8,6,8
6,15,1,243,8
6,15,2,31,8
6,15,3,271,8
6,15,4,188,8
6,15,5,134,8
6,15,6,245,8
6,15,7,60,8
6,15,8,213,8
6,16,1,183,8
6,16,2,49,8
6,16,3,265,8
6,16,4,20,8
6,16,5,244,8
6,16,6,138,8
6,16,7,107,8
6,16,8,71,8
6,17,1,274,8
6,17,2,38,8
6,17,3,225,8
6,17,4,172,8
6,17,5,79,8
6,17,6,167,8
6,17,7,29,8
6,17,8,2,8
6,18,1,132,8
6,18,2,11,8
6,18,3,124,8
6,18,4,162,8
6,18,5,42,8
6,18,6,21,8
6,18,7,223,8
6,18,8,92,8
6,19,1,61,8
6,19,2,203,8
6,19,3,96,8
6,19,4,152,8
6,19,5,101,8
6,19,6,12,8
6,19,7,103,8
6,19,8,196,8
6,20,1,207,8
6,20,2,46,8
6,20,3,39,8
6,20,4,161,8
6,20,5,62,8
6,20,6,100,8
6,20,7,189,8
6,20,8,105,8
6,21,1,272,8
6,21,2,153,8
6,21,3,89,8
6,21,4,93,8
6,21,5,155,8
6,21,6,91,8
6,21,7,118,8
6,21,8,74,8
6,22,1,199,8
6,22,2,251,8
6,22,3,232,8
6,22,4,70,8
6,22,5,241,8
6,22,6,18,8
6,22,7,114,8
6,22,8,200,8
7,1,1,75,9
7,1,2,123,9
7,1,3,201,9
7,1,4,86,9
7,1,5,241,9
7,1,6,2,9
7,1,7,83,9
7,1,8,161,9
7,1,9,224,9
7,2,1,90,9
7,2,2,235,9
7,2,3,209,9
7,2,4,118,9
7,2,5,74,9
7,2,6,211,9
7,2,7,125,9
7,2,8,207,9
7,2,9,40,9
7,3,1,135,9
7,3,2,21,9
7,3,3,192,9
7,3,4,56,9
7,3,5,266,9
7,3,6,66,9
7,3,7,146,9
7,3,8,127,9
7,3,9,200,9
7,4,1,46,9
7,4,2,62,9
7,4,3,212,9
7,4,4,153,9
7,4,5,255,9
7,4,6,152,9
7,4,7,35,9
7,4,8,234,9
7,4,9,103,9
7,5,1,267,9
7,5,2,247,9
7,5,3,49,9
7,5,4,163,9
7,5,5,221,9
7,5,6,231,9
7,5,7,59,9
7,5,8,199,9
7,5,9,81,9
7,6,1,42,8
7,6,2,122,8
7,6,3,248,8
7,6,4,229,8
7,6,5,179,8
7,6,6,22,8
7,6,7,12,8
7,6,8,98,8
7,7,1,276,8
7,7,2,114,8
7,7,3,250,8
7,7,4,204,8
7,7,5,110,8
7,7,6,208,8
7,7,7,142,8
7,7,8,76,8
7,8,1,133,8
7,8,2,6,8
7,8,3,181,8
7,8,4,213,8
7,8,5,70,8
7,8,6,251,8
7,8,7,162,8
7,8,8,29,8
7,9,1,219,8
7,9,2,225,8
7,9,3,26,8
7,9,4,134,8
7,9,5,116,8
7,9,6,203,8
7,9,7,232,8
7,9,8,47,8
7,10,1,130,8
7,10,2,198,8
7,10,3,154,8
7,10,4,101,8
7,10,5,124,8
7,10,6,31,8
7,10,7,132,8
7,10,8,272,8
7,11,1,167,8
7,11,2,55,8
7,11,3,109,8
7,11,4,138,8
7,11,5,27,8
7,11,6,19,8
7,11,7,119,8
7,11,8,65,8
7,12,1,60,8
7,12,2,183,8
7,12,3,171,8
7,12,4,271,8
7,12,5,7,8
7,12,6,15,8
7,12,7,8,8
7,12,8,206,8
7,13,1,104,8
7,13,2,256,8
7,13,3,78,8
7,13,4,189,8
7,13,5,279,8
7,13,6,220,8
7,13,7,94,8
7,13,8,282,8
7,14,1,107,8
7,14,2,180,8
7,14,3,18,8
7,14,4,172,8
7,14,5,246,8
7,14,6,188,8
7,14,7,249,8
7,14,8,261,8
7,15,1,169,8
7,15,2,237,8
7,15,3,79,8
7,15,4,226,8
7,15,5,262,8
7,15,6,39,8
7,15,7,242,8
7,15,8,228,8
7,16,1,140,8
7,16,2,77,8
7,16,3,155,8
7,16,4,156,8
7,16,5,61,8
7,16,6,147,8
7,16,7,281,8
7,16,8,87,8
7,17,1,216,8
7,17,2,57,8
7,17,3,85,8
7,17,4,106,8
7,17,5,67,8
7,17,6,38,8
7,17,7,196,8
7,17,8,92,8
7,18,1,240,8
7,18,2,30,8
7,18,3,43,8
7,18,4,1,8
7,18,5,158,8
7,18,6,239,8
7,18,7,25,8
7,18,8,191,8
7,19,1,252,8
7,19,2,178,8
7,19,3,96,8
7,19,4,273,8
7,19,5,93,8
7,19,6,11,8
7,19,7,164,8
7,19,8,71,8
7,20,1,197,8
7,20,2,157,8
7,20,3,105,8
7,20,4,245,8
7,20,5,265,8
7,20,6,223,8
7,20,7,244,8
7,20,8,3,8
7,21,1,274,8
7,21,2,100,8
7,21,3,264,8
7,21,4,185,8
7,21,5,159,8
7,21,6,91,8
7,21,7,260,8
7,21,8,168,8
7,22,1,89,8
7,22,2,97,8
7,22,3,243,8
7,22,4,20,8
7,22,5,227,8
7,22,6,214,8
7,22,7,263,8
7,22,8,148,8
8,1,1,140,9
8,1,2,30,9
8,1,3,241,9
8,1,4,43,9
8,1,5,239,9
8,1,6,42,9
8,1,7,162,9
8,1,8,11,9
8,1,9,124,9
8,2,1,60,9
8,2,2,79,9
8,2,3,225,9
8,2,4,224,9
8,2,5,203,9
8,2,6,229,9
8,2,7,138,9
8,2,8,279,9
8,2,9,216,9
8,3,1,35,9
8,3,2,262,9
8,3,3,132,9
8,3,4,226,9
8,3,5,127,9
8,3,6,246,9
8,3,7,107,9
8,3,8,22,9
8,3,9,168,9
8,4,1,83,9
8,4,2,134,9
8,4,3,66,9
8,4,4,159,9
8,4,5,57,9
8,4,6,232,9
8,4,7,169,9
8,4,8,188,9
8,4,9,119,9
8,5,1,248,9
8,5,2,212,9
8,5,3,281,9
8,5,4,209,9
8,5,5,26,9
8,5,6,7,9
8,5,7,87,9
8,5,8,142,9
8,5,9,157,9
8,6,1,276,8
8,6,2,133,8
8,6,3,250,8
8,6,4,19,8
8,6,5,96,8
8,6,6,47,8
8,6,7,86,8
8,6,8,67,8
8,7,1,78,8
8,7,2,211,8
8,7,3,251,8
8,7,4,148,8
8,7,5,219,8
8,7,6,208,8
8,7,7,235,8
8,7,8,62,8
8,8,1,234,8
8,8,2,2,8
8,8,3,75,8
8,8,4,247,8
8,8,5,93,8
8,8,6,90,8
8,8,7,8,8
8,8,8,255,8
8,9,1,130,8
8,9,2,204,8
8,9,3,97,8
8,9,4,6,8
8,9,5,106,8
8,9,6,192,8
8,9,7,223,8
8,9,8,158,8
8,10,1,56,8
8,10,2,196,8
8,10,3,200,8
8,10,4,206,8
8,10,5,61,8
8,10,6,237,8
8,10,7,201,8
8,10,8,214,8
8,11,1,172,8
8,11,2,38,8
8,11,3,156,8
8,11,4,92,8
8,11,5,272,8
8,11,6,146,8
8,11,7,154,8
8,11,8,18,8
8,12,1,31,8
8,12,2,65,8
8,12,3,21,8
8,12,4,3,8
8,12,5,114,8
8,12,6,27,8
8,12,7,74,8
8,12,8,207,8
8,13,1,260,8
8,13,2,135,8
8,13,3,244,8
8,13,4,55,8
8,13,5,103,8
8,13,6,164,8
8,13,7,49,8
8,13,8,261,8
8,14,1,180,8
8,14,2,77,8
8,14,3,167,8
8,14,4,249,8
8,14,5,40,8
8,14,6,46,8
8,14,7,110,8
8,14,8,243,8
8,15,1,179,8
8,15,2,98,8
8,15,3,15,8
8,15,4,197,8
8,15,5,240,8
8,15,6,198,8
8,15,7,39,8
8,15,8,264,8
8,16,1,265,8
8,16,2,71,8
8,16,3,123,8
8,16,4,20,8
