role,condition,arabic_writer,english_writer,arabic_filename,english_filename,label,cls_cosine,foreground_mean_cosine,symmetric_nearest_token,arabic_to_english_nearest,english_to_arabic_nearest,arabic_token_count,english_token_count,mean_token_count,token_count_ratio
exploration,cross_variable_variable,7,197,0007_1.jpg,0197_3.jpg,0,0.571990966796875,0.7972480654716492,0.7849899530410767,0.8052457571029663,0.764734148979187,256,409,332.5,0.6259168704156479
exploration,cross_variable_variable,7,211,0007_1.jpg,0211_3.jpg,0,0.6232708692550659,0.8521914482116699,0.8455116152763367,0.843809962272644,0.8472132682800293,256,273,264.5,0.9377289377289377
exploration,cross_variable_variable,7,224,0007_1.jpg,0224_3.jpg,0,0.6232889890670776,0.8598493933677673,0.848747730255127,0.8490996956825256,0.848395824432373,256,257,256.5,0.9961089494163424
exploration,cross_variable_variable,7,246,0007_1.jpg,0246_3.jpg,0,0.6720116138458252,0.8638499975204468,0.8418750166893005,0.8397516012191772,0.8439984321594238,256,346,301.0,0.7398843930635838
exploration,cross_variable_variable,7,1,0007_1.jpg,0001_3.jpg,0,0.6378864049911499,0.8579067587852478,0.8422538638114929,0.8384709358215332,0.8460367918014526,256,234,245.0,1.0940170940170941
exploration,cross_variable_variable,8,8,0008_1.jpg,0008_3.jpg,1,0.584251880645752,0.8525795936584473,0.8444473147392273,0.844870924949646,0.8440237045288086,252,250,251.0,1.008
exploration,cross_variable_variable,8,38,0008_1.jpg,0038_3.jpg,0,0.6259469389915466,0.8484152555465698,0.8427135944366455,0.8435760140419006,0.8418511152267456,252,223,237.5,1.1300448430493273
exploration,cross_variable_variable,8,39,0008_1.jpg,0039_3.jpg,0,0.636114239692688,0.8155081868171692,0.8102991580963135,0.8083903193473816,0.8122079372406006,252,196,224.0,1.2857142857142858
exploration,cross_variable_variable,8,75,0008_1.jpg,0075_3.jpg,0,0.46728330850601196,0.829133152961731,0.824231743812561,0.8237014412879944,0.8247621059417725,252,278,265.0,0.9064748201438849
exploration,cross_variable_variable,8,133,0008_1.jpg,0133_3.jpg,0,0.5793300271034241,0.8462145328521729,0.8231109380722046,0.8251360058784485,0.8210858106613159,252,297,274.5,0.8484848484848485
exploration,cross_variable_variable,8,134,0008_1.jpg,0134_3.jpg,0,0.5791719555854797,0.8497785329818726,0.843395471572876,0.8448105454444885,0.8419803977012634,252,270,261.0,0.9333333333333333
exploration,cross_variable_variable,8,198,0008_1.jpg,0198_3.jpg,0,0.5832118391990662,0.8447392582893372,0.837670087814331,0.8361884951591492,0.8391516804695129,252,214,233.0,1.1775700934579438
exploration,cross_variable_variable,8,212,0008_1.jpg,0212_3.jpg,0,0.5422727465629578,0.8158835768699646,0.8031591773033142,0.8025429844856262,0.8037753701210022,252,227,239.5,1.1101321585903083
exploration,cross_variable_variable,8,225,0008_1.jpg,0225_3.jpg,0,0.5942962169647217,0.8124253153800964,0.807970404624939,0.8060817718505859,0.8098589777946472,252,229,240.5,1.1004366812227073
exploration,cross_variable_variable,8,247,0008_1.jpg,0247_3.jpg,0,0.6442093253135681,0.8729682564735413,0.8612903952598572,0.8595186471939087,0.8630621433258057,252,271,261.5,0.9298892988929889
exploration,cross_variable_variable,8,2,0008_1.jpg,0002_3.jpg,0,0.6099481582641602,0.8531560897827148,0.8348604440689087,0.8328881859779358,0.8368327617645264,252,249,250.5,1.0120481927710843
exploration,cross_variable_variable,11,11,0011_1.jpg,0011_3.jpg,1,0.6158828139305115,0.8679019808769226,0.8570741415023804,0.8561885356903076,0.8579596877098083,238,239,238.5,0.99581589958159
exploration,cross_variable_variable,11,39,0011_1.jpg,0039_3.jpg,0,0.640471875667572,0.8458818197250366,0.8371566534042358,0.83133864402771,0.8429746031761169,238,196,217.0,1.2142857142857142
exploration,cross_variable_variable,11,40,0011_1.jpg,0040_3.jpg,0,0.5923447608947754,0.8499413728713989,0.8455103635787964,0.8462808132171631,0.8447398543357849,238,213,225.5,1.1173708920187793
exploration,cross_variable_variable,11,76,0011_1.jpg,0076_3.jpg,0,0.51058030128479,0.8423749804496765,0.8319814801216125,0.8312298655509949,0.8327330946922302,238,237,237.5,1.0042194092827004
exploration,cross_variable_variable,11,134,0011_1.jpg,0134_3.jpg,0,0.564307451248169,0.852719247341156,0.8444749116897583,0.8466002941131592,0.8423494696617126,238,270,254.0,0.8814814814814815
exploration,cross_variable_variable,11,135,0011_1.jpg,0135_3.jpg,0,0.4933626055717468,0.8504462242126465,0.8372432589530945,0.8383990526199341,0.8360874652862549,238,294,266.0,0.8095238095238095
exploration,cross_variable_variable,11,199,0011_1.jpg,0199_3.jpg,0,0.5466217398643494,0.8227694034576416,0.8110289573669434,0.8124580979347229,0.809599757194519,238,256,247.0,0.9296875
exploration,cross_variable_variable,11,213,0011_1.jpg,0213_3.jpg,0,0.5049999952316284,0.8382717370986938,0.8274229764938354,0.8245676755905151,0.8302783370018005,238,280,259.0,0.85
exploration,cross_variable_variable,11,226,0011_1.jpg,0226_3.jpg,0,0.4724717140197754,0.8319978713989258,0.8297571539878845,0.8306501507759094,0.8288641571998596,238,285,261.5,0.8350877192982457
exploration,cross_variable_variable,11,248,0011_1.jpg,0248_3.jpg,0,0.44767290353775024,0.8244751691818237,0.8208136558532715,0.8189386129379272,0.8226886987686157,238,335,286.5,0.7104477611940299
exploration,cross_variable_variable,11,3,0011_1.jpg,0003_3.jpg,0,0.5123894214630127,0.822426974773407,0.8059853315353394,0.8046301603317261,0.8073405623435974,238,255,246.5,0.9333333333333333
exploration,cross_variable_variable,12,12,0012_1.jpg,0012_3.jpg,1,0.5337692499160767,0.8170864582061768,0.8052739500999451,0.8041620254516602,0.80638587474823,256,297,276.5,0.8619528619528619
exploration,cross_variable_variable,12,40,0012_1.jpg,0040_3.jpg,0,0.5469329357147217,0.8391751050949097,0.8309787511825562,0.8305987119674683,0.831358790397644,256,213,234.5,1.2018779342723005
exploration,cross_variable_variable,12,42,0012_1.jpg,0042_3.jpg,0,0.5768558382987976,0.8203746676445007,0.8012378215789795,0.8010720014572144,0.8014037013053894,256,273,264.5,0.9377289377289377
exploration,cross_variable_variable,12,77,0012_1.jpg,0077_3.jpg,0,0.5745351910591125,0.8296722173690796,0.8203118443489075,0.8204342722892761,0.8201894164085388,256,188,222.0,1.3617021276595744
exploration,cross_variable_variable,12,135,0012_1.jpg,0135_3.jpg,0,0.5014572143554688,0.8219298124313354,0.7986240386962891,0.7979968190193176,0.7992513179779053,256,294,275.0,0.8707482993197279
exploration,cross_variable_variable,12,138,0012_1.jpg,0138_3.jpg,0,0.49856746196746826,0.8053946495056152,0.7913429737091064,0.7893829345703125,0.7933030128479004,256,194,225.0,1.3195876288659794
exploration,cross_variable_variable,12,200,0012_1.jpg,0200_3.jpg,0,0.5338460803031921,0.8493436574935913,0.8304144740104675,0.827905535697937,0.832923412322998,256,212,234.0,1.2075471698113207
exploration,cross_variable_variable,12,214,0012_1.jpg,0214_3.jpg,0,0.508574366569519,0.8231377601623535,0.7988213300704956,0.7966862320899963,0.8009564280509949,256,247,251.5,1.0364372469635628
exploration,cross_variable_variable,12,227,0012_1.jpg,0227_3.jpg,0,0.505221962928772,0.8394064903259277,0.8147354125976562,0.8112443685531616,0.8182265162467957,256,154,205.0,1.6623376623376624
exploration,cross_variable_variable,12,249,0012_1.jpg,0249_3.jpg,0,0.5448639988899231,0.8228867053985596,0.8045945167541504,0.8035256862640381,0.8056634068489075,256,196,226.0,1.3061224489795917
exploration,cross_variable_variable,12,6,0012_1.jpg,0006_3.jpg,0,0.426066517829895,0.7772780656814575,0.7656404376029968,0.758865237236023,0.7724156379699707,256,238,247.0,1.0756302521008403
exploration,cross_variable_variable,15,15,0015_1.jpg,0015_3.jpg,1,0.6432784795761108,0.8444749116897583,0.8434606790542603,0.840676486492157,0.8462448716163635,255,252,253.5,1.0119047619047619
exploration,cross_variable_variable,15,42,0015_1.jpg,0042_3.jpg,0,0.5828970670700073,0.8261563181877136,0.8205865621566772,0.8203843832015991,0.8207888007164001,255,273,264.0,0.9340659340659341
exploration,cross_variable_variable,15,43,0015_1.jpg,0043_3.jpg,0,0.5648353695869446,0.8094649314880371,0.8136559724807739,0.8142828941345215,0.8130289912223816,255,346,300.5,0.7369942196531792
exploration,cross_variable_variable,15,78,0015_1.jpg,0078_3.jpg,0,0.591362476348877,0.8159922361373901,0.8098080158233643,0.8064730167388916,0.8131429553031921,255,210,232.5,1.2142857142857142
exploration,cross_variable_variable,15,138,0015_1.jpg,0138_3.jpg,0,0.5507550239562988,0.7867902517318726,0.7791304588317871,0.7797229290008545,0.7785379886627197,255,194,224.5,1.3144329896907216
exploration,cross_variable_variable,15,140,0015_1.jpg,0140_3.jpg,0,0.6469787359237671,0.8297529816627502,0.8272387385368347,0.8260005712509155,0.8284769058227539,255,300,277.5,0.85
exploration,cross_variable_variable,15,201,0015_1.jpg,0201_3.jpg,0,0.5495151281356812,0.7976561784744263,0.7996751666069031,0.7986103296279907,0.8007400035858154,255,272,263.5,0.9375
exploration,cross_variable_variable,15,216,0015_1.jpg,0216_3.jpg,0,0.6521145701408386,0.8426879644393921,0.8273992538452148,0.8247646689414978,0.8300337791442871,255,237,246.0,1.0759493670886076
exploration,cross_variable_variable,15,228,0015_1.jpg,0228_3.jpg,0,0.6832910776138306,0.8660515546798706,0.8640142679214478,0.8620280623435974,0.8660004734992981,255,218,236.5,1.1697247706422018
exploration,cross_variable_variable,15,250,0015_1.jpg,0250_3.jpg,0,0.602678656578064,0.8048176765441895,0.7916259765625,0.7987157702445984,0.7845361232757568,255,295,275.0,0.864406779661017
exploration,cross_variable_variable,15,7,0015_1.jpg,0007_3.jpg,0,0.6354755759239197,0.8267328143119812,0.8249250650405884,0.8242394924163818,0.8256106972694397,255,207,231.0,1.2318840579710144
exploration,cross_variable_variable,18,18,0018_1.jpg,0018_3.jpg,1,0.5391252040863037,0.8038316965103149,0.8090153932571411,0.8106297254562378,0.8074010610580444,309,264,286.5,1.1704545454545454
exploration,cross_variable_variable,18,43,0018_1.jpg,0043_3.jpg,0,0.4892690181732178,0.7729876637458801,0.7850403189659119,0.7879910469055176,0.7820895910263062,309,346,327.5,0.8930635838150289
exploration,cross_variable_variable,18,46,0018_1.jpg,0046_3.jpg,0,0.5299686789512634,0.7862716317176819,0.782625675201416,0.7867338061332703,0.778517484664917,309,249,279.0,1.2409638554216869
exploration,cross_variable_variable,18,79,0018_1.jpg,0079_3.jpg,0,0.47274017333984375,0.7617664337158203,0.7639445066452026,0.7660280466079712,0.7618609666824341,309,277,293.0,1.1155234657039712
exploration,cross_variable_variable,18,140,0018_1.jpg,0140_3.jpg,0,0.5181876420974731,0.7914901971817017,0.7967506051063538,0.7981284260749817,0.7953727841377258,309,300,304.5,1.03
exploration,cross_variable_variable,18,142,0018_1.jpg,0142_3.jpg,0,0.519830584526062,0.7818794250488281,0.7839739918708801,0.786489725112915,0.7814582586288452,309,233,271.0,1.3261802575107295
exploration,cross_variable_variable,18,203,0018_1.jpg,0203_3.jpg,0,0.5336230993270874,0.7913004159927368,0.7779416441917419,0.7858633399009705,0.7700199484825134,309,229,269.0,1.3493449781659388
exploration,cross_variable_variable,18,219,0018_1.jpg,0219_3.jpg,0,0.5058966875076294,0.7932642698287964,0.7939872741699219,0.7983283400535583,0.7896462678909302,309,239,274.0,1.292887029288703
exploration,cross_variable_variable,18,229,0018_1.jpg,0229_3.jpg,0,0.4664859175682068,0.7671313881874084,0.7665141820907593,0.7666827440261841,0.7663456201553345,309,231,270.0,1.3376623376623376
exploration,cross_variable_variable,18,251,0018_1.jpg,0251_3.jpg,0,0.4815213680267334,0.7850449085235596,0.7773866057395935,0.7792404294013977,0.7755327820777893,309,213,261.0,1.4507042253521127
exploration,cross_variable_variable,18,8,0018_1.jpg,0008_3.jpg,0,0.5227137207984924,0.7901798486709595,0.788432240486145,0.7886651754379272,0.7881993651390076,309,250,279.5,1.236
exploration,cross_variable_variable,19,19,0019_1.jpg,0019_3.jpg,1,0.6283868551254272,0.8508948683738708,0.8344400525093079,0.8380749821662903,0.8308051228523254,273,308,290.5,0.8863636363636364
exploration,cross_variable_variable,19,46,0019_1.jpg,0046_3.jpg,0,0.6902616024017334,0.8690593242645264,0.8397129774093628,0.8442453145980835,0.8351806402206421,273,249,261.0,1.0963855421686748
exploration,cross_variable_variable,19,47,0019_1.jpg,0047_3.jpg,0,0.669552206993103,0.890297532081604,0.8734791874885559,0.8708093762397766,0.8761489987373352,273,203,238.0,1.3448275862068966
exploration,cross_variable_variable,19,81,0019_1.jpg,0081_3.jpg,0,0.6770186424255371,0.8793025016784668,0.8612773418426514,0.8598296642303467,0.8627250790596008,273,254,263.5,1.0748031496062993
exploration,cross_variable_variable,19,142,0019_1.jpg,0142_3.jpg,0,0.6351007223129272,0.8558918237686157,0.8449282646179199,0.8448044657707214,0.8450520634651184,273,233,253.0,1.1716738197424892
exploration,cross_variable_variable,19,146,0019_1.jpg,0146_3.jpg,0,0.6574918627738953,0.8777306079864502,0.8620681166648865,0.8595660328865051,0.8645702004432678,273,229,251.0,1.1921397379912664
exploration,cross_variable_variable,19,204,0019_1.jpg,0204_3.jpg,0,0.744076132774353,0.8944664001464844,0.8684291839599609,0.8681491017341614,0.8687092065811157,273,181,227.0,1.5082872928176796
exploration,cross_variable_variable,19,220,0019_1.jpg,0220_3.jpg,0,0.5660625696182251,0.8300954699516296,0.8122986555099487,0.81391441822052,0.8106828331947327,273,387,330.0,0.7054263565891473
exploration,cross_variable_variable,19,231,0019_1.jpg,0231_3.jpg,0,0.6173052787780762,0.8536487221717834,0.8435813188552856,0.8430655598640442,0.8440970182418823,273,349,311.0,0.7822349570200573
exploration,cross_variable_variable,19,252,0019_1.jpg,0252_3.jpg,0,0.753140389919281,0.9043807983398438,0.8804277181625366,0.877008318901062,0.8838471174240112,273,212,242.5,1.2877358490566038
exploration,cross_variable_variable,19,11,0019_1.jpg,0011_3.jpg,0,0.6336735486984253,0.8637058734893799,0.8447595834732056,0.8471187949180603,0.8424004316329956,273,239,256.0,1.1422594142259415
exploration,cross_variable_variable,20,20,0020_1.jpg,0020_3.jpg,1,0.5709906816482544,0.8282994031906128,0.8117328882217407,0.8092177510261536,0.8142479658126831,208,200,204.0,1.04
exploration,cross_variable_variable,20,47,0020_1.jpg,0047_3.jpg,0,0.5457408428192139,0.8243595361709595,0.8154743909835815,0.8120222687721252,0.8189265727996826,208,203,205.5,1.0246305418719213
exploration,cross_variable_variable,20,49,0020_1.jpg,0049_3.jpg,0,0.5037559270858765,0.7776648998260498,0.7601683735847473,0.759777843952179,0.7605589032173157,208,224,216.0,0.9285714285714286
exploration,cross_variable_variable,20,83,0020_1.jpg,0083_3.jpg,0,0.5739874243736267,0.8332321643829346,0.816432535648346,0.8129168748855591,0.8199481964111328,208,197,202.5,1.0558375634517767
exploration,cross_variable_variable,20,146,0020_1.jpg,0146_3.jpg,0,0.5497637987136841,0.8155220746994019,0.8041774034500122,0.8020635843276978,0.8062912225723267,208,229,218.5,0.9082969432314411
exploration,cross_variable_variable,20,147,0020_1.jpg,0147_3.jpg,0,0.5340387225151062,0.8021572828292847,0.7954350709915161,0.7931020259857178,0.7977680563926697,208,246,227.0,0.8455284552845529
exploration,cross_variable_variable,20,206,0020_1.jpg,0206_3.jpg,0,0.5204591751098633,0.8258430361747742,0.8138747215270996,0.8104560971260071,0.8172933459281921,208,238,223.0,0.8739495798319328
exploration,cross_variable_variable,20,221,0020_1.jpg,0221_3.jpg,0,0.5840276479721069,0.8043409585952759,0.787409782409668,0.7834411263465881,0.7913784980773926,208,260,234.0,0.8
exploration,cross_variable_variable,20,232,0020_1.jpg,0232_3.jpg,0,0.5787593126296997,0.8235018253326416,0.8087553977966309,0.807418704032898,0.810092031955719,208,240,224.0,0.8666666666666667
exploration,cross_variable_variable,20,255,0020_1.jpg,0255_3.jpg,0,0.5554673671722412,0.8218486309051514,0.805789589881897,0.8057221174240112,0.8058571219444275,208,301,254.5,0.6910299003322259
exploration,cross_variable_variable,20,12,0020_1.jpg,0012_3.jpg,0,0.5022928714752197,0.7738550901412964,0.7644684314727783,0.7628995776176453,0.7660373449325562,208,297,252.5,0.7003367003367004
exploration,cross_variable_variable,21,21,0021_1.jpg,0021_3.jpg,1,0.6156018376350403,0.8594348430633545,0.838297963142395,0.8340643048286438,0.8425315618515015,230,182,206.0,1.2637362637362637
exploration,cross_variable_variable,21,49,0021_1.jpg,0049_3.jpg,0,0.5695467591285706,0.8535792827606201,0.8267179727554321,0.8268830180168152,0.8265529870986938,230,224,227.0,1.0267857142857142
exploration,cross_variable_variable,21,55,0021_1.jpg,0055_3.jpg,0,0.5840440988540649,0.8475685119628906,0.8163363933563232,0.8292847871780396,0.8033879995346069,230,271,250.5,0.8487084870848709
exploration,cross_variable_variable,21,85,0021_1.jpg,0085_3.jpg,0,0.5782713890075684,0.8316529989242554,0.7988744378089905,0.8045157194137573,0.7932331562042236,230,226,228.0,1.0176991150442478
exploration,cross_variable_variable,21,147,0021_1.jpg,0147_3.jpg,0,0.5619547367095947,0.8585881590843201,0.8419549465179443,0.8403151631355286,0.8435946702957153,230,246,238.0,0.9349593495934959
exploration,cross_variable_variable,21,148,0021_1.jpg,0148_3.jpg,0,0.6561804413795471,0.8863897323608398,0.8565038442611694,0.8606551289558411,0.8523526191711426,230,256,243.0,0.8984375
exploration,cross_variable_variable,21,207,0021_1.jpg,0207_3.jpg,0,0.6226811408996582,0.8588916659355164,0.8226727247238159,0.8295659422874451,0.8157795071601868,230,219,224.5,1.0502283105022832
exploration,cross_variable_variable,21,223,0021_1.jpg,0223_3.jpg,0,0.518959105014801,0.8439955115318298,0.8251659274101257,0.8303855657577515,0.8199462890625,230,275,252.5,0.8363636363636363
