role,condition,arabic_writer,english_writer,arabic_filename,english_filename,label
exploration,cross_variable_variable,3,130,0003_1.jpg,0130_3.jpg,0
exploration,cross_variable_variable,3,192,0003_1.jpg,0192_3.jpg,0
exploration,cross_variable_variable,3,208,0003_1.jpg,0208_3.jpg,0
exploration,cross_variable_variable,3,221,0003_1.jpg,0221_3.jpg,0
exploration,cross_variable_variable,3,244,0003_1.jpg,0244_3.jpg,0
exploration,cross_variable_variable,3,281,0003_1.jpg,0281_3.jpg,0
exploration,cross_variable_variable,6,6,0006_1.jpg,0006_3.jpg,1
exploration,cross_variable_variable,6,31,0006_1.jpg,0031_3.jpg,0
exploration,cross_variable_variable,6,35,0006_1.jpg,0035_3.jpg,0
exploration,cross_variable_variable,6,71,0006_1.jpg,0071_3.jpg,0
exploration,cross_variable_variable,6,130,0006_1.jpg,0130_3.jpg,0
exploration,cross_variable_variable,6,132,0006_1.jpg,0132_3.jpg,0
exploration,cross_variable_variable,6,196,0006_1.jpg,0196_3.jpg,0
exploration,cross_variable_variable,6,209,0006_1.jpg,0209_3.jpg,0
exploration,cross_variable_variable,6,223,0006_1.jpg,0223_3.jpg,0
exploration,cross_variable_variable,6,245,0006_1.jpg,0245_3.jpg,0
exploration,cross_variable_variable,6,282,0006_1.jpg,0282_3.jpg,0
exploration,cross_variable_variable,7,7,0007_1.jpg,0007_3.jpg,1
exploration,cross_variable_variable,7,35,0007_1.jpg,0035_3.jpg,0
exploration,cross_variable_variable,7,38,0007_1.jpg,0038_3.jpg,0
exploration,cross_variable_variable,7,74,0007_1.jpg,0074_3.jpg,0
exploration,cross_variable_variable,7,132,0007_1.jpg,0132_3.jpg,0
exploration,cross_variable_variable,7,133,0007_1.jpg,0133_3.jpg,0
exploration,cross_variable_variable,7,197,0007_1.jpg,0197_3.jpg,0
exploration,cross_variable_variable,7,211,0007_1.jpg,0211_3.jpg,0
exploration,cross_variable_variable,7,224,0007_1.jpg,0224_3.jpg,0
exploration,cross_variable_variable,7,246,0007_1.jpg,0246_3.jpg,0
exploration,cross_variable_variable,7,1,0007_1.jpg,0001_3.jpg,0
exploration,cross_variable_variable,8,8,0008_1.jpg,0008_3.jpg,1
exploration,cross_variable_variable,8,38,0008_1.jpg,0038_3.jpg,0
exploration,cross_variable_variable,8,39,0008_1.jpg,0039_3.jpg,0
exploration,cross_variable_variable,8,75,0008_1.jpg,0075_3.jpg,0
exploration,cross_variable_variable,8,133,0008_1.jpg,0133_3.jpg,0
exploration,cross_variable_variable,8,134,0008_1.jpg,0134_3.jpg,0
exploration,cross_variable_variable,8,198,0008_1.jpg,0198_3.jpg,0
exploration,cross_variable_variable,8,212,0008_1.jpg,0212_3.jpg,0
exploration,cross_variable_variable,8,225,0008_1.jpg,0225_3.jpg,0
exploration,cross_variable_variable,8,247,0008_1.jpg,0247_3.jpg,0
exploration,cross_variable_variable,8,2,0008_1.jpg,0002_3.jpg,0
exploration,cross_variable_variable,11,11,0011_1.jpg,0011_3.jpg,1
exploration,cross_variable_variable,11,39,0011_1.jpg,0039_3.jpg,0
exploration,cross_variable_variable,11,40,0011_1.jpg,0040_3.jpg,0
exploration,cross_variable_variable,11,76,0011_1.jpg,0076_3.jpg,0
exploration,cross_variable_variable,11,134,0011_1.jpg,0134_3.jpg,0
exploration,cross_variable_variable,11,135,0011_1.jpg,0135_3.jpg,0
exploration,cross_variable_variable,11,199,0011_1.jpg,0199_3.jpg,0
exploration,cross_variable_variable,11,213,0011_1.jpg,0213_3.jpg,0
exploration,cross_variable_variable,11,226,0011_1.jpg,0226_3.jpg,0
exploration,cross_variable_variable,11,248,0011_1.jpg,0248_3.jpg,0
exploration,cross_variable_variable,11,3,0011_1.jpg,0003_3.jpg,0
exploration,cross_variable_variable,12,12,0012_1.jpg,0012_3.jpg,1
exploration,cross_variable_variable,12,40,0012_1.jpg,0040_3.jpg,0
exploration,cross_variable_variable,12,42,0012_1.jpg,0042_3.jpg,0
exploration,cross_variable_variable,12,77,0012_1.jpg,0077_3.jpg,0
exploration,cross_variable_variable,12,135,0012_1.jpg,0135_3.jpg,0
exploration,cross_variable_variable,12,138,0012_1.jpg,0138_3.jpg,0
exploration,cross_variable_variable,12,200,0012_1.jpg,0200_3.jpg,0
exploration,cross_variable_variable,12,214,0012_1.jpg,0214_3.jpg,0
exploration,cross_variable_variable,12,227,0012_1.jpg,0227_3.jpg,0
exploration,cross_variable_variable,12,249,0012_1.jpg,0249_3.jpg,0
exploration,cross_variable_variable,12,6,0012_1.jpg,0006_3.jpg,0
exploration,cross_variable_variable,15,15,0015_1.jpg,0015_3.jpg,1
exploration,cross_variable_variable,15,42,0015_1.jpg,0042_3.jpg,0
exploration,cross_variable_variable,15,43,0015_1.jpg,0043_3.jpg,0
exploration,cross_variable_variable,15,78,0015_1.jpg,0078_3.jpg,0
exploration,cross_variable_variable,15,138,0015_1.jpg,0138_3.jpg,0
exploration,cross_variable_variable,15,140,0015_1.jpg,0140_3.jpg,0
exploration,cross_variable_variable,15,201,0015_1.jpg,0201_3.jpg,0
exploration,cross_variable_variable,15,216,0015_1.jpg,0216_3.jpg,0
exploration,cross_variable_variable,15,228,0015_1.jpg,0228_3.jpg,0
exploration,cross_variable_variable,15,250,0015_1.jpg,0250_3.jpg,0
exploration,cross_variable_variable,15,7,0015_1.jpg,0007_3.jpg,0
exploration,cross_variable_variable,18,18,0018_1.jpg,0018_3.jpg,1
exploration,cross_variable_variable,18,43,0018_1.jpg,0043_3.jpg,0
exploration,cross_variable_variable,18,46,0018_1.jpg,0046_3.jpg,0
exploration,cross_variable_variable,18,79,0018_1.jpg,0079_3.jpg,0
exploration,cross_variable_variable,18,140,0018_1.jpg,0140_3.jpg,0
exploration,cross_variable_variable,18,142,0018_1.jpg,0142_3.jpg,0
exploration,cross_variable_variable,18,203,0018_1.jpg,0203_3.jpg,0
exploration,cross_variable_variable,18,219,0018_1.jpg,0219_3.jpg,0
exploration,cross_variable_variable,18,229,0018_1.jpg,0229_3.jpg,0
exploration,cross_variable_variable,18,251,0018_1.jpg,0251_3.jpg,0
exploration,cross_variable_variable,18,8,0018_1.jpg,0008_3.jpg,0
exploration,cross_variable_variable,19,19,0019_1.jpg,0019_3.jpg,1
exploration,cross_variable_variable,19,46,0019_1.jpg,0046_3.jpg,0
exploration,cross_variable_variable,19,47,0019_1.jpg,0047_3.jpg,0
exploration,cross_variable_variable,19,81,0019_1.jpg,0081_3.jpg,0
exploration,cross_variable_variable,19,142,0019_1.jpg,0142_3.jpg,0
exploration,cross_variable_variable,19,146,0019_1.jpg,0146_3.jpg,0
exploration,cross_variable_variable,19,204,0019_1.jpg,0204_3.jpg,0
exploration,cross_variable_variable,19,220,0019_1.jpg,0220_3.jpg,0
exploration,cross_variable_variable,19,231,0019_1.jpg,0231_3.jpg,0
exploration,cross_variable_variable,19,252,0019_1.jpg,0252_3.jpg,0
exploration,cross_variable_variable,19,11,0019_1.jpg,0011_3.jpg,0
exploration,cross_variable_variable,20,20,0020_1.jpg,0020_3.jpg,1
exploration,cross_variable_variable,20,47,0020_1.jpg,0047_3.jpg,0
exploration,cross_variable_variable,20,49,0020_1.jpg,0049_3.jpg,0
exploration,cross_variable_variable,20,83,0020_1.jpg,0083_3.jpg,0
exploration,cross_variable_variable,20,146,0020_1.jpg,0146_3.jpg,0
exploration,cross_variable_variable,20,147,0020_1.jpg,0147_3.jpg,0
exploration,cross_variable_variable,20,206,0020_1.jpg,0206_3.jpg,0
exploration,cross_variable_variable,20,221,0020_1.jpg,0221_3.jpg,0
exploration,cross_variable_variable,20,232,0020_1.jpg,0232_3.jpg,0
exploration,cross_variable_variable,20,255,0020_1.jpg,0255_3.jpg,0
exploration,cross_variable_variable,20,12,0020_1.jpg,0012_3.jpg,0
exploration,cross_variable_variable,21,21,0021_1.jpg,0021_3.jpg,1
exploration,cross_variable_variable,21,49,0021_1.jpg,0049_3.jpg,0
exploration,cross_variable_variable,21,55,0021_1.jpg,0055_3.jpg,0
exploration,cross_variable_variable,21,85,0021_1.jpg,0085_3.jpg,0
exploration,cross_variable_variable,21,147,0021_1.jpg,0147_3.jpg,0
exploration,cross_variable_variable,21,148,0021_1.jpg,0148_3.jpg,0
exploration,cross_variable_variable,21,207,0021_1.jpg,0207_3.jpg,0
exploration,cross_variable_variable,21,223,0021_1.jpg,0223_3.jpg,0
exploration,cross_variable_variable,21,234,0021_1.jpg,0234_3.jpg,0
exploration,cross_variable_variable,21,256,0021_1.jpg,0256_3.jpg,0
exploration,cross_variable_variable,21,15,0021_1.jpg,0015_3.jpg,0
exploration,cross_variable_variable,22,22,0022_1.jpg,0022_3.jpg,1
exploration,cross_variable_variable,22,55,0022_1.jpg,0055_3.jpg,0
exploration,cross_variable_variable,22,56,0022_1.jpg,0056_3.jpg,0
exploration,cross_variable_variable,22,86,0022_1.jpg,0086_3.jpg,0
exploration,cross_variable_variable,22,148,0022_1.jpg,0148_3.jpg,0
exploration,cross_variable_variable,22,152,0022_1.jpg,0152_3.jpg,0
exploration,cross_variable_variable,22,208,0022_1.jpg,0208_3.jpg,0
exploration,cross_variable_variable,22,224,0022_1.jpg,0224_3.jpg,0
exploration,cross_variable_variable,22,235,0022_1.jpg,0235_3.jpg,0
exploration,cross_variable_variable,22,260,0022_1.jpg,0260_3.jpg,0
exploration,cross_variable_variable,22,18,0022_1.jpg,0018_3.jpg,0
exploration,cross_variable_variable,25,25,0025_1.jpg,0025_3.jpg,1
exploration,cross_variable_variable,25,56,0025_1.jpg,0056_3.jpg,0
exploration,cross_variable_variable,25,57,0025_1.jpg,0057_3.jpg,0
exploration,cross_variable_variable,25,87,0025_1.jpg,0087_3.jpg,0
exploration,cross_variable_variable,25,152,0025_1.jpg,0152_3.jpg,0
exploration,cross_variable_variable,25,153,0025_1.jpg,0153_3.jpg,0
exploration,cross_variable_variable,25,209,0025_1.jpg,0209_3.jpg,0
exploration,cross_variable_variable,25,225,0025_1.jpg,0225_3.jpg,0
exploration,cross_variable_variable,25,237,0025_1.jpg,0237_3.jpg,0
exploration,cross_variable_variable,25,261,0025_1.jpg,0261_3.jpg,0
exploration,cross_variable_variable,25,19,0025_1.jpg,0019_3.jpg,0
exploration,cross_variable_variable,26,26,0026_1.jpg,0026_3.jpg,1
exploration,cross_variable_variable,26,57,0026_1.jpg,0057_3.jpg,0
exploration,cross_variable_variable,26,59,0026_1.jpg,0059_3.jpg,0
exploration,cross_variable_variable,26,89,0026_1.jpg,0089_3.jpg,0
exploration,cross_variable_variable,26,153,0026_1.jpg,0153_3.jpg,0
exploration,cross_variable_variable,26,154,0026_1.jpg,0154_3.jpg,0
exploration,cross_variable_variable,26,211,0026_1.jpg,0211_3.jpg,0
exploration,cross_variable_variable,26,226,0026_1.jpg,0226_3.jpg,0
exploration,cross_variable_variable,26,239,0026_1.jpg,0239_3.jpg,0
exploration,cross_variable_variable,26,262,0026_1.jpg,0262_3.jpg,0
exploration,cross_variable_variable,26,20,0026_1.jpg,0020_3.jpg,0
exploration,cross_variable_variable,27,27,0027_1.jpg,0027_3.jpg,1
exploration,cross_variable_variable,27,59,0027_1.jpg,0059_3.jpg,0
exploration,cross_variable_variable,27,60,0027_1.jpg,0060_3.jpg,0
exploration,cross_variable_variable,27,90,0027_1.jpg,0090_3.jpg,0
exploration,cross_variable_variable,27,154,0027_1.jpg,0154_3.jpg,0
exploration,cross_variable_variable,27,155,0027_1.jpg,0155_3.jpg,0
exploration,cross_variable_variable,27,212,0027_1.jpg,0212_3.jpg,0
exploration,cross_variable_variable,27,227,0027_1.jpg,0227_3.jpg,0
exploration,cross_variable_variable,27,240,0027_1.jpg,0240_3.jpg,0
exploration,cross_variable_variable,27,263,0027_1.jpg,0263_3.jpg,0
exploration,cross_variable_variable,27,21,0027_1.jpg,0021_3.jpg,0
exploration,cross_variable_variable,29,29,0029_1.jpg,0029_3.jpg,1
exploration,cross_variable_variable,29,60,0029_1.jpg,0060_3.jpg,0
exploration,cross_variable_variable,29,61,0029_1.jpg,0061_3.jpg,0
exploration,cross_variable_variable,29,91,0029_1.jpg,0091_3.jpg,0
exploration,cross_variable_variable,29,155,0029_1.jpg,0155_3.jpg,0
exploration,cross_variable_variable,29,156,0029_1.jpg,0156_3.jpg,0
exploration,cross_variable_variable,29,213,0029_1.jpg,0213_3.jpg,0
exploration,cross_variable_variable,29,228,0029_1.jpg,0228_3.jpg,0
exploration,cross_variable_variable,29,241,0029_1.jpg,0241_3.jpg,0
exploration,cross_variable_variable,29,264,0029_1.jpg,0264_3.jpg,0
exploration,cross_variable_variable,29,22,0029_1.jpg,0022_3.jpg,0
exploration,cross_variable_variable,30,30,0030_1.jpg,0030_3.jpg,1
exploration,cross_variable_variable,30,61,0030_1.jpg,0061_3.jpg,0
exploration,cross_variable_variable,30,62,0030_1.jpg,0062_3.jpg,0
exploration,cross_variable_variable,30,92,0030_1.jpg,0092_3.jpg,0
exploration,cross_variable_variable,30,156,0030_1.jpg,0156_3.jpg,0
exploration,cross_variable_variable,30,157,0030_1.jpg,0157_3.jpg,0
exploration,cross_variable_variable,30,214,0030_1.jpg,0214_3.jpg,0
exploration,cross_variable_variable,30,229,0030_1.jpg,0229_3.jpg,0
exploration,cross_variable_variable,30,242,0030_1.jpg,0242_3.jpg,0
exploration,cross_variable_variable,30,265,0030_1.jpg,0265_3.jpg,0
exploration,cross_variable_variable,30,25,0030_1.jpg,0025_3.jpg,0
exploration,cross_variable_variable,31,31,0031_1.jpg,0031_3.jpg,1
exploration,cross_variable_variable,31,62,0031_1.jpg,0062_3.jpg,0
exploration,cross_variable_variable,31,65,0031_1.jpg,0065_3.jpg,0
exploration,cross_variable_variable,31,93,0031_1.jpg,0093_3.jpg,0
exploration,cross_variable_variable,31,157,0031_1.jpg,0157_3.jpg,0
exploration,cross_variable_variable,31,158,0031_1.jpg,0158_3.jpg,0
exploration,cross_variable_variable,31,216,0031_1.jpg,0216_3.jpg,0
exploration,cross_variable_variable,31,231,0031_1.jpg,0231_3.jpg,0
exploration,cross_variable_variable,31,243,0031_1.jpg,0243_3.jpg,0
exploration,cross_variable_variable,31,266,0031_1.jpg,0266_3.jpg,0
exploration,cross_variable_variable,31,26,0031_1.jpg,0026_3.jpg,0
exploration,cross_variable_variable,35,35,0035_1.jpg,0035_3.jpg,1
exploration,cross_variable_variable,35,65,0035_1.jpg,0065_3.jpg,0
exploration,cross_variable_variable,35,66,0035_1.jpg,0066_3.jpg,0
exploration,cross_variable_variable,35,94,0035_1.jpg,0094_3.jpg,0
exploration,cross_variable_variable,35,158,0035_1.jpg,0158_3.jpg,0
exploration,cross_variable_variable,35,159,0035_1.jpg,0159_3.jpg,0
exploration,cross_variable_variable,35,219,0035_1.jpg,0219_3.jpg,0
exploration,cross_variable_variable,35,232,0035_1.jpg,0232_3.jpg,0
exploration,cross_variable_variable,35,244,0035_1.jpg,0244_3.jpg,0
exploration,cross_variable_variable,35,267,0035_1.jpg,0267_3.jpg,0
exploration,cross_variable_variable,35,27,0035_1.jpg,0027_3.jpg,0
exploration,cross_variable_variable,38,38,0038_1.jpg,0038_3.jpg,1
exploration,cross_variable_variable,38,66,0038_1.jpg,0066_3.jpg,0
exploration,cross_variable_variable,38,67,0038_1.jpg,0067_3.jpg,0
exploration,cross_variable_variable,38,96,0038_1.jpg,0096_3.jpg,0
exploration,cross_variable_variable,38,159,0038_1.jpg,0159_3.jpg,0
exploration,cross_variable_variable,38,161,0038_1.jpg,0161_3.jpg,0
exploration,cross_variable_variable,38,220,0038_1.jpg,0220_3.jpg,0
exploration,cross_variable_variable,38,234,0038_1.jpg,0234_3.jpg,0
exploration,cross_variable_variable,38,245,0038_1.jpg,0245_3.jpg,0
exploration,cross_variable_variable,38,271,0038_1.jpg,0271_3.jpg,0
exploration,cross_variable_variable,38,29,0038_1.jpg,0029_3.jpg,0
exploration,cross_variable_variable,39,39,0039_1.jpg,0039_3.jpg,1
exploration,cross_variable_variable,39,67,0039_1.jpg,0067_3.jpg,0
exploration,cross_variable_variable,39,70,0039_1.jpg,0070_3.jpg,0
exploration,cross_variable_variable,39,97,0039_1.jpg,0097_3.jpg,0
exploration,cross_variable_variable,39,161,0039_1.jpg,0161_3.jpg,0
exploration,cross_variable_variable,39,162,0039_1.jpg,0162_3.jpg,0
exploration,cross_variable_variable,39,221,0039_1.jpg,0221_3.jpg,0
exploration,cross_variable_variable,39,235,0039_1.jpg,0235_3.jpg,0
exploration,cross_variable_variable,39,246,0039_1.jpg,0246_3.jpg,0
exploration,cross_variable_variable,39,272,0039_1.jpg,0272_3.jpg,0
exploration,cross_variable_variable,39,30,0039_1.jpg,0030_3.jpg,0
exploration,cross_variable_variable,40,40,0040_1.jpg,0040_3.jpg,1
exploration,cross_variable_variable,40,70,0040_1.jpg,0070_3.jpg,0
exploration,cross_variable_variable,40,71,0040_1.jpg,0071_3.jpg,0
exploration,cross_variable_variable,40,98,0040_1.jpg,0098_3.jpg,0
exploration,cross_variable_variable,40,162,0040_1.jpg,0162_3.jpg,0
exploration,cross_variable_variable,40,163,0040_1.jpg,0163_3.jpg,0
exploration,cross_variable_variable,40,223,0040_1.jpg,0223_3.jpg,0
exploration,cross_variable_variable,40,237,0040_1.jpg,0237_3.jpg,0
exploration,cross_variable_variable,40,247,0040_1.jpg,0247_3.jpg,0
exploration,cross_variable_variable,40,273,0040_1.jpg,0273_3.jpg,0
exploration,cross_variable_variable,40,31,0040_1.jpg,0031_3.jpg,0
exploration,cross_variable_variable,42,42,0042_1.jpg,0042_3.jpg,1
exploration,cross_variable_variable,42,71,0042_1.jpg,0071_3.jpg,0
exploration,cross_variable_variable,42,74,0042_1.jpg,0074_3.jpg,0
exploration,cross_variable_variable,42,100,0042_1.jpg,0100_3.jpg,0
exploration,cross_variable_variable,42,163,0042_1.jpg,0163_3.jpg,0
exploration,cross_variable_variable,42,164,0042_1.jpg,0164_3.jpg,0
exploration,cross_variable_variable,42,224,0042_1.jpg,0224_3.jpg,0
exploration,cross_variable_variable,42,239,0042_1.jpg,0239_3.jpg,0
exploration,cross_variable_variable,42,248,0042_1.jpg,0248_3.jpg,0
exploration,cross_variable_variable,42,274,0042_1.jpg,0274_3.jpg,0
exploration,cross_variable_variable,42,35,0042_1.jpg,0035_3.jpg,0
exploration,cross_variable_variable,43,43,0043_1.jpg,0043_3.jpg,1
exploration,cross_variable_variable,43,74,0043_1.jpg,0074_3.jpg,0
exploration,cross_variable_variable,43,75,0043_1.jpg,0075_3.jpg,0
exploration,cross_variable_variable,43,101,0043_1.jpg,0101_3.jpg,0
exploration,cross_variable_variable,43,164,0043_1.jpg,0164_3.jpg,0
exploration,cross_variable_variable,43,167,0043_1.jpg,0167_3.jpg,0
exploration,cross_variable_variable,43,225,0043_1.jpg,0225_3.jpg,0
exploration,cross_variable_variable,43,240,0043_1.jpg,0240_3.jpg,0
exploration,cross_variable_variable,43,249,0043_1.jpg,0249_3.jpg,0
exploration,cross_variable_variable,43,276,0043_1.jpg,0276_3.jpg,0
exploration,cross_variable_variable,43,38,0043_1.jpg,0038_3.jpg,0
exploration,cross_variable_variable,46,46,0046_1.jpg,0046_3.jpg,1
exploration,cross_variable_variable,46,75,0046_1.jpg,0075_3.jpg,0
exploration,cross_variable_variable,46,76,0046_1.jpg,0076_3.jpg,0
exploration,cross_variable_variable,46,103,0046_1.jpg,0103_3.jpg,0
exploration,cross_variable_variable,46,167,0046_1.jpg,0167_3.jpg,0
exploration,cross_variable_variable,46,168,0046_1.jpg,0168_3.jpg,0
exploration,cross_variable_variable,46,226,0046_1.jpg,0226_3.jpg,0
exploration,cross_variable_variable,46,241,0046_1.jpg,0241_3.jpg,0
exploration,cross_variable_variable,46,250,0046_1.jpg,0250_3.jpg,0
exploration,cross_variable_variable,46,279,0046_1.jpg,0279_3.jpg,0
exploration,cross_variable_variable,46,39,0046_1.jpg,0039_3.jpg,0
exploration,cross_variable_variable,47,47,0047_1.jpg,0047_3.jpg,1
exploration,cross_variable_variable,47,76,0047_1.jpg,0076_3.jpg,0
exploration,cross_variable_variable,47,77,0047_1.jpg,0077_3.jpg,0
exploration,cross_variable_variable,47,104,0047_1.jpg,0104_3.jpg,0
exploration,cross_variable_variable,47,168,0047_1.jpg,0168_3.jpg,0
exploration,cross_variable_variable,47,169,0047_1.jpg,0169_3.jpg,0
exploration,cross_variable_variable,47,227,0047_1.jpg,0227_3.jpg,0
exploration,cross_variable_variable,47,242,0047_1.jpg,0242_3.jpg,0
exploration,cross_variable_variable,47,251,0047_1.jpg,0251_3.jpg,0
exploration,cross_variable_variable,47,281,0047_1.jpg,0281_3.jpg,0
exploration,cross_variable_variable,47,40,0047_1.jpg,0040_3.jpg,0
exploration,cross_variable_variable,49,49,0049_1.jpg,0049_3.jpg,1
exploration,cross_variable_variable,49,77,0049_1.jpg,0077_3.jpg,0
exploration,cross_variable_variable,49,78,0049_1.jpg,0078_3.jpg,0
exploration,cross_variable_variable,49,105,0049_1.jpg,0105_3.jpg,0
exploration,cross_variable_variable,49,169,0049_1.jpg,0169_3.jpg,0
exploration,cross_variable_variable,49,171,0049_1.jpg,0171_3.jpg,0
exploration,cross_variable_variable,49,228,0049_1.jpg,0228_3.jpg,0
exploration,cross_variable_variable,49,243,0049_1.jpg,0243_3.jpg,0
exploration,cross_variable_variable,49,252,0049_1.jpg,0252_3.jpg,0
exploration,cross_variable_variable,49,282,0049_1.jpg,0282_3.jpg,0
exploration,cross_variable_variable,49,42,0049_1.jpg,0042_3.jpg,0
exploration,cross_variable_variable,55,55,0055_1.jpg,0055_3.jpg,1
exploration,cross_variable_variable,55,78,0055_1.jpg,0078_3.jpg,0
exploration,cross_variable_variable,55,79,0055_1.jpg,0079_3.jpg,0
exploration,cross_variable_variable,55,106,0055_1.jpg,0106_3.jpg,0
exploration,cross_variable_variable,55,171,0055_1.jpg,0171_3.jpg,0
exploration,cross_variable_variable,55,172,0055_1.jpg,0172_3.jpg,0
exploration,cross_variable_variable,55,229,0055_1.jpg,0229_3.jpg,0
exploration,cross_variable_variable,55,244,0055_1.jpg,0244_3.jpg,0
exploration,cross_variable_variable,55,255,0055_1.jpg,0255_3.jpg,0
exploration,cross_variable_variable,55,1,0055_1.jpg,0001_3.jpg,0
exploration,cross_variable_variable,55,43,0055_1.jpg,0043_3.jpg,0
exploration,cross_variable_variable,56,56,0056_1.jpg,0056_3.jpg,1
exploration,cross_variable_variable,56,79,0056_1.jpg,0079_3.jpg,0
exploration,cross_variable_variable,56,81,0056_1.jpg,0081_3.jpg,0
exploration,cross_variable_variable,56,107,0056_1.jpg,0107_3.jpg,0
exploration,cross_variable_variable,56,172,0056_1.jpg,0172_3.jpg,0
exploration,cross_variable_variable,56,178,0056_1.jpg,0178_3.jpg,0
exploration,cross_variable_variable,56,231,0056_1.jpg,0231_3.jpg,0
exploration,cross_variable_variable,56,245,0056_1.jpg,0245_3.jpg,0
exploration,cross_variable_variable,56,256,0056_1.jpg,0256_3.jpg,0
exploration,cross_variable_variable,56,2,0056_1.jpg,0002_3.jpg,0
exploration,cross_variable_variable,56,46,0056_1.jpg,0046_3.jpg,0
exploration,cross_variable_variable,57,57,0057_1.jpg,0057_3.jpg,1
exploration,cross_variable_variable,57,81,0057_1.jpg,0081_3.jpg,0
exploration,cross_variable_variable,57,83,0057_1.jpg,0083_3.jpg,0
exploration,cross_variable_variable,57,109,0057_1.jpg,0109_3.jpg,0
exploration,cross_variable_variable,57,178,0057_1.jpg,0178_3.jpg,0
exploration,cross_variable_variable,57,179,0057_1.jpg,0179_3.jpg,0
exploration,cross_variable_variable,57,232,0057_1.jpg,0232_3.jpg,0
exploration,cross_variable_variable,57,246,0057_1.jpg,0246_3.jpg,0
exploration,cross_variable_variable,57,260,0057_1.jpg,0260_3.jpg,0
exploration,cross_variable_variable,57,3,0057_1.jpg,0003_3.jpg,0
exploration,cross_variable_variable,57,47,0057_1.jpg,0047_3.jpg,0
exploration,cross_variable_variable,59,59,0059_1.jpg,0059_3.jpg,1
exploration,cross_variable_variable,59,83,0059_1.jpg,0083_3.jpg,0
exploration,cross_variable_variable,59,85,0059_1.jpg,0085_3.jpg,0
exploration,cross_variable_variable,59,110,0059_1.jpg,0110_3.jpg,0
exploration,cross_variable_variable,59,179,0059_1.jpg,0179_3.jpg,0
exploration,cross_variable_variable,59,180,0059_1.jpg,0180_3.jpg,0
exploration,cross_variable_variable,59,234,0059_1.jpg,0234_3.jpg,0
exploration,cross_variable_variable,59,247,0059_1.jpg,0247_3.jpg,0
exploration,cross_variable_variable,59,261,0059_1.jpg,0261_3.jpg,0
exploration,cross_variable_variable,59,6,0059_1.jpg,0006_3.jpg,0
exploration,cross_variable_variable,59,49,0059_1.jpg,0049_3.jpg,0
exploration,cross_variable_variable,60,60,0060_1.jpg,0060_3.jpg,1
exploration,cross_variable_variable,60,85,0060_1.jpg,0085_3.jpg,0
exploration,cross_variable_variable,60,86,0060_1.jpg,0086_3.jpg,0
exploration,cross_variable_variable,60,114,0060_1.jpg,0114_3.jpg,0
exploration,cross_variable_variable,60,180,0060_1.jpg,0180_3.jpg,0
exploration,cross_variable_variable,60,181,0060_1.jpg,0181_3.jpg,0
exploration,cross_variable_variable,60,235,0060_1.jpg,0235_3.jpg,0
exploration,cross_variable_variable,60,248,0060_1.jpg,0248_3.jpg,0
exploration,cross_variable_variable,60,262,0060_1.jpg,0262_3.jpg,0
exploration,cross_variable_variable,60,7,0060_1.jpg,0007_3.jpg,0
exploration,cross_variable_variable,60,55,0060_1.jpg,0055_3.jpg,0
exploration,cross_variable_variable,61,61,0061_1.jpg,0061_3.jpg,1
exploration,cross_variable_variable,61,86,0061_1.jpg,0086_3.jpg,0
