role,condition,arabic_writer,english_writer,arabic_filename,english_filename,label,cls_cosine,foreground_mean_cosine,symmetric_nearest_token,arabic_to_english_nearest,english_to_arabic_nearest,arabic_token_count,english_token_count,mean_token_count,token_count_ratio,mutual_nearest_token,mutual_match_count,mutual_match_fraction,mutual_partial_mass,cls_z,mutual_local_z,cls_mutual_equal_fusion
exploration,cross_variable_variable,1,276,0001_1.jpg,0276_3.jpg,0,0.5014849305152893,0.834168553352356,0.8284193277359009,0.8254382610321045,0.8314003944396973,277,226,251.5,1.2256637168141593,0.8561424016952515,39,0.17256637168141592,0.14774138790316285,-0.7406524288489484,1.1580543059231017,0.2087009385370766
exploration,cross_variable_variable,2,2,0002_1.jpg,0002_3.jpg,1,0.6987861394882202,0.898228645324707,0.8753968477249146,0.8760488629341125,0.8747448921203613,228,249,238.5,0.9156626506024096,0.8904870748519897,55,0.2412280701754386,0.21481047858271682,2.2665168614308273,2.0678727317731296,2.1671947966019784
exploration,cross_variable_variable,2,29,0002_1.jpg,0029_3.jpg,0,0.6037643551826477,0.8605178594589233,0.8466837406158447,0.8472055792808533,0.846161961555481,228,246,237.0,0.926829268292683,0.8623368144035339,48,0.21052631578947367,0.18154459250600713,0.8182409326679684,1.3221493547708514,1.07019514371941
exploration,cross_variable_variable,2,30,0002_1.jpg,0030_3.jpg,0,0.6199066638946533,0.837323784828186,0.8256471753120422,0.8271223306655884,0.8241720199584961,228,269,248.5,0.8475836431226765,0.8358990550041199,44,0.19298245614035087,0.1613138527200933,1.0642741692895386,0.6217915283910865,0.8430328488403125
exploration,cross_variable_variable,2,67,0002_1.jpg,0067_3.jpg,0,0.5760733485221863,0.860334038734436,0.8553797602653503,0.8558244705200195,0.8549350500106812,228,262,245.0,0.8702290076335878,0.8749299049377441,52,0.22807017543859648,0.19954541691562586,0.39618804571532473,1.6557506021647028,1.0259693239400138
exploration,cross_variable_variable,2,125,0002_1.jpg,0125_3.jpg,0,0.6565819978713989,0.8824542760848999,0.8631172180175781,0.8635708093643188,0.8626636266708374,228,219,223.5,1.0410958904109588,0.8829887509346008,31,0.1415525114155251,0.12498927524645034,1.6232618137127164,1.8692360106752632,1.7462489121939897
exploration,cross_variable_variable,2,127,0002_1.jpg,0127_3.jpg,0,0.6401771903038025,0.8595870137214661,0.8522828221321106,0.8537612557411194,0.8508043885231018,228,235,231.5,0.9702127659574468,0.860216498374939,60,0.2631578947368421,0.2263727627302471,1.3732276969071096,1.2659804524599445,1.319604074683527
exploration,cross_variable_variable,2,191,0002_1.jpg,0191_3.jpg,0,0.6535203456878662,0.876365065574646,0.8612176775932312,0.8617199659347534,0.860715389251709,228,245,236.5,0.9306122448979591,0.8778287172317505,43,0.18859649122807018,0.16555541596914594,1.5765975967433172,1.7325425059959414,1.6545700513696293
exploration,cross_variable_variable,2,207,0002_1.jpg,0207_3.jpg,0,0.7007537484169006,0.8946883678436279,0.8718671202659607,0.8787805438041687,0.8649536967277527,228,219,223.5,1.0410958904109588,0.8923981189727783,42,0.1917808219178082,0.17114484473450542,2.296506201974705,2.1184978504275107,2.207502026201108
exploration,cross_variable_variable,2,220,0002_1.jpg,0220_3.jpg,0,0.570073127746582,0.8388974070549011,0.8256791234016418,0.8306829929351807,0.820675253868103,228,387,307.5,0.5891472868217055,0.8387920260429382,74,0.32456140350877194,0.27223951722446244,0.3047355921534648,0.6984286926044556,0.5015821423789601
exploration,cross_variable_variable,2,243,0002_1.jpg,0243_3.jpg,0,0.6049305200576782,0.8521829843521118,0.8330146074295044,0.8357248306274414,0.8303044438362122,228,232,230.0,0.9827586206896551,0.8455133438110352,50,0.21929824561403508,0.18541959294101648,0.8360150518325187,0.8764818865743039,0.8562484692034114
exploration,cross_variable_variable,2,279,0002_1.jpg,0279_3.jpg,0,0.6230789422988892,0.8691686391830444,0.8553911447525024,0.857223629951477,0.8535585999488831,228,244,236.0,0.9344262295081968,0.8753913640975952,37,0.16228070175438597,0.14205912487548694,1.112624497435498,1.667975031976387,1.3902997647059425
exploration,cross_variable_variable,3,3,0003_1.jpg,0003_3.jpg,1,0.5864112377166748,0.838909387588501,0.8345948457717896,0.8322923183441162,0.8368973731994629,254,255,254.5,0.996078431372549,0.8543981313705444,58,0.2283464566929134,0.19509878590351015,0.5537531365417381,1.111847161256462,0.8328001488991
exploration,cross_variable_variable,3,30,0003_1.jpg,0030_3.jpg,0,0.6038408279418945,0.8221230506896973,0.819246232509613,0.818794310092926,0.8196981549263,254,269,261.5,0.9442379182156134,0.8382339477539062,48,0.1889763779527559,0.15840641532357283,0.8194064933573687,0.6836447431951558,0.7515256182762622
exploration,cross_variable_variable,3,31,0003_1.jpg,0031_3.jpg,0,0.5660833120346069,0.8285574316978455,0.8265004754066467,0.826428234577179,0.8265727162361145,254,205,229.5,1.2390243902439024,0.8481902480125427,44,0.2146341463414634,0.18205058981732625,0.24392475705831163,0.947395263902197,0.5956600104802543
exploration,cross_variable_variable,3,70,0003_1.jpg,0070_3.jpg,0,0.4990425109863281,0.796923816204071,0.787985622882843,0.7880724668502808,0.7878987789154053,254,223,238.5,1.1390134529147982,0.8123301863670349,42,0.18834080717488788,0.15299492299289447,-0.7778786021689473,-0.002567039955097534,-0.39022282106202244
exploration,cross_variable_variable,3,127,0003_1.jpg,0127_3.jpg,0,0.57374507188797,0.8365057706832886,0.8361388444900513,0.8364320397377014,0.8358456492424011,254,235,244.5,1.0808510638297872,0.8536861538887024,54,0.2297872340425532,0.19616618004251032,0.36070158301122734,1.0929862966090107,0.726843939810119
exploration,cross_variable_variable,3,130,0003_1.jpg,0130_3.jpg,0,0.557307243347168,0.8209832906723022,0.8194348812103271,0.8172258734703064,0.8216438889503479,254,276,265.0,0.9202898550724637,0.8421109318733215,44,0.1732283464566929,0.14587748426152025,0.1101641765548583,0.786349217116752,0.44825669683580516
exploration,cross_variable_variable,3,192,0003_1.jpg,0192_3.jpg,0,0.6137468814849854,0.8543651700019836,0.8382095694541931,0.8370745778083801,0.8393445611000061,254,229,241.5,1.1091703056768558,0.859527051448822,32,0.13973799126637554,0.120108583608569,0.9703897547257107,1.2477164406242753,1.109053097674993
exploration,cross_variable_variable,3,208,0003_1.jpg,0208_3.jpg,0,0.479888916015625,0.7820310592651367,0.7821720838546753,0.7852605581283569,0.7790836691856384,254,344,299.0,0.7383720930232558,0.8021641373634338,43,0.16929133858267717,0.13579944057727425,-1.0698084027727432,-0.271873976124205,-0.6708411894484742
exploration,cross_variable_variable,3,221,0003_1.jpg,0221_3.jpg,0,0.6747422218322754,0.843207597732544,0.8346138000488281,0.8297537565231323,0.8394739031791687,254,260,257.0,0.9769230769230769,0.8466360569000244,51,0.20078740157480315,0.1699938539444931,1.900051135400264,0.9062234727190835,1.4031373040596737
exploration,cross_variable_variable,3,244,0003_1.jpg,0244_3.jpg,0,0.4744023382663727,0.786584198474884,0.7748183012008667,0.7793982625007629,0.7702383399009705,254,365,309.5,0.6958904109589041,0.8079127669334412,37,0.14566929133858267,0.11768808022258788,-1.1534321585630463,-0.1195880864810001,-0.6365101225220232
exploration,cross_variable_variable,3,281,0003_1.jpg,0281_3.jpg,0,0.6393073201179504,0.8555067777633667,0.8477960824966431,0.8469036817550659,0.8486884832382202,254,230,242.0,1.1043478260869566,0.8692872524261475,42,0.1826086956521739,0.15873941131260083,1.3599695576233146,1.506272131302843,1.4331208444630787
exploration,cross_variable_variable,6,6,0006_1.jpg,0006_3.jpg,1,0.6070643663406372,0.8061231374740601,0.8101165294647217,0.8050124645233154,0.8152205348014832,290,238,264.0,1.218487394957983,0.8280141949653625,42,0.17647058823529413,0.14612015205271106,0.8685381014666053,0.41291514992706524,0.6407266256968353
exploration,cross_variable_variable,6,31,0006_1.jpg,0031_3.jpg,0,0.5264599919319153,0.8214974403381348,0.8184913396835327,0.8178116083145142,0.8191710114479065,290,205,247.5,1.4146341463414633,0.8428478240966797,41,0.2,0.16856956481933594,-0.3599946614389524,0.805870093603687,0.2229377160823673
exploration,cross_variable_variable,6,35,0006_1.jpg,0035_3.jpg,0,0.6466473340988159,0.8565471172332764,0.8525913953781128,0.8504467010498047,0.8547360897064209,290,218,254.0,1.3302752293577982,0.8798338174819946,39,0.17889908256880735,0.15740146276054034,1.4718424891090571,1.7856592482931586,1.6287508687011079
exploration,cross_variable_variable,6,71,0006_1.jpg,0071_3.jpg,0,0.5505231022834778,0.8151679039001465,0.8059582114219666,0.806523859500885,0.8053925633430481,290,370,330.0,0.7837837837837838,0.819464385509491,82,0.2827586206896552,0.23171061935095952,0.0067635903453026535,0.18642371863701077,0.09659365449115671
exploration,cross_variable_variable,6,130,0006_1.jpg,0130_3.jpg,0,0.548943817615509,0.8172707557678223,0.8197309970855713,0.8169714212417603,0.8224905133247375,290,276,283.0,1.0507246376811594,0.8446336984634399,43,0.15579710144927536,0.1315914820069852,-0.017307100244215674,0.8531793633037233,0.41793613152975384
exploration,cross_variable_variable,6,132,0006_1.jpg,0132_3.jpg,0,0.5847331285476685,0.8252094984054565,0.8191093802452087,0.8191156387329102,0.8191031217575073,290,232,261.0,1.25,0.8415204286575317,44,0.1896551724137931,0.15959870198677326,0.5281762108602277,0.7707063049307076,0.6494412578954676
exploration,cross_variable_variable,6,196,0006_1.jpg,0196_3.jpg,0,0.5668959021568298,0.8023706674575806,0.7854915261268616,0.7858085632324219,0.7851744890213013,290,202,246.0,1.4356435643564356,0.8056800961494446,34,0.16831683168316833,0.13560952113406494,0.2563098614063983,-0.1787333579723545,0.03878825171702188
exploration,cross_variable_variable,6,209,0006_1.jpg,0209_3.jpg,0,0.5925518274307251,0.8081581592559814,0.8040758967399597,0.8036590814590454,0.804492712020874,290,183,236.5,1.5846994535519126,0.8330694437026978,26,0.14207650273224043,0.11835959309437236,0.6473450253518739,0.5468328153388929,0.5970889203453834
exploration,cross_variable_variable,6,223,0006_1.jpg,0223_3.jpg,0,0.5039737224578857,0.809173583984375,0.8087542057037354,0.8120729923248291,0.8054354786872864,290,275,282.5,1.0545454545454545,0.8398535847663879,45,0.16363636363636364,0.1374305865981362,-0.7027194697017058,0.7265502496886839,0.011915389993489012
exploration,cross_variable_variable,6,245,0006_1.jpg,0245_3.jpg,0,0.5456607341766357,0.8253754377365112,0.8149505853652954,0.8159615397453308,0.8139395713806152,290,281,285.5,1.0320284697508897,0.8439047932624817,45,0.1601423487544484,0.13514489571819102,-0.06734626496195642,0.8338700695595893,0.38326190229881646
exploration,cross_variable_variable,6,282,0006_1.jpg,0282_3.jpg,0,0.6300502419471741,0.8151230812072754,0.816065788269043,0.8136032819747925,0.8185282349586487,290,208,249.0,1.3942307692307692,0.8352528810501099,36,0.17307692307692307,0.14456299864328825,1.218877663976088,0.6046738529082051,0.9117757584421466
exploration,cross_variable_variable,7,7,0007_1.jpg,0007_3.jpg,1,0.6754552125930786,0.8627908825874329,0.8594744205474854,0.8561989665031433,0.8627499341964722,256,207,231.5,1.2367149758454106,0.8813782334327698,41,0.19806763285024154,0.17457250034175634,1.9109181946104021,1.8265720874626947,1.8687451410365483
exploration,cross_variable_variable,7,35,0007_1.jpg,0035_3.jpg,0,0.6497564315795898,0.8537842631340027,0.8384949564933777,0.8334982395172119,0.8434916734695435,256,218,237.0,1.1743119266055047,0.8581132292747498,38,0.1743119266055046,0.1495793702405527,1.5192298442770242,1.2102631371971055,1.364746490737065
exploration,cross_variable_variable,7,38,0007_1.jpg,0038_3.jpg,0,0.6658124327659607,0.8617103099822998,0.8492704629898071,0.8467775583267212,0.8517634272575378,256,223,239.5,1.147982062780269,0.873707115650177,39,0.17488789237668162,0.1528007960105691,1.7639476234720535,1.62335791583214,1.6936527696520969
exploration,cross_variable_variable,7,74,0007_1.jpg,0074_3.jpg,0,0.6112779378890991,0.8502774238586426,0.8390545845031738,0.8351848125457764,0.8429243564605713,256,262,259.0,0.9770992366412213,0.8603534698486328,51,0.19921875,0.17139854282140732,0.9327593144479696,1.269608938601413,1.1011841265246913
exploration,cross_variable_variable,7,132,0007_1.jpg,0132_3.jpg,0,0.5915654897689819,0.8351343870162964,0.8148953914642334,0.8133760690689087,0.8164146542549133,256,232,244.0,1.103448275862069,0.8477293252944946,27,0.11637931034482758,0.09865815423685928,0.6323117453143078,0.9351850448717458,0.7837483950930269
exploration,cross_variable_variable,7,133,0007_1.jpg,0133_3.jpg,0,0.5934920310974121,0.8271930813789368,0.8093795776367188,0.8096179962158203,0.809141218662262,256,297,276.5,0.8619528619528619,0.8366679549217224,39,0.15234375,0.12746113375760615,0.6616751534224906,0.6421603148249183,0.6519177341237045
exploration,cross_variable_variable,7,197,0007_1.jpg,0197_3.jpg,0,0.571990966796875,0.7972480654716492,0.7849899530410767,0.8052457571029663,0.764734148979187,256,409,332.5,0.6259168704156479,0.8275390267372131,39,0.15234375,0.1260703986044973,0.3339663643609052,0.4003275557060957,0.36714696003350045
exploration,cross_variable_variable,7,211,0007_1.jpg,0211_3.jpg,0,0.6232708692550659,0.8521914482116699,0.8455116152763367,0.843809962272644,0.8472132682800293,256,273,264.5,0.9377289377289377,0.8756039142608643,39,0.15234375,0.13339278381317854,1.1155497549724187,1.673605659296003,1.3945777071342107
exploration,cross_variable_variable,7,224,0007_1.jpg,0224_3.jpg,0,0.6232889890670776,0.8598493933677673,0.848747730255127,0.8490996956825256,0.848395824432373,256,257,256.5,0.9961089494163424,0.8784031271934509,39,0.15234375,0.1338192264083773,1.1158259283547862,1.7477590947449986,1.4317925115498924
exploration,cross_variable_variable,7,246,0007_1.jpg,0246_3.jpg,0,0.6720116138458252,0.8638499975204468,0.8418750166893005,0.8397516012191772,0.8439984321594238,256,346,301.0,0.7398843930635838,0.863093376159668,50,0.1953125,0.16857292503118515,1.8584325334495162,1.3421912932363265,1.6003119133429213
exploration,cross_variable_variable,7,1,0007_1.jpg,0001_3.jpg,0,0.6378864049911499,0.8579067587852478,0.8422538638114929,0.8384709358215332,0.8460367918014526,256,234,245.0,1.0940170940170941,0.8675656914710999,37,0.1581196581196581,0.1371791905317551,1.3383126587342926,1.460666576375063,1.3994896175546778
exploration,cross_variable_variable,8,8,0008_1.jpg,0008_3.jpg,1,0.584251880645752,0.8525795936584473,0.8444473147392273,0.844870924949646,0.8440237045288086,252,250,251.0,1.008,0.8690335750579834,42,0.168,0.1459976406097412,0.5208412638561603,1.4995520107553713,1.0101966373057658
exploration,cross_variable_variable,8,38,0008_1.jpg,0038_3.jpg,0,0.6259469389915466,0.8484152555465698,0.8427135944366455,0.8435760140419006,0.8418511152267456,252,223,237.5,1.1300448430493273,0.8587745428085327,50,0.2242152466367713,0.1925503459211957,1.1563371113808427,1.2277818725058935,1.1920594919433682
exploration,cross_variable_variable,8,39,0008_1.jpg,0039_3.jpg,0,0.636114239692688,0.8155081868171692,0.8102991580963135,0.8083903193473816,0.8122079372406006,252,196,224.0,1.2857142857142858,0.8233761191368103,39,0.1989795918367347,0.16383504411395716,1.3113021751666762,0.2900487353873607,0.8006754552770184
exploration,cross_variable_variable,8,75,0008_1.jpg,0075_3.jpg,0,0.46728330850601196,0.829133152961731,0.824231743812561,0.8237014412879944,0.8247621059417725,252,278,265.0,0.9064748201438849,0.846302330493927,44,0.1746031746031746,0.1477670735783047,-1.261936955788499,0.8973827878165235,-0.18227708398598774
exploration,cross_variable_variable,8,133,0008_1.jpg,0133_3.jpg,0,0.5793300271034241,0.8462145328521729,0.8231109380722046,0.8251360058784485,0.8210858106613159,252,297,274.5,0.8484848484848485,0.8437516689300537,41,0.1626984126984127,0.13727705724655637,0.4458247604054705,0.829813681005441,0.6378192207054557
exploration,cross_variable_variable,8,134,0008_1.jpg,0134_3.jpg,0,0.5791719555854797,0.8497785329818726,0.843395471572876,0.8448105454444885,0.8419803977012634,252,270,261.0,0.9333333333333333,0.8673998713493347,43,0.17063492063492064,0.1480087082064341,0.4434155110303421,1.4562738659984025,0.9498446885143723
exploration,cross_variable_variable,8,198,0008_1.jpg,0198_3.jpg,0,0.5832118391990662,0.8447392582893372,0.837670087814331,0.8361884951591492,0.8391516804695129,252,214,233.0,1.1775700934579438,0.85764080286026,39,0.1822429906542056,0.15629902482032776,0.5049894567873006,1.197748175857993,0.8513688163226468
exploration,cross_variable_variable,8,212,0008_1.jpg,0212_3.jpg,0,0.5422727465629578,0.8158835768699646,0.8031591773033142,0.8025429844856262,0.8037753701210022,252,227,239.5,1.1101321585903083,0.8316383957862854,28,0.12334801762114538,0.10258094749786781,-0.11898432820919416,0.5089231879365775,0.1949694298636917
exploration,cross_variable_variable,8,225,0008_1.jpg,0225_3.jpg,0,0.5942962169647217,0.8124253153800964,0.807970404624939,0.8060817718505859,0.8098589777946472,252,229,240.5,1.1004366812227073,0.8221856951713562,46,0.20087336244541484,0.1651552051435912,0.6739321641952027,0.25851343285584993,0.46622279852552634
exploration,cross_variable_variable,8,247,0008_1.jpg,0247_3.jpg,0,0.6442093253135681,0.8729682564735413,0.8612903952598572,0.8595186471939087,0.8630621433258057,252,271,261.5,0.9298892988929889,0.8735644817352295,56,0.2222222222222222,0.19412544038560656,1.4346835422045028,1.6195794269998798,1.5271314846021913
exploration,cross_variable_variable,8,2,0008_1.jpg,0002_3.jpg,0,0.6099481582641602,0.8531560897827148,0.8348604440689087,0.8328881859779358,0.8368327617645264,252,249,250.5,1.0120481927710843,0.8581898212432861,41,0.1646586345381526,0.14130836414046077,0.912491458656448,1.212292120962026,1.062391789809237
exploration,cross_variable_variable,11,11,0011_1.jpg,0011_3.jpg,1,0.6158828139305115,0.8679019808769226,0.8570741415023804,0.8561885356903076,0.8579596877098083,238,239,238.5,0.99581589958159,0.8789947032928467,42,0.17647058823529413,0.1551167123457965,1.0029446006373723,1.7634304284935085,1.3831875145654404
exploration,cross_variable_variable,11,39,0011_1.jpg,0039_3.jpg,0,0.640471875667572,0.8458818197250366,0.8371566534042358,0.83133864402771,0.8429746031761169,238,196,217.0,1.2142857142857142,0.8574334383010864,33,0.1683673469387755,0.1443637931833462,1.3777191482308784,1.1922549194236287,1.2849870338272535
exploration,cross_variable_variable,11,40,0011_1.jpg,0040_3.jpg,0,0.5923447608947754,0.8499413728713989,0.8455103635787964,0.8462808132171631,0.8447398543357849,238,213,225.5,1.1173708920187793,0.8741723299026489,34,0.1596244131455399,0.13953924514877963,0.6441890176862645,1.6356818211124546,1.1399354193993596
exploration,cross_variable_variable,11,76,0011_1.jpg,0076_3.jpg,0,0.51058030128479,0.8423749804496765,0.8319814801216125,0.8312298655509949,0.8327330946922302,238,237,237.5,1.0042194092827004,0.8482992649078369,50,0.2109704641350211,0.17896608964300356,-0.6020252009463386,0.950283210443862,0.1741290047487617
exploration,cross_variable_variable,11,134,0011_1.jpg,0134_3.jpg,0,0.564307451248169,0.852719247341156,0.8444749116897583,0.8466002941131592,0.8423494696617126,238,270,254.0,0.8814814814814815,0.866896390914917,45,0.18907563025210083,0.1639089814755095,0.21685794865613361,1.4429362583234742,0.829897103489804
exploration,cross_variable_variable,11,135,0011_1.jpg,0135_3.jpg,0,0.4933626055717468,0.8504462242126465,0.8372432589530945,0.8383990526199341,0.8360874652862549,238,294,266.0,0.8095238095238095,0.8650977611541748,42,0.17647058823529413,0.1526643107919132,-0.8644489644254,1.395289087825233,0.26542006169991655
exploration,cross_variable_variable,11,199,0011_1.jpg,0199_3.jpg,0,0.5466217398643494,0.8227694034576416,0.8110289573669434,0.8124580979347229,0.809599757194519,238,256,247.0,0.9296875,0.844992458820343,34,0.14285714285714285,0.12071320840290614,-0.052699082580660986,0.8626832179971523,0.40499206770824564
exploration,cross_variable_variable,11,213,0011_1.jpg,0213_3.jpg,0,0.5049999952316284,0.8382717370986938,0.8274229764938354,0.8245676755905151,0.8302783370018005,238,280,259.0,0.85,0.8511475324630737,46,0.19327731092436976,0.1645075062743756,-0.6870775180648427,1.0257361428878222,0.16932931241148974
exploration,cross_variable_variable,11,226,0011_1.jpg,0226_3.jpg,0,0.4724717140197754,0.8319978713989258,0.8297571539878845,0.8306501507759094,0.8288641571998596,238,285,261.5,0.8350877192982457,0.8582957983016968,45,0.18907563025210083,0.16228281900662334,-1.1828577965287692,1.2150995397433713,0.016120871607301024
exploration,cross_variable_variable,11,248,0011_1.jpg,0248_3.jpg,0,0.44767290353775024,0.8244751691818237,0.8208136558532715,0.8189386129379272,0.8226886987686157,238,335,286.5,0.7104477611940299,0.849250853061676,47,0.19747899159663865,0.16770920207520493,-1.5608292327161954,0.9754915573753445,-0.29266883767042545
exploration,cross_variable_variable,11,3,0011_1.jpg,0003_3.jpg,0,0.5123894214630127,0.822426974773407,0.8059853315353394,0.8046301603317261,0.8073405623435974,238,255,246.5,0.9333333333333333,0.8279836773872375,42,0.17647058823529413,0.1461147665977478,-0.5744514690331042,0.41210671437248214,-0.08117237733031102
exploration,cross_variable_variable,12,12,0012_1.jpg,0012_3.jpg,1,0.5337692499160767,0.8170864582061768,0.8052739500999451,0.8041620254516602,0.80638587474823,256,297,276.5,0.8619528619528619,0.8273884654045105,34,0.1328125,0.10988753056153655,-0.24859049793117605,0.39633906310672673,0.07387428258777534
exploration,cross_variable_variable,12,40,0012_1.jpg,0040_3.jpg,0,0.5469329357147217,0.8391751050949097,0.8309787511825562,0.8305987119674683,0.831358790397644,256,213,234.5,1.2018779342723005,0.8623917698860168,35,0.1643192488262911,0.14170756782164598,-0.047955986431511104,1.323605170359378,0.6378245919639335
exploration,cross_variable_variable,12,42,0012_1.jpg,0042_3.jpg,0,0.5768558382987976,0.8203746676445007,0.8012378215789795,0.8010720014572144,0.8014037013053894,256,273,264.5,0.9377289377289377,0.8148017525672913,50,0.1953125,0.15914096729829907,0.40811437520125454,0.06290676611197765,0.2355105706566161
exploration,cross_variable_variable,12,77,0012_1.jpg,0077_3.jpg,0,0.5745351910591125,0.8296722173690796,0.8203118443489075,0.8204342722892761,0.8201894164085388,256,188,222.0,1.3617021276595744,0.8433830142021179,34,0.18085106382978725,0.15252671533442558,0.3727441960265751,0.8200477163470495,0.5963959561868123
exploration,cross_variable_variable,12,135,0012_1.jpg,0135_3.jpg,0,0.5014572143554688,0.8219298124313354,0.7986240386962891,0.7979968190193176,0.7992513179779053,256,294,275.0,0.8707482993197279,0.8169950246810913,39,0.15234375,0.12446408579126,-0.7410748651081621,0.12100833467055976,-0.3100332652188012
exploration,cross_variable_variable,12,138,0012_1.jpg,0138_3.jpg,0,0.49856746196746826,0.8053946495056152,0.7913429737091064,0.7893829345703125,0.7933030128479004,256,194,225.0,1.3195876288659794,0.8126295804977417,32,0.16494845360824742,0.13404199265942132,-0.7851190688053628,0.005364154948556511,-0.38987745692840314
exploration,cross_variable_variable,12,200,0012_1.jpg,0200_3.jpg,0,0.5338460803031921,0.8493436574935913,0.8304144740104675,0.827905535697937,0.832923412322998,256,212,234.0,1.2075471698113207,0.8591001033782959,36,0.16981132075471697,0.14588492321518232,-0.24741948645133421,1.2364062377385747,0.4944933756436203
exploration,cross_variable_variable,12,214,0012_1.jpg,0214_3.jpg,0,0.508574366569519,0.8231377601623535,0.7988213300704956,0.7966862320899963,0.8009564280509949,256,247,251.5,1.0364372469635628,0.8165401816368103,37,0.14979757085020243,0.12231573571077725,-0.6325986845325271,0.10895917116074808,-0.2618197566858895
exploration,cross_variable_variable,12,227,0012_1.jpg,0227_3.jpg,0,0.505221962928772,0.8394064903259277,0.8147354125976562,0.8112443685531616,0.8182265162467957,256,154,205.0,1.6623376623376624,0.8408249616622925,23,0.14935064935064934,0.12557775401449822,-0.6836943941308389,0.7522828165500913,0.034294211209626224
exploration,cross_variable_variable,12,249,0012_1.jpg,0249_3.jpg,0,0.5448639988899231,0.8228867053985596,0.8045945167541504,0.8035256862640381,0.8056634068489075,256,196,226.0,1.3061224489795917,0.8240800499916077,31,0.15816326530612246,0.1303391915803053,-0.07948971760047135,0.3086964383163183,0.11460336035792348
exploration,cross_variable_variable,12,6,0012_1.jpg,0006_3.jpg,0,0.426066517829895,0.7772780656814575,0.7656404376029968,0.758865237236023,0.7724156379699707,256,238,247.0,1.0756302521008403,0.7914314270019531,25,0.10504201680672269,0.08313355325650769,-1.8901432795627928,-0.5561922342023387,-1.2231677568825656
