role,condition,arabic_writer,english_writer,arabic_filename,english_filename,label,cls_cosine,foreground_mean_cosine
exploration,cross_variable_variable,3,31,0003_1.jpg,0031_3.jpg,0,0.5660833120346069,0.8285574316978455
exploration,cross_variable_variable,3,70,0003_1.jpg,0070_3.jpg,0,0.4990425109863281,0.796923816204071
exploration,cross_variable_variable,3,127,0003_1.jpg,0127_3.jpg,0,0.57374507188797,0.8365057706832886
exploration,cross_variable_variable,3,130,0003_1.jpg,0130_3.jpg,0,0.557307243347168,0.8209832906723022
exploration,cross_variable_variable,3,192,0003_1.jpg,0192_3.jpg,0,0.6137468814849854,0.8543651700019836
exploration,cross_variable_variable,3,208,0003_1.jpg,0208_3.jpg,0,0.479888916015625,0.7820310592651367
exploration,cross_variable_variable,3,221,0003_1.jpg,0221_3.jpg,0,0.6747422218322754,0.843207597732544
exploration,cross_variable_variable,3,244,0003_1.jpg,0244_3.jpg,0,0.4744023382663727,0.786584198474884
exploration,cross_variable_variable,3,281,0003_1.jpg,0281_3.jpg,0,0.6393073201179504,0.8555067777633667
exploration,cross_variable_variable,6,6,0006_1.jpg,0006_3.jpg,1,0.6070643663406372,0.8061231374740601
exploration,cross_variable_variable,6,31,0006_1.jpg,0031_3.jpg,0,0.5264599919319153,0.8214974403381348
exploration,cross_variable_variable,6,35,0006_1.jpg,0035_3.jpg,0,0.6466473340988159,0.8565471172332764
exploration,cross_variable_variable,6,71,0006_1.jpg,0071_3.jpg,0,0.5505231022834778,0.8151679039001465
exploration,cross_variable_variable,6,130,0006_1.jpg,0130_3.jpg,0,0.548943817615509,0.8172707557678223
exploration,cross_variable_variable,6,132,0006_1.jpg,0132_3.jpg,0,0.5847331285476685,0.8252094984054565
exploration,cross_variable_variable,6,196,0006_1.jpg,0196_3.jpg,0,0.5668959021568298,0.8023706674575806
exploration,cross_variable_variable,6,209,0006_1.jpg,0209_3.jpg,0,0.5925518274307251,0.8081581592559814
exploration,cross_variable_variable,6,223,0006_1.jpg,0223_3.jpg,0,0.5039737224578857,0.809173583984375
exploration,cross_variable_variable,6,245,0006_1.jpg,0245_3.jpg,0,0.5456607341766357,0.8253754377365112
exploration,cross_variable_variable,6,282,0006_1.jpg,0282_3.jpg,0,0.6300502419471741,0.8151230812072754
exploration,cross_variable_variable,7,7,0007_1.jpg,0007_3.jpg,1,0.6754552125930786,0.8627908825874329
exploration,cross_variable_variable,7,35,0007_1.jpg,0035_3.jpg,0,0.6497564315795898,0.8537842631340027
exploration,cross_variable_variable,7,38,0007_1.jpg,0038_3.jpg,0,0.6658124327659607,0.8617103099822998
exploration,cross_variable_variable,7,74,0007_1.jpg,0074_3.jpg,0,0.6112779378890991,0.8502774238586426
exploration,cross_variable_variable,7,132,0007_1.jpg,0132_3.jpg,0,0.5915654897689819,0.8351343870162964
exploration,cross_variable_variable,7,133,0007_1.jpg,0133_3.jpg,0,0.5934920310974121,0.8271930813789368
exploration,cross_variable_variable,7,197,0007_1.jpg,0197_3.jpg,0,0.571990966796875,0.7972480654716492
exploration,cross_variable_variable,7,211,0007_1.jpg,0211_3.jpg,0,0.6232708692550659,0.8521914482116699
exploration,cross_variable_variable,7,224,0007_1.jpg,0224_3.jpg,0,0.6232889890670776,0.8598493933677673
exploration,cross_variable_variable,7,246,0007_1.jpg,0246_3.jpg,0,0.6720116138458252,0.8638499975204468
exploration,cross_variable_variable,7,1,0007_1.jpg,0001_3.jpg,0,0.6378864049911499,0.8579067587852478
exploration,cross_variable_variable,8,8,0008_1.jpg,0008_3.jpg,1,0.584251880645752,0.8525795936584473
exploration,cross_variable_variable,8,38,0008_1.jpg,0038_3.jpg,0,0.6259469389915466,0.8484152555465698
exploration,cross_variable_variable,8,39,0008_1.jpg,0039_3.jpg,0,0.636114239692688,0.8155081868171692
exploration,cross_variable_variable,8,75,0008_1.jpg,0075_3.jpg,0,0.46728330850601196,0.829133152961731
exploration,cross_variable_variable,8,133,0008_1.jpg,0133_3.jpg,0,0.5793300271034241,0.8462145328521729
exploration,cross_variable_variable,8,134,0008_1.jpg,0134_3.jpg,0,0.5791719555854797,0.8497785329818726
exploration,cross_variable_variable,8,198,0008_1.jpg,0198_3.jpg,0,0.5832118391990662,0.8447392582893372
exploration,cross_variable_variable,8,212,0008_1.jpg,0212_3.jpg,0,0.5422727465629578,0.8158835768699646
exploration,cross_variable_variable,8,225,0008_1.jpg,0225_3.jpg,0,0.5942962169647217,0.8124253153800964
exploration,cross_variable_variable,8,247,0008_1.jpg,0247_3.jpg,0,0.6442093253135681,0.8729682564735413
exploration,cross_variable_variable,8,2,0008_1.jpg,0002_3.jpg,0,0.6099481582641602,0.8531560897827148
exploration,cross_variable_variable,11,11,0011_1.jpg,0011_3.jpg,1,0.6158828139305115,0.8679019808769226
exploration,cross_variable_variable,11,39,0011_1.jpg,0039_3.jpg,0,0.640471875667572,0.8458818197250366
exploration,cross_variable_variable,11,40,0011_1.jpg,0040_3.jpg,0,0.5923447608947754,0.8499413728713989
exploration,cross_variable_variable,11,76,0011_1.jpg,0076_3.jpg,0,0.51058030128479,0.8423749804496765
exploration,cross_variable_variable,11,134,0011_1.jpg,0134_3.jpg,0,0.564307451248169,0.852719247341156
exploration,cross_variable_variable,11,135,0011_1.jpg,0135_3.jpg,0,0.4933626055717468,0.8504462242126465
exploration,cross_variable_variable,11,199,0011_1.jpg,0199_3.jpg,0,0.5466217398643494,0.8227694034576416
exploration,cross_variable_variable,11,213,0011_1.jpg,0213_3.jpg,0,0.5049999952316284,0.8382717370986938
exploration,cross_variable_variable,11,226,0011_1.jpg,0226_3.jpg,0,0.4724717140197754,0.8319978713989258
exploration,cross_variable_variable,11,248,0011_1.jpg,0248_3.jpg,0,0.44767290353775024,0.8244751691818237
exploration,cross_variable_variable,11,3,0011_1.jpg,0003_3.jpg,0,0.5123894214630127,0.822426974773407
exploration,cross_variable_variable,12,12,0012_1.jpg,0012_3.jpg,1,0.5337692499160767,0.8170864582061768
exploration,cross_variable_variable,12,40,0012_1.jpg,0040_3.jpg,0,0.5469329357147217,0.8391751050949097
exploration,cross_variable_variable,12,42,0012_1.jpg,0042_3.jpg,0,0.5768558382987976,0.8203746676445007
exploration,cross_variable_variable,12,77,0012_1.jpg,0077_3.jpg,0,0.5745351910591125,0.8296722173690796
exploration,cross_variable_variable,12,135,0012_1.jpg,0135_3.jpg,0,0.5014572143554688,0.8219298124313354
exploration,cross_variable_variable,12,138,0012_1.jpg,0138_3.jpg,0,0.49856746196746826,0.8053946495056152
exploration,cross_variable_variable,12,200,0012_1.jpg,0200_3.jpg,0,0.5338460803031921,0.8493436574935913
exploration,cross_variable_variable,12,214,0012_1.jpg,0214_3.jpg,0,0.508574366569519,0.8231377601623535
exploration,cross_variable_variable,12,227,0012_1.jpg,0227_3.jpg,0,0.505221962928772,0.8394064903259277
exploration,cross_variable_variable,12,249,0012_1.jpg,0249_3.jpg,0,0.5448639988899231,0.8228867053985596
exploration,cross_variable_variable,12,6,0012_1.jpg,0006_3.jpg,0,0.426066517829895,0.7772780656814575
exploration,cross_variable_variable,15,15,0015_1.jpg,0015_3.jpg,1,0.6432784795761108,0.8444749116897583
exploration,cross_variable_variable,15,42,0015_1.jpg,0042_3.jpg,0,0.5828970670700073,0.8261563181877136
exploration,cross_variable_variable,15,43,0015_1.jpg,0043_3.jpg,0,0.5648353695869446,0.8094649314880371
exploration,cross_variable_variable,15,78,0015_1.jpg,0078_3.jpg,0,0.591362476348877,0.8159922361373901
exploration,cross_variable_variable,15,138,0015_1.jpg,0138_3.jpg,0,0.5507550239562988,0.7867902517318726
exploration,cross_variable_variable,15,140,0015_1.jpg,0140_3.jpg,0,0.6469787359237671,0.8297529816627502
exploration,cross_variable_variable,15,201,0015_1.jpg,0201_3.jpg,0,0.5495151281356812,0.7976561784744263
exploration,cross_variable_variable,15,216,0015_1.jpg,0216_3.jpg,0,0.6521145701408386,0.8426879644393921
exploration,cross_variable_variable,15,228,0015_1.jpg,0228_3.jpg,0,0.6832910776138306,0.8660515546798706
exploration,cross_variable_variable,15,250,0015_1.jpg,0250_3.jpg,0,0.602678656578064,0.8048176765441895
exploration,cross_variable_variable,15,7,0015_1.jpg,0007_3.jpg,0,0.6354755759239197,0.8267328143119812
exploration,cross_variable_variable,18,18,0018_1.jpg,0018_3.jpg,1,0.5391252040863037,0.8038316965103149
exploration,cross_variable_variable,18,43,0018_1.jpg,0043_3.jpg,0,0.4892690181732178,0.7729876637458801
exploration,cross_variable_variable,18,46,0018_1.jpg,0046_3.jpg,0,0.5299686789512634,0.7862716317176819
exploration,cross_variable_variable,18,79,0018_1.jpg,0079_3.jpg,0,0.47274017333984375,0.7617664337158203
exploration,cross_variable_variable,18,140,0018_1.jpg,0140_3.jpg,0,0.5181876420974731,0.7914901971817017
exploration,cross_variable_variable,18,142,0018_1.jpg,0142_3.jpg,0,0.519830584526062,0.7818794250488281
exploration,cross_variable_variable,18,203,0018_1.jpg,0203_3.jpg,0,0.5336230993270874,0.7913004159927368
exploration,cross_variable_variable,18,219,0018_1.jpg,0219_3.jpg,0,0.5058966875076294,0.7932642698287964
exploration,cross_variable_variable,18,229,0018_1.jpg,0229_3.jpg,0,0.4664859175682068,0.7671313881874084
exploration,cross_variable_variable,18,251,0018_1.jpg,0251_3.jpg,0,0.4815213680267334,0.7850449085235596
exploration,cross_variable_variable,18,8,0018_1.jpg,0008_3.jpg,0,0.5227137207984924,0.7901798486709595
exploration,cross_variable_variable,19,19,0019_1.jpg,0019_3.jpg,1,0.6283868551254272,0.8508948683738708
exploration,cross_variable_variable,19,46,0019_1.jpg,0046_3.jpg,0,0.6902616024017334,0.8690593242645264
exploration,cross_variable_variable,19,47,0019_1.jpg,0047_3.jpg,0,0.669552206993103,0.890297532081604
exploration,cross_variable_variable,19,81,0019_1.jpg,0081_3.jpg,0,0.6770186424255371,0.8793025016784668
exploration,cross_variable_variable,19,142,0019_1.jpg,0142_3.jpg,0,0.6351007223129272,0.8558918237686157
exploration,cross_variable_variable,19,146,0019_1.jpg,0146_3.jpg,0,0.6574918627738953,0.8777306079864502
exploration,cross_variable_variable,19,204,0019_1.jpg,0204_3.jpg,0,0.744076132774353,0.8944664001464844
exploration,cross_variable_variable,19,220,0019_1.jpg,0220_3.jpg,0,0.5660625696182251,0.8300954699516296
exploration,cross_variable_variable,19,231,0019_1.jpg,0231_3.jpg,0,0.6173052787780762,0.8536487221717834
exploration,cross_variable_variable,19,252,0019_1.jpg,0252_3.jpg,0,0.753140389919281,0.9043807983398438
exploration,cross_variable_variable,19,11,0019_1.jpg,0011_3.jpg,0,0.6336735486984253,0.8637058734893799
exploration,cross_variable_variable,20,20,0020_1.jpg,0020_3.jpg,1,0.5709906816482544,0.8282994031906128
exploration,cross_variable_variable,20,47,0020_1.jpg,0047_3.jpg,0,0.5457408428192139,0.8243595361709595
exploration,cross_variable_variable,20,49,0020_1.jpg,0049_3.jpg,0,0.5037559270858765,0.7776648998260498
exploration,cross_variable_variable,20,83,0020_1.jpg,0083_3.jpg,0,0.5739874243736267,0.8332321643829346
exploration,cross_variable_variable,20,146,0020_1.jpg,0146_3.jpg,0,0.5497637987136841,0.8155220746994019
exploration,cross_variable_variable,20,147,0020_1.jpg,0147_3.jpg,0,0.5340387225151062,0.8021572828292847
exploration,cross_variable_variable,20,206,0020_1.jpg,0206_3.jpg,0,0.5204591751098633,0.8258430361747742
exploration,cross_variable_variable,20,221,0020_1.jpg,0221_3.jpg,0,0.5840276479721069,0.8043409585952759
exploration,cross_variable_variable,20,232,0020_1.jpg,0232_3.jpg,0,0.5787593126296997,0.8235018253326416
exploration,cross_variable_variable,20,255,0020_1.jpg,0255_3.jpg,0,0.5554673671722412,0.8218486309051514
exploration,cross_variable_variable,20,12,0020_1.jpg,0012_3.jpg,0,0.5022928714752197,0.7738550901412964
exploration,cross_variable_variable,21,21,0021_1.jpg,0021_3.jpg,1,0.6156018376350403,0.8594348430633545
exploration,cross_variable_variable,21,49,0021_1.jpg,0049_3.jpg,0,0.5695467591285706,0.8535792827606201
exploration,cross_variable_variable,21,55,0021_1.jpg,0055_3.jpg,0,0.5840440988540649,0.8475685119628906
exploration,cross_variable_variable,21,85,0021_1.jpg,0085_3.jpg,0,0.5782713890075684,0.8316529989242554
exploration,cross_variable_variable,21,147,0021_1.jpg,0147_3.jpg,0,0.5619547367095947,0.8585881590843201
exploration,cross_variable_variable,21,148,0021_1.jpg,0148_3.jpg,0,0.6561804413795471,0.8863897323608398
exploration,cross_variable_variable,21,207,0021_1.jpg,0207_3.jpg,0,0.6226811408996582,0.8588916659355164
exploration,cross_variable_variable,21,223,0021_1.jpg,0223_3.jpg,0,0.518959105014801,0.8439955115318298
exploration,cross_variable_variable,21,234,0021_1.jpg,0234_3.jpg,0,0.5320954322814941,0.8607628345489502
exploration,cross_variable_variable,21,256,0021_1.jpg,0256_3.jpg,0,0.6140571236610413,0.8545666933059692
exploration,cross_variable_variable,21,15,0021_1.jpg,0015_3.jpg,0,0.5163167715072632,0.8576773405075073
exploration,cross_variable_variable,22,22,0022_1.jpg,0022_3.jpg,1,0.6408941745758057,0.8553476929664612
exploration,cross_variable_variable,22,55,0022_1.jpg,0055_3.jpg,0,0.5611843466758728,0.8089202642440796
exploration,cross_variable_variable,22,56,0022_1.jpg,0056_3.jpg,0,0.5944517850875854,0.8253477215766907
exploration,cross_variable_variable,22,86,0022_1.jpg,0086_3.jpg,0,0.5089017748832703,0.8235683441162109
exploration,cross_variable_variable,22,148,0022_1.jpg,0148_3.jpg,0,0.6164646744728088,0.8380838632583618
exploration,cross_variable_variable,22,152,0022_1.jpg,0152_3.jpg,0,0.5474632382392883,0.8137040138244629
exploration,cross_variable_variable,22,208,0022_1.jpg,0208_3.jpg,0,0.48228713870048523,0.7871286869049072
exploration,cross_variable_variable,22,224,0022_1.jpg,0224_3.jpg,0,0.5839424729347229,0.8504914045333862
exploration,cross_variable_variable,22,235,0022_1.jpg,0235_3.jpg,0,0.6215553283691406,0.8454249501228333
exploration,cross_variable_variable,22,260,0022_1.jpg,0260_3.jpg,0,0.5982886552810669,0.8133891820907593
exploration,cross_variable_variable,22,18,0022_1.jpg,0018_3.jpg,0,0.5336695909500122,0.7856721878051758
exploration,cross_variable_variable,25,25,0025_1.jpg,0025_3.jpg,1,0.5761192440986633,0.8186652660369873
exploration,cross_variable_variable,25,56,0025_1.jpg,0056_3.jpg,0,0.6653856039047241,0.8624478578567505
exploration,cross_variable_variable,25,57,0025_1.jpg,0057_3.jpg,0,0.6175675392150879,0.8488541841506958
exploration,cross_variable_variable,25,87,0025_1.jpg,0087_3.jpg,0,0.6087243556976318,0.8681250810623169
exploration,cross_variable_variable,25,152,0025_1.jpg,0152_3.jpg,0,0.5490771532058716,0.8168947696685791
exploration,cross_variable_variable,25,153,0025_1.jpg,0153_3.jpg,0,0.6497443914413452,0.8665266633033752
exploration,cross_variable_variable,25,209,0025_1.jpg,0209_3.jpg,0,0.6576743125915527,0.8666333556175232
exploration,cross_variable_variable,25,225,0025_1.jpg,0225_3.jpg,0,0.6682528257369995,0.8539776802062988
exploration,cross_variable_variable,25,237,0025_1.jpg,0237_3.jpg,0,0.6157546043395996,0.8197770118713379
exploration,cross_variable_variable,25,261,0025_1.jpg,0261_3.jpg,0,0.5614567995071411,0.8179305195808411
exploration,cross_variable_variable,25,19,0025_1.jpg,0019_3.jpg,0,0.5844925045967102,0.8334766030311584
exploration,cross_variable_variable,26,26,0026_1.jpg,0026_3.jpg,1,0.6349825859069824,0.8638827204704285
exploration,cross_variable_variable,26,57,0026_1.jpg,0057_3.jpg,0,0.6075713634490967,0.8439046740531921
exploration,cross_variable_variable,26,59,0026_1.jpg,0059_3.jpg,0,0.6206653118133545,0.8613581657409668
exploration,cross_variable_variable,26,89,0026_1.jpg,0089_3.jpg,0,0.595191478729248,0.8217476606369019
exploration,cross_variable_variable,26,153,0026_1.jpg,0153_3.jpg,0,0.6639561653137207,0.87137371301651
exploration,cross_variable_variable,26,154,0026_1.jpg,0154_3.jpg,0,0.6892529129981995,0.8674131631851196
exploration,cross_variable_variable,26,211,0026_1.jpg,0211_3.jpg,0,0.6570769548416138,0.8734918832778931
exploration,cross_variable_variable,26,226,0026_1.jpg,0226_3.jpg,0,0.6244224309921265,0.860000491142273
exploration,cross_variable_variable,26,239,0026_1.jpg,0239_3.jpg,0,0.5694299936294556,0.8230767250061035
exploration,cross_variable_variable,26,262,0026_1.jpg,0262_3.jpg,0,0.6844915151596069,0.8621954321861267
exploration,cross_variable_variable,26,20,0026_1.jpg,0020_3.jpg,0,0.6299015283584595,0.8600865602493286
exploration,cross_variable_variable,27,27,0027_1.jpg,0027_3.jpg,1,0.6757594347000122,0.8463660478591919
exploration,cross_variable_variable,27,59,0027_1.jpg,0059_3.jpg,0,0.6364909410476685,0.8141604661941528
exploration,cross_variable_variable,27,60,0027_1.jpg,0060_3.jpg,0,0.6236488819122314,0.8267925977706909
exploration,cross_variable_variable,27,90,0027_1.jpg,0090_3.jpg,0,0.6465500593185425,0.8132174015045166
exploration,cross_variable_variable,27,154,0027_1.jpg,0154_3.jpg,0,0.7410358190536499,0.8413804769515991
exploration,cross_variable_variable,27,155,0027_1.jpg,0155_3.jpg,0,0.6221738457679749,0.8031982183456421
exploration,cross_variable_variable,27,212,0027_1.jpg,0212_3.jpg,0,0.6505195498466492,0.8235061168670654
exploration,cross_variable_variable,27,227,0027_1.jpg,0227_3.jpg,0,0.5960432291030884,0.812811553478241
exploration,cross_variable_variable,27,240,0027_1.jpg,0240_3.jpg,0,0.6475125551223755,0.8250740170478821
exploration,cross_variable_variable,27,263,0027_1.jpg,0263_3.jpg,0,0.6263874173164368,0.8222806453704834
exploration,cross_variable_variable,27,21,0027_1.jpg,0021_3.jpg,0,0.6343215107917786,0.8173510432243347
exploration,cross_variable_variable,29,29,0029_1.jpg,0029_3.jpg,1,0.6279360055923462,0.8344842195510864
exploration,cross_variable_variable,29,60,0029_1.jpg,0060_3.jpg,0,0.6460986137390137,0.8731873035430908
exploration,cross_variable_variable,29,61,0029_1.jpg,0061_3.jpg,0,0.6286575794219971,0.8554430603981018
exploration,cross_variable_variable,29,91,0029_1.jpg,0091_3.jpg,0,0.6654413938522339,0.8439384698867798
exploration,cross_variable_variable,29,155,0029_1.jpg,0155_3.jpg,0,0.6061633825302124,0.8295007348060608
exploration,cross_variable_variable,29,156,0029_1.jpg,0156_3.jpg,0,0.6230322122573853,0.8562955856323242
exploration,cross_variable_variable,29,213,0029_1.jpg,0213_3.jpg,0,0.6969344615936279,0.8732261657714844
exploration,cross_variable_variable,29,228,0029_1.jpg,0228_3.jpg,0,0.7350811958312988,0.9035014510154724
exploration,cross_variable_variable,29,241,0029_1.jpg,0241_3.jpg,0,0.6533105969429016,0.8418046236038208
exploration,cross_variable_variable,29,264,0029_1.jpg,0264_3.jpg,0,0.6713603734970093,0.8383703231811523
exploration,cross_variable_variable,29,22,0029_1.jpg,0022_3.jpg,0,0.6835159063339233,0.8749442100524902
exploration,cross_variable_variable,30,30,0030_1.jpg,0030_3.jpg,1,0.5876411199569702,0.8226852416992188
exploration,cross_variable_variable,30,61,0030_1.jpg,0061_3.jpg,0,0.5579594969749451,0.7916868329048157
exploration,cross_variable_variable,30,62,0030_1.jpg,0062_3.jpg,0,0.5107858180999756,0.7716641426086426
exploration,cross_variable_variable,30,92,0030_1.jpg,0092_3.jpg,0,0.5608762502670288,0.7688332796096802
exploration,cross_variable_variable,30,156,0030_1.jpg,0156_3.jpg,0,0.4859813153743744,0.7697409391403198
exploration,cross_variable_variable,30,157,0030_1.jpg,0157_3.jpg,0,0.5421109199523926,0.7826051115989685
exploration,cross_variable_variable,30,214,0030_1.jpg,0214_3.jpg,0,0.5226725339889526,0.7618362307548523
exploration,cross_variable_variable,30,229,0030_1.jpg,0229_3.jpg,0,0.4947117269039154,0.7318847179412842
exploration,cross_variable_variable,30,242,0030_1.jpg,0242_3.jpg,0,0.5664465427398682,0.7808085680007935
exploration,cross_variable_variable,30,265,0030_1.jpg,0265_3.jpg,0,0.5255061388015747,0.7690238952636719
exploration,cross_variable_variable,30,25,0030_1.jpg,0025_3.jpg,0,0.401567280292511,0.7163775563240051
exploration,cross_variable_variable,31,31,0031_1.jpg,0031_3.jpg,1,0.5387400388717651,0.8443140983581543
exploration,cross_variable_variable,31,62,0031_1.jpg,0062_3.jpg,0,0.5673662424087524,0.8226847648620605
exploration,cross_variable_variable,31,65,0031_1.jpg,0065_3.jpg,0,0.5851967930793762,0.8281349539756775
exploration,cross_variable_variable,31,93,0031_1.jpg,0093_3.jpg,0,0.6018674373626709,0.8162662982940674
exploration,cross_variable_variable,31,157,0031_1.jpg,0157_3.jpg,0,0.4811570942401886,0.7835999131202698
exploration,cross_variable_variable,31,158,0031_1.jpg,0158_3.jpg,0,0.6237832307815552,0.8544725179672241
exploration,cross_variable_variable,31,216,0031_1.jpg,0216_3.jpg,0,0.6075574159622192,0.8562306761741638
exploration,cross_variable_variable,31,231,0031_1.jpg,0231_3.jpg,0,0.5034255385398865,0.7831447124481201
exploration,cross_variable_variable,31,243,0031_1.jpg,0243_3.jpg,0,0.552018404006958,0.8147000074386597
exploration,cross_variable_variable,31,266,0031_1.jpg,0266_3.jpg,0,0.6347144246101379,0.8633464574813843
exploration,cross_variable_variable,31,26,0031_1.jpg,0026_3.jpg,0,0.6354268193244934,0.8409577012062073
exploration,cross_variable_variable,35,35,0035_1.jpg,0035_3.jpg,1,0.5890554189682007,0.8383359909057617
exploration,cross_variable_variable,35,65,0035_1.jpg,0065_3.jpg,0,0.504230797290802,0.7835637927055359
exploration,cross_variable_variable,35,66,0035_1.jpg,0066_3.jpg,0,0.5569777488708496,0.8026190400123596
exploration,cross_variable_variable,35,94,0035_1.jpg,0094_3.jpg,0,0.4170399010181427,0.7861686944961548
exploration,cross_variable_variable,35,158,0035_1.jpg,0158_3.jpg,0,0.5975632667541504,0.8489775061607361
exploration,cross_variable_variable,35,159,0035_1.jpg,0159_3.jpg,0,0.4980505108833313,0.7801953554153442
exploration,cross_variable_variable,35,219,0035_1.jpg,0219_3.jpg,0,0.4923417270183563,0.7970430850982666
exploration,cross_variable_variable,35,232,0035_1.jpg,0232_3.jpg,0,0.5171812772750854,0.8088052272796631
exploration,cross_variable_variable,35,244,0035_1.jpg,0244_3.jpg,0,0.4000488519668579,0.7307897210121155
exploration,cross_variable_variable,35,267,0035_1.jpg,0267_3.jpg,0,0.5156576633453369,0.7965992093086243
exploration,cross_variable_variable,35,27,0035_1.jpg,0027_3.jpg,0,0.4918404817581177,0.7612845301628113
exploration,cross_variable_variable,38,38,0038_1.jpg,0038_3.jpg,1,0.5962191820144653,0.8272892236709595
exploration,cross_variable_variable,38,66,0038_1.jpg,0066_3.jpg,0,0.5906214714050293,0.8225690722465515
exploration,cross_variable_variable,38,67,0038_1.jpg,0067_3.jpg,0,0.4682563245296478,0.7918387651443481
exploration,cross_variable_variable,38,96,0038_1.jpg,0096_3.jpg,0,0.533439040184021,0.8056456446647644
exploration,cross_variable_variable,38,159,0038_1.jpg,0159_3.jpg,0,0.5588266849517822,0.8166161179542542
exploration,cross_variable_variable,38,161,0038_1.jpg,0161_3.jpg,0,0.5514735579490662,0.8359994888305664
exploration,cross_variable_variable,38,220,0038_1.jpg,0220_3.jpg,0,0.5599092245101929,0.8219984769821167
exploration,cross_variable_variable,38,234,0038_1.jpg,0234_3.jpg,0,0.5771328806877136,0.8348676562309265
exploration,cross_variable_variable,38,245,0038_1.jpg,0245_3.jpg,0,0.5233798623085022,0.8059723377227783
exploration,cross_variable_variable,38,271,0038_1.jpg,0271_3.jpg,0,0.5528785586357117,0.794762134552002
exploration,cross_variable_variable,38,29,0038_1.jpg,0029_3.jpg,0,0.5179860591888428,0.8131548762321472
exploration,cross_variable_variable,39,39,0039_1.jpg,0039_3.jpg,1,0.6468054056167603,0.821506679058075
exploration,cross_variable_variable,39,67,0039_1.jpg,0067_3.jpg,0,0.4535191059112549,0.7881293892860413
exploration,cross_variable_variable,39,70,0039_1.jpg,0070_3.jpg,0,0.4925219416618347,0.7915118932723999
exploration,cross_variable_variable,39,97,0039_1.jpg,0097_3.jpg,0,0.5789544582366943,0.8298617601394653
exploration,cross_variable_variable,39,161,0039_1.jpg,0161_3.jpg,0,0.5160830020904541,0.8275535702705383
exploration,cross_variable_variable,39,162,0039_1.jpg,0162_3.jpg,0,0.5604840517044067,0.8229981064796448
exploration,cross_variable_variable,39,221,0039_1.jpg,0221_3.jpg,0,0.6458649635314941,0.8233271837234497
exploration,cross_variable_variable,39,235,0039_1.jpg,0235_3.jpg,0,0.5795692205429077,0.8426788449287415
exploration,cross_variable_variable,39,246,0039_1.jpg,0246_3.jpg,0,0.5685700178146362,0.8442084193229675
exploration,cross_variable_variable,39,272,0039_1.jpg,0272_3.jpg,0,0.6100953817367554,0.8522738218307495
exploration,cross_variable_variable,39,30,0039_1.jpg,0030_3.jpg,0,0.5455666780471802,0.7959100604057312
