filename,relative_path,writer_id,page_id,width,height,orientation,aspect_ratio,format,mode,file_size_bytes,sha256
0004_1.jpg,extracted/images/0004_1.jpg,4,1,2471,3371,portrait,0.733017,JPEG,RGB,464719,cf7011cace32029096dc59877ae4642e2d4f21e220f6ae5f9841a78b1ad1fb62
0004_2.jpg,extracted/images/0004_2.jpg,4,2,2471,3365,portrait,0.734324,JPEG,RGB,863863,e0d1d0d52412069a2098241f99c9d9bde0f4b3f3e8af1484f94d04b5193353c8
0004_3.jpg,extracted/images/0004_3.jpg,4,3,2477,3365,portrait,0.736107,JPEG,RGB,894004,a6a4f52830551a21ecfd5a33f4f392a01a5be48f3218cde260585a0457b8049c
0004_4.jpg,extracted/images/0004_4.jpg,4,4,2471,3359,portrait,0.735636,JPEG,RGB,883185,e95d19d80793f588cd5f8d79ffee220e0936d9ced39420deb35ce93784910473
0005_1.jpg,extracted/images/0005_1.jpg,5,1,2465,3371,portrait,0.731237,JPEG,RGB,726965,c034eae72b541ca122156d834b29983f9b88ce43b690df8c7e2826319a925295
0005_2.jpg,extracted/images/0005_2.jpg,5,2,2471,3377,portrait,0.731715,JPEG,RGB,1182806,8128eeb2873368d581db6815a82edbcc328346486b3802778db47e3d55e5f847
0005_3.jpg,extracted/images/0005_3.jpg,5,3,2471,3365,portrait,0.734324,JPEG,RGB,989283,a421310f52e28711dd9c6a66ee9f2caceef631e80588e8ea98f964bed0152a1f
0005_4.jpg,extracted/images/0005_4.jpg,5,4,2471,3371,portrait,0.733017,JPEG,RGB,1764830,a40934020c954e682c552816fd6917ab2904ad3a2e91622c44ab5a93e76eef4c
0006_1.jpg,extracted/images/0006_1.jpg,6,1,2471,3377,portrait,0.731715,JPEG,RGB,1490890,c7140810f4d412e4b0a4db92c8a0523d717901703fb5acb13646fceda6c44c38
0006_2.jpg,extracted/images/0006_2.jpg,6,2,2471,3365,portrait,0.734324,JPEG,RGB,1176286,86c7c1a5ac274d2b475332610b6aa2c9e8c02650633236c391d81ea5c1f6fa91
0006_3.jpg,extracted/images/0006_3.jpg,6,3,2477,3371,portrait,0.734797,JPEG,RGB,1972159,45a8f69a41bcc4472e84690f81662e31ba04d50290d91bbb3e236983c4e2865c
0006_4.jpg,extracted/images/0006_4.jpg,6,4,2465,3383,portrait,0.728643,JPEG,RGB,2272304,633c83d5ed280756385ef9adf50c063f55ddd0f26912a2a045372ea65c89f0dd
0007_1.jpg,extracted/images/0007_1.jpg,7,1,2471,3377,portrait,0.731715,JPEG,RGB,678656,1a6fb476380350c8f126a46d3609b0767601c8dd2c1b0f264b4a6d13eba82bc9
0007_2.jpg,extracted/images/0007_2.jpg,7,2,2471,3365,portrait,0.734324,JPEG,RGB,824511,5e06678036ea2b29bd2496b566f700a51a01114cb8d32776b504d706fbe4d4d8
0007_3.jpg,extracted/images/0007_3.jpg,7,3,2471,3365,portrait,0.734324,JPEG,RGB,828508,501dc38e9e8614606c8f39c39659e5e4fb8e2194b25e29091ffee5992ad6c241
0007_4.jpg,extracted/images/0007_4.jpg,7,4,2471,3371,portrait,0.733017,JPEG,RGB,1137837,ad6fa5412b0083d10691f3d06010176a2eedd05bf9b567d0dd8fac15eda7a736
0008_1.jpg,extracted/images/0008_1.jpg,8,1,2471,3371,portrait,0.733017,JPEG,RGB,878004,9ad811b4c1d2c6349a789daa361e1acdea6773ff18faabdd2304c34006232f6a
0008_2.jpg,extracted/images/0008_2.jpg,8,2,2477,3365,portrait,0.736107,JPEG,RGB,1597065,9edf7fefd1be58f4a4e75d39156360b1a25f8167b859753cdfc1a69f7c8e7259
0008_3.jpg,extracted/images/0008_3.jpg,8,3,2477,3377,portrait,0.733491,JPEG,RGB,1993839,04dc2b3f909a1bedcbd3780396d3bee989678e6c4ef58da5cc14eb7dbded1b76
0008_4.jpg,extracted/images/0008_4.jpg,8,4,2483,3365,portrait,0.73789,JPEG,RGB,2130995,b205abb1e0097527267bd9becd49ed39fa8bfa7ed65c83b61689759519f3cdfc
0009_1.jpg,extracted/images/0009_1.jpg,9,1,2465,3371,portrait,0.731237,JPEG,RGB,859734,6135afd87f7fa506560e74ef81370b5c0530dba01ed73f9717af4794f34d499a
0009_2.jpg,extracted/images/0009_2.jpg,9,2,2465,3371,portrait,0.731237,JPEG,RGB,1403481,b5445f38d9d135521cc85f9e35cd8a05fb110337a1e2707088b9537ea22d06d8
0009_3.jpg,extracted/images/0009_3.jpg,9,3,2471,3377,portrait,0.731715,JPEG,RGB,2063541,e0e287260cc15e0eba648d7a4b35ecb38d8baf37162b8fd7bb6d38e361fa3cc8
0009_4.jpg,extracted/images/0009_4.jpg,9,4,2471,3377,portrait,0.731715,JPEG,RGB,2430194,130cf559e1ef867bd0b8d9e80d77460d97932548fa3bbc3c047793826cdf9906
0010_1.jpg,extracted/images/0010_1.jpg,10,1,2465,3353,portrait,0.735163,JPEG,RGB,633794,3d9247d9300df9c899ee841ce6c6092c2db508d30314e8de0fce1f65eae2224f
0010_2.jpg,extracted/images/0010_2.jpg,10,2,2471,3353,portrait,0.736952,JPEG,RGB,1230395,b1f60a399746e19d9d9bbb0b1bf549272a1d80641a01c504d072127886fda87c
0010_3.jpg,extracted/images/0010_3.jpg,10,3,2471,3347,portrait,0.738273,JPEG,RGB,1066904,07303b4fe424c4cd51a26adb350986a710464501f97f4dd8864917b1e7f14e4a
0010_4.jpg,extracted/images/0010_4.jpg,10,4,2471,3359,portrait,0.735636,JPEG,RGB,2009775,a05fe272346c64222445b9e47e7560479c869cf07106ec6e918dfa967e46924d
0011_1.jpg,extracted/images/0011_1.jpg,11,1,2477,3371,portrait,0.734797,JPEG,RGB,1154639,819024040b07fb837ca6314ea0ca9a1603a4d8d285856d1e9ed7e63f35fea509
0011_2.jpg,extracted/images/0011_2.jpg,11,2,2471,3359,portrait,0.735636,JPEG,RGB,1117375,655df8b41bf4fe612360c28990649eed33fb87270798a639dd5cc2c2c85b68b4
0011_3.jpg,extracted/images/0011_3.jpg,11,3,2471,3359,portrait,0.735636,JPEG,RGB,1201873,1e826c108a18ad9df8fcee31f9ce37fd11fa2eda5a7f0973075f9d04efd02aad
0011_4.jpg,extracted/images/0011_4.jpg,11,4,2465,3359,portrait,0.733849,JPEG,RGB,1533849,56bac181ef08b82e541d5fe2905fb378fa8586e4525dcc4ee785589dfc19ab84
0012_1.jpg,extracted/images/0012_1.jpg,12,1,2465,3353,portrait,0.735163,JPEG,RGB,880989,ea97f512db6cc270987f049ac0ca1d7e2f7aeaece1a29ae4d7ca3294779a925e
0012_2.jpg,extracted/images/0012_2.jpg,12,2,2471,3347,portrait,0.738273,JPEG,RGB,1406878,521702432064dce80ce9573e9b3326c7abe4b64c2c19df19436bb7a442c31170
0012_3.jpg,extracted/images/0012_3.jpg,12,3,2465,3341,portrait,0.737803,JPEG,RGB,1665617,0e0e0163568494c08d831565e92013c429b313198b7c649058063032044b941d
0012_4.jpg,extracted/images/0012_4.jpg,12,4,2471,3347,portrait,0.738273,JPEG,RGB,2033997,f0e67b80d188ce01aa147ecc5ee0df0139b011ffdd944afc2f7c6625a2440a2f
0013_1.jpg,extracted/images/0013_1.jpg,13,1,2471,3359,portrait,0.735636,JPEG,RGB,706453,d71c410e61beea8289563886c25fe63c437f0aa020fce0d4268f1d6e6d781f42
0013_2.jpg,extracted/images/0013_2.jpg,13,2,2471,3353,portrait,0.736952,JPEG,RGB,1158991,2365142179c8d511f9535b9b8975b1363c842e07c14816c133de20b3a7ae7620
0013_3.jpg,extracted/images/0013_3.jpg,13,3,2471,3359,portrait,0.735636,JPEG,RGB,788972,54c775d41b8939a967040139980f1af2cb08f3757eb7cf31afbf748e88ead22c
0013_4.jpg,extracted/images/0013_4.jpg,13,4,2477,3365,portrait,0.736107,JPEG,RGB,1612583,650a31a54dd86ec9e8a68dc62625cdb9d07ed8b746ca88d38fce37b661d9e204
0014_1.jpg,extracted/images/0014_1.jpg,14,1,2465,3365,portrait,0.732541,JPEG,RGB,736807,2ed1289298ff53278e591245b828b5b80fd6703b8aec42d8fa918ebc49ca8803
0014_2.jpg,extracted/images/0014_2.jpg,14,2,2465,3371,portrait,0.731237,JPEG,RGB,1170826,58584c811a316ff88a8c21aabe4db5808927998761d40bf5326bd6f18592eba2
0014_3.jpg,extracted/images/0014_3.jpg,14,3,2465,3365,portrait,0.732541,JPEG,RGB,999919,b8630af53ac1a2fabc44650cee9de270f5179075d07048ddc51f25c1dd4bb703
0014_4.jpg,extracted/images/0014_4.jpg,14,4,2465,3365,portrait,0.732541,JPEG,RGB,1640499,88536c8f5282a3c9474558a9bc1d6d353924ad27e6756a178f9a6f4d088a484f
0015_1.jpg,extracted/images/0015_1.jpg,15,1,2465,3359,portrait,0.733849,JPEG,RGB,634475,02937830b9ea16907b411005a1d6f12817667390f5355fed0c135081bfaef9ba
0015_2.jpg,extracted/images/0015_2.jpg,15,2,2471,3365,portrait,0.734324,JPEG,RGB,842958,2e9e0ee5426cbf9c4337fe73c8067590279c070e899d024a9b672490c4599900
0015_3.jpg,extracted/images/0015_3.jpg,15,3,2471,3365,portrait,0.734324,JPEG,RGB,706726,2b64b2fe093a907707cae33a491fdb8d3d099e5df0e6c08dac8649f6a526e437
0015_4.jpg,extracted/images/0015_4.jpg,15,4,2477,3359,portrait,0.737422,JPEG,RGB,1093254,a76ab9e3893b4acacd851b4f4354bd932a34c748e4dc7f7395e4d5da2c364525
0016_1.jpg,extracted/images/0016_1.jpg,16,1,2471,3377,portrait,0.731715,JPEG,RGB,440402,cf4c0cdcc1aaf061be96b6cc16358ce23311e10ae4c08139fb387a2cc425c2fc
0016_2.jpg,extracted/images/0016_2.jpg,16,2,2465,3377,portrait,0.729938,JPEG,RGB,772920,491826dfad84dc1ebb30e274f9b051a015658da479843b75b1a812f3224ab021
0016_3.jpg,extracted/images/0016_3.jpg,16,3,2471,3377,portrait,0.731715,JPEG,RGB,601984,0cbc196d5ccee4474d21a80367afed5bd2018e8c67fecc21e5136fba036514cf
0016_4.jpg,extracted/images/0016_4.jpg,16,4,2483,3371,portrait,0.736577,JPEG,RGB,975007,a809714ce305e34374c08a5d95c822b6fe04c0764c6a5deb46a6b30d945cac9d
0017_1.jpg,extracted/images/0017_1.jpg,17,1,2471,3371,portrait,0.733017,JPEG,RGB,823638,0cf944266812e3761a55e9c51004e587877a9aaebfafc3865f0cc59a71a2532c
0017_2.jpg,extracted/images/0017_2.jpg,17,2,2471,3371,portrait,0.733017,JPEG,RGB,1505675,5c30b72ff2e4125bf7e2afd6cb28ab6725c62ac835262b970227c347541c0733
0017_3.jpg,extracted/images/0017_3.jpg,17,3,2471,3371,portrait,0.733017,JPEG,RGB,1546510,62cf6a177ea469babca91934cbec9fab89cb4e56d180a9a66d77e2835bb0b366
0017_4.jpg,extracted/images/0017_4.jpg,17,4,2471,3365,portrait,0.734324,JPEG,RGB,2033447,5fed78b0ee6254bdc2b20bd3e9952bb116532199fa023ec884fe3e59bc1984c4
0018_1.jpg,extracted/images/0018_1.jpg,18,1,2459,3395,portrait,0.7243,JPEG,RGB,1601052,badeffeb9c7da783638546f4b1c048d10e59147a4f27f745f28ef888c711a7f5
0018_2.jpg,extracted/images/0018_2.jpg,18,2,2465,3389,portrait,0.727353,JPEG,RGB,1661033,6c07ebb985090e16d98d720edcf2ddcd2c0f24f3ba12fac36dffa9db94a07d41
0018_3.jpg,extracted/images/0018_3.jpg,18,3,2459,3389,portrait,0.725583,JPEG,RGB,1747072,f59418f306e026e687adb0d68fb3f7576741403134f1e24607e8d7f2087d4cef
0018_4.jpg,extracted/images/0018_4.jpg,18,4,2465,3395,portrait,0.726068,JPEG,RGB,2046217,cc7815c7102889aa542abb712887a40b4c8e3ef44fd257b597db5edf2adc4b76
0019_1.jpg,extracted/images/0019_1.jpg,19,1,2471,3383,portrait,0.730417,JPEG,RGB,991500,3b3b672e0da596ad21059feec1903cd561e9be265f8063247d91e6258d91755f
0019_2.jpg,extracted/images/0019_2.jpg,19,2,2471,3389,portrait,0.729124,JPEG,RGB,1550025,9da92e254b8460133e84eba543d52416f866a4804cf43ec364e2c393f8ff5e56
0019_3.jpg,extracted/images/0019_3.jpg,19,3,2477,3389,portrait,0.730894,JPEG,RGB,1729266,b88f0f9307c3be29ad9035a91175926e5f4ed86ce22c387461213a5099f13349
0019_4.jpg,extracted/images/0019_4.jpg,19,4,2471,3377,portrait,0.731715,JPEG,RGB,1694497,1548c54f9c079559aaf060b3d1f3bad5ad56e5cef38213a9f5cc6a44b3233a7a
0020_1.jpg,extracted/images/0020_1.jpg,20,1,2471,3359,portrait,0.735636,JPEG,RGB,882570,bf71154475a66bd056cf3ae44eaaa2d60ad223ed39964550b93b48e2f544259f
0020_2.jpg,extracted/images/0020_2.jpg,20,2,2465,3353,portrait,0.735163,JPEG,RGB,977258,5b8300852c7a9e3eef7113e28f6276d15422acf45a25533a257b467de12a160a
0020_3.jpg,extracted/images/0020_3.jpg,20,3,2471,3359,portrait,0.735636,JPEG,RGB,1225752,aa0eee56d723b530a8f2a7d2badc31581f5f93228f97e8b5b95598b2208ccae3
0020_4.jpg,extracted/images/0020_4.jpg,20,4,2471,3353,portrait,0.736952,JPEG,RGB,1882180,afc6f547fcf2c72061b20938ab19aed7f1b9ea5797edecde3f9f65f0bcaac609
0021_1.jpg,extracted/images/0021_1.jpg,21,1,2471,3353,portrait,0.736952,JPEG,RGB,1198150,26181e2f99ae1e3b6f0c736d4937ebebab65c0d6290d22319b58b4df77e56640
0021_2.jpg,extracted/images/0021_2.jpg,21,2,2465,3359,portrait,0.733849,JPEG,RGB,1465082,0c0a40fce1a6f0dbf7e62b9b75e7a376dfa9faaba75aebb31194e9909b380174
0021_3.jpg,extracted/images/0021_3.jpg,21,3,2471,3347,portrait,0.738273,JPEG,RGB,1609626,d88c7ac23fc82c6c75325596aaac282605a58d33495d4a7b59a10527326ad7ea
0021_4.jpg,extracted/images/0021_4.jpg,21,4,2471,3353,portrait,0.736952,JPEG,RGB,1937291,63dd4b1725166a699904c07f05ee0428046cc9cc896369aaecbc43f769106082
0022_1.jpg,extracted/images/0022_1.jpg,22,1,2465,3365,portrait,0.732541,JPEG,RGB,728126,ec56259977bab0fcfd63fbf3e6f562e6c064eb3d3543c6c4e46df1412e0e8ee8
0022_2.jpg,extracted/images/0022_2.jpg,22,2,2465,3359,portrait,0.733849,JPEG,RGB,941780,145cd45733d89d2069e0292badb6b94134ffe6a5698334d8ee7467d274ba55d2
0022_3.jpg,extracted/images/0022_3.jpg,22,3,2471,3359,portrait,0.735636,JPEG,RGB,1068103,197d28908f838364163e2edf2ec623919ee56d5b3aad5e4291ef2171726fa795
0022_4.jpg,extracted/images/0022_4.jpg,22,4,2459,3371,portrait,0.729457,JPEG,RGB,1736187,7a888aac8f4b54d35f211d198fda137216cf97215e8ae22bfa27f7340ed6a740
0023_1.jpg,extracted/images/0023_1.jpg,23,1,2465,3395,portrait,0.726068,JPEG,RGB,1651658,89e7bdedb9e5588833daaf374d17f40a9a37e49511bd723b5fa259da4a33edc9
0023_2.jpg,extracted/images/0023_2.jpg,23,2,2459,3395,portrait,0.7243,JPEG,RGB,1897827,abeec9c202d8e8cc00fed7c73311199e0dc107d305ffd662c8f810e5b17764ac
0023_3.jpg,extracted/images/0023_3.jpg,23,3,2465,3371,portrait,0.731237,JPEG,RGB,1393034,6d54d48d5f16636343fc78a60353a02ca29665a4ca113e8621c6e3fdd0d7e56b
0023_4.jpg,extracted/images/0023_4.jpg,23,4,2465,3359,portrait,0.733849,JPEG,RGB,1430803,612acd3ec983f1e9c3944cf3ceedb794cc5135d55137cc0811ea8b7e2616d467
0024_1.jpg,extracted/images/0024_1.jpg,24,1,2465,3347,portrait,0.73648,JPEG,RGB,769721,e7a671cd8bc49ddeb92d28f113a2628691dfb1772e2268270c537992a700dd8d
0024_2.jpg,extracted/images/0024_2.jpg,24,2,2483,3353,portrait,0.740531,JPEG,RGB,1447840,c03a7d6b79ed7acd96390a310bc91913e98eafbb3ed53be5f7bb35420fc0da42
0024_3.jpg,extracted/images/0024_3.jpg,24,3,2477,3353,portrait,0.738741,JPEG,RGB,1561599,46a4df1a8d5749feb18f30c711ddd9058ff9c0a84f07f941c105f5f2ef50a3c4
0024_4.jpg,extracted/images/0024_4.jpg,24,4,2483,3341,portrait,0.743191,JPEG,RGB,2012234,3d1b60d11f434bf22e8ec04313cda7f5f4db51c9c9b5bea06b928705181085f6
0025_1.jpg,extracted/images/0025_1.jpg,25,1,2471,3383,portrait,0.730417,JPEG,RGB,912346,60eeb7c86946f8f6dc0f3fa8a88ea6e04fc6dea9a66a6c8ec5924f9c1ef8cbce
0025_2.jpg,extracted/images/0025_2.jpg,25,2,2471,3377,portrait,0.731715,JPEG,RGB,1134466,441d5e5c9de7d76b260fc324d9c3ce89c45288eeed3f6b4efb668fa2bd28c082
0025_3.jpg,extracted/images/0025_3.jpg,25,3,2483,3389,portrait,0.732665,JPEG,RGB,1532832,99047c6cb16fbe67548f0a0eb39a4a7cc36703965f61fad9b1c13256fd08a200
0025_4.jpg,extracted/images/0025_4.jpg,25,4,2483,3383,portrait,0.733964,JPEG,RGB,1665143,cde52f3c58518f1185f711af72dd63df7e3fd3ac575f2c81b085190affa0d258
0026_1.jpg,extracted/images/0026_1.jpg,26,1,2477,3359,portrait,0.737422,JPEG,RGB,1020469,aa065f36d493013bb5d540a97b49b12657dd397ff13c319058526558c50dd4a0
0026_2.jpg,extracted/images/0026_2.jpg,26,2,2471,3353,portrait,0.736952,JPEG,RGB,1138731,09eb5ba20e6621cd517785d93f7df05a9d609b6b957d8b488f4c4908fda5d05b
0026_3.jpg,extracted/images/0026_3.jpg,26,3,2471,3365,portrait,0.734324,JPEG,RGB,1349867,567bc081f75b4cf3c1d19b48649ed429d3de00503f090d69c9129d1a6a3ff5c2
0026_4.jpg,extracted/images/0026_4.jpg,26,4,2471,3359,portrait,0.735636,JPEG,RGB,1786178,fe9928c3f2571c93b9fab6fa0761100bd27069653aec5ad2da8c1806ba503628
0027_1.jpg,extracted/images/0027_1.jpg,27,1,2465,3377,portrait,0.729938,JPEG,RGB,530143,65c634953e5f812a46dc04ee45a2f0d24aebe98a02b72ecb9db9e35dff6909fd
0027_2.jpg,extracted/images/0027_2.jpg,27,2,2465,3377,portrait,0.729938,JPEG,RGB,712297,e39ed23dc467eee5bb00d36e439199ac250560bcd4c0a14ced8a4a8d61b355d3
0027_3.jpg,extracted/images/0027_3.jpg,27,3,2471,3377,portrait,0.731715,JPEG,RGB,583519,d969930bea48c6b090c81db9af9f4ecd2b06428e2a79faaac3765bfe928f322d
0027_4.jpg,extracted/images/0027_4.jpg,27,4,2465,3383,portrait,0.728643,JPEG,RGB,1016604,6d9b8b206e87d0d83ed9a3002fc5d10888f7d945cf7c0307f89d04ae106dc142
0028_1.jpg,extracted/images/0028_1.jpg,28,1,2471,3365,portrait,0.734324,JPEG,RGB,734444,1fdb99bf1e13f01884dbb475f8ef99d17e3aedb1f30d39cf250c25e8b8254687
0028_2.jpg,extracted/images/0028_2.jpg,28,2,2465,3365,portrait,0.732541,JPEG,RGB,1486740,5585a2ece43d327a8398261a4311eaf4b9c36ce89bee791e264956367ad6ee26
0028_3.jpg,extracted/images/0028_3.jpg,28,3,2465,3365,portrait,0.732541,JPEG,RGB,1114056,62065b6dcfbceb132d70bed100d365b405fecd52b096e17eac85338bc4d5d049
0028_4.jpg,extracted/images/0028_4.jpg,28,4,2465,3359,portrait,0.733849,JPEG,RGB,1825162,0b04498ca253da1cb8338668b06c50aeaad42910121943488e7b633324188988
0029_1.jpg,extracted/images/0029_1.jpg,29,1,2465,3353,portrait,0.735163,JPEG,RGB,921461,915bc42f8c1020d03056c2b873543b7860cfb5a039f06c8a5161ec61839f3056
0029_2.jpg,extracted/images/0029_2.jpg,29,2,2471,3353,portrait,0.736952,JPEG,RGB,1301315,4f6e5ed9ed6acb8995d7d191e219c96c17f12f5839c92479adf8b3787a1b9a49
0029_3.jpg,extracted/images/0029_3.jpg,29,3,2471,3353,portrait,0.736952,JPEG,RGB,1407582,8f48b5f05f55f7b933bab021dcdcd7e6adc6adccdb7325142fc46c486a9aeb8e
0029_4.jpg,extracted/images/0029_4.jpg,29,4,2465,3353,portrait,0.735163,JPEG,RGB,2078307,a5ed1b71c5b999a3c90ca0b8c0bafbafe6dd12128c21a4c125b0385ce337cc3d
0030_1.jpg,extracted/images/0030_1.jpg,30,1,2471,3359,portrait,0.735636,JPEG,RGB,1125832,7a522ef9ee3c463582b9ebcc26438083726e60ebcd447056be2ee278e3e12946
0030_2.jpg,extracted/images/0030_2.jpg,30,2,2471,3365,portrait,0.734324,JPEG,RGB,1461975,234e9c74a293e2b085fadee31099680e5f202ad89eee3bbac2aca3894ac3fd2a
0030_3.jpg,extracted/images/0030_3.jpg,30,3,2477,3353,portrait,0.738741,JPEG,RGB,1375966,84e34f5114b483a1d0215a0bf353107bec4a27a8d179896947e98bda31e49f32
0030_4.jpg,extracted/images/0030_4.jpg,30,4,2471,3359,portrait,0.735636,JPEG,RGB,1534997,33732ed913f0662dc8c950ec97b357f786836f5c3f4fe352b453fb0480e4a4e4
0031_1.jpg,extracted/images/0031_1.jpg,31,1,2471,3383,portrait,0.730417,JPEG,RGB,910254,078766634c66c62c067d2c48f0fac98bcbd05979366d7cdfe7814663140bc15a
0031_2.jpg,extracted/images/0031_2.jpg,31,2,2471,3383,portrait,0.730417,JPEG,RGB,1002818,b1788c426ca4fe6c7eb82dd7c34082c6a18629cca3f2aeb4b06d9321c1da7378
0031_3.jpg,extracted/images/0031_3.jpg,31,3,2471,3377,portrait,0.731715,JPEG,RGB,1025798,b38a4c5ab16638dc53ec42fe8f77b651e2b2b8cd5bc2f99ba8014159c6c8a25a
0031_4.jpg,extracted/images/0031_4.jpg,31,4,2471,3377,portrait,0.731715,JPEG,RGB,1226441,3445c1cd2e48a5bb5f17c62fda0d085d903ce3bc30cc3751fbd9ed9fcf344f93
0032_1.jpg,extracted/images/0032_1.jpg,32,1,2477,3371,portrait,0.734797,JPEG,RGB,456612,0955826f8e502392c222290b1c6ef2b475d48663538b458d48a85ab1bada58df
0032_2.jpg,extracted/images/0032_2.jpg,32,2,2477,3371,portrait,0.734797,JPEG,RGB,717040,66c2c76ca54a756dd5eac084570267f55a3789730fee5d3f7e1c85b5fbf4c8e6
0032_3.jpg,extracted/images/0032_3.jpg,32,3,2477,3371,portrait,0.734797,JPEG,RGB,524392,0385cacdb3873cd4a0fe69ea172a760ce9c06f772b4732da8e14666b963edbde
0032_4.jpg,extracted/images/0032_4.jpg,32,4,2477,3377,portrait,0.733491,JPEG,RGB,1296292,bfddb77b45f67abeb36f11cd0437a3f4e9850f3106e1d43e4232868ab1e298cb
0033_1.jpg,extracted/images/0033_1.jpg,33,1,2471,3377,portrait,0.731715,JPEG,RGB,971382,1f11f510d6d7e34c69e1b2508f7481eaaa2969b8d8d9e0685db732a50a167c28
0033_2.jpg,extracted/images/0033_2.jpg,33,2,2465,3359,portrait,0.733849,JPEG,RGB,972883,411e4a6c09f391f66b742583ab726f0640886fd3e1b2c34f6e00a3e52ab9b692
0033_3.jpg,extracted/images/0033_3.jpg,33,3,2465,3359,portrait,0.733849,JPEG,RGB,847506,4262356907f5aa943d4a32522d5f862daceea190295b1422a1e8348ffd960ba7
0033_4.jpg,extracted/images/0033_4.jpg,33,4,2459,3377,portrait,0.728161,JPEG,RGB,1870203,2d0a0c0ddc4a6db382e057cb13ef170a955c8e9b7cfead7cfe88002e2cc40775
0034_1.jpg,extracted/images/0034_1.jpg,34,1,2471,3383,portrait,0.730417,JPEG,RGB,841963,f755b908fb176e8d4ac192d93031aa773d7c0b9b25c34fa58bbf9bc920a0f1d8
0034_2.jpg,extracted/images/0034_2.jpg,34,2,2471,3389,portrait,0.729124,JPEG,RGB,1085309,cfb1bb785c9025dcd6a6df1d476ffebc6d1842375299fd89e8f562f62815bd81
0034_3.jpg,extracted/images/0034_3.jpg,34,3,2471,3371,portrait,0.733017,JPEG,RGB,1064050,fb572c1eb4c3f6eb2fd9f66099fc617288d6f7698c1e440887a1e1a8e1cc1887
0034_4.jpg,extracted/images/0034_4.jpg,34,4,2471,3365,portrait,0.734324,JPEG,RGB,1401894,1f45237df5ade8517e8abbd8fdac1664424e3411d3c2ff7e2dd167e6b1264894
0035_1.jpg,extracted/images/0035_1.jpg,35,1,2477,3377,portrait,0.733491,JPEG,RGB,1128258,5bdce3e221b5d765366cfc6f0d962cdce8ccbcdd2b7495982ff45a14fa54b8ec
0035_2.jpg,extracted/images/0035_2.jpg,35,2,2471,3371,portrait,0.733017,JPEG,RGB,1527003,9d32a3b31664c98d2d9d590c81576d122c1918b518bf1f960e2596bdfbf97192
0035_3.jpg,extracted/images/0035_3.jpg,35,3,2471,3377,portrait,0.731715,JPEG,RGB,1251153,56a2ab2ac7cdca4505777ebfd5b3731e1e24a22caef5b76c8e1d8ecc5d5187db
0035_4.jpg,extracted/images/0035_4.jpg,35,4,2471,3377,portrait,0.731715,JPEG,RGB,2178520,6e78e7df08107f0925bdcdfd5c2f7b01b8b0466ed26e18cdc135deef1ff1f0c9
0036_1.jpg,extracted/images/0036_1.jpg,36,1,2465,3395,portrait,0.726068,JPEG,RGB,1227737,fb778f814ed38484331efa032bbce33aaeffcd9e257f021e30d3118876648008
