filename_a,filename_b,writer_a,writer_b,page_a,page_b,condition,pair_label,embedding_index_a,embedding_index_b,teacher_score
0043_1.jpg,0018_3.jpg,43,18,1,3,cross_variable_variable,0,128,50,-0.08843189
0043_1.jpg,0035_3.jpg,43,35,1,3,cross_variable_variable,0,128,110,0.023107374
0043_1.jpg,0042_3.jpg,43,42,1,3,cross_variable_variable,0,128,126,0.020614246
0043_1.jpg,0043_3.jpg,43,43,1,3,cross_variable_variable,1,128,130,0.25520253
0043_1.jpg,0060_3.jpg,43,60,1,3,cross_variable_variable,0,128,174,0.0047174245
0043_1.jpg,0066_3.jpg,43,66,1,3,cross_variable_variable,0,128,194,0.174164
0043_1.jpg,0067_3.jpg,43,67,1,3,cross_variable_variable,0,128,198,0.010226424
0043_1.jpg,0079_3.jpg,43,79,1,3,cross_variable_variable,0,128,242,-0.12103844
0043_1.jpg,0086_3.jpg,43,86,1,3,cross_variable_variable,0,128,258,0.14636251
0043_1.jpg,0087_3.jpg,43,87,1,3,cross_variable_variable,0,128,262,0.24389149
0043_1.jpg,0089_3.jpg,43,89,1,3,cross_variable_variable,0,128,266,0.038758654
0043_1.jpg,0091_3.jpg,43,91,1,3,cross_variable_variable,0,128,274,0.09049276
0043_1.jpg,0093_3.jpg,43,93,1,3,cross_variable_variable,0,128,282,0.08433534
0043_1.jpg,0106_3.jpg,43,106,1,3,cross_variable_variable,0,128,326,0.011193007
0043_1.jpg,0109_3.jpg,43,109,1,3,cross_variable_variable,0,128,334,-0.061328392
0043_1.jpg,0114_3.jpg,43,114,1,3,cross_variable_variable,0,128,342,0.016300905
0043_1.jpg,0130_3.jpg,43,130,1,3,cross_variable_variable,0,128,390,0.1148809
0043_1.jpg,0132_3.jpg,43,132,1,3,cross_variable_variable,0,128,398,-0.034641474
0043_1.jpg,0148_3.jpg,43,148,1,3,cross_variable_variable,0,128,446,0.16739272
0043_1.jpg,0154_3.jpg,43,154,1,3,cross_variable_variable,0,128,462,-0.20484214
0043_1.jpg,0161_3.jpg,43,161,1,3,cross_variable_variable,0,128,490,0.22383624
0043_1.jpg,0200_3.jpg,43,200,1,3,cross_variable_variable,0,128,606,0.20690851
0043_1.jpg,0204_3.jpg,43,204,1,3,cross_variable_variable,0,128,622,0.022691797
0043_1.jpg,0216_3.jpg,43,216,1,3,cross_variable_variable,0,128,666,-0.055104323
0043_1.jpg,0219_3.jpg,43,219,1,3,cross_variable_variable,0,128,674,0.26890236
0043_1.jpg,0224_3.jpg,43,224,1,3,cross_variable_variable,0,128,694,0.039784677
0043_1.jpg,0237_3.jpg,43,237,1,3,cross_variable_variable,0,128,734,-0.15424305
0043_1.jpg,0239_3.jpg,43,239,1,3,cross_variable_variable,0,128,742,-0.034631602
0043_1.jpg,0248_3.jpg,43,248,1,3,cross_variable_variable,0,128,778,0.048449703
0043_1.jpg,0266_3.jpg,43,266,1,3,cross_variable_variable,0,128,846,-0.23560137
0043_1.jpg,0271_3.jpg,43,271,1,3,cross_variable_variable,0,128,866,0.11749379
0043_1.jpg,0279_3.jpg,43,279,1,3,cross_variable_variable,0,128,894,-0.10207321
0043_1.jpg,0282_3.jpg,43,282,1,3,cross_variable_variable,0,128,902,-0.017580504
0060_1.jpg,0006_3.jpg,60,6,1,3,cross_variable_variable,0,172,18,-0.07539411
0060_1.jpg,0012_3.jpg,60,12,1,3,cross_variable_variable,0,172,42,0.034791425
0060_1.jpg,0015_3.jpg,60,15,1,3,cross_variable_variable,0,172,46,0.12503426
0060_1.jpg,0018_3.jpg,60,18,1,3,cross_variable_variable,0,172,50,-0.0683915
0060_1.jpg,0035_3.jpg,60,35,1,3,cross_variable_variable,0,172,110,0.0057185553
0060_1.jpg,0042_3.jpg,60,42,1,3,cross_variable_variable,0,172,126,-0.011327514
0060_1.jpg,0043_3.jpg,60,43,1,3,cross_variable_variable,0,172,130,0.006222274
0060_1.jpg,0060_3.jpg,60,60,1,3,cross_variable_variable,1,172,174,0.21050815
0060_1.jpg,0066_3.jpg,60,66,1,3,cross_variable_variable,0,172,194,-0.06187322
0060_1.jpg,0067_3.jpg,60,67,1,3,cross_variable_variable,0,172,198,0.17554262
0060_1.jpg,0079_3.jpg,60,79,1,3,cross_variable_variable,0,172,242,-0.09102184
0060_1.jpg,0086_3.jpg,60,86,1,3,cross_variable_variable,0,172,258,-0.098850645
0060_1.jpg,0087_3.jpg,60,87,1,3,cross_variable_variable,0,172,262,0.16004756
0060_1.jpg,0089_3.jpg,60,89,1,3,cross_variable_variable,0,172,266,0.11981155
0060_1.jpg,0091_3.jpg,60,91,1,3,cross_variable_variable,0,172,274,0.13699597
0060_1.jpg,0093_3.jpg,60,93,1,3,cross_variable_variable,0,172,282,0.18427126
0060_1.jpg,0106_3.jpg,60,106,1,3,cross_variable_variable,0,172,326,0.13395748
0060_1.jpg,0109_3.jpg,60,109,1,3,cross_variable_variable,0,172,334,-0.09410945
0060_1.jpg,0114_3.jpg,60,114,1,3,cross_variable_variable,0,172,342,0.075221956
0060_1.jpg,0130_3.jpg,60,130,1,3,cross_variable_variable,0,172,390,-0.04936748
0060_1.jpg,0132_3.jpg,60,132,1,3,cross_variable_variable,0,172,398,6.41644e-05
0060_1.jpg,0148_3.jpg,60,148,1,3,cross_variable_variable,0,172,446,0.018021734
0060_1.jpg,0154_3.jpg,60,154,1,3,cross_variable_variable,0,172,462,0.047879256
0060_1.jpg,0161_3.jpg,60,161,1,3,cross_variable_variable,0,172,490,-0.14396244
0060_1.jpg,0200_3.jpg,60,200,1,3,cross_variable_variable,0,172,606,0.24134353
0060_1.jpg,0204_3.jpg,60,204,1,3,cross_variable_variable,0,172,622,0.0849359
0060_1.jpg,0216_3.jpg,60,216,1,3,cross_variable_variable,0,172,666,-0.002271682
0060_1.jpg,0219_3.jpg,60,219,1,3,cross_variable_variable,0,172,674,0.08071049
0060_1.jpg,0224_3.jpg,60,224,1,3,cross_variable_variable,0,172,694,-0.17343381
0060_1.jpg,0237_3.jpg,60,237,1,3,cross_variable_variable,0,172,734,0.14700757
0060_1.jpg,0239_3.jpg,60,239,1,3,cross_variable_variable,0,172,742,-0.033983894
0060_1.jpg,0248_3.jpg,60,248,1,3,cross_variable_variable,0,172,778,-0.027319016
0060_1.jpg,0266_3.jpg,60,266,1,3,cross_variable_variable,0,172,846,0.08118809
0060_1.jpg,0271_3.jpg,60,271,1,3,cross_variable_variable,0,172,866,0.10081212
0060_1.jpg,0279_3.jpg,60,279,1,3,cross_variable_variable,0,172,894,0.054548927
0060_1.jpg,0282_3.jpg,60,282,1,3,cross_variable_variable,0,172,902,-0.07798986
0066_1.jpg,0006_3.jpg,66,6,1,3,cross_variable_variable,0,192,18,-0.19444144
0066_1.jpg,0012_3.jpg,66,12,1,3,cross_variable_variable,0,192,42,0.11257418
0066_1.jpg,0015_3.jpg,66,15,1,3,cross_variable_variable,0,192,46,-0.07998867
0066_1.jpg,0018_3.jpg,66,18,1,3,cross_variable_variable,0,192,50,-0.118977144
