filename_a,filename_b,writer_a,writer_b,page_a,page_b,condition,pair_label,embedding_index_a,embedding_index_b
0012_1.jpg,0114_3.jpg,12,114,1,3,cross_variable_variable,0,40,342
0012_1.jpg,0130_3.jpg,12,130,1,3,cross_variable_variable,0,40,390
0012_1.jpg,0132_3.jpg,12,132,1,3,cross_variable_variable,0,40,398
0012_1.jpg,0148_3.jpg,12,148,1,3,cross_variable_variable,0,40,446
0012_1.jpg,0154_3.jpg,12,154,1,3,cross_variable_variable,0,40,462
0012_1.jpg,0161_3.jpg,12,161,1,3,cross_variable_variable,0,40,490
0012_1.jpg,0200_3.jpg,12,200,1,3,cross_variable_variable,0,40,606
0012_1.jpg,0204_3.jpg,12,204,1,3,cross_variable_variable,0,40,622
0012_1.jpg,0216_3.jpg,12,216,1,3,cross_variable_variable,0,40,666
0012_1.jpg,0219_3.jpg,12,219,1,3,cross_variable_variable,0,40,674
0012_1.jpg,0224_3.jpg,12,224,1,3,cross_variable_variable,0,40,694
0012_1.jpg,0237_3.jpg,12,237,1,3,cross_variable_variable,0,40,734
0012_1.jpg,0239_3.jpg,12,239,1,3,cross_variable_variable,0,40,742
0012_1.jpg,0248_3.jpg,12,248,1,3,cross_variable_variable,0,40,778
0012_1.jpg,0266_3.jpg,12,266,1,3,cross_variable_variable,0,40,846
0012_1.jpg,0271_3.jpg,12,271,1,3,cross_variable_variable,0,40,866
0012_1.jpg,0279_3.jpg,12,279,1,3,cross_variable_variable,0,40,894
0012_1.jpg,0282_3.jpg,12,282,1,3,cross_variable_variable,0,40,902
0015_1.jpg,0006_3.jpg,15,6,1,3,cross_variable_variable,0,44,18
0015_1.jpg,0012_3.jpg,15,12,1,3,cross_variable_variable,0,44,42
0015_1.jpg,0015_3.jpg,15,15,1,3,cross_variable_variable,1,44,46
0015_1.jpg,0018_3.jpg,15,18,1,3,cross_variable_variable,0,44,50
0015_1.jpg,0035_3.jpg,15,35,1,3,cross_variable_variable,0,44,110
0015_1.jpg,0042_3.jpg,15,42,1,3,cross_variable_variable,0,44,126
0015_1.jpg,0043_3.jpg,15,43,1,3,cross_variable_variable,0,44,130
0015_1.jpg,0060_3.jpg,15,60,1,3,cross_variable_variable,0,44,174
0015_1.jpg,0066_3.jpg,15,66,1,3,cross_variable_variable,0,44,194
0015_1.jpg,0067_3.jpg,15,67,1,3,cross_variable_variable,0,44,198
0015_1.jpg,0079_3.jpg,15,79,1,3,cross_variable_variable,0,44,242
0015_1.jpg,0086_3.jpg,15,86,1,3,cross_variable_variable,0,44,258
0015_1.jpg,0087_3.jpg,15,87,1,3,cross_variable_variable,0,44,262
0015_1.jpg,0089_3.jpg,15,89,1,3,cross_variable_variable,0,44,266
0015_1.jpg,0091_3.jpg,15,91,1,3,cross_variable_variable,0,44,274
0015_1.jpg,0093_3.jpg,15,93,1,3,cross_variable_variable,0,44,282
0015_1.jpg,0106_3.jpg,15,106,1,3,cross_variable_variable,0,44,326
0015_1.jpg,0109_3.jpg,15,109,1,3,cross_variable_variable,0,44,334
0015_1.jpg,0114_3.jpg,15,114,1,3,cross_variable_variable,0,44,342
0015_1.jpg,0130_3.jpg,15,130,1,3,cross_variable_variable,0,44,390
0015_1.jpg,0132_3.jpg,15,132,1,3,cross_variable_variable,0,44,398
0015_1.jpg,0148_3.jpg,15,148,1,3,cross_variable_variable,0,44,446
0015_1.jpg,0154_3.jpg,15,154,1,3,cross_variable_variable,0,44,462
0015_1.jpg,0161_3.jpg,15,161,1,3,cross_variable_variable,0,44,490
0015_1.jpg,0200_3.jpg,15,200,1,3,cross_variable_variable,0,44,606
0015_1.jpg,0204_3.jpg,15,204,1,3,cross_variable_variable,0,44,622
0015_1.jpg,0216_3.jpg,15,216,1,3,cross_variable_variable,0,44,666
0015_1.jpg,0219_3.jpg,15,219,1,3,cross_variable_variable,0,44,674
0015_1.jpg,0224_3.jpg,15,224,1,3,cross_variable_variable,0,44,694
0015_1.jpg,0237_3.jpg,15,237,1,3,cross_variable_variable,0,44,734
0015_1.jpg,0239_3.jpg,15,239,1,3,cross_variable_variable,0,44,742
0015_1.jpg,0248_3.jpg,15,248,1,3,cross_variable_variable,0,44,778
0015_1.jpg,0266_3.jpg,15,266,1,3,cross_variable_variable,0,44,846
0015_1.jpg,0271_3.jpg,15,271,1,3,cross_variable_variable,0,44,866
0015_1.jpg,0279_3.jpg,15,279,1,3,cross_variable_variable,0,44,894
0015_1.jpg,0282_3.jpg,15,282,1,3,cross_variable_variable,0,44,902
0018_1.jpg,0006_3.jpg,18,6,1,3,cross_variable_variable,0,48,18
0018_1.jpg,0012_3.jpg,18,12,1,3,cross_variable_variable,0,48,42
0018_1.jpg,0015_3.jpg,18,15,1,3,cross_variable_variable,0,48,46
0018_1.jpg,0018_3.jpg,18,18,1,3,cross_variable_variable,1,48,50
0018_1.jpg,0035_3.jpg,18,35,1,3,cross_variable_variable,0,48,110
0018_1.jpg,0042_3.jpg,18,42,1,3,cross_variable_variable,0,48,126
0018_1.jpg,0043_3.jpg,18,43,1,3,cross_variable_variable,0,48,130
0018_1.jpg,0060_3.jpg,18,60,1,3,cross_variable_variable,0,48,174
0018_1.jpg,0066_3.jpg,18,66,1,3,cross_variable_variable,0,48,194
0018_1.jpg,0067_3.jpg,18,67,1,3,cross_variable_variable,0,48,198
0018_1.jpg,0079_3.jpg,18,79,1,3,cross_variable_variable,0,48,242
0018_1.jpg,0086_3.jpg,18,86,1,3,cross_variable_variable,0,48,258
0018_1.jpg,0087_3.jpg,18,87,1,3,cross_variable_variable,0,48,262
0018_1.jpg,0089_3.jpg,18,89,1,3,cross_variable_variable,0,48,266
0018_1.jpg,0091_3.jpg,18,91,1,3,cross_variable_variable,0,48,274
0018_1.jpg,0093_3.jpg,18,93,1,3,cross_variable_variable,0,48,282
0018_1.jpg,0106_3.jpg,18,106,1,3,cross_variable_variable,0,48,326
0018_1.jpg,0109_3.jpg,18,109,1,3,cross_variable_variable,0,48,334
0018_1.jpg,0114_3.jpg,18,114,1,3,cross_variable_variable,0,48,342
0018_1.jpg,0130_3.jpg,18,130,1,3,cross_variable_variable,0,48,390
0018_1.jpg,0132_3.jpg,18,132,1,3,cross_variable_variable,0,48,398
0018_1.jpg,0148_3.jpg,18,148,1,3,cross_variable_variable,0,48,446
0018_1.jpg,0154_3.jpg,18,154,1,3,cross_variable_variable,0,48,462
0018_1.jpg,0161_3.jpg,18,161,1,3,cross_variable_variable,0,48,490
0018_1.jpg,0200_3.jpg,18,200,1,3,cross_variable_variable,0,48,606
0018_1.jpg,0204_3.jpg,18,204,1,3,cross_variable_variable,0,48,622
0018_1.jpg,0216_3.jpg,18,216,1,3,cross_variable_variable,0,48,666
0018_1.jpg,0219_3.jpg,18,219,1,3,cross_variable_variable,0,48,674
0018_1.jpg,0224_3.jpg,18,224,1,3,cross_variable_variable,0,48,694
0018_1.jpg,0237_3.jpg,18,237,1,3,cross_variable_variable,0,48,734
0018_1.jpg,0239_3.jpg,18,239,1,3,cross_variable_variable,0,48,742
0018_1.jpg,0248_3.jpg,18,248,1,3,cross_variable_variable,0,48,778
0018_1.jpg,0266_3.jpg,18,266,1,3,cross_variable_variable,0,48,846
0018_1.jpg,0271_3.jpg,18,271,1,3,cross_variable_variable,0,48,866
0018_1.jpg,0279_3.jpg,18,279,1,3,cross_variable_variable,0,48,894
0018_1.jpg,0282_3.jpg,18,282,1,3,cross_variable_variable,0,48,902
0035_1.jpg,0006_3.jpg,35,6,1,3,cross_variable_variable,0,108,18
0035_1.jpg,0012_3.jpg,35,12,1,3,cross_variable_variable,0,108,42
0035_1.jpg,0015_3.jpg,35,15,1,3,cross_variable_variable,0,108,46
0035_1.jpg,0018_3.jpg,35,18,1,3,cross_variable_variable,0,108,50
0035_1.jpg,0035_3.jpg,35,35,1,3,cross_variable_variable,1,108,110
0035_1.jpg,0042_3.jpg,35,42,1,3,cross_variable_variable,0,108,126
0035_1.jpg,0043_3.jpg,35,43,1,3,cross_variable_variable,0,108,130
0035_1.jpg,0060_3.jpg,35,60,1,3,cross_variable_variable,0,108,174
0035_1.jpg,0066_3.jpg,35,66,1,3,cross_variable_variable,0,108,194
0035_1.jpg,0067_3.jpg,35,67,1,3,cross_variable_variable,0,108,198
0035_1.jpg,0079_3.jpg,35,79,1,3,cross_variable_variable,0,108,242
0035_1.jpg,0086_3.jpg,35,86,1,3,cross_variable_variable,0,108,258
0035_1.jpg,0087_3.jpg,35,87,1,3,cross_variable_variable,0,108,262
0035_1.jpg,0089_3.jpg,35,89,1,3,cross_variable_variable,0,108,266
0035_1.jpg,0091_3.jpg,35,91,1,3,cross_variable_variable,0,108,274
0035_1.jpg,0093_3.jpg,35,93,1,3,cross_variable_variable,0,108,282
0035_1.jpg,0106_3.jpg,35,106,1,3,cross_variable_variable,0,108,326
0035_1.jpg,0109_3.jpg,35,109,1,3,cross_variable_variable,0,108,334
0035_1.jpg,0114_3.jpg,35,114,1,3,cross_variable_variable,0,108,342
0035_1.jpg,0130_3.jpg,35,130,1,3,cross_variable_variable,0,108,390
0035_1.jpg,0132_3.jpg,35,132,1,3,cross_variable_variable,0,108,398
0035_1.jpg,0148_3.jpg,35,148,1,3,cross_variable_variable,0,108,446
0035_1.jpg,0154_3.jpg,35,154,1,3,cross_variable_variable,0,108,462
0035_1.jpg,0161_3.jpg,35,161,1,3,cross_variable_variable,0,108,490
0035_1.jpg,0200_3.jpg,35,200,1,3,cross_variable_variable,0,108,606
0035_1.jpg,0204_3.jpg,35,204,1,3,cross_variable_variable,0,108,622
0035_1.jpg,0216_3.jpg,35,216,1,3,cross_variable_variable,0,108,666
0035_1.jpg,0219_3.jpg,35,219,1,3,cross_variable_variable,0,108,674
0035_1.jpg,0224_3.jpg,35,224,1,3,cross_variable_variable,0,108,694
0035_1.jpg,0237_3.jpg,35,237,1,3,cross_variable_variable,0,108,734
0035_1.jpg,0239_3.jpg,35,239,1,3,cross_variable_variable,0,108,742
0035_1.jpg,0248_3.jpg,35,248,1,3,cross_variable_variable,0,108,778
0035_1.jpg,0266_3.jpg,35,266,1,3,cross_variable_variable,0,108,846
0035_1.jpg,0271_3.jpg,35,271,1,3,cross_variable_variable,0,108,866
0035_1.jpg,0279_3.jpg,35,279,1,3,cross_variable_variable,0,108,894
0035_1.jpg,0282_3.jpg,35,282,1,3,cross_variable_variable,0,108,902
0042_1.jpg,0006_3.jpg,42,6,1,3,cross_variable_variable,0,124,18
0042_1.jpg,0012_3.jpg,42,12,1,3,cross_variable_variable,0,124,42
0042_1.jpg,0015_3.jpg,42,15,1,3,cross_variable_variable,0,124,46
0042_1.jpg,0018_3.jpg,42,18,1,3,cross_variable_variable,0,124,50
0042_1.jpg,0035_3.jpg,42,35,1,3,cross_variable_variable,0,124,110
0042_1.jpg,0042_3.jpg,42,42,1,3,cross_variable_variable,1,124,126
0042_1.jpg,0043_3.jpg,42,43,1,3,cross_variable_variable,0,124,130
0042_1.jpg,0060_3.jpg,42,60,1,3,cross_variable_variable,0,124,174
0042_1.jpg,0066_3.jpg,42,66,1,3,cross_variable_variable,0,124,194
0042_1.jpg,0067_3.jpg,42,67,1,3,cross_variable_variable,0,124,198
0042_1.jpg,0079_3.jpg,42,79,1,3,cross_variable_variable,0,124,242
0042_1.jpg,0086_3.jpg,42,86,1,3,cross_variable_variable,0,124,258
0042_1.jpg,0087_3.jpg,42,87,1,3,cross_variable_variable,0,124,262
0042_1.jpg,0089_3.jpg,42,89,1,3,cross_variable_variable,0,124,266
0042_1.jpg,0091_3.jpg,42,91,1,3,cross_variable_variable,0,124,274
0042_1.jpg,0093_3.jpg,42,93,1,3,cross_variable_variable,0,124,282
0042_1.jpg,0106_3.jpg,42,106,1,3,cross_variable_variable,0,124,326
0042_1.jpg,0109_3.jpg,42,109,1,3,cross_variable_variable,0,124,334
0042_1.jpg,0114_3.jpg,42,114,1,3,cross_variable_variable,0,124,342
0042_1.jpg,0130_3.jpg,42,130,1,3,cross_variable_variable,0,124,390
0042_1.jpg,0132_3.jpg,42,132,1,3,cross_variable_variable,0,124,398
0042_1.jpg,0148_3.jpg,42,148,1,3,cross_variable_variable,0,124,446
0042_1.jpg,0154_3.jpg,42,154,1,3,cross_variable_variable,0,124,462
0042_1.jpg,0161_3.jpg,42,161,1,3,cross_variable_variable,0,124,490
0042_1.jpg,0200_3.jpg,42,200,1,3,cross_variable_variable,0,124,606
0042_1.jpg,0204_3.jpg,42,204,1,3,cross_variable_variable,0,124,622
0042_1.jpg,0216_3.jpg,42,216,1,3,cross_variable_variable,0,124,666
0042_1.jpg,0219_3.jpg,42,219,1,3,cross_variable_variable,0,124,674
0042_1.jpg,0224_3.jpg,42,224,1,3,cross_variable_variable,0,124,694
0042_1.jpg,0237_3.jpg,42,237,1,3,cross_variable_variable,0,124,734
0042_1.jpg,0239_3.jpg,42,239,1,3,cross_variable_variable,0,124,742
0042_1.jpg,0248_3.jpg,42,248,1,3,cross_variable_variable,0,124,778
0042_1.jpg,0266_3.jpg,42,266,1,3,cross_variable_variable,0,124,846
0042_1.jpg,0271_3.jpg,42,271,1,3,cross_variable_variable,0,124,866
0042_1.jpg,0279_3.jpg,42,279,1,3,cross_variable_variable,0,124,894
0042_1.jpg,0282_3.jpg,42,282,1,3,cross_variable_variable,0,124,902
0043_1.jpg,0006_3.jpg,43,6,1,3,cross_variable_variable,0,128,18
0043_1.jpg,0012_3.jpg,43,12,1,3,cross_variable_variable,0,128,42
0043_1.jpg,0015_3.jpg,43,15,1,3,cross_variable_variable,0,128,46
0043_1.jpg,0018_3.jpg,43,18,1,3,cross_variable_variable,0,128,50
0043_1.jpg,0035_3.jpg,43,35,1,3,cross_variable_variable,0,128,110
0043_1.jpg,0042_3.jpg,43,42,1,3,cross_variable_variable,0,128,126
0043_1.jpg,0043_3.jpg,43,43,1,3,cross_variable_variable,1,128,130
0043_1.jpg,0060_3.jpg,43,60,1,3,cross_variable_variable,0,128,174
0043_1.jpg,0066_3.jpg,43,66,1,3,cross_variable_variable,0,128,194
0043_1.jpg,0067_3.jpg,43,67,1,3,cross_variable_variable,0,128,198
0043_1.jpg,0079_3.jpg,43,79,1,3,cross_variable_variable,0,128,242
0043_1.jpg,0086_3.jpg,43,86,1,3,cross_variable_variable,0,128,258
0043_1.jpg,0087_3.jpg,43,87,1,3,cross_variable_variable,0,128,262
0043_1.jpg,0089_3.jpg,43,89,1,3,cross_variable_variable,0,128,266
0043_1.jpg,0091_3.jpg,43,91,1,3,cross_variable_variable,0,128,274
0043_1.jpg,0093_3.jpg,43,93,1,3,cross_variable_variable,0,128,282
0043_1.jpg,0106_3.jpg,43,106,1,3,cross_variable_variable,0,128,326
0043_1.jpg,0109_3.jpg,43,109,1,3,cross_variable_variable,0,128,334
0043_1.jpg,0114_3.jpg,43,114,1,3,cross_variable_variable,0,128,342
0043_1.jpg,0130_3.jpg,43,130,1,3,cross_variable_variable,0,128,390
0043_1.jpg,0132_3.jpg,43,132,1,3,cross_variable_variable,0,128,398
0043_1.jpg,0148_3.jpg,43,148,1,3,cross_variable_variable,0,128,446
0043_1.jpg,0154_3.jpg,43,154,1,3,cross_variable_variable,0,128,462
0043_1.jpg,0161_3.jpg,43,161,1,3,cross_variable_variable,0,128,490
0043_1.jpg,0200_3.jpg,43,200,1,3,cross_variable_variable,0,128,606
0043_1.jpg,0204_3.jpg,43,204,1,3,cross_variable_variable,0,128,622
0043_1.jpg,0216_3.jpg,43,216,1,3,cross_variable_variable,0,128,666
0043_1.jpg,0219_3.jpg,43,219,1,3,cross_variable_variable,0,128,674
0043_1.jpg,0224_3.jpg,43,224,1,3,cross_variable_variable,0,128,694
0043_1.jpg,0237_3.jpg,43,237,1,3,cross_variable_variable,0,128,734
0043_1.jpg,0239_3.jpg,43,239,1,3,cross_variable_variable,0,128,742
0043_1.jpg,0248_3.jpg,43,248,1,3,cross_variable_variable,0,128,778
0043_1.jpg,0266_3.jpg,43,266,1,3,cross_variable_variable,0,128,846
0043_1.jpg,0271_3.jpg,43,271,1,3,cross_variable_variable,0,128,866
0043_1.jpg,0279_3.jpg,43,279,1,3,cross_variable_variable,0,128,894
0043_1.jpg,0282_3.jpg,43,282,1,3,cross_variable_variable,0,128,902
0060_1.jpg,0006_3.jpg,60,6,1,3,cross_variable_variable,0,172,18
0060_1.jpg,0012_3.jpg,60,12,1,3,cross_variable_variable,0,172,42
0060_1.jpg,0015_3.jpg,60,15,1,3,cross_variable_variable,0,172,46
0060_1.jpg,0018_3.jpg,60,18,1,3,cross_variable_variable,0,172,50
0060_1.jpg,0035_3.jpg,60,35,1,3,cross_variable_variable,0,172,110
0060_1.jpg,0042_3.jpg,60,42,1,3,cross_variable_variable,0,172,126
0060_1.jpg,0043_3.jpg,60,43,1,3,cross_variable_variable,0,172,130
0060_1.jpg,0060_3.jpg,60,60,1,3,cross_variable_variable,1,172,174
0060_1.jpg,0066_3.jpg,60,66,1,3,cross_variable_variable,0,172,194
0060_1.jpg,0067_3.jpg,60,67,1,3,cross_variable_variable,0,172,198
0060_1.jpg,0079_3.jpg,60,79,1,3,cross_variable_variable,0,172,242
0060_1.jpg,0086_3.jpg,60,86,1,3,cross_variable_variable,0,172,258
0060_1.jpg,0087_3.jpg,60,87,1,3,cross_variable_variable,0,172,262
0060_1.jpg,0089_3.jpg,60,89,1,3,cross_variable_variable,0,172,266
0060_1.jpg,0091_3.jpg,60,91,1,3,cross_variable_variable,0,172,274
0060_1.jpg,0093_3.jpg,60,93,1,3,cross_variable_variable,0,172,282
0060_1.jpg,0106_3.jpg,60,106,1,3,cross_variable_variable,0,172,326
0060_1.jpg,0109_3.jpg,60,109,1,3,cross_variable_variable,0,172,334
0060_1.jpg,0114_3.jpg,60,114,1,3,cross_variable_variable,0,172,342
0060_1.jpg,0130_3.jpg,60,130,1,3,cross_variable_variable,0,172,390
0060_1.jpg,0132_3.jpg,60,132,1,3,cross_variable_variable,0,172,398
0060_1.jpg,0148_3.jpg,60,148,1,3,cross_variable_variable,0,172,446
0060_1.jpg,0154_3.jpg,60,154,1,3,cross_variable_variable,0,172,462
0060_1.jpg,0161_3.jpg,60,161,1,3,cross_variable_variable,0,172,490
0060_1.jpg,0200_3.jpg,60,200,1,3,cross_variable_variable,0,172,606
0060_1.jpg,0204_3.jpg,60,204,1,3,cross_variable_variable,0,172,622
0060_1.jpg,0216_3.jpg,60,216,1,3,cross_variable_variable,0,172,666
0060_1.jpg,0219_3.jpg,60,219,1,3,cross_variable_variable,0,172,674
0060_1.jpg,0224_3.jpg,60,224,1,3,cross_variable_variable,0,172,694
0060_1.jpg,0237_3.jpg,60,237,1,3,cross_variable_variable,0,172,734
0060_1.jpg,0239_3.jpg,60,239,1,3,cross_variable_variable,0,172,742
0060_1.jpg,0248_3.jpg,60,248,1,3,cross_variable_variable,0,172,778
0060_1.jpg,0266_3.jpg,60,266,1,3,cross_variable_variable,0,172,846
0060_1.jpg,0271_3.jpg,60,271,1,3,cross_variable_variable,0,172,866
0060_1.jpg,0279_3.jpg,60,279,1,3,cross_variable_variable,0,172,894
0060_1.jpg,0282_3.jpg,60,282,1,3,cross_variable_variable,0,172,902
0066_1.jpg,0006_3.jpg,66,6,1,3,cross_variable_variable,0,192,18
0066_1.jpg,0012_3.jpg,66,12,1,3,cross_variable_variable,0,192,42
0066_1.jpg,0015_3.jpg,66,15,1,3,cross_variable_variable,0,192,46
0066_1.jpg,0018_3.jpg,66,18,1,3,cross_variable_variable,0,192,50
0066_1.jpg,0035_3.jpg,66,35,1,3,cross_variable_variable,0,192,110
0066_1.jpg,0042_3.jpg,66,42,1,3,cross_variable_variable,0,192,126
0066_1.jpg,0043_3.jpg,66,43,1,3,cross_variable_variable,0,192,130
0066_1.jpg,0060_3.jpg,66,60,1,3,cross_variable_variable,0,192,174
0066_1.jpg,0066_3.jpg,66,66,1,3,cross_variable_variable,1,192,194
0066_1.jpg,0067_3.jpg,66,67,1,3,cross_variable_variable,0,192,198
0066_1.jpg,0079_3.jpg,66,79,1,3,cross_variable_variable,0,192,242
0066_1.jpg,0086_3.jpg,66,86,1,3,cross_variable_variable,0,192,258
0066_1.jpg,0087_3.jpg,66,87,1,3,cross_variable_variable,0,192,262
0066_1.jpg,0089_3.jpg,66,89,1,3,cross_variable_variable,0,192,266
0066_1.jpg,0091_3.jpg,66,91,1,3,cross_variable_variable,0,192,274
0066_1.jpg,0093_3.jpg,66,93,1,3,cross_variable_variable,0,192,282
0066_1.jpg,0106_3.jpg,66,106,1,3,cross_variable_variable,0,192,326
0066_1.jpg,0109_3.jpg,66,109,1,3,cross_variable_variable,0,192,334
0066_1.jpg,0114_3.jpg,66,114,1,3,cross_variable_variable,0,192,342
0066_1.jpg,0130_3.jpg,66,130,1,3,cross_variable_variable,0,192,390
0066_1.jpg,0132_3.jpg,66,132,1,3,cross_variable_variable,0,192,398
0066_1.jpg,0148_3.jpg,66,148,1,3,cross_variable_variable,0,192,446
0066_1.jpg,0154_3.jpg,66,154,1,3,cross_variable_variable,0,192,462
0066_1.jpg,0161_3.jpg,66,161,1,3,cross_variable_variable,0,192,490
0066_1.jpg,0200_3.jpg,66,200,1,3,cross_variable_variable,0,192,606
0066_1.jpg,0204_3.jpg,66,204,1,3,cross_variable_variable,0,192,622
0066_1.jpg,0216_3.jpg,66,216,1,3,cross_variable_variable,0,192,666
0066_1.jpg,0219_3.jpg,66,219,1,3,cross_variable_variable,0,192,674
0066_1.jpg,0224_3.jpg,66,224,1,3,cross_variable_variable,0,192,694
0066_1.jpg,0237_3.jpg,66,237,1,3,cross_variable_variable,0,192,734
0066_1.jpg,0239_3.jpg,66,239,1,3,cross_variable_variable,0,192,742
0066_1.jpg,0248_3.jpg,66,248,1,3,cross_variable_variable,0,192,778
0066_1.jpg,0266_3.jpg,66,266,1,3,cross_variable_variable,0,192,846
0066_1.jpg,0271_3.jpg,66,271,1,3,cross_variable_variable,0,192,866
0066_1.jpg,0279_3.jpg,66,279,1,3,cross_variable_variable,0,192,894
0066_1.jpg,0282_3.jpg,66,282,1,3,cross_variable_variable,0,192,902
0067_1.jpg,0006_3.jpg,67,6,1,3,cross_variable_variable,0,196,18
0067_1.jpg,0012_3.jpg,67,12,1,3,cross_variable_variable,0,196,42
0067_1.jpg,0015_3.jpg,67,15,1,3,cross_variable_variable,0,196,46
0067_1.jpg,0018_3.jpg,67,18,1,3,cross_variable_variable,0,196,50
0067_1.jpg,0035_3.jpg,67,35,1,3,cross_variable_variable,0,196,110
0067_1.jpg,0042_3.jpg,67,42,1,3,cross_variable_variable,0,196,126
0067_1.jpg,0043_3.jpg,67,43,1,3,cross_variable_variable,0,196,130
0067_1.jpg,0060_3.jpg,67,60,1,3,cross_variable_variable,0,196,174
0067_1.jpg,0066_3.jpg,67,66,1,3,cross_variable_variable,0,196,194
0067_1.jpg,0067_3.jpg,67,67,1,3,cross_variable_variable,1,196,198
0067_1.jpg,0079_3.jpg,67,79,1,3,cross_variable_variable,0,196,242
0067_1.jpg,0086_3.jpg,67,86,1,3,cross_variable_variable,0,196,258
0067_1.jpg,0087_3.jpg,67,87,1,3,cross_variable_variable,0,196,262
0067_1.jpg,0089_3.jpg,67,89,1,3,cross_variable_variable,0,196,266
