filename,writer,page_id,language,same_text,internal_role
0030_1.jpg,30,1,Arabic,0,fit
0030_2.jpg,30,2,Arabic,1,fit
0030_3.jpg,30,3,English,0,fit
0030_4.jpg,30,4,English,1,fit
0031_1.jpg,31,1,Arabic,0,fit
0031_2.jpg,31,2,Arabic,1,fit
0031_3.jpg,31,3,English,0,fit
0031_4.jpg,31,4,English,1,fit
0035_1.jpg,35,1,Arabic,0,selection
0035_2.jpg,35,2,Arabic,1,selection
0035_3.jpg,35,3,English,0,selection
0035_4.jpg,35,4,English,1,selection
0038_1.jpg,38,1,Arabic,0,fit
0038_2.jpg,38,2,Arabic,1,fit
0038_3.jpg,38,3,English,0,fit
0038_4.jpg,38,4,English,1,fit
0039_1.jpg,39,1,Arabic,0,fit
0039_2.jpg,39,2,Arabic,1,fit
0039_3.jpg,39,3,English,0,fit
0039_4.jpg,39,4,English,1,fit
0040_1.jpg,40,1,Arabic,0,fit
0040_2.jpg,40,2,Arabic,1,fit
0040_3.jpg,40,3,English,0,fit
0040_4.jpg,40,4,English,1,fit
0042_1.jpg,42,1,Arabic,0,selection
0042_2.jpg,42,2,Arabic,1,selection
0042_3.jpg,42,3,English,0,selection
0042_4.jpg,42,4,English,1,selection
0043_1.jpg,43,1,Arabic,0,selection
0043_2.jpg,43,2,Arabic,1,selection
0043_3.jpg,43,3,English,0,selection
0043_4.jpg,43,4,English,1,selection
0046_1.jpg,46,1,Arabic,0,fit
0046_2.jpg,46,2,Arabic,1,fit
0046_3.jpg,46,3,English,0,fit
0046_4.jpg,46,4,English,1,fit
0047_1.jpg,47,1,Arabic,0,fit
0047_2.jpg,47,2,Arabic,1,fit
0047_3.jpg,47,3,English,0,fit
0047_4.jpg,47,4,English,1,fit
0049_1.jpg,49,1,Arabic,0,fit
0049_2.jpg,49,2,Arabic,1,fit
0049_3.jpg,49,3,English,0,fit
0049_4.jpg,49,4,English,1,fit
0055_1.jpg,55,1,Arabic,0,fit
0055_2.jpg,55,2,Arabic,1,fit
0055_3.jpg,55,3,English,0,fit
0055_4.jpg,55,4,English,1,fit
0056_1.jpg,56,1,Arabic,0,fit
0056_2.jpg,56,2,Arabic,1,fit
0056_3.jpg,56,3,English,0,fit
0056_4.jpg,56,4,English,1,fit
0057_1.jpg,57,1,Arabic,0,fit
0057_2.jpg,57,2,Arabic,1,fit
0057_3.jpg,57,3,English,0,fit
0057_4.jpg,57,4,English,1,fit
0059_1.jpg,59,1,Arabic,0,fit
0059_2.jpg,59,2,Arabic,1,fit
0059_3.jpg,59,3,English,0,fit
0059_4.jpg,59,4,English,1,fit
0060_1.jpg,60,1,Arabic,0,selection
0060_2.jpg,60,2,Arabic,1,selection
0060_3.jpg,60,3,English,0,selection
0060_4.jpg,60,4,English,1,selection
0061_1.jpg,61,1,Arabic,0,fit
0061_2.jpg,61,2,Arabic,1,fit
0061_3.jpg,61,3,English,0,fit
0061_4.jpg,61,4,English,1,fit
0062_1.jpg,62,1,Arabic,0,fit
0062_2.jpg,62,2,Arabic,1,fit
0062_3.jpg,62,3,English,0,fit
0062_4.jpg,62,4,English,1,fit
0065_1.jpg,65,1,Arabic,0,fit
0065_2.jpg,65,2,Arabic,1,fit
0065_3.jpg,65,3,English,0,fit
0065_4.jpg,65,4,English,1,fit
0066_1.jpg,66,1,Arabic,0,selection
0066_2.jpg,66,2,Arabic,1,selection
0066_3.jpg,66,3,English,0,selection
0066_4.jpg,66,4,English,1,selection
0067_1.jpg,67,1,Arabic,0,selection
0067_2.jpg,67,2,Arabic,1,selection
0067_3.jpg,67,3,English,0,selection
0067_4.jpg,67,4,English,1,selection
0070_1.jpg,70,1,Arabic,0,fit
0070_2.jpg,70,2,Arabic,1,fit
0070_3.jpg,70,3,English,0,fit
0070_4.jpg,70,4,English,1,fit
0071_1.jpg,71,1,Arabic,0,fit
0071_2.jpg,71,2,Arabic,1,fit
0071_3.jpg,71,3,English,0,fit
0071_4.jpg,71,4,English,1,fit
0074_1.jpg,74,1,Arabic,0,fit
0074_2.jpg,74,2,Arabic,1,fit
0074_3.jpg,74,3,English,0,fit
0074_4.jpg,74,4,English,1,fit
0075_1.jpg,75,1,Arabic,0,fit
0075_2.jpg,75,2,Arabic,1,fit
0075_3.jpg,75,3,English,0,fit
0075_4.jpg,75,4,English,1,fit
0076_1.jpg,76,1,Arabic,0,fit
0076_2.jpg,76,2,Arabic,1,fit
0076_3.jpg,76,3,English,0,fit
0076_4.jpg,76,4,English,1,fit
0077_1.jpg,77,1,Arabic,0,fit
0077_2.jpg,77,2,Arabic,1,fit
0077_3.jpg,77,3,English,0,fit
0077_4.jpg,77,4,English,1,fit
0078_1.jpg,78,1,Arabic,0,fit
0078_2.jpg,78,2,Arabic,1,fit
0078_3.jpg,78,3,English,0,fit
0078_4.jpg,78,4,English,1,fit
0079_1.jpg,79,1,Arabic,0,selection
0079_2.jpg,79,2,Arabic,1,selection
0079_3.jpg,79,3,English,0,selection
0079_4.jpg,79,4,English,1,selection
0081_1.jpg,81,1,Arabic,0,fit
0081_2.jpg,81,2,Arabic,1,fit
0081_3.jpg,81,3,English,0,fit
0081_4.jpg,81,4,English,1,fit
0083_1.jpg,83,1,Arabic,0,fit
0083_2.jpg,83,2,Arabic,1,fit
0083_3.jpg,83,3,English,0,fit
0083_4.jpg,83,4,English,1,fit
0085_1.jpg,85,1,Arabic,0,fit
0085_2.jpg,85,2,Arabic,1,fit
0085_3.jpg,85,3,English,0,fit
0085_4.jpg,85,4,English,1,fit
0086_1.jpg,86,1,Arabic,0,selection
0086_2.jpg,86,2,Arabic,1,selection
0086_3.jpg,86,3,English,0,selection
0086_4.jpg,86,4,English,1,selection
0087_1.jpg,87,1,Arabic,0,selection
0087_2.jpg,87,2,Arabic,1,selection
0087_3.jpg,87,3,English,0,selection
0087_4.jpg,87,4,English,1,selection
0089_1.jpg,89,1,Arabic,0,selection
0089_2.jpg,89,2,Arabic,1,selection
0089_3.jpg,89,3,English,0,selection
0089_4.jpg,89,4,English,1,selection
0090_1.jpg,90,1,Arabic,0,fit
0090_2.jpg,90,2,Arabic,1,fit
0090_3.jpg,90,3,English,0,fit
0090_4.jpg,90,4,English,1,fit
0091_1.jpg,91,1,Arabic,0,selection
0091_2.jpg,91,2,Arabic,1,selection
0091_3.jpg,91,3,English,0,selection
0091_4.jpg,91,4,English,1,selection
0092_1.jpg,92,1,Arabic,0,fit
0092_2.jpg,92,2,Arabic,1,fit
0092_3.jpg,92,3,English,0,fit
0092_4.jpg,92,4,English,1,fit
0093_1.jpg,93,1,Arabic,0,selection
0093_2.jpg,93,2,Arabic,1,selection
0093_3.jpg,93,3,English,0,selection
0093_4.jpg,93,4,English,1,selection
0094_1.jpg,94,1,Arabic,0,fit
0094_2.jpg,94,2,Arabic,1,fit
0094_3.jpg,94,3,English,0,fit
0094_4.jpg,94,4,English,1,fit
0096_1.jpg,96,1,Arabic,0,fit
0096_2.jpg,96,2,Arabic,1,fit
0096_3.jpg,96,3,English,0,fit
0096_4.jpg,96,4,English,1,fit
0097_1.jpg,97,1,Arabic,0,fit
0097_2.jpg,97,2,Arabic,1,fit
0097_3.jpg,97,3,English,0,fit
0097_4.jpg,97,4,English,1,fit
0098_1.jpg,98,1,Arabic,0,fit
0098_2.jpg,98,2,Arabic,1,fit
0098_3.jpg,98,3,English,0,fit
0098_4.jpg,98,4,English,1,fit
0100_1.jpg,100,1,Arabic,0,fit
0100_2.jpg,100,2,Arabic,1,fit
0100_3.jpg,100,3,English,0,fit
0100_4.jpg,100,4,English,1,fit
0101_1.jpg,101,1,Arabic,0,fit
0101_2.jpg,101,2,Arabic,1,fit
0101_3.jpg,101,3,English,0,fit
0101_4.jpg,101,4,English,1,fit
0103_1.jpg,103,1,Arabic,0,fit
0103_2.jpg,103,2,Arabic,1,fit
0103_3.jpg,103,3,English,0,fit
0103_4.jpg,103,4,English,1,fit
0104_1.jpg,104,1,Arabic,0,fit
0104_2.jpg,104,2,Arabic,1,fit
0104_3.jpg,104,3,English,0,fit
0104_4.jpg,104,4,English,1,fit
0105_1.jpg,105,1,Arabic,0,fit
0105_2.jpg,105,2,Arabic,1,fit
0105_3.jpg,105,3,English,0,fit
0105_4.jpg,105,4,English,1,fit
0106_1.jpg,106,1,Arabic,0,selection
0106_2.jpg,106,2,Arabic,1,selection
0106_3.jpg,106,3,English,0,selection
0106_4.jpg,106,4,English,1,selection
0107_1.jpg,107,1,Arabic,0,fit
0107_2.jpg,107,2,Arabic,1,fit
0107_3.jpg,107,3,English,0,fit
0107_4.jpg,107,4,English,1,fit
0109_1.jpg,109,1,Arabic,0,selection
0109_2.jpg,109,2,Arabic,1,selection
0109_3.jpg,109,3,English,0,selection
0109_4.jpg,109,4,English,1,selection
0110_1.jpg,110,1,Arabic,0,fit
0110_2.jpg,110,2,Arabic,1,fit
0110_3.jpg,110,3,English,0,fit
0110_4.jpg,110,4,English,1,fit
0114_1.jpg,114,1,Arabic,0,selection
0114_2.jpg,114,2,Arabic,1,selection
0114_3.jpg,114,3,English,0,selection
0114_4.jpg,114,4,English,1,selection
0116_1.jpg,116,1,Arabic,0,fit
0116_2.jpg,116,2,Arabic,1,fit
0116_3.jpg,116,3,English,0,fit
0116_4.jpg,116,4,English,1,fit
0118_1.jpg,118,1,Arabic,0,fit
0118_2.jpg,118,2,Arabic,1,fit
0118_3.jpg,118,3,English,0,fit
0118_4.jpg,118,4,English,1,fit
0119_1.jpg,119,1,Arabic,0,fit
0119_2.jpg,119,2,Arabic,1,fit
0119_3.jpg,119,3,English,0,fit
0119_4.jpg,119,4,English,1,fit
0122_1.jpg,122,1,Arabic,0,fit
0122_2.jpg,122,2,Arabic,1,fit
0122_3.jpg,122,3,English,0,fit
0122_4.jpg,122,4,English,1,fit
0123_1.jpg,123,1,Arabic,0,fit
0123_2.jpg,123,2,Arabic,1,fit
0123_3.jpg,123,3,English,0,fit
0123_4.jpg,123,4,English,1,fit
0124_1.jpg,124,1,Arabic,0,fit
0124_2.jpg,124,2,Arabic,1,fit
0124_3.jpg,124,3,English,0,fit
0124_4.jpg,124,4,English,1,fit
0125_1.jpg,125,1,Arabic,0,fit
0125_2.jpg,125,2,Arabic,1,fit
0125_3.jpg,125,3,English,0,fit
0125_4.jpg,125,4,English,1,fit
0127_1.jpg,127,1,Arabic,0,fit
0127_2.jpg,127,2,Arabic,1,fit
0127_3.jpg,127,3,English,0,fit
0127_4.jpg,127,4,English,1,fit
0130_1.jpg,130,1,Arabic,0,selection
0130_2.jpg,130,2,Arabic,1,selection
0130_3.jpg,130,3,English,0,selection
0130_4.jpg,130,4,English,1,selection
0132_1.jpg,132,1,Arabic,0,selection
0132_2.jpg,132,2,Arabic,1,selection
0132_3.jpg,132,3,English,0,selection
0132_4.jpg,132,4,English,1,selection
0133_1.jpg,133,1,Arabic,0,fit
0133_2.jpg,133,2,Arabic,1,fit
0133_3.jpg,133,3,English,0,fit
0133_4.jpg,133,4,English,1,fit
0134_1.jpg,134,1,Arabic,0,fit
0134_2.jpg,134,2,Arabic,1,fit
0134_3.jpg,134,3,English,0,fit
0134_4.jpg,134,4,English,1,fit
0135_1.jpg,135,1,Arabic,0,fit
0135_2.jpg,135,2,Arabic,1,fit
0135_3.jpg,135,3,English,0,fit
0135_4.jpg,135,4,English,1,fit
0138_1.jpg,138,1,Arabic,0,fit
0138_2.jpg,138,2,Arabic,1,fit
0138_3.jpg,138,3,English,0,fit
0138_4.jpg,138,4,English,1,fit
0140_1.jpg,140,1,Arabic,0,fit
0140_2.jpg,140,2,Arabic,1,fit
0140_3.jpg,140,3,English,0,fit
0140_4.jpg,140,4,English,1,fit
0142_1.jpg,142,1,Arabic,0,fit
0142_2.jpg,142,2,Arabic,1,fit
0142_3.jpg,142,3,English,0,fit
0142_4.jpg,142,4,English,1,fit
0146_1.jpg,146,1,Arabic,0,fit
0146_2.jpg,146,2,Arabic,1,fit
0146_3.jpg,146,3,English,0,fit
0146_4.jpg,146,4,English,1,fit
0147_1.jpg,147,1,Arabic,0,fit
0147_2.jpg,147,2,Arabic,1,fit
0147_3.jpg,147,3,English,0,fit
0147_4.jpg,147,4,English,1,fit
0148_1.jpg,148,1,Arabic,0,selection
0148_2.jpg,148,2,Arabic,1,selection
0148_3.jpg,148,3,English,0,selection
0148_4.jpg,148,4,English,1,selection
0152_1.jpg,152,1,Arabic,0,fit
0152_2.jpg,152,2,Arabic,1,fit
0152_3.jpg,152,3,English,0,fit
0152_4.jpg,152,4,English,1,fit
0153_1.jpg,153,1,Arabic,0,fit
0153_2.jpg,153,2,Arabic,1,fit
0153_3.jpg,153,3,English,0,fit
0153_4.jpg,153,4,English,1,fit
0154_1.jpg,154,1,Arabic,0,selection
0154_2.jpg,154,2,Arabic,1,selection
0154_3.jpg,154,3,English,0,selection
0154_4.jpg,154,4,English,1,selection
0155_1.jpg,155,1,Arabic,0,fit
0155_2.jpg,155,2,Arabic,1,fit
0155_3.jpg,155,3,English,0,fit
0155_4.jpg,155,4,English,1,fit
0156_1.jpg,156,1,Arabic,0,fit
0156_2.jpg,156,2,Arabic,1,fit
0156_3.jpg,156,3,English,0,fit
0156_4.jpg,156,4,English,1,fit
0157_1.jpg,157,1,Arabic,0,fit
0157_2.jpg,157,2,Arabic,1,fit
0157_3.jpg,157,3,English,0,fit
0157_4.jpg,157,4,English,1,fit
0158_1.jpg,158,1,Arabic,0,fit
0158_2.jpg,158,2,Arabic,1,fit
0158_3.jpg,158,3,English,0,fit
0158_4.jpg,158,4,English,1,fit
0159_1.jpg,159,1,Arabic,0,fit
0159_2.jpg,159,2,Arabic,1,fit
0159_3.jpg,159,3,English,0,fit
0159_4.jpg,159,4,English,1,fit
0161_1.jpg,161,1,Arabic,0,selection
0161_2.jpg,161,2,Arabic,1,selection
0161_3.jpg,161,3,English,0,selection
0161_4.jpg,161,4,English,1,selection
0162_1.jpg,162,1,Arabic,0,fit
0162_2.jpg,162,2,Arabic,1,fit
0162_3.jpg,162,3,English,0,fit
0162_4.jpg,162,4,English,1,fit
0163_1.jpg,163,1,Arabic,0,fit
0163_2.jpg,163,2,Arabic,1,fit
0163_3.jpg,163,3,English,0,fit
0163_4.jpg,163,4,English,1,fit
0164_1.jpg,164,1,Arabic,0,fit
0164_2.jpg,164,2,Arabic,1,fit
0164_3.jpg,164,3,English,0,fit
0164_4.jpg,164,4,English,1,fit
0167_1.jpg,167,1,Arabic,0,fit
0167_2.jpg,167,2,Arabic,1,fit
0167_3.jpg,167,3,English,0,fit
0167_4.jpg,167,4,English,1,fit
0168_1.jpg,168,1,Arabic,0,fit
0168_2.jpg,168,2,Arabic,1,fit
0168_3.jpg,168,3,English,0,fit
0168_4.jpg,168,4,English,1,fit
0169_1.jpg,169,1,Arabic,0,fit
0169_2.jpg,169,2,Arabic,1,fit
0169_3.jpg,169,3,English,0,fit
0169_4.jpg,169,4,English,1,fit
0171_1.jpg,171,1,Arabic,0,fit
0171_2.jpg,171,2,Arabic,1,fit
0171_3.jpg,171,3,English,0,fit
0171_4.jpg,171,4,English,1,fit
0172_1.jpg,172,1,Arabic,0,fit
0172_2.jpg,172,2,Arabic,1,fit
0172_3.jpg,172,3,English,0,fit
0172_4.jpg,172,4,English,1,fit
0178_1.jpg,178,1,Arabic,0,fit
0178_2.jpg,178,2,Arabic,1,fit
0178_3.jpg,178,3,English,0,fit
0178_4.jpg,178,4,English,1,fit
0179_1.jpg,179,1,Arabic,0,fit
0179_2.jpg,179,2,Arabic,1,fit
0179_3.jpg,179,3,English,0,fit
0179_4.jpg,179,4,English,1,fit
0180_1.jpg,180,1,Arabic,0,fit
0180_2.jpg,180,2,Arabic,1,fit
0180_3.jpg,180,3,English,0,fit
0180_4.jpg,180,4,English,1,fit
0181_1.jpg,181,1,Arabic,0,fit
0181_2.jpg,181,2,Arabic,1,fit
0181_3.jpg,181,3,English,0,fit
0181_4.jpg,181,4,English,1,fit
0183_1.jpg,183,1,Arabic,0,fit
0183_2.jpg,183,2,Arabic,1,fit
0183_3.jpg,183,3,English,0,fit
0183_4.jpg,183,4,English,1,fit
0185_1.jpg,185,1,Arabic,0,fit
0185_2.jpg,185,2,Arabic,1,fit
0185_3.jpg,185,3,English,0,fit
0185_4.jpg,185,4,English,1,fit
0188_1.jpg,188,1,Arabic,0,fit
0188_2.jpg,188,2,Arabic,1,fit
0188_3.jpg,188,3,English,0,fit
0188_4.jpg,188,4,English,1,fit
0189_1.jpg,189,1,Arabic,0,fit
0189_2.jpg,189,2,Arabic,1,fit
0189_3.jpg,189,3,English,0,fit
0189_4.jpg,189,4,English,1,fit
0191_1.jpg,191,1,Arabic,0,fit
0191_2.jpg,191,2,Arabic,1,fit
0191_3.jpg,191,3,English,0,fit
0191_4.jpg,191,4,English,1,fit
0192_1.jpg,192,1,Arabic,0,fit
0192_2.jpg,192,2,Arabic,1,fit
0192_3.jpg,192,3,English,0,fit
0192_4.jpg,192,4,English,1,fit
0196_1.jpg,196,1,Arabic,0,fit
0196_2.jpg,196,2,Arabic,1,fit
0196_3.jpg,196,3,English,0,fit
0196_4.jpg,196,4,English,1,fit
0197_1.jpg,197,1,Arabic,0,fit
0197_2.jpg,197,2,Arabic,1,fit
0197_3.jpg,197,3,English,0,fit
0197_4.jpg,197,4,English,1,fit
0198_1.jpg,198,1,Arabic,0,fit
0198_2.jpg,198,2,Arabic,1,fit
0198_3.jpg,198,3,English,0,fit
0198_4.jpg,198,4,English,1,fit
0199_1.jpg,199,1,Arabic,0,fit
0199_2.jpg,199,2,Arabic,1,fit
0199_3.jpg,199,3,English,0,fit
0199_4.jpg,199,4,English,1,fit
0200_1.jpg,200,1,Arabic,0,selection
0200_2.jpg,200,2,Arabic,1,selection
0200_3.jpg,200,3,English,0,selection
0200_4.jpg,200,4,English,1,selection
0201_1.jpg,201,1,Arabic,0,fit
0201_2.jpg,201,2,Arabic,1,fit
0201_3.jpg,201,3,English,0,fit
0201_4.jpg,201,4,English,1,fit
0203_1.jpg,203,1,Arabic,0,fit
0203_2.jpg,203,2,Arabic,1,fit
0203_3.jpg,203,3,English,0,fit
0203_4.jpg,203,4,English,1,fit
0204_1.jpg,204,1,Arabic,0,selection
0204_2.jpg,204,2,Arabic,1,selection
0204_3.jpg,204,3,English,0,selection
0204_4.jpg,204,4,English,1,selection
0206_1.jpg,206,1,Arabic,0,fit
0206_2.jpg,206,2,Arabic,1,fit
0206_3.jpg,206,3,English,0,fit
0206_4.jpg,206,4,English,1,fit
0207_1.jpg,207,1,Arabic,0,fit
0207_2.jpg,207,2,Arabic,1,fit
0207_3.jpg,207,3,English,0,fit
0207_4.jpg,207,4,English,1,fit
0208_1.jpg,208,1,Arabic,0,fit
0208_2.jpg,208,2,Arabic,1,fit
0208_3.jpg,208,3,English,0,fit
0208_4.jpg,208,4,English,1,fit
0209_1.jpg,209,1,Arabic,0,fit
0209_2.jpg,209,2,Arabic,1,fit
0209_3.jpg,209,3,English,0,fit
0209_4.jpg,209,4,English,1,fit
0211_1.jpg,211,1,Arabic,0,fit
0211_2.jpg,211,2,Arabic,1,fit
0211_3.jpg,211,3,English,0,fit
0211_4.jpg,211,4,English,1,fit
0212_1.jpg,212,1,Arabic,0,fit
0212_2.jpg,212,2,Arabic,1,fit
0212_3.jpg,212,3,English,0,fit
0212_4.jpg,212,4,English,1,fit
0213_1.jpg,213,1,Arabic,0,fit
0213_2.jpg,213,2,Arabic,1,fit
0213_3.jpg,213,3,English,0,fit
0213_4.jpg,213,4,English,1,fit
0214_1.jpg,214,1,Arabic,0,fit
0214_2.jpg,214,2,Arabic,1,fit
0214_3.jpg,214,3,English,0,fit
0214_4.jpg,214,4,English,1,fit
0216_1.jpg,216,1,Arabic,0,selection
0216_2.jpg,216,2,Arabic,1,selection
0216_3.jpg,216,3,English,0,selection
0216_4.jpg,216,4,English,1,selection
0219_1.jpg,219,1,Arabic,0,selection
0219_2.jpg,219,2,Arabic,1,selection
0219_3.jpg,219,3,English,0,selection
0219_4.jpg,219,4,English,1,selection
0220_1.jpg,220,1,Arabic,0,fit
0220_2.jpg,220,2,Arabic,1,fit
0220_3.jpg,220,3,English,0,fit
0220_4.jpg,220,4,English,1,fit
0221_1.jpg,221,1,Arabic,0,fit
0221_2.jpg,221,2,Arabic,1,fit
0221_3.jpg,221,3,English,0,fit
0221_4.jpg,221,4,English,1,fit
0223_1.jpg,223,1,Arabic,0,fit
0223_2.jpg,223,2,Arabic,1,fit
0223_3.jpg,223,3,English,0,fit
0223_4.jpg,223,4,English,1,fit
0224_1.jpg,224,1,Arabic,0,selection
0224_2.jpg,224,2,Arabic,1,selection
0224_3.jpg,224,3,English,0,selection
0224_4.jpg,224,4,English,1,selection
0225_1.jpg,225,1,Arabic,0,fit
0225_2.jpg,225,2,Arabic,1,fit
0225_3.jpg,225,3,English,0,fit
0225_4.jpg,225,4,English,1,fit
0226_1.jpg,226,1,Arabic,0,fit
0226_2.jpg,226,2,Arabic,1,fit
0226_3.jpg,226,3,English,0,fit
0226_4.jpg,226,4,English,1,fit
0227_1.jpg,227,1,Arabic,0,fit
0227_2.jpg,227,2,Arabic,1,fit
0227_3.jpg,227,3,English,0,fit
0227_4.jpg,227,4,English,1,fit
0228_1.jpg,228,1,Arabic,0,fit
0228_2.jpg,228,2,Arabic,1,fit
0228_3.jpg,228,3,English,0,fit
0228_4.jpg,228,4,English,1,fit
0229_1.jpg,229,1,Arabic,0,fit
0229_2.jpg,229,2,Arabic,1,fit
0229_3.jpg,229,3,English,0,fit
0229_4.jpg,229,4,English,1,fit
0231_1.jpg,231,1,Arabic,0,fit
0231_2.jpg,231,2,Arabic,1,fit
0231_3.jpg,231,3,English,0,fit
0231_4.jpg,231,4,English,1,fit
0232_1.jpg,232,1,Arabic,0,fit
0232_2.jpg,232,2,Arabic,1,fit
0232_3.jpg,232,3,English,0,fit
0232_4.jpg,232,4,English,1,fit
0234_1.jpg,234,1,Arabic,0,fit
0234_2.jpg,234,2,Arabic,1,fit
0234_3.jpg,234,3,English,0,fit
0234_4.jpg,234,4,English,1,fit
0235_1.jpg,235,1,Arabic,0,fit
0235_2.jpg,235,2,Arabic,1,fit
0235_3.jpg,235,3,English,0,fit
0235_4.jpg,235,4,English,1,fit
0237_1.jpg,237,1,Arabic,0,selection
0237_2.jpg,237,2,Arabic,1,selection
0237_3.jpg,237,3,English,0,selection
0237_4.jpg,237,4,English,1,selection
0239_1.jpg,239,1,Arabic,0,selection
0239_2.jpg,239,2,Arabic,1,selection
0239_3.jpg,239,3,English,0,selection
0239_4.jpg,239,4,English,1,selection
0240_1.jpg,240,1,Arabic,0,fit
0240_2.jpg,240,2,Arabic,1,fit
0240_3.jpg,240,3,English,0,fit
0240_4.jpg,240,4,English,1,fit
0241_1.jpg,241,1,Arabic,0,fit
0241_2.jpg,241,2,Arabic,1,fit
0241_3.jpg,241,3,English,0,fit
0241_4.jpg,241,4,English,1,fit
0242_1.jpg,242,1,Arabic,0,fit
0242_2.jpg,242,2,Arabic,1,fit
0242_3.jpg,242,3,English,0,fit
0242_4.jpg,242,4,English,1,fit
0243_1.jpg,243,1,Arabic,0,fit
0243_2.jpg,243,2,Arabic,1,fit
0243_3.jpg,243,3,English,0,fit
0243_4.jpg,243,4,English,1,fit
0244_1.jpg,244,1,Arabic,0,fit
0244_2.jpg,244,2,Arabic,1,fit
0244_3.jpg,244,3,English,0,fit
0244_4.jpg,244,4,English,1,fit
0245_1.jpg,245,1,Arabic,0,fit
0245_2.jpg,245,2,Arabic,1,fit
0245_3.jpg,245,3,English,0,fit
0245_4.jpg,245,4,English,1,fit
0246_1.jpg,246,1,Arabic,0,fit
0246_2.jpg,246,2,Arabic,1,fit
0246_3.jpg,246,3,English,0,fit
0246_4.jpg,246,4,English,1,fit
0247_1.jpg,247,1,Arabic,0,fit
0247_2.jpg,247,2,Arabic,1,fit
0247_3.jpg,247,3,English,0,fit
0247_4.jpg,247,4,English,1,fit
0248_1.jpg,248,1,Arabic,0,selection
0248_2.jpg,248,2,Arabic,1,selection
0248_3.jpg,248,3,English,0,selection
0248_4.jpg,248,4,English,1,selection
0249_1.jpg,249,1,Arabic,0,fit
0249_2.jpg,249,2,Arabic,1,fit
0249_3.jpg,249,3,English,0,fit
0249_4.jpg,249,4,English,1,fit
0250_1.jpg,250,1,Arabic,0,fit
0250_2.jpg,250,2,Arabic,1,fit
0250_3.jpg,250,3,English,0,fit
0250_4.jpg,250,4,English,1,fit
0251_1.jpg,251,1,Arabic,0,fit
0251_2.jpg,251,2,Arabic,1,fit
0251_3.jpg,251,3,English,0,fit
0251_4.jpg,251,4,English,1,fit
0252_1.jpg,252,1,Arabic,0,fit
