epoch,batch,slot,writer,batch_size
3,8,8,6,8
3,9,1,59,8
3,9,2,208,8
3,9,3,220,8
3,9,4,90,8
3,9,5,47,8
3,9,6,203,8
3,9,7,249,8
3,9,8,157,8
3,10,1,125,8
3,10,2,185,8
3,10,3,250,8
3,10,4,118,8
3,10,5,169,8
3,10,6,127,8
3,10,7,138,8
3,10,8,148,8
3,11,1,65,8
3,11,2,62,8
3,11,3,146,8
3,11,4,26,8
3,11,5,240,8
3,11,6,199,8
3,11,7,3,8
3,11,8,158,8
3,12,1,122,8
3,12,2,103,8
3,12,3,20,8
3,12,4,209,8
3,12,5,46,8
3,12,6,251,8
3,12,7,7,8
3,12,8,234,8
3,13,1,55,8
3,13,2,31,8
3,13,3,153,8
3,13,4,198,8
3,13,5,197,8
3,13,6,261,8
3,13,7,42,8
3,13,8,241,8
3,14,1,265,8
3,14,2,237,8
3,14,3,248,8
3,14,4,132,8
3,14,5,276,8
3,14,6,135,8
3,14,7,106,8
3,14,8,142,8
3,15,1,110,8
3,15,2,216,8
3,15,3,235,8
3,15,4,171,8
3,15,5,192,8
3,15,6,109,8
3,15,7,21,8
3,15,8,229,8
3,16,1,96,8
3,16,2,213,8
3,16,3,89,8
3,16,4,183,8
3,16,5,178,8
3,16,6,214,8
3,16,7,124,8
3,16,8,211,8
3,17,1,93,8
3,17,2,161,8
3,17,3,105,8
3,17,4,264,8
3,17,5,181,8
3,17,6,155,8
3,17,7,242,8
3,17,8,172,8
3,18,1,263,8
3,18,2,130,8
3,18,3,191,8
3,18,4,71,8
3,18,5,159,8
3,18,6,279,8
3,18,7,244,8
3,18,8,40,8
3,19,1,271,8
3,19,2,107,8
3,19,3,243,8
3,19,4,67,8
3,19,5,104,8
3,19,6,116,8
3,19,7,91,8
3,19,8,179,8
3,20,1,228,8
3,20,2,247,8
3,20,3,273,8
3,20,4,134,8
3,20,5,66,8
3,20,6,281,8
3,20,7,156,8
3,20,8,61,8
3,21,1,207,8
3,21,2,206,8
3,21,3,239,8
3,21,4,12,8
3,21,5,22,8
3,21,6,226,8
3,21,7,267,8
3,21,8,30,8
3,22,1,164,8
3,22,2,180,8
3,22,3,38,8
3,22,4,168,8
3,22,5,86,8
3,22,6,163,8
3,22,7,201,8
3,22,8,94,8
3,23,1,232,5
3,23,2,81,5
3,23,3,274,5
3,23,4,77,5
3,23,5,167,5
4,1,1,118,8
4,1,2,29,8
4,1,3,2,8
4,1,4,281,8
4,1,5,90,8
4,1,6,221,8
4,1,7,91,8
4,1,8,133,8
4,2,1,164,8
4,2,2,55,8
4,2,3,188,8
4,2,4,192,8
4,2,5,35,8
4,2,6,61,8
4,2,7,83,8
4,2,8,227,8
4,3,1,96,8
4,3,2,231,8
4,3,3,250,8
4,3,4,106,8
4,3,5,212,8
4,3,6,171,8
4,3,7,152,8
4,3,8,261,8
4,4,1,203,8
4,4,2,7,8
4,4,3,183,8
4,4,4,191,8
4,4,5,105,8
4,4,6,134,8
4,4,7,272,8
4,4,8,93,8
4,5,1,247,8
4,5,2,241,8
4,5,3,225,8
4,5,4,157,8
4,5,5,56,8
4,5,6,65,8
4,5,7,235,8
4,5,8,49,8
4,6,1,3,8
4,6,2,178,8
4,6,3,260,8
4,6,4,97,8
4,6,5,75,8
4,6,6,119,8
4,6,7,147,8
4,6,8,198,8
4,7,1,70,8
4,7,2,196,8
4,7,3,74,8
4,7,4,6,8
4,7,5,107,8
4,7,6,161,8
4,7,7,122,8
4,7,8,220,8
4,8,1,89,8
4,8,2,226,8
4,8,3,86,8
4,8,4,79,8
4,8,5,211,8
4,8,6,38,8
4,8,7,163,8
4,8,8,248,8
4,9,1,1,8
4,9,2,276,8
4,9,3,232,8
4,9,4,62,8
4,9,5,25,8
4,9,6,185,8
4,9,7,156,8
4,9,8,167,8
4,10,1,138,8
4,10,2,234,8
4,10,3,15,8
4,10,4,201,8
4,10,5,267,8
4,10,6,213,8
4,10,7,263,8
4,10,8,31,8
4,11,1,200,8
4,11,2,148,8
4,11,3,92,8
4,11,4,87,8
4,11,5,255,8
4,11,6,77,8
4,11,7,154,8
4,11,8,100,8
4,12,1,103,8
4,12,2,224,8
4,12,3,132,8
4,12,4,242,8
4,12,5,12,8
4,12,6,125,8
4,12,7,206,8
4,12,8,252,8
4,13,1,243,8
4,13,2,40,8
4,13,3,158,8
4,13,4,214,8
4,13,5,180,8
4,13,6,168,8
4,13,7,27,8
4,13,8,76,8
4,14,1,39,8
4,14,2,47,8
4,14,3,110,8
4,14,4,266,8
4,14,5,46,8
4,14,6,101,8
4,14,7,223,8
4,14,8,19,8
4,15,1,228,8
4,15,2,98,8
4,15,3,274,8
4,15,4,216,8
4,15,5,130,8
4,15,6,271,8
4,15,7,240,8
4,15,8,245,8
4,16,1,219,8
4,16,2,43,8
4,16,3,81,8
4,16,4,204,8
4,16,5,244,8
4,16,6,22,8
4,16,7,104,8
4,16,8,146,8
4,17,1,181,8
4,17,2,282,8
4,17,3,26,8
4,17,4,135,8
4,17,5,189,8
4,17,6,109,8
4,17,7,239,8
4,17,8,30,8
4,18,1,153,8
4,18,2,123,8
4,18,3,169,8
4,18,4,85,8
4,18,5,124,8
4,18,6,262,8
4,18,7,229,8
4,18,8,199,8
4,19,1,8,8
4,19,2,208,8
4,19,3,67,8
4,19,4,273,8
4,19,5,20,8
4,19,6,57,8
4,19,7,127,8
4,19,8,159,8
4,20,1,94,8
4,20,2,279,8
4,20,3,60,8
4,20,4,246,8
4,20,5,209,8
4,20,6,114,8
4,20,7,264,8
4,20,8,197,8
4,21,1,116,8
4,21,2,237,8
4,21,3,179,8
4,21,4,18,8
4,21,5,251,8
4,21,6,71,8
4,21,7,155,8
4,21,8,66,8
4,22,1,207,8
4,22,2,256,8
4,22,3,140,8
4,22,4,249,8
4,22,5,11,8
4,22,6,21,8
4,22,7,172,8
4,22,8,78,8
4,23,1,42,5
4,23,2,265,5
4,23,3,162,5
4,23,4,142,5
4,23,5,59,5
5,1,1,251,8
5,1,2,204,8
5,1,3,19,8
5,1,4,274,8
5,1,5,47,8
5,1,6,198,8
5,1,7,261,8
5,1,8,55,8
5,2,1,260,8
5,2,2,183,8
5,2,3,77,8
5,2,4,171,8
5,2,5,272,8
5,2,6,132,8
5,2,7,15,8
5,2,8,223,8
5,3,1,246,8
5,3,2,79,8
5,3,3,133,8
5,3,4,235,8
5,3,5,157,8
5,3,6,26,8
5,3,7,231,8
5,3,8,116,8
5,4,1,153,8
5,4,2,164,8
5,4,3,123,8
5,4,4,147,8
5,4,5,225,8
5,4,6,232,8
5,4,7,81,8
5,4,8,196,8
5,5,1,279,8
5,5,2,110,8
5,5,3,250,8
5,5,4,154,8
5,5,5,70,8
5,5,6,191,8
5,5,7,92,8
5,5,8,200,8
5,6,1,75,8
5,6,2,148,8
5,6,3,87,8
5,6,4,12,8
5,6,5,178,8
5,6,6,276,8
5,6,7,76,8
5,6,8,39,8
5,7,1,207,8
5,7,2,267,8
5,7,3,7,8
5,7,4,213,8
5,7,5,101,8
5,7,6,8,8
5,7,7,214,8
5,7,8,22,8
5,8,1,60,8
5,8,2,118,8
5,8,3,127,8
5,8,4,90,8
5,8,5,179,8
5,8,6,181,8
5,8,7,188,8
5,8,8,49,8
5,9,1,189,8
5,9,2,107,8
5,9,3,35,8
5,9,4,85,8
5,9,5,98,8
5,9,6,27,8
5,9,7,206,8
5,9,8,255,8
5,10,1,262,8
5,10,2,266,8
5,10,3,256,8
5,10,4,211,8
5,10,5,159,8
5,10,6,243,8
5,10,7,161,8
5,10,8,208,8
5,11,1,242,8
5,11,2,106,8
5,11,3,281,8
5,11,4,221,8
5,11,5,226,8
5,11,6,134,8
5,11,7,46,8
5,11,8,67,8
5,12,1,155,8
5,12,2,216,8
5,12,3,114,8
5,12,4,248,8
5,12,5,56,8
5,12,6,201,8
5,12,7,163,8
5,12,8,89,8
5,13,1,93,8
5,13,2,185,8
5,13,3,31,8
5,13,4,265,8
5,13,5,168,8
5,13,6,172,8
5,13,7,273,8
5,13,8,212,8
5,14,1,74,8
5,14,2,234,8
5,14,3,263,8
5,14,4,65,8
5,14,5,240,8
5,14,6,6,8
5,14,7,109,8
5,14,8,282,8
5,15,1,245,8
5,15,2,11,8
5,15,3,105,8
5,15,4,158,8
5,15,5,21,8
5,15,6,264,8
5,15,7,122,8
5,15,8,66,8
5,16,1,237,8
5,16,2,42,8
5,16,3,220,8
5,16,4,25,8
5,16,5,104,8
5,16,6,59,8
5,16,7,271,8
5,16,8,91,8
5,17,1,219,8
5,17,2,20,8
5,17,3,229,8
5,17,4,18,8
5,17,5,180,8
5,17,6,142,8
5,17,7,249,8
5,17,8,30,8
5,18,1,2,8
5,18,2,100,8
5,18,3,244,8
5,18,4,167,8
5,18,5,38,8
5,18,6,130,8
5,18,7,209,8
5,18,8,125,8
5,19,1,228,8
5,19,2,224,8
5,19,3,247,8
5,19,4,3,8
5,19,5,135,8
5,19,6,152,8
5,19,7,156,8
5,19,8,97,8
5,20,1,43,8
5,20,2,146,8
5,20,3,192,8
5,20,4,29,8
5,20,5,138,8
5,20,6,252,8
5,20,7,239,8
5,20,8,199,8
5,21,1,119,8
5,21,2,86,8
5,21,3,197,8
5,21,4,103,8
5,21,5,241,8
5,21,6,83,8
5,21,7,62,8
5,21,8,78,8
5,22,1,71,8
5,22,2,227,8
5,22,3,57,8
5,22,4,61,8
5,22,5,162,8
5,22,6,140,8
5,22,7,169,8
5,22,8,94,8
5,23,1,124,5
5,23,2,40,5
5,23,3,203,5
5,23,4,1,5
5,23,5,96,5
6,1,1,18,8
6,1,2,57,8
6,1,3,272,8
6,1,4,198,8
6,1,5,282,8
6,1,6,93,8
6,1,7,243,8
6,1,8,276,8
6,2,1,124,8
6,2,2,30,8
6,2,3,227,8
6,2,4,110,8
6,2,5,75,8
6,2,6,231,8
6,2,7,104,8
6,2,8,76,8
6,3,1,179,8
6,3,2,223,8
6,3,3,109,8
6,3,4,161,8
6,3,5,228,8
6,3,6,31,8
6,3,7,62,8
6,3,8,189,8
6,4,1,85,8
6,4,2,61,8
6,4,3,153,8
6,4,4,199,8
6,4,5,56,8
6,4,6,197,8
6,4,7,167,8
6,4,8,35,8
6,5,1,74,8
6,5,2,114,8
6,5,3,255,8
6,5,4,132,8
6,5,5,196,8
6,5,6,248,8
6,5,7,70,8
6,5,8,11,8
6,6,1,251,8
6,6,2,163,8
6,6,3,169,8
6,6,4,47,8
6,6,5,134,8
6,6,6,6,8
6,6,7,159,8
6,6,8,12,8
6,7,1,256,8
6,7,2,208,8
6,7,3,20,8
6,7,4,138,8
6,7,5,118,8
6,7,6,43,8
6,7,7,40,8
6,7,8,158,8
6,8,1,2,8
6,8,2,239,8
6,8,3,7,8
6,8,4,201,8
6,8,5,164,8
6,8,6,235,8
6,8,7,83,8
6,8,8,219,8
6,9,1,49,8
6,9,2,214,8
6,9,3,3,8
6,9,4,91,8
6,9,5,212,8
6,9,6,119,8
6,9,7,103,8
6,9,8,22,8
6,10,1,130,8
6,10,2,29,8
6,10,3,39,8
6,10,4,97,8
6,10,5,67,8
6,10,6,172,8
6,10,7,8,8
6,10,8,249,8
6,11,1,77,8
6,11,2,98,8
6,11,3,267,8
6,11,4,204,8
6,11,5,237,8
6,11,6,281,8
6,11,7,21,8
6,11,8,211,8
6,12,1,140,8
6,12,2,90,8
6,12,3,224,8
6,12,4,209,8
6,12,5,71,8
6,12,6,260,8
6,12,7,105,8
6,12,8,1,8
6,13,1,207,8
6,13,2,86,8
6,13,3,271,8
6,13,4,142,8
6,13,5,216,8
6,13,6,171,8
6,13,7,168,8
6,13,8,25,8
6,14,1,178,8
6,14,2,107,8
6,14,3,279,8
6,14,4,181,8
6,14,5,206,8
6,14,6,146,8
6,14,7,241,8
6,14,8,81,8
6,15,1,79,8
6,15,2,94,8
6,15,3,155,8
6,15,4,55,8
6,15,5,220,8
6,15,6,135,8
6,15,7,87,8
6,15,8,265,8
6,16,1,38,8
6,16,2,42,8
6,16,3,147,8
6,16,4,125,8
6,16,5,46,8
6,16,6,192,8
6,16,7,92,8
6,16,8,162,8
6,17,1,226,8
6,17,2,60,8
6,17,3,154,8
6,17,4,116,8
6,17,5,127,8
6,17,6,78,8
6,17,7,106,8
6,17,8,65,8
6,18,1,274,8
6,18,2,89,8
6,18,3,191,8
6,18,4,19,8
6,18,5,123,8
6,18,6,66,8
6,18,7,96,8
6,18,8,262,8
6,19,1,266,8
6,19,2,59,8
6,19,3,232,8
6,19,4,156,8
6,19,5,263,8
6,19,6,247,8
6,19,7,200,8
6,19,8,203,8
6,20,1,242,8
6,20,2,229,8
6,20,3,26,8
6,20,4,213,8
6,20,5,225,8
6,20,6,273,8
6,20,7,245,8
6,20,8,183,8
6,21,1,261,8
6,21,2,101,8
6,21,3,240,8
6,21,4,244,8
6,21,5,188,8
6,21,6,100,8
6,21,7,152,8
6,21,8,27,8
6,22,1,264,8
6,22,2,15,8
6,22,3,221,8
6,22,4,234,8
6,22,5,157,8
6,22,6,185,8
6,22,7,180,8
6,22,8,250,8
6,23,1,148,5
6,23,2,252,5
6,23,3,133,5
6,23,4,122,5
6,23,5,246,5
7,1,1,281,8
7,1,2,276,8
7,1,3,11,8
7,1,4,183,8
7,1,5,91,8
7,1,6,107,8
7,1,7,60,8
7,1,8,110,8
7,2,1,216,8
7,2,2,65,8
7,2,3,67,8
7,2,4,201,8
7,2,5,12,8
7,2,6,83,8
7,2,7,228,8
7,2,8,147,8
7,3,1,130,8
7,3,2,247,8
7,3,3,224,8
7,3,4,77,8
7,3,5,232,8
7,3,6,46,8
7,3,7,47,8
7,3,8,262,8
7,4,1,57,8
7,4,2,89,8
7,4,3,169,8
7,4,4,243,8
7,4,5,2,8
7,4,6,251,8
7,4,7,85,8
7,4,8,106,8
7,5,1,185,8
7,5,2,125,8
7,5,3,27,8
7,5,4,90,8
7,5,5,206,8
7,5,6,245,8
7,5,7,255,8
7,5,8,178,8
7,6,1,265,8
7,6,2,135,8
7,6,3,189,8
7,6,4,164,8
7,6,5,22,8
7,6,6,204,8
7,6,7,3,8
7,6,8,94,8
7,7,1,267,8
7,7,2,154,8
7,7,3,244,8
7,7,4,246,8
7,7,5,214,8
7,7,6,264,8
7,7,7,20,8
7,7,8,142,8
7,8,1,192,8
7,8,2,272,8
7,8,3,31,8
7,8,4,241,8
7,8,5,87,8
7,8,6,134,8
7,8,7,156,8
7,8,8,123,8
7,9,1,76,8
7,9,2,263,8
7,9,3,70,8
7,9,4,140,8
7,9,5,132,8
7,9,6,26,8
7,9,7,163,8
7,9,8,98,8
7,10,1,235,8
7,10,2,8,8
7,10,3,86,8
7,10,4,7,8
7,10,5,35,8
7,10,6,1,8
7,10,7,260,8
7,10,8,81,8
7,11,1,42,8
7,11,2,109,8
7,11,3,29,8
7,11,4,274,8
7,11,5,122,8
7,11,6,30,8
7,11,7,196,8
7,11,8,100,8
7,12,1,79,8
7,12,2,227,8
7,12,3,172,8
7,12,4,101,8
7,12,5,114,8
7,12,6,119,8
7,12,7,92,8
7,12,8,197,8
7,13,1,157,8
7,13,2,250,8
7,13,3,266,8
7,13,4,38,8
7,13,5,66,8
7,13,6,203,8
7,13,7,78,8
7,13,8,59,8
7,14,1,209,8
7,14,2,49,8
7,14,3,168,8
7,14,4,199,8
7,14,5,104,8
7,14,6,252,8
7,14,7,161,8
7,14,8,279,8
7,15,1,124,8
7,15,2,191,8
7,15,3,220,8
7,15,4,146,8
7,15,5,155,8
7,15,6,21,8
7,15,7,248,8
7,15,8,15,8
7,16,1,240,8
7,16,2,234,8
7,16,3,212,8
7,16,4,167,8
7,16,5,116,8
7,16,6,159,8
7,16,7,6,8
7,16,8,153,8
7,17,1,61,8
7,17,2,118,8
7,17,3,158,8
7,17,4,242,8
7,17,5,39,8
7,17,6,273,8
7,17,7,171,8
7,17,8,261,8
7,18,1,103,8
7,18,2,239,8
7,18,3,18,8
7,18,4,152,8
7,18,5,271,8
7,18,6,207,8
7,18,7,43,8
7,18,8,75,8
7,19,1,71,8
7,19,2,25,8
7,19,3,282,8
7,19,4,256,8
7,19,5,133,8
7,19,6,93,8
7,19,7,40,8
7,19,8,188,8
7,20,1,56,8
7,20,2,105,8
7,20,3,97,8
7,20,4,162,8
7,20,5,229,8
7,20,6,200,8
7,20,7,62,8
7,20,8,127,8
7,21,1,211,8
7,21,2,249,8
7,21,3,138,8
7,21,4,219,8
7,21,5,231,8
7,21,6,19,8
7,21,7,74,8
7,21,8,148,8
7,22,1,198,8
7,22,2,223,8
7,22,3,55,8
7,22,4,96,8
7,22,5,180,8
7,22,6,208,8
7,22,7,181,8
7,22,8,226,8
7,23,1,225,5
7,23,2,221,5
7,23,3,237,5
7,23,4,213,5
7,23,5,179,5
8,1,1,81,8
8,1,2,178,8
8,1,3,83,8
8,1,4,2,8
8,1,5,49,8
8,1,6,85,8
8,1,7,130,8
8,1,8,197,8
8,2,1,30,8
8,2,2,122,8
8,2,3,114,8
8,2,4,39,8
8,2,5,140,8
8,2,6,46,8
8,2,7,183,8
8,2,8,57,8
8,3,1,234,8
8,3,2,29,8
8,3,3,15,8
8,3,4,97,8
8,3,5,248,8
8,3,6,92,8
8,3,7,25,8
8,3,8,252,8
8,4,1,156,8
8,4,2,212,8
8,4,3,79,8
8,4,4,159,8
8,4,5,213,8
8,4,6,229,8
8,4,7,169,8
8,4,8,209,8
8,5,1,7,8
8,5,2,198,8
8,5,3,38,8
8,5,4,78,8
8,5,5,40,8
8,5,6,206,8
8,5,7,240,8
8,5,8,116,8
8,6,1,267,8
8,6,2,123,8
8,6,3,223,8
8,6,4,204,8
8,6,5,107,8
8,6,6,263,8
8,6,7,27,8
8,6,8,242,8
8,7,1,90,8
8,7,2,86,8
8,7,3,282,8
8,7,4,74,8
8,7,5,256,8
8,7,6,118,8
8,7,7,163,8
8,7,8,148,8
8,8,1,192,8
8,8,2,207,8
8,8,3,199,8
8,8,4,60,8
8,8,5,188,8
8,8,6,241,8
8,8,7,180,8
8,8,8,19,8
8,9,1,261,8
8,9,2,251,8
8,9,3,76,8
8,9,4,219,8
8,9,5,260,8
8,9,6,75,8
8,9,7,245,8
8,9,8,164,8
8,10,1,211,8
8,10,2,3,8
8,10,3,221,8
8,10,4,77,8
8,10,5,181,8
8,10,6,157,8
8,10,7,224,8
8,10,8,255,8
8,11,1,91,8
8,11,2,18,8
8,11,3,71,8
8,11,4,119,8
8,11,5,66,8
8,11,6,89,8
8,11,7,191,8
8,11,8,172,8
8,12,1,168,8
8,12,2,227,8
8,12,3,103,8
8,12,4,133,8
8,12,5,142,8
8,12,6,153,8
8,12,7,20,8
8,12,8,106,8
8,13,1,214,8
8,13,2,100,8
8,13,3,8,8
8,13,4,152,8
8,13,5,239,8
8,13,6,65,8
8,13,7,105,8
8,13,8,249,8
8,14,1,196,8
8,14,2,98,8
8,14,3,279,8
8,14,4,200,8
8,14,5,276,8
8,14,6,167,8
8,14,7,162,8
8,14,8,231,8
8,15,1,94,8
8,15,2,35,8
8,15,3,244,8
8,15,4,21,8
8,15,5,171,8
8,15,6,237,8
8,15,7,147,8
8,15,8,61,8
8,16,1,155,8
8,16,2,125,8
8,16,3,247,8
8,16,4,67,8
8,16,5,146,8
8,16,6,161,8
8,16,7,216,8
8,16,8,225,8
8,17,1,62,8
