role,condition,left_writer,right_writer,left_filename,right_filename,label
selection,cross_variable_variable,67,266,0067_1.jpg,0266_3.jpg,0
selection,cross_variable_variable,67,271,0067_1.jpg,0271_3.jpg,0
selection,cross_variable_variable,67,279,0067_1.jpg,0279_3.jpg,0
selection,cross_variable_variable,67,282,0067_1.jpg,0282_3.jpg,0
selection,cross_variable_variable,79,6,0079_1.jpg,0006_3.jpg,0
selection,cross_variable_variable,79,12,0079_1.jpg,0012_3.jpg,0
selection,cross_variable_variable,79,15,0079_1.jpg,0015_3.jpg,0
selection,cross_variable_variable,79,18,0079_1.jpg,0018_3.jpg,0
selection,cross_variable_variable,79,35,0079_1.jpg,0035_3.jpg,0
selection,cross_variable_variable,79,42,0079_1.jpg,0042_3.jpg,0
selection,cross_variable_variable,79,43,0079_1.jpg,0043_3.jpg,0
selection,cross_variable_variable,79,60,0079_1.jpg,0060_3.jpg,0
selection,cross_variable_variable,79,66,0079_1.jpg,0066_3.jpg,0
selection,cross_variable_variable,79,67,0079_1.jpg,0067_3.jpg,0
selection,cross_variable_variable,79,79,0079_1.jpg,0079_3.jpg,1
selection,cross_variable_variable,79,86,0079_1.jpg,0086_3.jpg,0
selection,cross_variable_variable,79,87,0079_1.jpg,0087_3.jpg,0
selection,cross_variable_variable,79,89,0079_1.jpg,0089_3.jpg,0
selection,cross_variable_variable,79,91,0079_1.jpg,0091_3.jpg,0
selection,cross_variable_variable,79,93,0079_1.jpg,0093_3.jpg,0
selection,cross_variable_variable,79,106,0079_1.jpg,0106_3.jpg,0
selection,cross_variable_variable,79,109,0079_1.jpg,0109_3.jpg,0
selection,cross_variable_variable,79,114,0079_1.jpg,0114_3.jpg,0
selection,cross_variable_variable,79,130,0079_1.jpg,0130_3.jpg,0
selection,cross_variable_variable,79,132,0079_1.jpg,0132_3.jpg,0
selection,cross_variable_variable,79,148,0079_1.jpg,0148_3.jpg,0
selection,cross_variable_variable,79,154,0079_1.jpg,0154_3.jpg,0
selection,cross_variable_variable,79,161,0079_1.jpg,0161_3.jpg,0
selection,cross_variable_variable,79,200,0079_1.jpg,0200_3.jpg,0
selection,cross_variable_variable,79,204,0079_1.jpg,0204_3.jpg,0
selection,cross_variable_variable,79,216,0079_1.jpg,0216_3.jpg,0
