filename,writer,page_id,language,same_text,internal_role,teacher_writer,teacher_index
0030_4.jpg,30,4,English,1,fit,30,91
0031_1.jpg,31,1,Arabic,0,fit,31,92
0031_2.jpg,31,2,Arabic,1,fit,31,93
0031_3.jpg,31,3,English,0,fit,31,94
0031_4.jpg,31,4,English,1,fit,31,95
0038_1.jpg,38,1,Arabic,0,fit,38,112
0038_2.jpg,38,2,Arabic,1,fit,38,113
0038_3.jpg,38,3,English,0,fit,38,114
0038_4.jpg,38,4,English,1,fit,38,115
0039_1.jpg,39,1,Arabic,0,fit,39,116
0039_2.jpg,39,2,Arabic,1,fit,39,117
0039_3.jpg,39,3,English,0,fit,39,118
0039_4.jpg,39,4,English,1,fit,39,119
0040_1.jpg,40,1,Arabic,0,fit,40,120
0040_2.jpg,40,2,Arabic,1,fit,40,121
0040_3.jpg,40,3,English,0,fit,40,122
0040_4.jpg,40,4,English,1,fit,40,123
0046_1.jpg,46,1,Arabic,0,fit,46,136
0046_2.jpg,46,2,Arabic,1,fit,46,137
0046_3.jpg,46,3,English,0,fit,46,138
0046_4.jpg,46,4,English,1,fit,46,139
0047_1.jpg,47,1,Arabic,0,fit,47,140
0047_2.jpg,47,2,Arabic,1,fit,47,141
0047_3.jpg,47,3,English,0,fit,47,142
0047_4.jpg,47,4,English,1,fit,47,143
0049_1.jpg,49,1,Arabic,0,fit,49,144
0049_2.jpg,49,2,Arabic,1,fit,49,145
0049_3.jpg,49,3,English,0,fit,49,146
0049_4.jpg,49,4,English,1,fit,49,147
0055_1.jpg,55,1,Arabic,0,fit,55,156
0055_2.jpg,55,2,Arabic,1,fit,55,157
0055_3.jpg,55,3,English,0,fit,55,158
0055_4.jpg,55,4,English,1,fit,55,159
0056_1.jpg,56,1,Arabic,0,fit,56,160
0056_2.jpg,56,2,Arabic,1,fit,56,161
0056_3.jpg,56,3,English,0,fit,56,162
0056_4.jpg,56,4,English,1,fit,56,163
0057_1.jpg,57,1,Arabic,0,fit,57,164
0057_2.jpg,57,2,Arabic,1,fit,57,165
0057_3.jpg,57,3,English,0,fit,57,166
0057_4.jpg,57,4,English,1,fit,57,167
0059_1.jpg,59,1,Arabic,0,fit,59,168
0059_2.jpg,59,2,Arabic,1,fit,59,169
0059_3.jpg,59,3,English,0,fit,59,170
0059_4.jpg,59,4,English,1,fit,59,171
0061_1.jpg,61,1,Arabic,0,fit,61,176
0061_2.jpg,61,2,Arabic,1,fit,61,177
0061_3.jpg,61,3,English,0,fit,61,178
0061_4.jpg,61,4,English,1,fit,61,179
0062_1.jpg,62,1,Arabic,0,fit,62,180
0062_2.jpg,62,2,Arabic,1,fit,62,181
0062_3.jpg,62,3,English,0,fit,62,182
0062_4.jpg,62,4,English,1,fit,62,183
0065_1.jpg,65,1,Arabic,0,fit,65,188
0065_2.jpg,65,2,Arabic,1,fit,65,189
0065_3.jpg,65,3,English,0,fit,65,190
0065_4.jpg,65,4,English,1,fit,65,191
0070_1.jpg,70,1,Arabic,0,fit,70,208
0070_2.jpg,70,2,Arabic,1,fit,70,209
0070_3.jpg,70,3,English,0,fit,70,210
0070_4.jpg,70,4,English,1,fit,70,211
0071_1.jpg,71,1,Arabic,0,fit,71,212
0071_2.jpg,71,2,Arabic,1,fit,71,213
0071_3.jpg,71,3,English,0,fit,71,214
0071_4.jpg,71,4,English,1,fit,71,215
0074_1.jpg,74,1,Arabic,0,fit,74,220
0074_2.jpg,74,2,Arabic,1,fit,74,221
0074_3.jpg,74,3,English,0,fit,74,222
0074_4.jpg,74,4,English,1,fit,74,223
0075_1.jpg,75,1,Arabic,0,fit,75,224
0075_2.jpg,75,2,Arabic,1,fit,75,225
0075_3.jpg,75,3,English,0,fit,75,226
0075_4.jpg,75,4,English,1,fit,75,227
0076_1.jpg,76,1,Arabic,0,fit,76,228
0076_2.jpg,76,2,Arabic,1,fit,76,229
0076_3.jpg,76,3,English,0,fit,76,230
0076_4.jpg,76,4,English,1,fit,76,231
0077_1.jpg,77,1,Arabic,0,fit,77,232
0077_2.jpg,77,2,Arabic,1,fit,77,233
0077_3.jpg,77,3,English,0,fit,77,234
0077_4.jpg,77,4,English,1,fit,77,235
0078_1.jpg,78,1,Arabic,0,fit,78,236
0078_2.jpg,78,2,Arabic,1,fit,78,237
0078_3.jpg,78,3,English,0,fit,78,238
0078_4.jpg,78,4,English,1,fit,78,239
0081_1.jpg,81,1,Arabic,0,fit,81,244
0081_2.jpg,81,2,Arabic,1,fit,81,245
0081_3.jpg,81,3,English,0,fit,81,246
0081_4.jpg,81,4,English,1,fit,81,247
0083_1.jpg,83,1,Arabic,0,fit,83,248
0083_2.jpg,83,2,Arabic,1,fit,83,249
0083_3.jpg,83,3,English,0,fit,83,250
0083_4.jpg,83,4,English,1,fit,83,251
0085_1.jpg,85,1,Arabic,0,fit,85,252
0085_2.jpg,85,2,Arabic,1,fit,85,253
0085_3.jpg,85,3,English,0,fit,85,254
0085_4.jpg,85,4,English,1,fit,85,255
0090_1.jpg,90,1,Arabic,0,fit,90,268
0090_2.jpg,90,2,Arabic,1,fit,90,269
0090_3.jpg,90,3,English,0,fit,90,270
0090_4.jpg,90,4,English,1,fit,90,271
0092_1.jpg,92,1,Arabic,0,fit,92,276
0092_2.jpg,92,2,Arabic,1,fit,92,277
0092_3.jpg,92,3,English,0,fit,92,278
0092_4.jpg,92,4,English,1,fit,92,279
0094_1.jpg,94,1,Arabic,0,fit,94,284
0094_2.jpg,94,2,Arabic,1,fit,94,285
0094_3.jpg,94,3,English,0,fit,94,286
0094_4.jpg,94,4,English,1,fit,94,287
0096_1.jpg,96,1,Arabic,0,fit,96,292
0096_2.jpg,96,2,Arabic,1,fit,96,293
0096_3.jpg,96,3,English,0,fit,96,294
0096_4.jpg,96,4,English,1,fit,96,295
0097_1.jpg,97,1,Arabic,0,fit,97,296
0097_2.jpg,97,2,Arabic,1,fit,97,297
0097_3.jpg,97,3,English,0,fit,97,298
0097_4.jpg,97,4,English,1,fit,97,299
0098_1.jpg,98,1,Arabic,0,fit,98,300
0098_2.jpg,98,2,Arabic,1,fit,98,301
0098_3.jpg,98,3,English,0,fit,98,302
0098_4.jpg,98,4,English,1,fit,98,303
0100_1.jpg,100,1,Arabic,0,fit,100,304
0100_2.jpg,100,2,Arabic,1,fit,100,305
0100_3.jpg,100,3,English,0,fit,100,306
0100_4.jpg,100,4,English,1,fit,100,307
0101_1.jpg,101,1,Arabic,0,fit,101,308
0101_2.jpg,101,2,Arabic,1,fit,101,309
0101_3.jpg,101,3,English,0,fit,101,310
0101_4.jpg,101,4,English,1,fit,101,311
0103_1.jpg,103,1,Arabic,0,fit,103,312
0103_2.jpg,103,2,Arabic,1,fit,103,313
0103_3.jpg,103,3,English,0,fit,103,314
0103_4.jpg,103,4,English,1,fit,103,315
0104_1.jpg,104,1,Arabic,0,fit,104,316
0104_2.jpg,104,2,Arabic,1,fit,104,317
0104_3.jpg,104,3,English,0,fit,104,318
0104_4.jpg,104,4,English,1,fit,104,319
0105_1.jpg,105,1,Arabic,0,fit,105,320
0105_2.jpg,105,2,Arabic,1,fit,105,321
0105_3.jpg,105,3,English,0,fit,105,322
0105_4.jpg,105,4,English,1,fit,105,323
0107_1.jpg,107,1,Arabic,0,fit,107,328
0107_2.jpg,107,2,Arabic,1,fit,107,329
0107_3.jpg,107,3,English,0,fit,107,330
0107_4.jpg,107,4,English,1,fit,107,331
0110_1.jpg,110,1,Arabic,0,fit,110,336
0110_2.jpg,110,2,Arabic,1,fit,110,337
0110_3.jpg,110,3,English,0,fit,110,338
0110_4.jpg,110,4,English,1,fit,110,339
0116_1.jpg,116,1,Arabic,0,fit,116,344
0116_2.jpg,116,2,Arabic,1,fit,116,345
0116_3.jpg,116,3,English,0,fit,116,346
0116_4.jpg,116,4,English,1,fit,116,347
0118_1.jpg,118,1,Arabic,0,fit,118,348
0118_2.jpg,118,2,Arabic,1,fit,118,349
0118_3.jpg,118,3,English,0,fit,118,350
0118_4.jpg,118,4,English,1,fit,118,351
0119_1.jpg,119,1,Arabic,0,fit,119,352
0119_2.jpg,119,2,Arabic,1,fit,119,353
0119_3.jpg,119,3,English,0,fit,119,354
0119_4.jpg,119,4,English,1,fit,119,355
0122_1.jpg,122,1,Arabic,0,fit,122,360
0122_2.jpg,122,2,Arabic,1,fit,122,361
0122_3.jpg,122,3,English,0,fit,122,362
0122_4.jpg,122,4,English,1,fit,122,363
0123_1.jpg,123,1,Arabic,0,fit,123,364
0123_2.jpg,123,2,Arabic,1,fit,123,365
0123_3.jpg,123,3,English,0,fit,123,366
0123_4.jpg,123,4,English,1,fit,123,367
0124_1.jpg,124,1,Arabic,0,fit,124,368
0124_2.jpg,124,2,Arabic,1,fit,124,369
0124_3.jpg,124,3,English,0,fit,124,370
0124_4.jpg,124,4,English,1,fit,124,371
0125_1.jpg,125,1,Arabic,0,fit,125,372
0125_2.jpg,125,2,Arabic,1,fit,125,373
0125_3.jpg,125,3,English,0,fit,125,374
0125_4.jpg,125,4,English,1,fit,125,375
0127_1.jpg,127,1,Arabic,0,fit,127,376
0127_2.jpg,127,2,Arabic,1,fit,127,377
0127_3.jpg,127,3,English,0,fit,127,378
0127_4.jpg,127,4,English,1,fit,127,379
0133_1.jpg,133,1,Arabic,0,fit,133,400
0133_2.jpg,133,2,Arabic,1,fit,133,401
0133_3.jpg,133,3,English,0,fit,133,402
0133_4.jpg,133,4,English,1,fit,133,403
0134_1.jpg,134,1,Arabic,0,fit,134,404
0134_2.jpg,134,2,Arabic,1,fit,134,405
0134_3.jpg,134,3,English,0,fit,134,406
0134_4.jpg,134,4,English,1,fit,134,407
0135_1.jpg,135,1,Arabic,0,fit,135,408
0135_2.jpg,135,2,Arabic,1,fit,135,409
0135_3.jpg,135,3,English,0,fit,135,410
0135_4.jpg,135,4,English,1,fit,135,411
0138_1.jpg,138,1,Arabic,0,fit,138,412
0138_2.jpg,138,2,Arabic,1,fit,138,413
0138_3.jpg,138,3,English,0,fit,138,414
0138_4.jpg,138,4,English,1,fit,138,415
0140_1.jpg,140,1,Arabic,0,fit,140,420
0140_2.jpg,140,2,Arabic,1,fit,140,421
0140_3.jpg,140,3,English,0,fit,140,422
0140_4.jpg,140,4,English,1,fit,140,423
0142_1.jpg,142,1,Arabic,0,fit,142,424
0142_2.jpg,142,2,Arabic,1,fit,142,425
0142_3.jpg,142,3,English,0,fit,142,426
0142_4.jpg,142,4,English,1,fit,142,427
0146_1.jpg,146,1,Arabic,0,fit,146,436
0146_2.jpg,146,2,Arabic,1,fit,146,437
0146_3.jpg,146,3,English,0,fit,146,438
0146_4.jpg,146,4,English,1,fit,146,439
0147_1.jpg,147,1,Arabic,0,fit,147,440
0147_2.jpg,147,2,Arabic,1,fit,147,441
0147_3.jpg,147,3,English,0,fit,147,442
0147_4.jpg,147,4,English,1,fit,147,443
0152_1.jpg,152,1,Arabic,0,fit,152,452
0152_2.jpg,152,2,Arabic,1,fit,152,453
0152_3.jpg,152,3,English,0,fit,152,454
0152_4.jpg,152,4,English,1,fit,152,455
0153_1.jpg,153,1,Arabic,0,fit,153,456
0153_2.jpg,153,2,Arabic,1,fit,153,457
0153_3.jpg,153,3,English,0,fit,153,458
0153_4.jpg,153,4,English,1,fit,153,459
0155_1.jpg,155,1,Arabic,0,fit,155,464
0155_2.jpg,155,2,Arabic,1,fit,155,465
0155_3.jpg,155,3,English,0,fit,155,466
0155_4.jpg,155,4,English,1,fit,155,467
0156_1.jpg,156,1,Arabic,0,fit,156,468
0156_2.jpg,156,2,Arabic,1,fit,156,469
0156_3.jpg,156,3,English,0,fit,156,470
0156_4.jpg,156,4,English,1,fit,156,471
0157_1.jpg,157,1,Arabic,0,fit,157,472
0157_2.jpg,157,2,Arabic,1,fit,157,473
0157_3.jpg,157,3,English,0,fit,157,474
0157_4.jpg,157,4,English,1,fit,157,475
0158_1.jpg,158,1,Arabic,0,fit,158,476
0158_2.jpg,158,2,Arabic,1,fit,158,477
0158_3.jpg,158,3,English,0,fit,158,478
0158_4.jpg,158,4,English,1,fit,158,479
0159_1.jpg,159,1,Arabic,0,fit,159,480
0159_2.jpg,159,2,Arabic,1,fit,159,481
0159_3.jpg,159,3,English,0,fit,159,482
0159_4.jpg,159,4,English,1,fit,159,483
0162_1.jpg,162,1,Arabic,0,fit,162,492
0162_2.jpg,162,2,Arabic,1,fit,162,493
0162_3.jpg,162,3,English,0,fit,162,494
0162_4.jpg,162,4,English,1,fit,162,495
0163_1.jpg,163,1,Arabic,0,fit,163,496
0163_2.jpg,163,2,Arabic,1,fit,163,497
0163_3.jpg,163,3,English,0,fit,163,498
0163_4.jpg,163,4,English,1,fit,163,499
0164_1.jpg,164,1,Arabic,0,fit,164,500
0164_2.jpg,164,2,Arabic,1,fit,164,501
0164_3.jpg,164,3,English,0,fit,164,502
0164_4.jpg,164,4,English,1,fit,164,503
0167_1.jpg,167,1,Arabic,0,fit,167,512
0167_2.jpg,167,2,Arabic,1,fit,167,513
0167_3.jpg,167,3,English,0,fit,167,514
0167_4.jpg,167,4,English,1,fit,167,515
0168_1.jpg,168,1,Arabic,0,fit,168,516
0168_2.jpg,168,2,Arabic,1,fit,168,517
0168_3.jpg,168,3,English,0,fit,168,518
0168_4.jpg,168,4,English,1,fit,168,519
0169_1.jpg,169,1,Arabic,0,fit,169,520
0169_2.jpg,169,2,Arabic,1,fit,169,521
0169_3.jpg,169,3,English,0,fit,169,522
0169_4.jpg,169,4,English,1,fit,169,523
0171_1.jpg,171,1,Arabic,0,fit,171,528
0171_2.jpg,171,2,Arabic,1,fit,171,529
0171_3.jpg,171,3,English,0,fit,171,530
0171_4.jpg,171,4,English,1,fit,171,531
0172_1.jpg,172,1,Arabic,0,fit,172,532
0172_2.jpg,172,2,Arabic,1,fit,172,533
0172_3.jpg,172,3,English,0,fit,172,534
0172_4.jpg,172,4,English,1,fit,172,535
0178_1.jpg,178,1,Arabic,0,fit,178,544
0178_2.jpg,178,2,Arabic,1,fit,178,545
0178_3.jpg,178,3,English,0,fit,178,546
0178_4.jpg,178,4,English,1,fit,178,547
0179_1.jpg,179,1,Arabic,0,fit,179,548
0179_2.jpg,179,2,Arabic,1,fit,179,549
0179_3.jpg,179,3,English,0,fit,179,550
0179_4.jpg,179,4,English,1,fit,179,551
0180_1.jpg,180,1,Arabic,0,fit,180,552
0180_2.jpg,180,2,Arabic,1,fit,180,553
0180_3.jpg,180,3,English,0,fit,180,554
0180_4.jpg,180,4,English,1,fit,180,555
0181_1.jpg,181,1,Arabic,0,fit,181,556
0181_2.jpg,181,2,Arabic,1,fit,181,557
0181_3.jpg,181,3,English,0,fit,181,558
0181_4.jpg,181,4,English,1,fit,181,559
0183_1.jpg,183,1,Arabic,0,fit,183,560
0183_2.jpg,183,2,Arabic,1,fit,183,561
0183_3.jpg,183,3,English,0,fit,183,562
0183_4.jpg,183,4,English,1,fit,183,563
0185_1.jpg,185,1,Arabic,0,fit,185,564
0185_2.jpg,185,2,Arabic,1,fit,185,565
0185_3.jpg,185,3,English,0,fit,185,566
0185_4.jpg,185,4,English,1,fit,185,567
0188_1.jpg,188,1,Arabic,0,fit,188,568
0188_2.jpg,188,2,Arabic,1,fit,188,569
0188_3.jpg,188,3,English,0,fit,188,570
0188_4.jpg,188,4,English,1,fit,188,571
0189_1.jpg,189,1,Arabic,0,fit,189,572
0189_2.jpg,189,2,Arabic,1,fit,189,573
0189_3.jpg,189,3,English,0,fit,189,574
0189_4.jpg,189,4,English,1,fit,189,575
0191_1.jpg,191,1,Arabic,0,fit,191,576
0191_2.jpg,191,2,Arabic,1,fit,191,577
0191_3.jpg,191,3,English,0,fit,191,578
0191_4.jpg,191,4,English,1,fit,191,579
0192_1.jpg,192,1,Arabic,0,fit,192,580
0192_2.jpg,192,2,Arabic,1,fit,192,581
0192_3.jpg,192,3,English,0,fit,192,582
0192_4.jpg,192,4,English,1,fit,192,583
0196_1.jpg,196,1,Arabic,0,fit,196,588
0196_2.jpg,196,2,Arabic,1,fit,196,589
0196_3.jpg,196,3,English,0,fit,196,590
0196_4.jpg,196,4,English,1,fit,196,591
0197_1.jpg,197,1,Arabic,0,fit,197,592
0197_2.jpg,197,2,Arabic,1,fit,197,593
0197_3.jpg,197,3,English,0,fit,197,594
0197_4.jpg,197,4,English,1,fit,197,595
0198_1.jpg,198,1,Arabic,0,fit,198,596
0198_2.jpg,198,2,Arabic,1,fit,198,597
0198_3.jpg,198,3,English,0,fit,198,598
0198_4.jpg,198,4,English,1,fit,198,599
0199_1.jpg,199,1,Arabic,0,fit,199,600
0199_2.jpg,199,2,Arabic,1,fit,199,601
0199_3.jpg,199,3,English,0,fit,199,602
0199_4.jpg,199,4,English,1,fit,199,603
0201_1.jpg,201,1,Arabic,0,fit,201,608
0201_2.jpg,201,2,Arabic,1,fit,201,609
0201_3.jpg,201,3,English,0,fit,201,610
0201_4.jpg,201,4,English,1,fit,201,611
0203_1.jpg,203,1,Arabic,0,fit,203,616
0203_2.jpg,203,2,Arabic,1,fit,203,617
0203_3.jpg,203,3,English,0,fit,203,618
0203_4.jpg,203,4,English,1,fit,203,619
0206_1.jpg,206,1,Arabic,0,fit,206,628
0206_2.jpg,206,2,Arabic,1,fit,206,629
0206_3.jpg,206,3,English,0,fit,206,630
0206_4.jpg,206,4,English,1,fit,206,631
0207_1.jpg,207,1,Arabic,0,fit,207,632
0207_2.jpg,207,2,Arabic,1,fit,207,633
0207_3.jpg,207,3,English,0,fit,207,634
0207_4.jpg,207,4,English,1,fit,207,635
0208_1.jpg,208,1,Arabic,0,fit,208,636
0208_2.jpg,208,2,Arabic,1,fit,208,637
0208_3.jpg,208,3,English,0,fit,208,638
0208_4.jpg,208,4,English,1,fit,208,639
0209_1.jpg,209,1,Arabic,0,fit,209,640
0209_2.jpg,209,2,Arabic,1,fit,209,641
0209_3.jpg,209,3,English,0,fit,209,642
0209_4.jpg,209,4,English,1,fit,209,643
0211_1.jpg,211,1,Arabic,0,fit,211,648
0211_2.jpg,211,2,Arabic,1,fit,211,649
0211_3.jpg,211,3,English,0,fit,211,650
0211_4.jpg,211,4,English,1,fit,211,651
0212_1.jpg,212,1,Arabic,0,fit,212,652
0212_2.jpg,212,2,Arabic,1,fit,212,653
0212_3.jpg,212,3,English,0,fit,212,654
0212_4.jpg,212,4,English,1,fit,212,655
0213_1.jpg,213,1,Arabic,0,fit,213,656
0213_2.jpg,213,2,Arabic,1,fit,213,657
0213_3.jpg,213,3,English,0,fit,213,658
0213_4.jpg,213,4,English,1,fit,213,659
0214_1.jpg,214,1,Arabic,0,fit,214,660
0214_2.jpg,214,2,Arabic,1,fit,214,661
0214_3.jpg,214,3,English,0,fit,214,662
0214_4.jpg,214,4,English,1,fit,214,663
0220_1.jpg,220,1,Arabic,0,fit,220,676
0220_2.jpg,220,2,Arabic,1,fit,220,677
0220_3.jpg,220,3,English,0,fit,220,678
0220_4.jpg,220,4,English,1,fit,220,679
0221_1.jpg,221,1,Arabic,0,fit,221,680
0221_2.jpg,221,2,Arabic,1,fit,221,681
0221_3.jpg,221,3,English,0,fit,221,682
0221_4.jpg,221,4,English,1,fit,221,683
0223_1.jpg,223,1,Arabic,0,fit,223,688
0223_2.jpg,223,2,Arabic,1,fit,223,689
0223_3.jpg,223,3,English,0,fit,223,690
0223_4.jpg,223,4,English,1,fit,223,691
0225_1.jpg,225,1,Arabic,0,fit,225,696
0225_2.jpg,225,2,Arabic,1,fit,225,697
0225_3.jpg,225,3,English,0,fit,225,698
0225_4.jpg,225,4,English,1,fit,225,699
0226_1.jpg,226,1,Arabic,0,fit,226,700
0226_2.jpg,226,2,Arabic,1,fit,226,701
0226_3.jpg,226,3,English,0,fit,226,702
0226_4.jpg,226,4,English,1,fit,226,703
0227_1.jpg,227,1,Arabic,0,fit,227,704
0227_2.jpg,227,2,Arabic,1,fit,227,705
0227_3.jpg,227,3,English,0,fit,227,706
0227_4.jpg,227,4,English,1,fit,227,707
0228_1.jpg,228,1,Arabic,0,fit,228,708
0228_2.jpg,228,2,Arabic,1,fit,228,709
0228_3.jpg,228,3,English,0,fit,228,710
0228_4.jpg,228,4,English,1,fit,228,711
0229_1.jpg,229,1,Arabic,0,fit,229,712
0229_2.jpg,229,2,Arabic,1,fit,229,713
0229_3.jpg,229,3,English,0,fit,229,714
0229_4.jpg,229,4,English,1,fit,229,715
0231_1.jpg,231,1,Arabic,0,fit,231,716
0231_2.jpg,231,2,Arabic,1,fit,231,717
0231_3.jpg,231,3,English,0,fit,231,718
0231_4.jpg,231,4,English,1,fit,231,719
0232_1.jpg,232,1,Arabic,0,fit,232,720
0232_2.jpg,232,2,Arabic,1,fit,232,721
0232_3.jpg,232,3,English,0,fit,232,722
0232_4.jpg,232,4,English,1,fit,232,723
0234_1.jpg,234,1,Arabic,0,fit,234,724
0234_2.jpg,234,2,Arabic,1,fit,234,725
0234_3.jpg,234,3,English,0,fit,234,726
0234_4.jpg,234,4,English,1,fit,234,727
0235_1.jpg,235,1,Arabic,0,fit,235,728
0235_2.jpg,235,2,Arabic,1,fit,235,729
0235_3.jpg,235,3,English,0,fit,235,730
0235_4.jpg,235,4,English,1,fit,235,731
0240_1.jpg,240,1,Arabic,0,fit,240,744
0240_2.jpg,240,2,Arabic,1,fit,240,745
0240_3.jpg,240,3,English,0,fit,240,746
0240_4.jpg,240,4,English,1,fit,240,747
0241_1.jpg,241,1,Arabic,0,fit,241,748
0241_2.jpg,241,2,Arabic,1,fit,241,749
0241_3.jpg,241,3,English,0,fit,241,750
0241_4.jpg,241,4,English,1,fit,241,751
0242_1.jpg,242,1,Arabic,0,fit,242,752
0242_2.jpg,242,2,Arabic,1,fit,242,753
0242_3.jpg,242,3,English,0,fit,242,754
0242_4.jpg,242,4,English,1,fit,242,755
0243_1.jpg,243,1,Arabic,0,fit,243,756
0243_2.jpg,243,2,Arabic,1,fit,243,757
0243_3.jpg,243,3,English,0,fit,243,758
0243_4.jpg,243,4,English,1,fit,243,759
0244_1.jpg,244,1,Arabic,0,fit,244,760
0244_2.jpg,244,2,Arabic,1,fit,244,761
0244_3.jpg,244,3,English,0,fit,244,762
0244_4.jpg,244,4,English,1,fit,244,763
0245_1.jpg,245,1,Arabic,0,fit,245,764
0245_2.jpg,245,2,Arabic,1,fit,245,765
0245_3.jpg,245,3,English,0,fit,245,766
0245_4.jpg,245,4,English,1,fit,245,767
0246_1.jpg,246,1,Arabic,0,fit,246,768
0246_2.jpg,246,2,Arabic,1,fit,246,769
0246_3.jpg,246,3,English,0,fit,246,770
0246_4.jpg,246,4,English,1,fit,246,771
0247_1.jpg,247,1,Arabic,0,fit,247,772
0247_2.jpg,247,2,Arabic,1,fit,247,773
0247_3.jpg,247,3,English,0,fit,247,774
0247_4.jpg,247,4,English,1,fit,247,775
0249_1.jpg,249,1,Arabic,0,fit,249,780
0249_2.jpg,249,2,Arabic,1,fit,249,781
0249_3.jpg,249,3,English,0,fit,249,782
0249_4.jpg,249,4,English,1,fit,249,783
0250_1.jpg,250,1,Arabic,0,fit,250,784
0250_2.jpg,250,2,Arabic,1,fit,250,785
0250_3.jpg,250,3,English,0,fit,250,786
0250_4.jpg,250,4,English,1,fit,250,787
0251_1.jpg,251,1,Arabic,0,fit,251,788
0251_2.jpg,251,2,Arabic,1,fit,251,789
0251_3.jpg,251,3,English,0,fit,251,790
0251_4.jpg,251,4,English,1,fit,251,791
0252_1.jpg,252,1,Arabic,0,fit,252,792
0252_2.jpg,252,2,Arabic,1,fit,252,793
0252_3.jpg,252,3,English,0,fit,252,794
0252_4.jpg,252,4,English,1,fit,252,795
0255_1.jpg,255,1,Arabic,0,fit,255,804
0255_2.jpg,255,2,Arabic,1,fit,255,805
0255_3.jpg,255,3,English,0,fit,255,806
0255_4.jpg,255,4,English,1,fit,255,807
0256_1.jpg,256,1,Arabic,0,fit,256,808
0256_2.jpg,256,2,Arabic,1,fit,256,809
0256_3.jpg,256,3,English,0,fit,256,810
0256_4.jpg,256,4,English,1,fit,256,811
0260_1.jpg,260,1,Arabic,0,fit,260,820
0260_2.jpg,260,2,Arabic,1,fit,260,821
0260_3.jpg,260,3,English,0,fit,260,822
0260_4.jpg,260,4,English,1,fit,260,823
0261_1.jpg,261,1,Arabic,0,fit,261,824
0261_2.jpg,261,2,Arabic,1,fit,261,825
0261_3.jpg,261,3,English,0,fit,261,826
0261_4.jpg,261,4,English,1,fit,261,827
0262_1.jpg,262,1,Arabic,0,fit,262,828
0262_2.jpg,262,2,Arabic,1,fit,262,829
0262_3.jpg,262,3,English,0,fit,262,830
0262_4.jpg,262,4,English,1,fit,262,831
0263_1.jpg,263,1,Arabic,0,fit,263,832
0263_2.jpg,263,2,Arabic,1,fit,263,833
