split,filename,writer,page_id,language,same_text,selected_darkness_min,selected_darkness_mean,selected_darkness_median,selected_darkness_max
fit,0019_1.jpg,19,1,Arabic,0,0.0471564456820488,0.06228269264101982,0.05688749998807907,0.1116270124912262
fit,0019_2.jpg,19,2,Arabic,1,0.06158386915922165,0.07023891806602478,0.06798498332500458,0.11126982420682907
fit,0019_3.jpg,19,3,English,0,0.03792119398713112,0.04562012478709221,0.044613637030124664,0.06077807396650314
fit,0019_4.jpg,19,4,English,1,0.03882627934217453,0.04529738053679466,0.043159473687410355,0.0645243376493454
fit,0020_1.jpg,20,1,Arabic,0,0.04030701890587807,0.05220333859324455,0.05095801502466202,0.07554760575294495
fit,0020_2.jpg,20,2,Arabic,1,0.046408988535404205,0.0537203848361969,0.05126731097698212,0.07175260782241821
fit,0020_3.jpg,20,3,English,0,0.06496497243642807,0.07838556170463562,0.07559894025325775,0.10591011494398117
fit,0020_4.jpg,20,4,English,1,0.11526763439178467,0.12947450578212738,0.12430655211210251,0.16637560725212097
fit,0021_1.jpg,21,1,Arabic,0,0.03893906623125076,0.04805681109428406,0.046710122376680374,0.07211057096719742
fit,0021_2.jpg,21,2,Arabic,1,0.05204552039504051,0.06068048253655434,0.05797703191637993,0.08520407229661942
fit,0021_3.jpg,21,3,English,0,0.03142184764146805,0.03685033321380615,0.03598146140575409,0.05485578626394272
fit,0021_4.jpg,21,4,English,1,0.050508711487054825,0.0589565634727478,0.056923434138298035,0.07538163661956787
fit,0022_1.jpg,22,1,Arabic,0,0.04550638422369957,0.056849583983421326,0.05520021542906761,0.09411930292844772
fit,0022_2.jpg,22,2,Arabic,1,0.03488661348819733,0.04168909788131714,0.03948257118463516,0.08196386694908142
fit,0022_3.jpg,22,3,English,0,0.05129637196660042,0.06423057615756989,0.060662806034088135,0.10163329541683197
fit,0022_4.jpg,22,4,English,1,0.04014689102768898,0.04800547659397125,0.04662606120109558,0.073605976998806
fit,0025_1.jpg,25,1,Arabic,0,0.041253190487623215,0.049758151173591614,0.04676903039216995,0.07300403714179993
fit,0025_2.jpg,25,2,Arabic,1,0.027233093976974487,0.033218760043382645,0.03137210011482239,0.06044860929250717
fit,0025_3.jpg,25,3,English,0,0.04359767958521843,0.055718421936035156,0.052294135093688965,0.08930017799139023
fit,0025_4.jpg,25,4,English,1,0.03360209986567497,0.03810051456093788,0.03705602139234543,0.06333468854427338
fit,0026_1.jpg,26,1,Arabic,0,0.034287504851818085,0.042154911905527115,0.04178953170776367,0.05556746572256088
fit,0026_2.jpg,26,2,Arabic,1,0.035169366747140884,0.043031275272369385,0.0401611402630806,0.0636233538389206
fit,0026_3.jpg,26,3,English,0,0.030960552394390106,0.038408778607845306,0.03680441901087761,0.05240911990404129
fit,0026_4.jpg,26,4,English,1,0.04272211715579033,0.04899240657687187,0.046741925179958344,0.0667637437582016
fit,0027_1.jpg,27,1,Arabic,0,0.031162669882178307,0.03944854438304901,0.038935691118240356,0.05390322580933571
fit,0027_2.jpg,27,2,Arabic,1,0.048619046807289124,0.05637837573885918,0.053436048328876495,0.1430933177471161
fit,0027_3.jpg,27,3,English,0,0.03738437220454216,0.04474305734038353,0.04325547069311142,0.08159696310758591
fit,0027_4.jpg,27,4,English,1,0.031302858144044876,0.03745804354548454,0.035394180566072464,0.08395544439554214
fit,0029_1.jpg,29,1,Arabic,0,0.04849223047494888,0.060454871505498886,0.057081714272499084,0.10410340875387192
fit,0029_2.jpg,29,2,Arabic,1,0.07256130129098892,0.08371587842702866,0.07988686859607697,0.12284542620182037
fit,0029_3.jpg,29,3,English,0,0.0629652738571167,0.07841073721647263,0.07561809569597244,0.13021714985370636
fit,0029_4.jpg,29,4,English,1,0.05953989177942276,0.06974196434020996,0.06541866064071655,0.1250624805688858
fit,0030_1.jpg,30,1,Arabic,0,0.026925940066576004,0.034537795931100845,0.032253067940473557,0.059503793716430664
fit,0030_2.jpg,30,2,Arabic,1,0.033843498677015305,0.03885340318083763,0.03766849637031555,0.051950957626104355
fit,0030_3.jpg,30,3,English,0,0.03766801580786705,0.04571005702018738,0.04388250410556793,0.060323093086481094
fit,0030_4.jpg,30,4,English,1,0.03766348212957382,0.04570623114705086,0.04233924672007561,0.08768114447593689
fit,0031_1.jpg,31,1,Arabic,0,0.0592135414481163,0.07124388962984085,0.06615988910198212,0.11824283748865128
fit,0031_2.jpg,31,2,Arabic,1,0.05708678439259529,0.06675810366868973,0.06291796267032623,0.09094133973121643
fit,0031_3.jpg,31,3,English,0,0.02905331179499626,0.035999543964862823,0.03380633890628815,0.05082185938954353
fit,0031_4.jpg,31,4,English,1,0.0353768952190876,0.041057925671339035,0.0384112149477005,0.06558269262313843
fit,0038_1.jpg,38,1,Arabic,0,0.036719609051942825,0.04228147864341736,0.04024895280599594,0.05449116602540016
fit,0038_2.jpg,38,2,Arabic,1,0.03877626731991768,0.045742589980363846,0.04285069555044174,0.0686785951256752
fit,0038_3.jpg,38,3,English,0,0.04192298650741577,0.048646580427885056,0.04673640429973602,0.0687723383307457
fit,0038_4.jpg,38,4,English,1,0.03805390000343323,0.04342304542660713,0.04225420951843262,0.06004500761628151
fit,0039_1.jpg,39,1,Arabic,0,0.040465135127305984,0.04870942234992981,0.048419028520584106,0.06157853081822395
fit,0039_2.jpg,39,2,Arabic,1,0.03115297295153141,0.03618272393941879,0.03497302532196045,0.052810244262218475
fit,0039_3.jpg,39,3,English,0,0.018778624013066292,0.022419854998588562,0.02121777832508087,0.03755901753902435
fit,0039_4.jpg,39,4,English,1,0.07668664306402206,0.08757132291793823,0.08627529442310333,0.11522016674280167
fit,0040_1.jpg,40,1,Arabic,0,0.03300601616501808,0.042843710631132126,0.04292425140738487,0.06531459838151932
fit,0040_2.jpg,40,2,Arabic,1,0.053511980921030045,0.06251204013824463,0.06093953549861908,0.08167155832052231
fit,0040_3.jpg,40,3,English,0,0.03846272453665733,0.04621840640902519,0.0442405566573143,0.06998962163925171
fit,0040_4.jpg,40,4,English,1,0.06255095452070236,0.07152984291315079,0.06814645230770111,0.11987301707267761
fit,0046_1.jpg,46,1,Arabic,0,0.029932549223303795,0.036459822207689285,0.03466556966304779,0.055236756801605225
fit,0046_2.jpg,46,2,Arabic,1,0.030765101313591003,0.037992723286151886,0.03579343855381012,0.06294012814760208
fit,0046_3.jpg,46,3,English,0,0.04232427105307579,0.05046248808503151,0.04813399910926819,0.06865748763084412
fit,0046_4.jpg,46,4,English,1,0.0352950282394886,0.04164198413491249,0.04018937796354294,0.054146625101566315
fit,0047_1.jpg,47,1,Arabic,0,0.031921520829200745,0.04142117127776146,0.04002732038497925,0.06703634560108185
fit,0047_2.jpg,47,2,Arabic,1,0.0367884524166584,0.04328082129359245,0.0431218221783638,0.0582655593752861
fit,0047_3.jpg,47,3,English,0,0.039489224553108215,0.0482947863638401,0.046160485595464706,0.0740521252155304
fit,0047_4.jpg,47,4,English,1,0.042975038290023804,0.05222681164741516,0.050214026123285294,0.0858871340751648
fit,0049_1.jpg,49,1,Arabic,0,0.040989361703395844,0.05091302469372749,0.04992230236530304,0.06607497483491898
fit,0049_2.jpg,49,2,Arabic,1,0.04748924449086189,0.05425604060292244,0.05308111384510994,0.07111238688230515
fit,0049_3.jpg,49,3,English,0,0.049244847148656845,0.058532845228910446,0.05614487826824188,0.07676622271537781
fit,0049_4.jpg,49,4,English,1,0.06512976437807083,0.07378775626420975,0.07066364586353302,0.10779396444559097
fit,0055_1.jpg,55,1,Arabic,0,0.030975935980677605,0.037208255380392075,0.03661825507879257,0.05297471955418587
fit,0055_2.jpg,55,2,Arabic,1,0.03440600261092186,0.04050173610448837,0.03838928043842316,0.0682818591594696
fit,0055_3.jpg,55,3,English,0,0.0362216979265213,0.042283523827791214,0.04110968858003616,0.06554628908634186
fit,0055_4.jpg,55,4,English,1,0.03711186721920967,0.04254177212715149,0.04149457439780235,0.0746423602104187
fit,0056_1.jpg,56,1,Arabic,0,0.027441516518592834,0.035906832665205,0.03515686094760895,0.055029790848493576
fit,0056_2.jpg,56,2,Arabic,1,0.0972641333937645,0.11165228486061096,0.10804310441017151,0.14963632822036743
fit,0056_3.jpg,56,3,English,0,0.03215634822845459,0.040237076580524445,0.03937878832221031,0.055502209812402725
fit,0056_4.jpg,56,4,English,1,0.1004970446228981,0.1129661574959755,0.11018722504377365,0.1527252197265625
fit,0057_1.jpg,57,1,Arabic,0,0.0342048816382885,0.04309799149632454,0.04100058972835541,0.06678106635808945
fit,0057_2.jpg,57,2,Arabic,1,0.04796960577368736,0.05592038109898567,0.05455479025840759,0.06881392747163773
fit,0057_3.jpg,57,3,English,0,0.06190880388021469,0.0748596116900444,0.07248547673225403,0.11867835372686386
fit,0057_4.jpg,57,4,English,1,0.05483201518654823,0.06133881211280823,0.05998857691884041,0.07730022072792053
fit,0059_1.jpg,59,1,Arabic,0,0.040172725915908813,0.05042967200279236,0.048897527158260345,0.0760216936469078
fit,0059_2.jpg,59,2,Arabic,1,0.05230911448597908,0.06090615317225456,0.059886906296014786,0.08612705022096634
fit,0059_3.jpg,59,3,English,0,0.05042102560400963,0.060087066143751144,0.058176569640636444,0.07893947511911392
fit,0059_4.jpg,59,4,English,1,0.05417022109031677,0.06219010427594185,0.060989342629909515,0.08712996542453766
fit,0061_1.jpg,61,1,Arabic,0,0.09706398099660873,0.10909020900726318,0.1064080148935318,0.15128977596759796
fit,0061_2.jpg,61,2,Arabic,1,0.1094566136598587,0.12512706220149994,0.12133992463350296,0.16642506420612335
fit,0061_3.jpg,61,3,English,0,0.09331727772951126,0.11397993564605713,0.11097696423530579,0.15659508109092712
fit,0061_4.jpg,61,4,English,1,0.11321942508220673,0.12783753871917725,0.122585728764534,0.18592701852321625
fit,0062_1.jpg,62,1,Arabic,0,0.03216104209423065,0.03731989860534668,0.034983836114406586,0.0567990317940712
fit,0062_2.jpg,62,2,Arabic,1,0.05896037817001343,0.06753671914339066,0.06495295464992523,0.08053560554981232
fit,0062_3.jpg,62,3,English,0,0.06480439007282257,0.08088422566652298,0.07863406836986542,0.123817577958107
fit,0062_4.jpg,62,4,English,1,0.08034449815750122,0.09004775434732437,0.08733904361724854,0.11585649847984314
fit,0065_1.jpg,65,1,Arabic,0,0.049363505095243454,0.05779082700610161,0.056195132434368134,0.07501775026321411
fit,0065_2.jpg,65,2,Arabic,1,0.05888810008764267,0.06706548482179642,0.06356999278068542,0.10578469187021255
fit,0065_3.jpg,65,3,English,0,0.036784492433071136,0.04394221305847168,0.042655616998672485,0.060568951070308685
fit,0065_4.jpg,65,4,English,1,0.041676945984363556,0.04899979755282402,0.04642890393733978,0.06617565453052521
fit,0070_1.jpg,70,1,Arabic,0,0.048181626945734024,0.06083667650818825,0.0574612058699131,0.10656318813562393
fit,0070_2.jpg,70,2,Arabic,1,0.03808414191007614,0.04396120086312294,0.043785564601421356,0.05685004964470863
fit,0070_3.jpg,70,3,English,0,0.04107888787984848,0.048147331923246384,0.04549933224916458,0.07590391486883163
fit,0070_4.jpg,70,4,English,1,0.059705644845962524,0.06923162937164307,0.067009337246418,0.10740439593791962
fit,0071_1.jpg,71,1,Arabic,0,0.058921732008457184,0.07615364342927933,0.07071102410554886,0.1349199414253235
fit,0071_2.jpg,71,2,Arabic,1,0.08291281759738922,0.0930706262588501,0.08965231478214264,0.1498381495475769
fit,0071_3.jpg,71,3,English,0,0.10031913965940475,0.11434351652860641,0.11111313104629517,0.152236208319664
fit,0071_4.jpg,71,4,English,1,0.07717239856719971,0.09024307876825333,0.0852670967578888,0.13452517986297607
fit,0074_1.jpg,74,1,Arabic,0,0.0560111328959465,0.06811629980802536,0.0645281970500946,0.09563986957073212
fit,0074_2.jpg,74,2,Arabic,1,0.08704955130815506,0.09839460253715515,0.0955442264676094,0.12333166599273682
fit,0074_3.jpg,74,3,English,0,0.10357306152582169,0.12167491763830185,0.11564424633979797,0.18592438101768494
fit,0074_4.jpg,74,4,English,1,0.09985341876745224,0.11350206285715103,0.1098800003528595,0.14410316944122314
fit,0075_1.jpg,75,1,Arabic,0,0.06241478770971298,0.0735371932387352,0.07140904664993286,0.10114742070436478
fit,0075_2.jpg,75,2,Arabic,1,0.07540983706712723,0.08309591561555862,0.0797613114118576,0.10914544761180878
fit,0075_3.jpg,75,3,English,0,0.060382816940546036,0.07419856637716293,0.06858865171670914,0.11167111992835999
fit,0075_4.jpg,75,4,English,1,0.07490343600511551,0.08543944358825684,0.07992984354496002,0.1644435077905655
fit,0076_1.jpg,76,1,Arabic,0,0.06282658129930496,0.07541792839765549,0.07315734773874283,0.10134907066822052
fit,0076_2.jpg,76,2,Arabic,1,0.09421589225530624,0.106303371489048,0.10270632803440094,0.17033454775810242
fit,0076_3.jpg,76,3,English,0,0.08999888598918915,0.10870745033025742,0.10803171992301941,0.14568130671977997
fit,0076_4.jpg,76,4,English,1,0.08228684216737747,0.08915510773658752,0.08697594702243805,0.10727895796298981
fit,0077_1.jpg,77,1,Arabic,0,0.03567904606461525,0.042850155383348465,0.041172802448272705,0.061215635389089584
fit,0077_2.jpg,77,2,Arabic,1,0.0425490066409111,0.04916157200932503,0.04800276458263397,0.06658358126878738
fit,0077_3.jpg,77,3,English,0,0.036361124366521835,0.04461817070841789,0.04273385554552078,0.06427054852247238
fit,0077_4.jpg,77,4,English,1,0.07426190376281738,0.08495038002729416,0.08269628882408142,0.11755268275737762
fit,0078_1.jpg,78,1,Arabic,0,0.07790884375572205,0.09192720055580139,0.08737482130527496,0.12881362438201904
fit,0078_2.jpg,78,2,Arabic,1,0.09839222580194473,0.11251116544008255,0.11034426093101501,0.1423117071390152
fit,0078_3.jpg,78,3,English,0,0.03549287095665932,0.04413212463259697,0.041883066296577454,0.07300986349582672
fit,0078_4.jpg,78,4,English,1,0.04377812147140503,0.05340544506907463,0.05051204562187195,0.0808916911482811
fit,0081_1.jpg,81,1,Arabic,0,0.03852277994155884,0.0454997681081295,0.04394518584012985,0.06420119106769562
fit,0081_2.jpg,81,2,Arabic,1,0.04511944204568863,0.05004705861210823,0.04830630123615265,0.07018237560987473
fit,0081_3.jpg,81,3,English,0,0.06326732039451599,0.07297597080469131,0.07101504504680634,0.09302744269371033
fit,0081_4.jpg,81,4,English,1,0.06534542143344879,0.07639021426439285,0.0736861452460289,0.10184574872255325
fit,0083_1.jpg,83,1,Arabic,0,0.027644552290439606,0.036289092153310776,0.034433912485837936,0.06397680193185806
fit,0083_2.jpg,83,2,Arabic,1,0.0406314954161644,0.04526910185813904,0.04306899011135101,0.06417235732078552
fit,0083_3.jpg,83,3,English,0,0.04089341685175896,0.048055678606033325,0.04650215432047844,0.06316132098436356
fit,0083_4.jpg,83,4,English,1,0.03679242730140686,0.041509222239255905,0.04060252010822296,0.05603739991784096
fit,0085_1.jpg,85,1,Arabic,0,0.08715522289276123,0.10573374480009079,0.10243414342403412,0.17590007185935974
fit,0085_2.jpg,85,2,Arabic,1,0.0957576110959053,0.10874388366937637,0.10804890096187592,0.136465921998024
fit,0085_3.jpg,85,3,English,0,0.03846358507871628,0.04470828175544739,0.043049074709415436,0.06021576374769211
fit,0085_4.jpg,85,4,English,1,0.10520664602518082,0.11907664686441422,0.11626159399747849,0.15279421210289001
fit,0090_1.jpg,90,1,Arabic,0,0.037396956235170364,0.0536932647228241,0.04580583795905113,0.17886348068714142
fit,0090_2.jpg,90,2,Arabic,1,0.053286708891391754,0.06186964735388756,0.05916135758161545,0.09653056412935257
fit,0090_3.jpg,90,3,English,0,0.027659974992275238,0.03550270199775696,0.03379087522625923,0.05961911380290985
fit,0090_4.jpg,90,4,English,1,0.037942949682474136,0.042467404156923294,0.04064122587442398,0.053930383175611496
fit,0092_1.jpg,92,1,Arabic,0,0.0639905259013176,0.07742033153772354,0.07382875680923462,0.12405116856098175
fit,0092_2.jpg,92,2,Arabic,1,0.07612022757530212,0.09310618042945862,0.08935204148292542,0.14353817701339722
fit,0092_3.jpg,92,3,English,0,0.05640948936343193,0.06337033957242966,0.06217653676867485,0.07878536731004715
fit,0092_4.jpg,92,4,English,1,0.0670226588845253,0.07536252588033676,0.07318393886089325,0.11744174361228943
fit,0094_1.jpg,94,1,Arabic,0,0.04708065465092659,0.061683714389801025,0.05633280798792839,0.11691977828741074
fit,0094_2.jpg,94,2,Arabic,1,0.04636890068650246,0.05439348146319389,0.05198941379785538,0.0838594064116478
fit,0094_3.jpg,94,3,English,0,0.06525742262601852,0.08502135425806046,0.0811232328414917,0.1717633754014969
fit,0094_4.jpg,94,4,English,1,0.06753341853618622,0.08373299241065979,0.07846792787313461,0.1415839046239853
fit,0096_1.jpg,96,1,Arabic,0,0.031830139458179474,0.04232664033770561,0.041591864079236984,0.07561463862657547
fit,0096_2.jpg,96,2,Arabic,1,0.041308704763650894,0.04966355487704277,0.04730852693319321,0.07800078392028809
fit,0096_3.jpg,96,3,English,0,0.043266624212265015,0.05386565253138542,0.05009938031435013,0.07801949977874756
fit,0096_4.jpg,96,4,English,1,0.059014905244112015,0.06963399052619934,0.06983377039432526,0.1126694455742836
fit,0097_1.jpg,97,1,Arabic,0,0.06609852612018585,0.08061244338750839,0.0810956209897995,0.11839651316404343
fit,0097_2.jpg,97,2,Arabic,1,0.060258086770772934,0.07146266847848892,0.06753053516149521,0.09525752812623978
fit,0097_3.jpg,97,3,English,0,0.060351431369781494,0.07032959908246994,0.06765557080507278,0.09657859802246094
fit,0097_4.jpg,97,4,English,1,0.04543796926736832,0.05159972608089447,0.04981330782175064,0.06510606408119202
fit,0098_1.jpg,98,1,Arabic,0,0.05473456531763077,0.06681442260742188,0.0647389143705368,0.10201334208250046
fit,0098_2.jpg,98,2,Arabic,1,0.06849895417690277,0.07717689871788025,0.07671335339546204,0.09968262165784836
fit,0098_3.jpg,98,3,English,0,0.06536295264959335,0.07272409647703171,0.07121772319078445,0.09043285995721817
fit,0098_4.jpg,98,4,English,1,0.07331148535013199,0.083986796438694,0.082675039768219,0.10924354940652847
fit,0100_1.jpg,100,1,Arabic,0,0.03681422024965286,0.053671326488256454,0.046944521367549896,0.10443998873233795
fit,0100_2.jpg,100,2,Arabic,1,0.08466160297393799,0.09850707650184631,0.09354421496391296,0.14529962837696075
fit,0100_3.jpg,100,3,English,0,0.02618980221450329,0.048493001610040665,0.046786583960056305,0.0972898080945015
fit,0100_4.jpg,100,4,English,1,0.1012522354722023,0.11897379904985428,0.11516714096069336,0.18567980825901031
fit,0101_1.jpg,101,1,Arabic,0,0.03983531519770622,0.0502387173473835,0.04678698256611824,0.0824902281165123
fit,0101_2.jpg,101,2,Arabic,1,0.04635078087449074,0.05314170941710472,0.050680726766586304,0.08164536207914352
fit,0101_3.jpg,101,3,English,0,0.07066947966814041,0.08481668680906296,0.07964745163917542,0.12260551750659943
fit,0101_4.jpg,101,4,English,1,0.05472363159060478,0.06335548311471939,0.060135215520858765,0.10225902497768402
fit,0103_1.jpg,103,1,Arabic,0,0.04518960043787956,0.05538375675678253,0.05240798741579056,0.081572987139225
fit,0103_2.jpg,103,2,Arabic,1,0.05952496826648712,0.07004596292972565,0.06822361052036285,0.10927382111549377
fit,0103_3.jpg,103,3,English,0,0.036467038094997406,0.04581547901034355,0.04203067719936371,0.0685960054397583
fit,0103_4.jpg,103,4,English,1,0.026088794693350792,0.03047284483909607,0.029480047523975372,0.03923937305808067
fit,0104_1.jpg,104,1,Arabic,0,0.04476144537329674,0.05164318159222603,0.04982353746891022,0.07441601157188416
fit,0104_2.jpg,104,2,Arabic,1,0.0512329526245594,0.059319574385881424,0.05839541181921959,0.07764964550733566
fit,0104_3.jpg,104,3,English,0,0.06707966327667236,0.0806649699807167,0.07671026140451431,0.1255326122045517
fit,0104_4.jpg,104,4,English,1,0.08735672384500504,0.09994685649871826,0.09992744028568268,0.13115914165973663
fit,0105_1.jpg,105,1,Arabic,0,0.052292488515377045,0.06442016363143921,0.061019591987133026,0.1054370328783989
fit,0105_2.jpg,105,2,Arabic,1,0.05600044131278992,0.06451519578695297,0.0617079883813858,0.08874127268791199
fit,0105_3.jpg,105,3,English,0,0.056147970259189606,0.06776822358369827,0.06774739176034927,0.08669841289520264
fit,0105_4.jpg,105,4,English,1,0.08533575385808945,0.09898940473794937,0.09655062854290009,0.13665366172790527
fit,0107_1.jpg,107,1,Arabic,0,0.022934606298804283,0.0274567361921072,0.02701577916741371,0.03791730850934982
fit,0107_2.jpg,107,2,Arabic,1,0.02653774432837963,0.03271706774830818,0.03013826161623001,0.07479559630155563
fit,0107_3.jpg,107,3,English,0,0.03981946408748627,0.04992910847067833,0.046832263469696045,0.09426628798246384
fit,0107_4.jpg,107,4,English,1,0.04727018252015114,0.054909542202949524,0.05331507325172424,0.0750361979007721
fit,0110_1.jpg,110,1,Arabic,0,0.04443641006946564,0.052713047713041306,0.05178272724151611,0.07239992916584015
fit,0110_2.jpg,110,2,Arabic,1,0.029114797711372375,0.032739851623773575,0.03142803907394409,0.050591807812452316
fit,0110_3.jpg,110,3,English,0,0.04990658164024353,0.06357229501008987,0.06150120124220848,0.1010969802737236
fit,0110_4.jpg,110,4,English,1,0.039409324526786804,0.04792460799217224,0.045609015971422195,0.08360051363706589
fit,0116_1.jpg,116,1,Arabic,0,0.059963516891002655,0.06882733851671219,0.06652502715587616,0.09721836447715759
fit,0116_2.jpg,116,2,Arabic,1,0.07024028152227402,0.08275825530290604,0.07823187112808228,0.1193997710943222
fit,0116_3.jpg,116,3,English,0,0.055612798780202866,0.0633423700928688,0.060732290148735046,0.14517700672149658
fit,0116_4.jpg,116,4,English,1,0.06821680814027786,0.07846865803003311,0.07409577071666718,0.12648949027061462
fit,0118_1.jpg,118,1,Arabic,0,0.04272747412323952,0.054194044321775436,0.05086711049079895,0.10740835964679718
fit,0118_2.jpg,118,2,Arabic,1,0.052848052233457565,0.059637319296598434,0.05878520756959915,0.08159944415092468
fit,0118_3.jpg,118,3,English,0,0.02849203161895275,0.0366387702524662,0.03397852182388306,0.07136733829975128
fit,0118_4.jpg,118,4,English,1,0.058716725558042526,0.06939688324928284,0.06562623381614685,0.11351925879716873
fit,0119_1.jpg,119,1,Arabic,0,0.04196823760867119,0.0503874234855175,0.04984958469867706,0.06362255662679672
fit,0119_2.jpg,119,2,Arabic,1,0.049136850982904434,0.056855086237192154,0.0553031750023365,0.08391592651605606
fit,0119_3.jpg,119,3,English,0,0.05296388268470764,0.06365936249494553,0.06218615174293518,0.09275016188621521
fit,0119_4.jpg,119,4,English,1,0.12670056521892548,0.14168845117092133,0.14057087898254395,0.17647723853588104
fit,0122_1.jpg,122,1,Arabic,0,0.04150766879320145,0.051252808421850204,0.05050768703222275,0.0801314041018486
fit,0122_2.jpg,122,2,Arabic,1,0.04841052368283272,0.0557585246860981,0.05411946773529053,0.07031581550836563
fit,0122_3.jpg,122,3,English,0,0.03650624677538872,0.0454859621822834,0.044094525277614594,0.06889353692531586
fit,0122_4.jpg,122,4,English,1,0.042579226195812225,0.04852555692195892,0.047133803367614746,0.06741726398468018
fit,0123_1.jpg,123,1,Arabic,0,0.04847368970513344,0.058341044932603836,0.05593869835138321,0.10997513681650162
fit,0123_2.jpg,123,2,Arabic,1,0.060412801802158356,0.06889692693948746,0.06803867965936661,0.09004035592079163
fit,0123_3.jpg,123,3,English,0,0.042049914598464966,0.05342545732855797,0.0469575896859169,0.11426025629043579
fit,0123_4.jpg,123,4,English,1,0.0561085045337677,0.06727441400289536,0.06437794864177704,0.09557599574327469
fit,0124_1.jpg,124,1,Arabic,0,0.04188184440135956,0.05435094237327576,0.05222224444150925,0.07943891733884811
fit,0124_2.jpg,124,2,Arabic,1,0.05463451147079468,0.06656081229448318,0.06371159106492996,0.09266394376754761
fit,0124_3.jpg,124,3,English,0,0.07500223815441132,0.10192523151636124,0.09621743857860565,0.15693068504333496
fit,0124_4.jpg,124,4,English,1,0.09428086876869202,0.11341605335474014,0.10871054977178574,0.20462724566459656
fit,0125_1.jpg,125,1,Arabic,0,0.05061890184879303,0.061540473252534866,0.059627845883369446,0.08758597820997238
fit,0125_2.jpg,125,2,Arabic,1,0.05458240211009979,0.06413590162992477,0.061549097299575806,0.08832364529371262
fit,0125_3.jpg,125,3,English,0,0.04471461474895477,0.05726151540875435,0.053079694509506226,0.1387137472629547
fit,0125_4.jpg,125,4,English,1,0.05573931336402893,0.06445910781621933,0.06240614876151085,0.09674840420484543
fit,0127_1.jpg,127,1,Arabic,0,0.03240402042865753,0.040440455079078674,0.03960574418306351,0.05768720060586929
fit,0127_2.jpg,127,2,Arabic,1,0.07987205684185028,0.09065928310155869,0.08901086449623108,0.11036363244056702
fit,0127_3.jpg,127,3,English,0,0.04378671944141388,0.05523872748017311,0.052262917160987854,0.07462714612483978
fit,0127_4.jpg,127,4,English,1,0.050864916294813156,0.060253605246543884,0.05797571316361427,0.0851721242070198
fit,0133_1.jpg,133,1,Arabic,0,0.05035770684480667,0.06293115764856339,0.06103011220693588,0.09907432645559311
