split,filename,writer,page_id,language,same_text,selected_darkness_min,selected_darkness_mean,selected_darkness_median,selected_darkness_max
selection,0148_2.jpg,148,2,Arabic,1,0.05791247636079788,0.0679139569401741,0.06448852270841599,0.11815836280584335
selection,0148_3.jpg,148,3,English,0,0.0708734318614006,0.08381394296884537,0.08093434572219849,0.11427431553602219
selection,0148_4.jpg,148,4,English,1,0.07273238897323608,0.0838332548737526,0.08129716664552689,0.11031351238489151
selection,0154_1.jpg,154,1,Arabic,0,0.05632251501083374,0.06697513908147812,0.06493669748306274,0.1013365387916565
selection,0154_2.jpg,154,2,Arabic,1,0.06955426186323166,0.07853227108716965,0.076408751308918,0.09681384265422821
selection,0154_3.jpg,154,3,English,0,0.03313414007425308,0.03797697648406029,0.037263043224811554,0.04852793738245964
selection,0154_4.jpg,154,4,English,1,0.03846168890595436,0.04344363883137703,0.04340909793972969,0.05209251865744591
selection,0161_1.jpg,161,1,Arabic,0,0.04428955540060997,0.051954615861177444,0.04980103299021721,0.07163825631141663
selection,0161_2.jpg,161,2,Arabic,1,0.04523633420467377,0.05061090365052223,0.04887703061103821,0.06929023563861847
selection,0161_3.jpg,161,3,English,0,0.049045223742723465,0.05866837501525879,0.05669092759490013,0.0858667641878128
selection,0161_4.jpg,161,4,English,1,0.061323147267103195,0.06801096349954605,0.06532537192106247,0.11218713968992233
selection,0200_1.jpg,200,1,Arabic,0,0.040778227150440216,0.0605291910469532,0.04608060419559479,0.38013532757759094
selection,0200_2.jpg,200,2,Arabic,1,0.06469795852899551,0.07685258239507675,0.07528761029243469,0.10480095446109772
selection,0200_3.jpg,200,3,English,0,0.05900777131319046,0.07555154711008072,0.06997333467006683,0.1495307832956314
selection,0200_4.jpg,200,4,English,1,0.054136231541633606,0.06810376793146133,0.06531739234924316,0.11453145742416382
selection,0204_1.jpg,204,1,Arabic,0,0.030515450984239578,0.037629444152116776,0.034868426620960236,0.055014997720718384
selection,0204_2.jpg,204,2,Arabic,1,0.04953593760728836,0.05787311866879463,0.05529414862394333,0.08629357814788818
selection,0204_3.jpg,204,3,English,0,0.042556703090667725,0.054483890533447266,0.05137988552451134,0.10143221914768219
selection,0204_4.jpg,204,4,English,1,0.05643734708428383,0.06632806360721588,0.06437318027019501,0.10658322274684906
selection,0216_1.jpg,216,1,Arabic,0,0.02622946910560131,0.03227756544947624,0.032087139785289764,0.047599539160728455
selection,0216_2.jpg,216,2,Arabic,1,0.031032118946313858,0.036335162818431854,0.03451930731534958,0.051234688609838486
selection,0216_3.jpg,216,3,English,0,0.06341712921857834,0.07843083888292313,0.07519491016864777,0.10916837304830551
selection,0216_4.jpg,216,4,English,1,0.047489069402217865,0.05486847460269928,0.05400553345680237,0.06719790399074554
selection,0219_1.jpg,219,1,Arabic,0,0.03370467573404312,0.040947239845991135,0.03937942162156105,0.053654301911592484
selection,0219_2.jpg,219,2,Arabic,1,0.06652458757162094,0.07655473798513412,0.07467801868915558,0.12055853754281998
selection,0219_3.jpg,219,3,English,0,0.05138169601559639,0.0653577372431755,0.061086732894182205,0.11972763389348984
selection,0219_4.jpg,219,4,English,1,0.05991197004914284,0.06787923723459244,0.06516365706920624,0.09878607094287872
selection,0224_1.jpg,224,1,Arabic,0,0.04430599510669708,0.05215403437614441,0.05044541507959366,0.07539354264736176
selection,0224_2.jpg,224,2,Arabic,1,0.06364461034536362,0.0723290666937828,0.06999519467353821,0.08905203640460968
selection,0224_3.jpg,224,3,English,0,0.06933031976222992,0.08412275463342667,0.08093169331550598,0.13278543949127197
selection,0224_4.jpg,224,4,English,1,0.05856280401349068,0.06543803960084915,0.06433317065238953,0.08155437558889389
selection,0237_1.jpg,237,1,Arabic,0,0.05520077049732208,0.06593770533800125,0.06152591109275818,0.1020062044262886
selection,0237_2.jpg,237,2,Arabic,1,0.044666677713394165,0.0507468581199646,0.04897993430495262,0.07649434357881546
selection,0237_3.jpg,237,3,English,0,0.06581220030784607,0.0781867504119873,0.07569298893213272,0.10860859602689743
selection,0237_4.jpg,237,4,English,1,0.053119808435440063,0.061528611928224564,0.0590825229883194,0.08856621384620667
selection,0239_1.jpg,239,1,Arabic,0,0.04030553251504898,0.047336041927337646,0.04569656401872635,0.06373808532953262
selection,0239_2.jpg,239,2,Arabic,1,0.05827680230140686,0.06575874239206314,0.065699502825737,0.07845957577228546
selection,0239_3.jpg,239,3,English,0,0.04344608262181282,0.05616085231304169,0.0548597127199173,0.08370142430067062
selection,0239_4.jpg,239,4,English,1,0.04391008988022804,0.05227856710553169,0.050131797790527344,0.08972053229808807
selection,0248_1.jpg,248,1,Arabic,0,0.042056452482938766,0.053928177803754807,0.05265791341662407,0.08350519090890884
selection,0248_2.jpg,248,2,Arabic,1,0.050971619784832,0.06071235612034798,0.05944697931408882,0.07895151525735855
selection,0248_3.jpg,248,3,English,0,0.05992448702454567,0.07224321365356445,0.07147689908742905,0.09914513677358627
selection,0248_4.jpg,248,4,English,1,0.056382082402706146,0.06769518554210663,0.06377780437469482,0.12307888269424438
selection,0266_1.jpg,266,1,Arabic,0,0.041807111352682114,0.05224638059735298,0.05014095827937126,0.07647217810153961
selection,0266_2.jpg,266,2,Arabic,1,0.051558177918195724,0.05856236815452576,0.057340607047080994,0.0745166763663292
selection,0266_3.jpg,266,3,English,0,0.04105953127145767,0.047021377831697464,0.04607502371072769,0.05878043547272682
selection,0266_4.jpg,266,4,English,1,0.042626459151506424,0.04777705669403076,0.047465577721595764,0.06048636510968208
selection,0271_1.jpg,271,1,Arabic,0,0.05608275905251503,0.06454779207706451,0.06316238641738892,0.09104915708303452
selection,0271_2.jpg,271,2,Arabic,1,0.06602109223604202,0.07459644973278046,0.07320232689380646,0.09133002161979675
selection,0271_3.jpg,271,3,English,0,0.06629762798547745,0.07895160466432571,0.07669001072645187,0.11609004437923431
selection,0271_4.jpg,271,4,English,1,0.07624179124832153,0.08672347664833069,0.08518379181623459,0.12680621445178986
selection,0279_1.jpg,279,1,Arabic,0,0.04371809586882591,0.057337503880262375,0.05608639866113663,0.09419745206832886
selection,0279_2.jpg,279,2,Arabic,1,0.05445244535803795,0.06287652254104614,0.06102803349494934,0.08279965817928314
selection,0279_3.jpg,279,3,English,0,0.04208114743232727,0.052916835993528366,0.04993642866611481,0.1413988620042801
selection,0279_4.jpg,279,4,English,1,0.06339088082313538,0.07294061034917831,0.06931604444980621,0.11693213880062103
selection,0282_1.jpg,282,1,Arabic,0,0.029141897335648537,0.03522880747914314,0.03330180421471596,0.05226296931505203
selection,0282_2.jpg,282,2,Arabic,1,0.0368441641330719,0.04237350821495056,0.041172098368406296,0.054479215294122696
selection,0282_3.jpg,282,3,English,0,0.030890410766005516,0.036134183406829834,0.03504553064703941,0.0460754819214344
selection,0282_4.jpg,282,4,English,1,0.13070012629032135,0.14537905156612396,0.14170923829078674,0.1799376755952835
