filename,writer,page_id,language,same_text,experiment_split,original_width,original_height,resized_width,resized_height,padding_left,padding_top,padding_right,padding_bottom,output_width,output_height
0010_1.jpg,10,1,Arabic,0,development_train,2465,3353,282,384,51,0,51,0,384,384
0010_2.jpg,10,2,Arabic,1,development_train,2471,3353,283,384,50,0,51,0,384,384
0010_3.jpg,10,3,English,0,development_train,2471,3347,283,384,50,0,51,0,384,384
0010_4.jpg,10,4,English,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0011_1.jpg,11,1,Arabic,0,development_train,2477,3371,282,384,51,0,51,0,384,384
0011_2.jpg,11,2,Arabic,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0011_3.jpg,11,3,English,0,development_train,2471,3359,282,384,51,0,51,0,384,384
0011_4.jpg,11,4,English,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0012_1.jpg,12,1,Arabic,0,development_train,2465,3353,282,384,51,0,51,0,384,384
0012_2.jpg,12,2,Arabic,1,development_train,2471,3347,283,384,50,0,51,0,384,384
0012_3.jpg,12,3,English,0,development_train,2465,3341,283,384,50,0,51,0,384,384
0012_4.jpg,12,4,English,1,development_train,2471,3347,283,384,50,0,51,0,384,384
0013_1.jpg,13,1,Arabic,0,validation,2471,3359,282,384,51,0,51,0,384,384
0013_2.jpg,13,2,Arabic,1,validation,2471,3353,283,384,50,0,51,0,384,384
0013_3.jpg,13,3,English,0,validation,2471,3359,282,384,51,0,51,0,384,384
0013_4.jpg,13,4,English,1,validation,2477,3365,283,384,50,0,51,0,384,384
0014_1.jpg,14,1,Arabic,0,validation,2465,3365,281,384,51,0,52,0,384,384
0014_2.jpg,14,2,Arabic,1,validation,2465,3371,281,384,51,0,52,0,384,384
0014_3.jpg,14,3,English,0,validation,2465,3365,281,384,51,0,52,0,384,384
0014_4.jpg,14,4,English,1,validation,2465,3365,281,384,51,0,52,0,384,384
0015_1.jpg,15,1,Arabic,0,development_train,2465,3359,282,384,51,0,51,0,384,384
0015_2.jpg,15,2,Arabic,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0015_3.jpg,15,3,English,0,development_train,2471,3365,282,384,51,0,51,0,384,384
0015_4.jpg,15,4,English,1,development_train,2477,3359,283,384,50,0,51,0,384,384
0016_1.jpg,16,1,Arabic,0,validation,2471,3377,281,384,51,0,52,0,384,384
0016_2.jpg,16,2,Arabic,1,validation,2465,3377,280,384,52,0,52,0,384,384
0016_3.jpg,16,3,English,0,validation,2471,3377,281,384,51,0,52,0,384,384
0016_4.jpg,16,4,English,1,validation,2483,3371,283,384,50,0,51,0,384,384
0017_1.jpg,17,1,Arabic,0,validation,2471,3371,281,384,51,0,52,0,384,384
0017_2.jpg,17,2,Arabic,1,validation,2471,3371,281,384,51,0,52,0,384,384
0017_3.jpg,17,3,English,0,validation,2471,3371,281,384,51,0,52,0,384,384
0017_4.jpg,17,4,English,1,validation,2471,3365,282,384,51,0,51,0,384,384
0018_1.jpg,18,1,Arabic,0,development_train,2459,3395,278,384,53,0,53,0,384,384
0018_2.jpg,18,2,Arabic,1,development_train,2465,3389,279,384,52,0,53,0,384,384
0018_3.jpg,18,3,English,0,development_train,2459,3389,279,384,52,0,53,0,384,384
0018_4.jpg,18,4,English,1,development_train,2465,3395,279,384,52,0,53,0,384,384
0019_1.jpg,19,1,Arabic,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0019_2.jpg,19,2,Arabic,1,development_train,2471,3389,280,384,52,0,52,0,384,384
0019_3.jpg,19,3,English,0,development_train,2477,3389,281,384,51,0,52,0,384,384
0019_4.jpg,19,4,English,1,development_train,2471,3377,281,384,51,0,52,0,384,384
0020_1.jpg,20,1,Arabic,0,development_train,2471,3359,282,384,51,0,51,0,384,384
0020_2.jpg,20,2,Arabic,1,development_train,2465,3353,282,384,51,0,51,0,384,384
0020_3.jpg,20,3,English,0,development_train,2471,3359,282,384,51,0,51,0,384,384
0020_4.jpg,20,4,English,1,development_train,2471,3353,283,384,50,0,51,0,384,384
0021_1.jpg,21,1,Arabic,0,development_train,2471,3353,283,384,50,0,51,0,384,384
0021_2.jpg,21,2,Arabic,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0021_3.jpg,21,3,English,0,development_train,2471,3347,283,384,50,0,51,0,384,384
0021_4.jpg,21,4,English,1,development_train,2471,3353,283,384,50,0,51,0,384,384
0022_1.jpg,22,1,Arabic,0,development_train,2465,3365,281,384,51,0,52,0,384,384
0022_2.jpg,22,2,Arabic,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0022_3.jpg,22,3,English,0,development_train,2471,3359,282,384,51,0,51,0,384,384
0022_4.jpg,22,4,English,1,development_train,2459,3371,280,384,52,0,52,0,384,384
0023_1.jpg,23,1,Arabic,0,validation,2465,3395,279,384,52,0,53,0,384,384
0023_2.jpg,23,2,Arabic,1,validation,2459,3395,278,384,53,0,53,0,384,384
0023_3.jpg,23,3,English,0,validation,2465,3371,281,384,51,0,52,0,384,384
0023_4.jpg,23,4,English,1,validation,2465,3359,282,384,51,0,51,0,384,384
0024_1.jpg,24,1,Arabic,0,validation,2465,3347,283,384,50,0,51,0,384,384
0024_2.jpg,24,2,Arabic,1,validation,2483,3353,284,384,50,0,50,0,384,384
0024_3.jpg,24,3,English,0,validation,2477,3353,284,384,50,0,50,0,384,384
0024_4.jpg,24,4,English,1,validation,2483,3341,285,384,49,0,50,0,384,384
0025_1.jpg,25,1,Arabic,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0025_2.jpg,25,2,Arabic,1,development_train,2471,3377,281,384,51,0,52,0,384,384
0025_3.jpg,25,3,English,0,development_train,2483,3389,281,384,51,0,52,0,384,384
0025_4.jpg,25,4,English,1,development_train,2483,3383,282,384,51,0,51,0,384,384
0026_1.jpg,26,1,Arabic,0,development_train,2477,3359,283,384,50,0,51,0,384,384
0026_2.jpg,26,2,Arabic,1,development_train,2471,3353,283,384,50,0,51,0,384,384
0026_3.jpg,26,3,English,0,development_train,2471,3365,282,384,51,0,51,0,384,384
0026_4.jpg,26,4,English,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0027_1.jpg,27,1,Arabic,0,development_train,2465,3377,280,384,52,0,52,0,384,384
0027_2.jpg,27,2,Arabic,1,development_train,2465,3377,280,384,52,0,52,0,384,384
0027_3.jpg,27,3,English,0,development_train,2471,3377,281,384,51,0,52,0,384,384
0027_4.jpg,27,4,English,1,development_train,2465,3383,280,384,52,0,52,0,384,384
0028_1.jpg,28,1,Arabic,0,development_train,2471,3365,282,384,51,0,51,0,384,384
0028_2.jpg,28,2,Arabic,1,development_train,2465,3365,281,384,51,0,52,0,384,384
0028_3.jpg,28,3,English,0,development_train,2465,3365,281,384,51,0,52,0,384,384
0028_4.jpg,28,4,English,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0029_1.jpg,29,1,Arabic,0,development_train,2465,3353,282,384,51,0,51,0,384,384
0029_2.jpg,29,2,Arabic,1,development_train,2471,3353,283,384,50,0,51,0,384,384
0029_3.jpg,29,3,English,0,development_train,2471,3353,283,384,50,0,51,0,384,384
0029_4.jpg,29,4,English,1,development_train,2465,3353,282,384,51,0,51,0,384,384
0030_1.jpg,30,1,Arabic,0,development_train,2471,3359,282,384,51,0,51,0,384,384
0030_2.jpg,30,2,Arabic,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0030_3.jpg,30,3,English,0,development_train,2477,3353,284,384,50,0,50,0,384,384
0030_4.jpg,30,4,English,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0031_1.jpg,31,1,Arabic,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0031_2.jpg,31,2,Arabic,1,development_train,2471,3383,280,384,52,0,52,0,384,384
0031_3.jpg,31,3,English,0,development_train,2471,3377,281,384,51,0,52,0,384,384
0031_4.jpg,31,4,English,1,development_train,2471,3377,281,384,51,0,52,0,384,384
0032_1.jpg,32,1,Arabic,0,development_train,2477,3371,282,384,51,0,51,0,384,384
0032_2.jpg,32,2,Arabic,1,development_train,2477,3371,282,384,51,0,51,0,384,384
0032_3.jpg,32,3,English,0,development_train,2477,3371,282,384,51,0,51,0,384,384
0032_4.jpg,32,4,English,1,development_train,2477,3377,282,384,51,0,51,0,384,384
0033_1.jpg,33,1,Arabic,0,development_train,2471,3377,281,384,51,0,52,0,384,384
0033_2.jpg,33,2,Arabic,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0033_3.jpg,33,3,English,0,development_train,2465,3359,282,384,51,0,51,0,384,384
0033_4.jpg,33,4,English,1,development_train,2459,3377,280,384,52,0,52,0,384,384
0034_1.jpg,34,1,Arabic,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0034_2.jpg,34,2,Arabic,1,development_train,2471,3389,280,384,52,0,52,0,384,384
0034_3.jpg,34,3,English,0,development_train,2471,3371,281,384,51,0,52,0,384,384
0034_4.jpg,34,4,English,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0035_1.jpg,35,1,Arabic,0,development_train,2477,3377,282,384,51,0,51,0,384,384
0035_2.jpg,35,2,Arabic,1,development_train,2471,3371,281,384,51,0,52,0,384,384
0035_3.jpg,35,3,English,0,development_train,2471,3377,281,384,51,0,52,0,384,384
0035_4.jpg,35,4,English,1,development_train,2471,3377,281,384,51,0,52,0,384,384
0036_1.jpg,36,1,Arabic,0,validation,2465,3395,279,384,52,0,53,0,384,384
0036_2.jpg,36,2,Arabic,1,validation,2471,3389,280,384,52,0,52,0,384,384
0036_3.jpg,36,3,English,0,validation,2465,3383,280,384,52,0,52,0,384,384
0036_4.jpg,36,4,English,1,validation,2471,3377,281,384,51,0,52,0,384,384
0037_1.jpg,37,1,Arabic,0,validation,2477,3395,280,384,52,0,52,0,384,384
0037_2.jpg,37,2,Arabic,1,validation,2483,3389,281,384,51,0,52,0,384,384
0037_3.jpg,37,3,English,0,validation,2471,3383,280,384,52,0,52,0,384,384
0037_4.jpg,37,4,English,1,validation,2477,3389,281,384,51,0,52,0,384,384
0038_1.jpg,38,1,Arabic,0,development_train,2465,3371,281,384,51,0,52,0,384,384
0038_2.jpg,38,2,Arabic,1,development_train,2465,3371,281,384,51,0,52,0,384,384
0038_3.jpg,38,3,English,0,development_train,2465,3371,281,384,51,0,52,0,384,384
0038_4.jpg,38,4,English,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0039_1.jpg,39,1,Arabic,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0039_2.jpg,39,2,Arabic,1,development_train,2471,3377,281,384,51,0,52,0,384,384
0039_3.jpg,39,3,English,0,development_train,2465,3377,280,384,52,0,52,0,384,384
0039_4.jpg,39,4,English,1,development_train,2471,3383,280,384,52,0,52,0,384,384
0040_1.jpg,40,1,Arabic,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0040_2.jpg,40,2,Arabic,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0040_3.jpg,40,3,English,0,development_train,2465,3359,282,384,51,0,51,0,384,384
0040_4.jpg,40,4,English,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0041_1.jpg,41,1,Arabic,0,validation,2483,3353,284,384,50,0,50,0,384,384
0041_2.jpg,41,2,Arabic,1,validation,2477,3359,283,384,50,0,51,0,384,384
0041_3.jpg,41,3,English,0,validation,2471,3347,283,384,50,0,51,0,384,384
0041_4.jpg,41,4,English,1,validation,2471,3359,282,384,51,0,51,0,384,384
0042_1.jpg,42,1,Arabic,0,development_train,2465,3371,281,384,51,0,52,0,384,384
0042_2.jpg,42,2,Arabic,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0042_3.jpg,42,3,English,0,development_train,2471,3359,282,384,51,0,51,0,384,384
0042_4.jpg,42,4,English,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0043_1.jpg,43,1,Arabic,0,development_train,2477,3377,282,384,51,0,51,0,384,384
0043_2.jpg,43,2,Arabic,1,development_train,2471,3371,281,384,51,0,52,0,384,384
0043_3.jpg,43,3,English,0,development_train,2477,3371,282,384,51,0,51,0,384,384
0043_4.jpg,43,4,English,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0044_1.jpg,44,1,Arabic,0,development_train,2465,3365,281,384,51,0,52,0,384,384
0044_2.jpg,44,2,Arabic,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0044_3.jpg,44,3,English,0,development_train,2465,3359,282,384,51,0,51,0,384,384
0044_4.jpg,44,4,English,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0045_1.jpg,45,1,Arabic,0,validation,2471,3371,281,384,51,0,52,0,384,384
0045_2.jpg,45,2,Arabic,1,validation,2471,3371,281,384,51,0,52,0,384,384
0045_3.jpg,45,3,English,0,validation,2465,3365,281,384,51,0,52,0,384,384
0045_4.jpg,45,4,English,1,validation,2465,3359,282,384,51,0,51,0,384,384
0046_1.jpg,46,1,Arabic,0,development_train,2465,3371,281,384,51,0,52,0,384,384
0046_2.jpg,46,2,Arabic,1,development_train,2465,3365,281,384,51,0,52,0,384,384
0046_3.jpg,46,3,English,0,development_train,2471,3365,282,384,51,0,51,0,384,384
0046_4.jpg,46,4,English,1,development_train,2477,3371,282,384,51,0,51,0,384,384
0047_1.jpg,47,1,Arabic,0,development_train,2465,3365,281,384,51,0,52,0,384,384
0047_2.jpg,47,2,Arabic,1,development_train,2471,3371,281,384,51,0,52,0,384,384
0047_3.jpg,47,3,English,0,development_train,2471,3359,282,384,51,0,51,0,384,384
0047_4.jpg,47,4,English,1,development_train,2465,3365,281,384,51,0,52,0,384,384
0048_1.jpg,48,1,Arabic,0,validation,2483,3377,282,384,51,0,51,0,384,384
0048_2.jpg,48,2,Arabic,1,validation,2477,3377,282,384,51,0,51,0,384,384
0048_3.jpg,48,3,English,0,validation,2483,3377,282,384,51,0,51,0,384,384
0048_4.jpg,48,4,English,1,validation,2471,3371,281,384,51,0,52,0,384,384
0049_1.jpg,49,1,Arabic,0,development_train,2477,3365,283,384,50,0,51,0,384,384
0049_2.jpg,49,2,Arabic,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0049_3.jpg,49,3,English,0,development_train,2471,3359,282,384,51,0,51,0,384,384
0049_4.jpg,49,4,English,1,development_train,2471,3347,283,384,50,0,51,0,384,384
0050_1.jpg,50,1,Arabic,0,validation,2465,3371,281,384,51,0,52,0,384,384
0050_2.jpg,50,2,Arabic,1,validation,2465,3365,281,384,51,0,52,0,384,384
0050_3.jpg,50,3,English,0,validation,2465,3365,281,384,51,0,52,0,384,384
0050_4.jpg,50,4,English,1,validation,2477,3365,283,384,50,0,51,0,384,384
0051_1.jpg,51,1,Arabic,0,development_train,2465,3371,281,384,51,0,52,0,384,384
0051_2.jpg,51,2,Arabic,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0051_3.jpg,51,3,English,0,development_train,2471,3377,281,384,51,0,52,0,384,384
0051_4.jpg,51,4,English,1,development_train,2465,3377,280,384,52,0,52,0,384,384
0052_1.jpg,52,1,Arabic,0,validation,2465,3371,281,384,51,0,52,0,384,384
0052_2.jpg,52,2,Arabic,1,validation,2465,3365,281,384,51,0,52,0,384,384
0052_3.jpg,52,3,English,0,validation,2465,3365,281,384,51,0,52,0,384,384
0052_4.jpg,52,4,English,1,validation,2465,3365,281,384,51,0,52,0,384,384
0053_1.jpg,53,1,Arabic,0,validation,2471,3377,281,384,51,0,52,0,384,384
0053_2.jpg,53,2,Arabic,1,validation,2477,3377,282,384,51,0,51,0,384,384
0053_3.jpg,53,3,English,0,validation,2477,3371,282,384,51,0,51,0,384,384
0053_4.jpg,53,4,English,1,validation,2477,3377,282,384,51,0,51,0,384,384
0054_1.jpg,54,1,Arabic,0,development_train,2477,3383,281,384,51,0,52,0,384,384
0054_2.jpg,54,2,Arabic,1,development_train,2465,3371,281,384,51,0,52,0,384,384
0054_3.jpg,54,3,English,0,development_train,2471,3371,281,384,51,0,52,0,384,384
0054_4.jpg,54,4,English,1,development_train,2459,3377,280,384,52,0,52,0,384,384
0055_1.jpg,55,1,Arabic,0,development_train,2477,3383,281,384,51,0,52,0,384,384
0055_2.jpg,55,2,Arabic,1,development_train,2477,3383,281,384,51,0,52,0,384,384
0055_3.jpg,55,3,English,0,development_train,2489,3383,283,384,50,0,51,0,384,384
0055_4.jpg,55,4,English,1,development_train,2477,3377,282,384,51,0,51,0,384,384
0056_1.jpg,56,1,Arabic,0,development_train,2465,3371,281,384,51,0,52,0,384,384
0056_2.jpg,56,2,Arabic,1,development_train,2477,3377,282,384,51,0,51,0,384,384
0056_3.jpg,56,3,English,0,development_train,2465,3359,282,384,51,0,51,0,384,384
0056_4.jpg,56,4,English,1,development_train,2465,3365,281,384,51,0,52,0,384,384
0057_1.jpg,57,1,Arabic,0,development_train,2471,3377,281,384,51,0,52,0,384,384
0057_2.jpg,57,2,Arabic,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0057_3.jpg,57,3,English,0,development_train,2471,3365,282,384,51,0,51,0,384,384
0057_4.jpg,57,4,English,1,development_train,2471,3371,281,384,51,0,52,0,384,384
0058_1.jpg,58,1,Arabic,0,validation,2471,3371,281,384,51,0,52,0,384,384
0058_2.jpg,58,2,Arabic,1,validation,2471,3371,281,384,51,0,52,0,384,384
0058_3.jpg,58,3,English,0,validation,2471,3371,281,384,51,0,52,0,384,384
0058_4.jpg,58,4,English,1,validation,2465,3371,281,384,51,0,52,0,384,384
0059_1.jpg,59,1,Arabic,0,development_train,2471,3371,281,384,51,0,52,0,384,384
0059_2.jpg,59,2,Arabic,1,development_train,2477,3371,282,384,51,0,51,0,384,384
0059_3.jpg,59,3,English,0,development_train,2477,3371,282,384,51,0,51,0,384,384
0059_4.jpg,59,4,English,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0060_1.jpg,60,1,Arabic,0,development_train,2471,3353,283,384,50,0,51,0,384,384
0060_2.jpg,60,2,Arabic,1,development_train,2477,3353,284,384,50,0,50,0,384,384
0060_3.jpg,60,3,English,0,development_train,2471,3353,283,384,50,0,51,0,384,384
0060_4.jpg,60,4,English,1,development_train,2471,3347,283,384,50,0,51,0,384,384
0061_1.jpg,61,1,Arabic,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0061_2.jpg,61,2,Arabic,1,development_train,2471,3383,280,384,52,0,52,0,384,384
0061_3.jpg,61,3,English,0,development_train,2471,3389,280,384,52,0,52,0,384,384
0061_4.jpg,61,4,English,1,development_train,2471,3377,281,384,51,0,52,0,384,384
0062_1.jpg,62,1,Arabic,0,development_train,2465,3365,281,384,51,0,52,0,384,384
0062_2.jpg,62,2,Arabic,1,development_train,2477,3353,284,384,50,0,50,0,384,384
0062_3.jpg,62,3,English,0,development_train,2465,3359,282,384,51,0,51,0,384,384
0062_4.jpg,62,4,English,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0063_1.jpg,63,1,Arabic,0,development_train,2477,3377,282,384,51,0,51,0,384,384
0063_2.jpg,63,2,Arabic,1,development_train,2471,3371,281,384,51,0,52,0,384,384
0063_3.jpg,63,3,English,0,development_train,2471,3365,282,384,51,0,51,0,384,384
0063_4.jpg,63,4,English,1,development_train,2465,3359,282,384,51,0,51,0,384,384
0064_1.jpg,64,1,Arabic,0,validation,2465,3371,281,384,51,0,52,0,384,384
0064_2.jpg,64,2,Arabic,1,validation,2465,3365,281,384,51,0,52,0,384,384
0064_3.jpg,64,3,English,0,validation,2471,3365,282,384,51,0,51,0,384,384
0064_4.jpg,64,4,English,1,validation,2477,3371,282,384,51,0,51,0,384,384
0065_1.jpg,65,1,Arabic,0,development_train,2465,3377,280,384,52,0,52,0,384,384
0065_2.jpg,65,2,Arabic,1,development_train,2465,3377,280,384,52,0,52,0,384,384
0065_3.jpg,65,3,English,0,development_train,2465,3377,280,384,52,0,52,0,384,384
0065_4.jpg,65,4,English,1,development_train,2471,3377,281,384,51,0,52,0,384,384
0066_1.jpg,66,1,Arabic,0,development_train,2471,3377,281,384,51,0,52,0,384,384
0066_2.jpg,66,2,Arabic,1,development_train,2465,3371,281,384,51,0,52,0,384,384
0066_3.jpg,66,3,English,0,development_train,2465,3371,281,384,51,0,52,0,384,384
0066_4.jpg,66,4,English,1,development_train,2465,3371,281,384,51,0,52,0,384,384
0067_1.jpg,67,1,Arabic,0,development_train,2459,3383,279,384,52,0,53,0,384,384
0067_2.jpg,67,2,Arabic,1,development_train,2471,3371,281,384,51,0,52,0,384,384
0067_3.jpg,67,3,English,0,development_train,2471,3371,281,384,51,0,52,0,384,384
0067_4.jpg,67,4,English,1,development_train,2471,3371,281,384,51,0,52,0,384,384
0068_1.jpg,68,1,Arabic,0,development_train,2465,3383,280,384,52,0,52,0,384,384
0068_2.jpg,68,2,Arabic,1,development_train,2465,3371,281,384,51,0,52,0,384,384
0068_3.jpg,68,3,English,0,development_train,2471,3365,282,384,51,0,51,0,384,384
0068_4.jpg,68,4,English,1,development_train,2477,3365,283,384,50,0,51,0,384,384
0069_1.jpg,69,1,Arabic,0,development_train,2471,3371,281,384,51,0,52,0,384,384
0069_2.jpg,69,2,Arabic,1,development_train,2465,3371,281,384,51,0,52,0,384,384
0069_3.jpg,69,3,English,0,development_train,2465,3365,281,384,51,0,52,0,384,384
0069_4.jpg,69,4,English,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0070_1.jpg,70,1,Arabic,0,development_train,2477,3389,281,384,51,0,52,0,384,384
0070_2.jpg,70,2,Arabic,1,development_train,2483,3377,282,384,51,0,51,0,384,384
0070_3.jpg,70,3,English,0,development_train,2483,3371,283,384,50,0,51,0,384,384
0070_4.jpg,70,4,English,1,development_train,2471,3377,281,384,51,0,52,0,384,384
0071_1.jpg,71,1,Arabic,0,development_train,2477,3371,282,384,51,0,51,0,384,384
0071_2.jpg,71,2,Arabic,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0071_3.jpg,71,3,English,0,development_train,2471,3359,282,384,51,0,51,0,384,384
0071_4.jpg,71,4,English,1,development_train,2471,3359,282,384,51,0,51,0,384,384
0072_1.jpg,72,1,Arabic,0,validation,2465,3377,280,384,52,0,52,0,384,384
0072_2.jpg,72,2,Arabic,1,validation,2471,3383,280,384,52,0,52,0,384,384
0072_3.jpg,72,3,English,0,validation,2465,3371,281,384,51,0,52,0,384,384
0072_4.jpg,72,4,English,1,validation,2471,3365,282,384,51,0,51,0,384,384
0073_1.jpg,73,1,Arabic,0,development_train,2471,3365,282,384,51,0,51,0,384,384
0073_2.jpg,73,2,Arabic,1,development_train,2471,3365,282,384,51,0,51,0,384,384
0073_3.jpg,73,3,English,0,development_train,2471,3353,283,384,50,0,51,0,384,384
0073_4.jpg,73,4,English,1,development_train,2471,3353,283,384,50,0,51,0,384,384
0074_1.jpg,74,1,Arabic,0,development_train,2465,3377,280,384,52,0,52,0,384,384
0074_2.jpg,74,2,Arabic,1,development_train,2471,3383,280,384,52,0,52,0,384,384
0074_3.jpg,74,3,English,0,development_train,2465,3365,281,384,51,0,52,0,384,384
0074_4.jpg,74,4,English,1,development_train,2471,3383,280,384,52,0,52,0,384,384
0075_1.jpg,75,1,Arabic,0,development_train,2471,3377,281,384,51,0,52,0,384,384
0075_2.jpg,75,2,Arabic,1,development_train,2477,3377,282,384,51,0,51,0,384,384
0075_3.jpg,75,3,English,0,development_train,2465,3377,280,384,52,0,52,0,384,384
0075_4.jpg,75,4,English,1,development_train,2465,3371,281,384,51,0,52,0,384,384
0076_1.jpg,76,1,Arabic,0,development_train,2471,3401,279,384,52,0,53,0,384,384
0076_2.jpg,76,2,Arabic,1,development_train,2471,3389,280,384,52,0,52,0,384,384
0076_3.jpg,76,3,English,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0076_4.jpg,76,4,English,1,development_train,2465,3377,280,384,52,0,52,0,384,384
0077_1.jpg,77,1,Arabic,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0077_2.jpg,77,2,Arabic,1,development_train,2471,3383,280,384,52,0,52,0,384,384
0077_3.jpg,77,3,English,0,development_train,2471,3383,280,384,52,0,52,0,384,384
0077_4.jpg,77,4,English,1,development_train,2477,3377,282,384,51,0,51,0,384,384
0078_1.jpg,78,1,Arabic,0,development_train,2471,3371,281,384,51,0,52,0,384,384
0078_2.jpg,78,2,Arabic,1,development_train,2477,3371,282,384,51,0,51,0,384,384
0078_3.jpg,78,3,English,0,development_train,2477,3371,282,384,51,0,51,0,384,384
0078_4.jpg,78,4,English,1,development_train,2477,3371,282,384,51,0,51,0,384,384
0079_1.jpg,79,1,Arabic,0,development_train,2465,3389,279,384,52,0,53,0,384,384
