filename_a,filename_b,writer_a,writer_b,pair_label,pair_type
0162_1.jpg,0163_2.jpg,162,163,0,impostor
0204_1.jpg,0204_2.jpg,204,204,1,genuine
0240_1.jpg,0241_2.jpg,240,241,0,impostor
0228_1.jpg,0229_2.jpg,228,229,0,impostor
0185_1.jpg,0185_2.jpg,185,185,1,genuine
0269_1.jpg,0270_2.jpg,269,270,0,impostor
0015_1.jpg,0018_2.jpg,15,18,0,impostor
0164_1.jpg,0165_2.jpg,164,165,0,impostor
0253_1.jpg,0253_2.jpg,253,253,1,genuine
0146_1.jpg,0146_2.jpg,146,146,1,genuine
0267_1.jpg,0268_2.jpg,267,268,0,impostor
0192_1.jpg,0192_2.jpg,192,192,1,genuine
0170_1.jpg,0171_2.jpg,170,171,0,impostor
0201_1.jpg,0201_2.jpg,201,201,1,genuine
0227_1.jpg,0227_2.jpg,227,227,1,genuine
0282_1.jpg,0282_2.jpg,282,282,1,genuine
0109_1.jpg,0109_2.jpg,109,109,1,genuine
0214_1.jpg,0216_2.jpg,214,216,0,impostor
0238_1.jpg,0239_2.jpg,238,239,0,impostor
0249_1.jpg,0249_2.jpg,249,249,1,genuine
0097_1.jpg,0097_2.jpg,97,97,1,genuine
0032_1.jpg,0033_2.jpg,32,33,0,impostor
0091_1.jpg,0092_2.jpg,91,92,0,impostor
0257_1.jpg,0257_2.jpg,257,257,1,genuine
0158_1.jpg,0158_2.jpg,158,158,1,genuine
0249_1.jpg,0250_2.jpg,249,250,0,impostor
0059_1.jpg,0060_2.jpg,59,60,0,impostor
0220_1.jpg,0221_2.jpg,220,221,0,impostor
0234_1.jpg,0235_2.jpg,234,235,0,impostor
0234_1.jpg,0234_2.jpg,234,234,1,genuine
0263_1.jpg,0263_2.jpg,263,263,1,genuine
0199_1.jpg,0200_2.jpg,199,200,0,impostor
0160_1.jpg,0161_2.jpg,160,161,0,impostor
0018_1.jpg,0019_2.jpg,18,19,0,impostor
0049_1.jpg,0049_2.jpg,49,49,1,genuine
0181_1.jpg,0181_2.jpg,181,181,1,genuine
0138_1.jpg,0139_2.jpg,138,139,0,impostor
0128_1.jpg,0129_2.jpg,128,129,0,impostor
0039_1.jpg,0040_2.jpg,39,40,0,impostor
0124_1.jpg,0125_2.jpg,124,125,0,impostor
0078_1.jpg,0078_2.jpg,78,78,1,genuine
0148_1.jpg,0148_2.jpg,148,148,1,genuine
0265_1.jpg,0265_2.jpg,265,265,1,genuine
0031_1.jpg,0032_2.jpg,31,32,0,impostor
0008_1.jpg,0008_2.jpg,8,8,1,genuine
0132_1.jpg,0133_2.jpg,132,133,0,impostor
0114_1.jpg,0116_2.jpg,114,116,0,impostor
0207_1.jpg,0207_2.jpg,207,207,1,genuine
0199_1.jpg,0199_2.jpg,199,199,1,genuine
0228_1.jpg,0228_2.jpg,228,228,1,genuine
0238_1.jpg,0238_2.jpg,238,238,1,genuine
0012_1.jpg,0012_2.jpg,12,12,1,genuine
0029_1.jpg,0030_2.jpg,29,30,0,impostor
0138_1.jpg,0138_2.jpg,138,138,1,genuine
0106_1.jpg,0106_2.jpg,106,106,1,genuine
0054_1.jpg,0054_2.jpg,54,54,1,genuine
0119_1.jpg,0121_2.jpg,119,121,0,impostor
0218_1.jpg,0218_2.jpg,218,218,1,genuine
0252_1.jpg,0253_2.jpg,252,253,0,impostor
0049_1.jpg,0051_2.jpg,49,51,0,impostor
0252_1.jpg,0252_2.jpg,252,252,1,genuine
0056_1.jpg,0057_2.jpg,56,57,0,impostor
0185_1.jpg,0188_2.jpg,185,188,0,impostor
0266_1.jpg,0266_2.jpg,266,266,1,genuine
0248_1.jpg,0248_2.jpg,248,248,1,genuine
0121_1.jpg,0121_2.jpg,121,121,1,genuine
0028_1.jpg,0029_2.jpg,28,29,0,impostor
0212_1.jpg,0212_2.jpg,212,212,1,genuine
0035_1.jpg,0038_2.jpg,35,38,0,impostor
0196_1.jpg,0196_2.jpg,196,196,1,genuine
0003_1.jpg,0003_2.jpg,3,3,1,genuine
0124_1.jpg,0124_2.jpg,124,124,1,genuine
0178_1.jpg,0179_2.jpg,178,179,0,impostor
0092_1.jpg,0092_2.jpg,92,92,1,genuine
0260_1.jpg,0261_2.jpg,260,261,0,impostor
0162_1.jpg,0162_2.jpg,162,162,1,genuine
0144_1.jpg,0145_2.jpg,144,145,0,impostor
0129_1.jpg,0129_2.jpg,129,129,1,genuine
0189_1.jpg,0189_2.jpg,189,189,1,genuine
0155_1.jpg,0156_2.jpg,155,156,0,impostor
0130_1.jpg,0131_2.jpg,130,131,0,impostor
0019_1.jpg,0020_2.jpg,19,20,0,impostor
0130_1.jpg,0130_2.jpg,130,130,1,genuine
0069_1.jpg,0070_2.jpg,69,70,0,impostor
0091_1.jpg,0091_2.jpg,91,91,1,genuine
0031_1.jpg,0031_2.jpg,31,31,1,genuine
0051_1.jpg,0051_2.jpg,51,51,1,genuine
0191_1.jpg,0191_2.jpg,191,191,1,genuine
0161_1.jpg,0161_2.jpg,161,161,1,genuine
0237_1.jpg,0237_2.jpg,237,237,1,genuine
0256_1.jpg,0256_2.jpg,256,256,1,genuine
0235_1.jpg,0235_2.jpg,235,235,1,genuine
0090_1.jpg,0090_2.jpg,90,90,1,genuine
0106_1.jpg,0107_2.jpg,106,107,0,impostor
0066_1.jpg,0067_2.jpg,66,67,0,impostor
0140_1.jpg,0142_2.jpg,140,142,0,impostor
0122_1.jpg,0123_2.jpg,122,123,0,impostor
0192_1.jpg,0193_2.jpg,192,193,0,impostor
0205_1.jpg,0206_2.jpg,205,206,0,impostor
0222_1.jpg,0223_2.jpg,222,223,0,impostor
0164_1.jpg,0164_2.jpg,164,164,1,genuine
0193_1.jpg,0193_2.jpg,193,193,1,genuine
0218_1.jpg,0219_2.jpg,218,219,0,impostor
0062_1.jpg,0063_2.jpg,62,63,0,impostor
0279_1.jpg,0279_2.jpg,279,279,1,genuine
0003_1.jpg,0005_2.jpg,3,5,0,impostor
0116_1.jpg,0116_2.jpg,116,116,1,genuine
0203_1.jpg,0204_2.jpg,203,204,0,impostor
0274_1.jpg,0274_2.jpg,274,274,1,genuine
0168_1.jpg,0168_2.jpg,168,168,1,genuine
0204_1.jpg,0205_2.jpg,204,205,0,impostor
0201_1.jpg,0202_2.jpg,201,202,0,impostor
0180_1.jpg,0181_2.jpg,180,181,0,impostor
0154_1.jpg,0155_2.jpg,154,155,0,impostor
0047_1.jpg,0049_2.jpg,47,49,0,impostor
0127_1.jpg,0128_2.jpg,127,128,0,impostor
0224_1.jpg,0225_2.jpg,224,225,0,impostor
0231_1.jpg,0232_2.jpg,231,232,0,impostor
0150_1.jpg,0150_2.jpg,150,150,1,genuine
0231_1.jpg,0231_2.jpg,231,231,1,genuine
0253_1.jpg,0254_2.jpg,253,254,0,impostor
0104_1.jpg,0105_2.jpg,104,105,0,impostor
0093_1.jpg,0094_2.jpg,93,94,0,impostor
0281_1.jpg,0282_2.jpg,281,282,0,impostor
0131_1.jpg,0132_2.jpg,131,132,0,impostor
0009_1.jpg,0010_2.jpg,9,10,0,impostor
0171_1.jpg,0172_2.jpg,171,172,0,impostor
0213_1.jpg,0213_2.jpg,213,213,1,genuine
0178_1.jpg,0178_2.jpg,178,178,1,genuine
0251_1.jpg,0251_2.jpg,251,251,1,genuine
0043_1.jpg,0044_2.jpg,43,44,0,impostor
0008_1.jpg,0009_2.jpg,8,9,0,impostor
0154_1.jpg,0154_2.jpg,154,154,1,genuine
0159_1.jpg,0159_2.jpg,159,159,1,genuine
0281_1.jpg,0281_2.jpg,281,281,1,genuine
0181_1.jpg,0183_2.jpg,181,183,0,impostor
0189_1.jpg,0191_2.jpg,189,191,0,impostor
0166_1.jpg,0166_2.jpg,166,166,1,genuine
0197_1.jpg,0198_2.jpg,197,198,0,impostor
0144_1.jpg,0144_2.jpg,144,144,1,genuine
0146_1.jpg,0147_2.jpg,146,147,0,impostor
0279_1.jpg,0281_2.jpg,279,281,0,impostor
0172_1.jpg,0172_2.jpg,172,172,1,genuine
0227_1.jpg,0228_2.jpg,227,228,0,impostor
0061_1.jpg,0061_2.jpg,61,61,1,genuine
0244_1.jpg,0245_2.jpg,244,245,0,impostor
0087_1.jpg,0087_2.jpg,87,87,1,genuine
0076_1.jpg,0077_2.jpg,76,77,0,impostor
0114_1.jpg,0114_2.jpg,114,114,1,genuine
0022_1.jpg,0025_2.jpg,22,25,0,impostor
0240_1.jpg,0240_2.jpg,240,240,1,genuine
0208_1.jpg,0208_2.jpg,208,208,1,genuine
0018_1.jpg,0018_2.jpg,18,18,1,genuine
0047_1.jpg,0047_2.jpg,47,47,1,genuine
0038_1.jpg,0038_2.jpg,38,38,1,genuine
0221_1.jpg,0221_2.jpg,221,221,1,genuine
0188_1.jpg,0188_2.jpg,188,188,1,genuine
0176_1.jpg,0178_2.jpg,176,178,0,impostor
0261_1.jpg,0262_2.jpg,261,262,0,impostor
0277_1.jpg,0277_2.jpg,277,277,1,genuine
0128_1.jpg,0128_2.jpg,128,128,1,genuine
0069_1.jpg,0069_2.jpg,69,69,1,genuine
0020_1.jpg,0021_2.jpg,20,21,0,impostor
0174_1.jpg,0176_2.jpg,174,176,0,impostor
0159_1.jpg,0160_2.jpg,159,160,0,impostor
0229_1.jpg,0229_2.jpg,229,229,1,genuine
0057_1.jpg,0057_2.jpg,57,57,1,genuine
0165_1.jpg,0166_2.jpg,165,166,0,impostor
0261_1.jpg,0261_2.jpg,261,261,1,genuine
0075_1.jpg,0076_2.jpg,75,76,0,impostor
0038_1.jpg,0039_2.jpg,38,39,0,impostor
0198_1.jpg,0199_2.jpg,198,199,0,impostor
0006_1.jpg,0006_2.jpg,6,6,1,genuine
0040_1.jpg,0042_2.jpg,40,42,0,impostor
0232_1.jpg,0234_2.jpg,232,234,0,impostor
0133_1.jpg,0133_2.jpg,133,133,1,genuine
0001_1.jpg,0002_2.jpg,1,2,0,impostor
0209_1.jpg,0210_2.jpg,209,210,0,impostor
0268_1.jpg,0268_2.jpg,268,268,1,genuine
0222_1.jpg,0222_2.jpg,222,222,1,genuine
0131_1.jpg,0131_2.jpg,131,131,1,genuine
0089_1.jpg,0090_2.jpg,89,90,0,impostor
0270_1.jpg,0270_2.jpg,270,270,1,genuine
0081_1.jpg,0081_2.jpg,81,81,1,genuine
0065_1.jpg,0065_2.jpg,65,65,1,genuine
0043_1.jpg,0043_2.jpg,43,43,1,genuine
0057_1.jpg,0059_2.jpg,57,59,0,impostor
0134_1.jpg,0135_2.jpg,134,135,0,impostor
0254_1.jpg,0254_2.jpg,254,254,1,genuine
0229_1.jpg,0231_2.jpg,229,231,0,impostor
0035_1.jpg,0035_2.jpg,35,35,1,genuine
0167_1.jpg,0168_2.jpg,167,168,0,impostor
0006_1.jpg,0007_2.jpg,6,7,0,impostor
0046_1.jpg,0047_2.jpg,46,47,0,impostor
0083_1.jpg,0085_2.jpg,83,85,0,impostor
0211_1.jpg,0211_2.jpg,211,211,1,genuine
0207_1.jpg,0208_2.jpg,207,208,0,impostor
0180_1.jpg,0180_2.jpg,180,180,1,genuine
0083_1.jpg,0083_2.jpg,83,83,1,genuine
0176_1.jpg,0176_2.jpg,176,176,1,genuine
0167_1.jpg,0167_2.jpg,167,167,1,genuine
0258_1.jpg,0260_2.jpg,258,260,0,impostor
0010_1.jpg,0010_2.jpg,10,10,1,genuine
0133_1.jpg,0134_2.jpg,133,134,0,impostor
0247_1.jpg,0248_2.jpg,247,248,0,impostor
0086_1.jpg,0086_2.jpg,86,86,1,genuine
0097_1.jpg,0098_2.jpg,97,98,0,impostor
0020_1.jpg,0020_2.jpg,20,20,1,genuine
0205_1.jpg,0205_2.jpg,205,205,1,genuine
0056_1.jpg,0056_2.jpg,56,56,1,genuine
0243_1.jpg,0244_2.jpg,243,244,0,impostor
0211_1.jpg,0212_2.jpg,211,212,0,impostor
0271_1.jpg,0271_2.jpg,271,271,1,genuine
0071_1.jpg,0073_2.jpg,71,73,0,impostor
0216_1.jpg,0218_2.jpg,216,218,0,impostor
0148_1.jpg,0150_2.jpg,148,150,0,impostor
0012_1.jpg,0015_2.jpg,12,15,0,impostor
0262_1.jpg,0262_2.jpg,262,262,1,genuine
0267_1.jpg,0267_2.jpg,267,267,1,genuine
0092_1.jpg,0093_2.jpg,92,93,0,impostor
0257_1.jpg,0258_2.jpg,257,258,0,impostor
0033_1.jpg,0034_2.jpg,33,34,0,impostor
0270_1.jpg,0271_2.jpg,270,271,0,impostor
0242_1.jpg,0243_2.jpg,242,243,0,impostor
0101_1.jpg,0103_2.jpg,101,103,0,impostor
0163_1.jpg,0164_2.jpg,163,164,0,impostor
0060_1.jpg,0061_2.jpg,60,61,0,impostor
0255_1.jpg,0255_2.jpg,255,255,1,genuine
0210_1.jpg,0210_2.jpg,210,210,1,genuine
0060_1.jpg,0060_2.jpg,60,60,1,genuine
0272_1.jpg,0272_2.jpg,272,272,1,genuine
0244_1.jpg,0244_2.jpg,244,244,1,genuine
0109_1.jpg,0110_2.jpg,109,110,0,impostor
0044_1.jpg,0046_2.jpg,44,46,0,impostor
0140_1.jpg,0140_2.jpg,140,140,1,genuine
0071_1.jpg,0071_2.jpg,71,71,1,genuine
0002_1.jpg,0002_2.jpg,2,2,1,genuine
0265_1.jpg,0266_2.jpg,265,266,0,impostor
0067_1.jpg,0067_2.jpg,67,67,1,genuine
0105_1.jpg,0105_2.jpg,105,105,1,genuine
0260_1.jpg,0260_2.jpg,260,260,1,genuine
0046_1.jpg,0046_2.jpg,46,46,1,genuine
0051_1.jpg,0054_2.jpg,51,54,0,impostor
0183_1.jpg,0185_2.jpg,183,185,0,impostor
0123_1.jpg,0123_2.jpg,123,123,1,genuine
0152_1.jpg,0153_2.jpg,152,153,0,impostor
0255_1.jpg,0256_2.jpg,255,256,0,impostor
0070_1.jpg,0070_2.jpg,70,70,1,genuine
0158_1.jpg,0159_2.jpg,158,159,0,impostor
0054_1.jpg,0055_2.jpg,54,55,0,impostor
0021_1.jpg,0022_2.jpg,21,22,0,impostor
0019_1.jpg,0019_2.jpg,19,19,1,genuine
0121_1.jpg,0122_2.jpg,121,122,0,impostor
0119_1.jpg,0119_2.jpg,119,119,1,genuine
0210_1.jpg,0211_2.jpg,210,211,0,impostor
0065_1.jpg,0066_2.jpg,65,66,0,impostor
0216_1.jpg,0216_2.jpg,216,216,1,genuine
0135_1.jpg,0138_2.jpg,135,138,0,impostor
0273_1.jpg,0274_2.jpg,273,274,0,impostor
0174_1.jpg,0174_2.jpg,174,174,1,genuine
0105_1.jpg,0106_2.jpg,105,106,0,impostor
0263_1.jpg,0264_2.jpg,263,264,0,impostor
0125_1.jpg,0127_2.jpg,125,127,0,impostor
0025_1.jpg,0026_2.jpg,25,26,0,impostor
0073_1.jpg,0073_2.jpg,73,73,1,genuine
0179_1.jpg,0180_2.jpg,179,180,0,impostor
0068_1.jpg,0068_2.jpg,68,68,1,genuine
0225_1.jpg,0225_2.jpg,225,225,1,genuine
0243_1.jpg,0243_2.jpg,243,243,1,genuine
0278_1.jpg,0279_2.jpg,278,279,0,impostor
0241_1.jpg,0241_2.jpg,241,241,1,genuine
0220_1.jpg,0220_2.jpg,220,220,1,genuine
0077_1.jpg,0077_2.jpg,77,77,1,genuine
0066_1.jpg,0066_2.jpg,66,66,1,genuine
0157_1.jpg,0158_2.jpg,157,158,0,impostor
0011_1.jpg,0012_2.jpg,11,12,0,impostor
0034_1.jpg,0035_2.jpg,34,35,0,impostor
0029_1.jpg,0029_2.jpg,29,29,1,genuine
0118_1.jpg,0119_2.jpg,118,119,0,impostor
0209_1.jpg,0209_2.jpg,209,209,1,genuine
0068_1.jpg,0069_2.jpg,68,69,0,impostor
0245_1.jpg,0245_2.jpg,245,245,1,genuine
0208_1.jpg,0209_2.jpg,208,209,0,impostor
0090_1.jpg,0091_2.jpg,90,91,0,impostor
0241_1.jpg,0242_2.jpg,241,242,0,impostor
0156_1.jpg,0157_2.jpg,156,157,0,impostor
0042_1.jpg,0043_2.jpg,42,43,0,impostor
0107_1.jpg,0109_2.jpg,107,109,0,impostor
0198_1.jpg,0198_2.jpg,198,198,1,genuine
0169_1.jpg,0169_2.jpg,169,169,1,genuine
0200_1.jpg,0200_2.jpg,200,200,1,genuine
0172_1.jpg,0174_2.jpg,172,174,0,impostor
0132_1.jpg,0132_2.jpg,132,132,1,genuine
0193_1.jpg,0196_2.jpg,193,196,0,impostor
0118_1.jpg,0118_2.jpg,118,118,1,genuine
0139_1.jpg,0140_2.jpg,139,140,0,impostor
0269_1.jpg,0269_2.jpg,269,269,1,genuine
0160_1.jpg,0160_2.jpg,160,160,1,genuine
0282_1.jpg,0001_2.jpg,282,1,0,impostor
0028_1.jpg,0028_2.jpg,28,28,1,genuine
0242_1.jpg,0242_2.jpg,242,242,1,genuine
0094_1.jpg,0094_2.jpg,94,94,1,genuine
0142_1.jpg,0142_2.jpg,142,142,1,genuine
0061_1.jpg,0062_2.jpg,61,62,0,impostor
0161_1.jpg,0162_2.jpg,161,162,0,impostor
0264_1.jpg,0265_2.jpg,264,265,0,impostor
0135_1.jpg,0135_2.jpg,135,135,1,genuine
